group,CD101,CD107a,CD11a,CD11b,CD11c,CD123,CD169,CD195,CD2,CD224,CD26,CD303,CD305,CD319,CD32,CD36,CD366,CD38,CD4,CD45RA,CD45RO,CD49f,CD5,CD52,CD54,CD57,CD58,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7
healthy,-0.782192205054108,-0.404657713109971,-0.367330017284733,-0.313748754984044,-0.794128199577534,0.866964601132758,-0.365388025491715,-0.18636112485798,-0.205546620797364,-0.245477276825044,0.0292147972746853,0.706392623593512,0.62925487871795,0.256190081149794,-0.728897588230778,-0.236704996166459,-0.66367285357491,-0.0418166996907995,0.336335371611614,0.821568124192574,0.0305962651236689,-0.0720599977262071,-0.013977834711738,-0.0638468671701441,0.0943265321953898,0.0186199316325768,-0.576743181883222,-0.511462257713767,-0.677675975500824,-0.444598504128958,-0.606260240281345,-0.406768124416615
healthy,0.0603607251769374,0.0508368499264703,0.110500439449374,0.0811774321977626,-0.0410333026994238,-0.339575646063827,-0.0108759031251549,0.0626174364944631,0.124886829602973,0.262991031884001,0.158649997406379,-0.213033804493034,-0.0895743117939817,0.114270669512667,0.0209735875957894,-0.141624766482669,-0.0783221458867408,-0.133942606844555,-0.198664505651566,-0.0985135379335669,0.0452513528632296,-0.0867409696612515,-0.133643618790774,0.221795974839989,-0.311330650220315,0.0852920716851625,0.027458663926096,0.0404239952615794,0.0698748611306318,0.11829047528559,-0.0240765485522826,-0.0398778782683596
healthy,-0.520608295692377,0.0060618414046803,-0.124898042332386,-0.235702586052939,-0.584300826091828,0.815088315866827,0.0648333463940185,-0.0974616872247492,-0.103645776791356,-0.141630886102012,0.479214667583704,0.796545965775222,0.692556371835463,0.246356971353715,-0.660737184948093,0.417683197505968,-0.607489499931759,-0.301636026166479,0.608177909299368,0.709761260301285,-0.1282490989988,-0.0925341554501118,-0.1554451512016,-0.151225815303274,0.0774752121803533,-0.198345189336308,-0.283620065769057,-0.259256850902143,-0.49014429737454,-0.34777421939557,-0.665933228251536,-0.3205467950226
healthy,0.817270383853721,0.224195180409237,0.456741888458755,0.331230075284235,0.794542737449793,-0.691901651989548,0.290207901816182,-0.118116113891801,0.389131373493411,0.464827595134714,-0.136138419795286,-0.761473492293081,-0.559541229267159,-0.380007090661147,0.765089637875039,-0.0883414276229382,0.764373891508171,0.266597941182452,-0.0128809652692142,-0.591970311934349,0.0822488452605331,0.276294972299824,0.437393425965694,0.499429979610445,0.0026630195407508,0.215246989008898,0.571106202640686,0.686907604012177,0.841319398136183,0.436492048098558,0.666315095823635,0.417741964829165
healthy,0.689878549987216,0.127180160821945,0.292284482978627,0.206172447438185,0.652554067420416,-0.75748358798522,0.126618355546947,-0.152697190369123,0.339003937527107,0.231290868682454,-0.180380146937502,-0.753794114552083,-0.690556885060794,-0.352355833514379,0.0676473405139077,-0.259600414826089,0.72786520332109,0.102809631035463,-0.575660900880573,-0.687841052473854,0.0677797514192638,0.175268917043415,0.279431893310464,-0.054629315020954,-0.124666525957526,-0.0112353060749632,0.431782977349886,0.582373061263013,0.623006392043975,0.375548620648614,0.503952166198017,0.230320991863359
healthy,-0.656148246557938,-0.247734042799187,-0.320208788641321,-0.283285686499818,-0.877626009691828,0.660255844411292,-0.204609485053137,-0.16591197311235,-0.511697714876725,-0.511538419437345,0.222270339349136,0.661351451011853,0.445816403728537,0.413929882687408,-0.77025396714984,-0.336109995525204,-0.629466724104359,-0.141479023081565,0.131996087133361,0.571862999664019,-0.269823867734922,-0.404057227192049,-0.429375796191248,-0.668010506913839,0.0596607862002729,-0.180067486264443,-0.698112744544866,-0.77860062927806,-0.715236854908521,-0.445031117683835,-0.592058680145477,-0.492170382589224
healthy,-0.715386165307208,0.0382210778334942,-0.176638338819144,-0.157415080420408,-0.707914264615173,0.810082519953539,-0.0628114188015824,0.166153549680174,-0.446645482293052,-0.352377989187316,0.354616353400797,0.758492518975143,0.681340555644378,0.201314257761394,-0.734849486960862,-0.0358319448402411,-0.611918170989633,-0.180918131492021,0.460662060610454,0.612833644496177,0.151917422277397,-0.0711503128935939,-0.325457554790749,-0.281376144044996,0.0136858063356438,0.0951071215692951,-0.504083730779172,-0.583532924057818,-0.651888076176325,-0.374181613768032,-0.478035489411765,-0.407193513205576
healthy,0.193293838269423,0.0727924743542407,0.205138468126591,-0.0426013576596369,0.0857430758813702,0.147912524214189,0.0037113325633249,0.288238272960894,0.296534680693058,-0.0172959082894163,-0.140512765801708,0.0898804558955667,-0.0068054414974497,0.173378615009848,-0.0381406114626598,-0.0198259319249313,-0.0209959133795906,0.187358380127158,0.13173459823256,0.185008517073808,0.088370171027338,-0.086380807883405,0.127791948236779,0.196816536080518,0.270917967022089,0.196576758822051,0.125290825967798,0.143257314809288,0.0716608611817209,0.0935406175224567,0.206858572961987,0.339681493538279
healthy,-0.436961167760377,0.012828855823112,-0.137996841325286,-0.0894412330074575,-0.464999706903188,0.594507328254282,-0.293521109652886,0.0393303131107735,-0.220136619235074,-0.191196056636088,-0.094280738182363,0.57049314106089,0.567674001859427,0.237017554775296,-0.393761632768242,0.122849003540022,-0.439805820408349,-0.1221111054456,0.548189850110039,0.530948522414957,-0.0794369998925627,-0.217138313007434,-0.368959547790696,-0.194444887971821,0.0946262951732091,0.070100170467393,-0.290305558383584,-0.420619168113286,-0.379718206143998,-0.254242029114554,-0.319711499639552,-0.43799008690652
healthy,0.476324712382856,-0.0774972736450648,0.0011156684901065,0.36106145254331,0.353298272674356,-0.568703229522324,0.403832769830746,0.31126791381104,-0.0772336015087994,0.16802277641539,-0.420751366451017,-0.495776369752529,-0.472757491122268,-0.0230997369596407,0.515803308975666,0.155197219391786,0.468026074484134,0.429190235537507,-0.386167838111127,-0.451885378216832,0.0669337963862071,0.368595793482644,0.289732042789023,0.423785720850345,-0.331805688435011,-0.0166710349659418,0.4601126984485,0.497842167553293,0.289932191318883,0.326535658931842,0.613338758680392,0.250370632272062
mild,-0.533162745056048,-0.0741554291290644,0.0182461197506738,-0.205317456727512,-0.590346121855024,0.614357735524575,-0.063806464349011,-0.0505701939858772,-0.0179501635044431,-0.197663563295346,-0.0432289357350336,0.491170090005505,0.506041687438346,0.180002938847482,-0.468989896007035,0.125553118477692,-0.354579490001458,0.248744012579343,0.379719501849484,0.538096628238497,-0.0637460530799118,-0.161260898153209,-0.221164570406721,-0.188702138178887,0.493460376705008,-0.465386642235028,-0.0996570704338223,-0.118462751974951,-0.323757494346629,-0.341672625173507,0.0164292535034356,-0.111193126672862
mild,0.292550552739345,0.0025280853765542,-0.109195685806462,-0.214148475929568,0.314277508237137,-0.434824122781675,-0.0080050806411523,-0.0253397311684338,0.360702813599675,0.0163603468290265,0.057683673170405,-0.301897766843273,-0.749833190108001,-0.349846020158397,0.0253231521429991,-0.454684641702971,0.592119422173213,-0.0982212996671664,-0.378029363167454,-0.469909862967665,0.0862395885554814,-0.140943753931793,0.446895349114538,0.0055309804177168,-0.0958236302319547,-0.0609937620037645,-0.0746091210167648,0.108217440809706,0.191100547809499,-0.130355655059125,0.260608560325537,0.474811934504633
mild,-0.750341959432917,-0.192862084235994,-0.282722480002273,-0.0293079055955001,-0.734855481333439,0.687012560644768,-0.0673639312166379,-0.150939594741571,-0.434510084681129,-0.64005413165759,0.293038342005132,0.748786746284225,0.607151196366368,0.453539310923944,-0.745714046681525,0.0973973780853134,-0.674502471672651,-0.293733811117566,0.341932857810112,0.635846128244586,-0.144739530023755,-0.356338929226694,-0.211491740123681,0.0292815750192202,0.27870113978259,0.0453814274648489,-0.608012139906939,-0.737517952965546,-0.866948496544465,-0.541159570396314,-0.61881742021311,-0.64853518370124
mild,-0.763668840811992,-0.133421831659718,-0.456898820161594,-0.434843853820291,-0.72016268427593,0.521319131618079,-0.29400409883626,-0.0551865224667028,-0.4838256900285,-0.635620775472874,0.0512031410953575,0.437999844895797,0.366947460194548,0.249087362363587,-0.729809279970881,-0.0446217343791718,-0.730728167766058,-0.401489319201519,0.124084105455207,0.452534313481003,-0.266585292360201,-0.378750143975256,-0.204170204781425,-0.349916115856549,0.0950278490044394,-0.256441732153687,-0.581389555640379,-0.780570395732111,-0.832987417598371,-0.531604810301188,-0.603967672437118,-0.539029244787758
mild,0.300521855446527,-0.218262630077649,0.219998718976474,-0.0085480334505987,0.2599158233605,-0.103984676828154,0.0419639825940877,0.0366622173658628,0.303387753980388,0.0727023382704522,0.214597174675219,-0.364602616659712,-0.32772956841883,-0.28141024796727,-0.263497097507663,-0.263745512976789,0.437097636931004,0.286922601714771,-0.167963776814689,-0.265788411711509,0.1634896696461,0.0131931297229009,0.443112438973536,-0.131891054418066,-0.108303704775029,0.0451872152593364,0.011187235595908,0.308268701886013,0.284410197612203,0.120865082978933,0.219199798108454,0.624044763099374
mild,0.588628304459511,0.140483993820645,0.11750528243521,0.0995925551054693,0.420326592260487,-0.5107460002994,0.271814159834409,-0.095832688879295,0.377969780433908,0.503307035264406,-0.0497195249853719,-0.554039817065278,-0.446134070155024,-0.360872804775155,0.423745446180189,-0.0346176324273323,0.321390866587683,0.232961352891774,-0.133663466959406,-0.559090019250365,0.0612917031776262,0.212037637439962,0.284581418564577,0.225065518858944,-0.225220592280689,0.208447949705207,0.3303092624012,0.552860043125231,0.468889155079142,0.288807679208818,0.392016369740804,0.178512941591737
