group,CD101,CD107a,CD11a,CD11c,CD123,CD141,CD169,CD195,CD197,CD224,CD226,CD26,CD303,CD305,CD319,CD32,CD366,CD4,CD45RA,CD49f,CD52,CD54,CD58,CD95,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7,Podoplanin
healthy,-0.745866413440974,-0.367155714752136,-0.278688266326447,-0.745214927580705,0.861919051577701,0.0848151933398527,-0.331023657924795,-0.147870317240346,0.0340347119093477,-0.351988661120364,-0.222109775811076,0.119014379061628,0.802668831666772,0.651134958209752,0.332744448692818,-0.64090273588153,-0.626060468660048,0.463445588672133,0.875396799513464,-0.0660204580646844,-0.0224106005423541,0.256376160160738,-0.58399380018106,-0.570693354301129,0.213657498995861,-0.707869459557792,-0.446231985052146,-0.626035899544397,-0.273978014123191,-0.440402121350072
healthy,-0.698424407334789,-0.579006271201605,-0.197262132109793,-0.788491850936551,0.550325512317687,0.126637032562592,-0.502924327222582,-0.359577295055376,-0.711727765220822,-0.618502712669426,-0.707065896359366,-0.262095366824584,0.450627125886594,0.494936549599805,-0.193319012516128,-0.759776936431433,-0.626982658092145,0.0832692305286768,0.355984409021421,-0.713341360081554,-0.190464316422347,0.0203409666695293,-0.685664434936581,-0.760530827775161,0.16729501649474,-0.556100284920483,-0.715748701544844,-0.578517119129173,-0.646139463046507,-0.653885046917234
healthy,-0.5709398170578,0.0179637495285038,-0.131576950720159,-0.606798873016785,0.826914114960924,-0.0442770886143938,0.0954752239797386,-0.10513245344002,0.0012501456300433,-0.152344729392343,-0.291621505147907,0.460958991210957,0.744642002844063,0.736074911024421,0.338290914194519,-0.668487011404508,-0.644277475431603,0.590289965342094,0.695709963310959,-0.116457560060968,-0.185688674910382,0.112444379142788,-0.336327571753842,-0.315448289634535,0.433203189445381,-0.538674159000426,-0.412001907201109,-0.665835125575429,-0.303171361273712,-0.12018124033969
healthy,-0.788175877375588,-0.141957877880358,-0.482386998668018,-0.795713827124992,0.687922743260207,-0.106623917161393,-0.209154919023213,0.222203694023783,-0.111161520720926,-0.40432697024812,-0.369513617105132,0.203866920081355,0.744452637323398,0.640189880864944,0.431465701704179,-0.720445709409797,-0.784233943515234,0.0451085169380913,0.652212506489844,-0.214416421466482,-0.497681400643079,-0.0034448418813938,-0.496129704412762,-0.688369954991052,0.107896414598768,-0.818137941907848,-0.356316645534982,-0.599584949394637,-0.429763083697866,-0.288465985139373
healthy,-0.664894576982829,0.0157073233777885,-0.206424187836845,-0.644747460198214,0.878785762729174,0.169581759286445,-0.213136983279675,0.161804149480674,0.130743737357251,-0.314732557981962,-0.43724764944388,0.200448587915906,0.804783025367093,0.743988606616313,0.334423818116939,-0.229701963977059,-0.638809674197626,0.556117070096448,0.766526856274783,-0.154586303734416,0.0644233232953238,0.119078974096094,-0.420242149590335,-0.540148834266247,0.537671264235136,-0.579017886177232,-0.364674553885131,-0.463158339294438,-0.190532165720951,-0.226879287842967
healthy,-0.768847728429216,-0.135281388559283,-0.350773087631693,-0.555247337297918,0.614163422524393,0.348430497985065,-0.0997764155563517,0.153828071210504,-0.187389236804555,-0.472922751241236,-0.292153772963347,0.473622779173859,0.768375129806303,0.671810661635656,0.536917857226356,-0.585493467344452,-0.63386942141851,0.356104551618779,0.698797443731702,-0.0738053709459916,-0.416669161099732,0.475507140908338,-0.567305710551691,-0.673130446295525,0.299133594141552,-0.614536065773136,-0.367811106396229,-0.623884665166383,-0.584191582724579,-0.365025173947658
healthy,-0.630823116048535,0.106067829794281,-0.0225927492186751,-0.51621529583343,0.800695013433996,0.445173292936128,0.0360057549959654,0.347636156975029,0.127575221812068,-0.189175726540184,-0.0815440263358709,0.327953376853153,0.768174143641402,0.738149211212187,0.277970187110492,-0.523213685623278,-0.58011768964908,0.55875450476501,0.637825678770933,0.0574946128666171,-0.19815212888302,0.278277061952994,-0.3322990928401,-0.502334547033834,0.463199466158058,-0.64328131282141,-0.262588093397592,-0.297885759149016,-0.277257842906613,-0.195021338956574
healthy,-0.71466920502403,-0.152305253930114,-0.322320094323591,-0.725171951692315,0.805315795649961,0.150592361212529,-0.334590400545548,0.25147799616078,0.0272962342821662,-0.524204491005879,-0.24627649950451,0.0552278483015707,0.815747957225504,0.630263045397966,0.426150853861467,-0.630591003845953,-0.689551683889966,0.295211089194315,0.749523649475435,-0.449037209871865,-0.277054754890759,-0.0786213072077803,-0.472279044992072,-0.677417714964245,0.163346983481611,-0.760348495805588,-0.470898914030697,-0.624182523242025,-0.136960986547041,-0.116457151055717
healthy,0.861971177645514,0.222358050688608,0.456095890629078,0.787921715163756,-0.708350386565836,-0.384457119367515,0.289179615942509,0.0190555287157789,0.157569738216063,0.64596326152398,0.400239448552358,-0.0600781894364734,-0.740943389892896,-0.608898401819704,-0.416793553952466,0.729122801081011,0.693119535578448,-0.705102392763055,-0.695363633078208,0.582208570925038,0.429166767129246,-0.117709879178819,0.623213227075392,0.803995911390767,0.100273419041258,0.822515455780131,0.481118668351153,0.688642357499539,0.589711626817334,0.380857073482968
healthy,0.302059573706202,-0.209113783517324,0.085906473738206,0.29854079092228,-0.237571187816584,-0.154175371941606,0.0240309598039681,-0.0112710167946061,-0.143481068991122,0.0361638426059613,0.195845133194889,0.0932727586690085,-0.38060342279631,-0.538433541499362,0.129543324869665,0.118597111187836,0.494938956278023,-0.144193786582112,-0.375011657765004,-0.0607898393835352,0.0543787680081999,0.437946845122233,0.385202091518337,0.187819758880713,-0.473491301741006,0.104162861903305,0.177690129237543,0.22380320199519,0.328611454857081,-0.133357836867618
