group,B7,CD101,CD107a,CD11a,CD11c,CD123,CD141,CD144,CD154,CD169,CD195,CD197,CD2,CD224,CD226,CD257,CD303,CD305,CD319,CD32,CD357,CD36,CD366,CD38,CD4,CD45RA,CD45RO,CD47,CD49f,CD52,CD54,CD58,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig,Mac,Podoplanin,TCR
healthy,-0.193326758500178,-0.74795210482546,-0.402075415883453,-0.337957602766011,-0.760511230238453,0.88210124979793,0.177649490535854,0.0715509644864203,-0.053287441726678,-0.290497403759669,-0.13861377598679,0.0140731767237614,-0.322121831800901,-0.237902616016296,-0.256132875797848,-0.235748969949971,0.823129699487278,0.704040758885698,0.250552356408254,-0.745030962771641,0.0590353631192696,-0.157861689997602,-0.67812576074127,-0.139833651809317,0.399224526840646,0.854247750544546,0.005944417224027,0.352344364699526,-0.0662573027572931,-0.0461635026796929,0.25429415209266,-0.555571376453535,-0.517605600412652,-0.663793913865437,-0.389876893202182,-0.666457115105531,-0.369502915599092,-0.403967783869517,-0.252528264678816,-0.443936927850382,0.009059029869019
healthy,-0.616499523760139,-0.69845539333334,-0.520907014142782,-0.311874795412371,-0.780848079038529,0.504531732968134,0.174766514221559,-0.430873859545351,-0.60909155453748,-0.514615139515615,-0.272489745933805,-0.645539320411167,-0.43846675591758,-0.654262036673973,-0.692056181309937,-0.607697796369826,0.477648749744567,0.464462814659584,-0.225124711233435,-0.802041412494356,-0.609015973925558,-0.0410690191262202,-0.653682680744097,-0.312645859136243,0.0975167004971828,0.357707857357653,-0.516341427308914,-0.0330151666222711,-0.735670104506331,-0.163122573045057,0.139955698052979,-0.655768428931652,-0.770014918971146,-0.667727379930583,-0.749090455505216,-0.500940563460073,-0.619688584226203,-0.553574001291909,-0.63463623354384,-0.691124834606453,-0.581321742138001
healthy,0.0699211739304061,-0.554390130371542,0.0518952764156777,-0.177040181896491,-0.537151574950564,0.810665857941142,-0.0335421336303,0.0864239648480924,0.162190480156604,0.12250479671704,-0.037114235255968,0.119927336727626,-0.133213324233195,-0.168703237547637,-0.198443353034357,0.108156277607547,0.77925688052729,0.77819237742314,0.397930497559978,-0.548776142195819,0.264798778823751,0.23360066279163,-0.607831032860803,-0.198592128053052,0.694766281070747,0.769515864429417,0.0300233139857572,0.431730253054619,-0.0948945324723545,-0.0460034553747954,0.239938163008965,-0.310339843108566,-0.318633773020537,-0.632641412394451,-0.39823620219293,-0.606053807322483,-0.312305385911586,-0.106312041958615,-0.0763437667897415,0.0250509709415184,0.0065428428593598
healthy,-0.0982409983620588,-0.791610168516598,-0.196433633922721,-0.516810455669912,-0.804146890557311,0.549375049259526,-0.184484012885064,-0.049274794178026,-0.133377957011914,-0.289512556548941,0.0808629690478395,-0.17445928929739,-0.426533809417781,-0.527336145172123,-0.365629949458949,-0.0244916483719875,0.618718843199906,0.440089962470169,0.356094898787055,-0.691592910478992,-0.154574735891018,-0.0865032561787856,-0.775978764409271,-0.308795780847579,-0.0412331664191567,0.491993005376603,-0.0627032438275076,-0.0461722043385955,-0.231983611123946,-0.529862174676947,-0.0566168003493967,-0.54838910577466,-0.721953601609354,-0.870182130515873,-0.419645783545741,-0.654107525356665,-0.429643842606196,-0.358260843036403,-0.168247892877125,-0.31480322136891,-0.279048415926875
healthy,-0.146851168475419,-0.757931225078985,-0.0997216059454232,-0.23635776899336,-0.708328706630362,0.861525828429684,0.253531070715669,-0.152658547432239,-0.0935067529388772,-0.179191988146959,0.216538126520731,0.18056305264114,-0.380705522882827,-0.349229163583002,-0.363139051160228,0.180508402554994,0.765339641493506,0.726460619056291,0.375627289596695,-0.166888356081825,0.0417429357483169,0.217667085332395,-0.681878077185335,-0.142114455263355,0.559324732827723,0.791585152498351,-0.132707327188658,0.472204141283163,-0.053329608307958,0.0650238992744125,0.0495322732634328,-0.468699859785507,-0.611677592716747,-0.666559821590328,-0.469366366873979,-0.546770729011079,-0.192362868845733,-0.084287771058614,-0.0973580808308694,-0.294733831110891,-0.0274084914618929
healthy,0.0209672295665387,-0.679637191200583,-0.0195674865594678,-0.236276358210728,-0.635366520628853,0.742425842591864,0.331912666064096,0.0430871774077541,-0.196517589735495,0.0492098761520202,0.195517532771873,-0.258816173170967,-0.462251960023172,-0.27340846556134,-0.335382444671857,-0.0702260033131296,0.74618292885227,0.703145999916895,0.575807335341438,-0.569947276422316,-0.15486360382791,0.000597210368737,-0.704312578444933,-0.11303982756348,0.411894264705721,0.71363238347194,-0.131200957869332,0.239839684084794,-0.0231925224576602,-0.399562158505054,0.459257582837886,-0.451111996432412,-0.621762781077424,-0.533904183906477,-0.331352741933814,-0.647009163645993,-0.581926812254926,-0.153993818570629,-0.173582386444623,-0.381454878450195,0.0260817904911833
healthy,0.0314154071002174,-0.584190207277041,0.107468426926712,-0.0290215066480469,-0.599291162870371,0.900135163449768,0.248932712481202,-0.029465681305058,-0.043031650319789,0.0196727995831404,0.297848491362718,0.14883115692781,-0.357661292817373,-0.272320001498229,-0.187819535307713,0.0447566018446448,0.775507793248326,0.75719452317131,0.182324331696104,-0.557675424931562,0.143090824098778,0.170055556259638,-0.573466176594003,-0.120614092983192,0.586686523461806,0.713507856138911,0.0285054899336049,0.406660634413397,0.0560356705560426,-0.209592594301214,0.0815297180324001,-0.355025792609083,-0.463656199737536,-0.534984290474789,-0.257945034443872,-0.25547267555242,-0.243227000282631,-0.105981174743386,0.0432519472143212,-0.137577880436991,-0.079025690663472
healthy,-0.164346671437019,-0.786039041088615,-0.182761105253683,-0.325703543644532,-0.778178399682598,0.82957817747733,0.124512621917251,-0.144688900572396,-0.0866512007024046,-0.350281599881302,0.137296871139736,-0.0377474951559686,-0.313573590477335,-0.513421793547466,-0.282205619396717,-0.114492445473281,0.853135259428825,0.705461258717348,0.371872546987299,-0.609011793942097,-0.0986371762346327,-0.17117327927248,-0.690814258656688,-0.373914465111433,0.342173008895589,0.743948680181816,-0.208388716173237,0.262140207031269,-0.379190555581533,-0.255426493607429,-0.115907282002483,-0.428987811226135,-0.67538882836305,-0.730581873047545,-0.445229418935512,-0.510362816382977,-0.301273050625195,-0.172789762750327,-0.0814207617938237,-0.167086528537562,-0.0954591991107114
healthy,0.0039354790989549,-0.735666447625329,-0.109387175296093,-0.360004914549229,-0.74853390332823,0.791820148965028,0.16536344730789,-0.156532605732825,-0.135080598221758,-0.30492350883164,-0.0006868296184228,-0.0569606004127152,-0.366797260381369,-0.492195650876713,-0.340204714142243,-0.180047676647565,0.778204057271938,0.745254114611668,0.367839121649303,-0.712226209061642,-0.150396730384687,0.180322444924733,-0.73690030041836,-0.346501858853323,0.731296920142054,0.775650316157706,-0.220504314689511,0.444844928635656,-0.428055710811713,-0.297695590299642,0.229555386632427,-0.46877023943904,-0.695540587975058,-0.749055768398282,-0.457260747884956,-0.712544620101887,-0.609087617699446,-0.195784790476412,-0.14745871123304,-0.260298453822349,-0.0759109745465478
healthy,-0.210216157583902,-0.668203746796721,-0.101427548167294,0.0087394031725014,-0.782731948058792,0.779123424445584,0.299867410020396,0.156951447472618,-0.176083723203235,-0.284428938304779,-0.290980083580749,-0.0579833406218949,-0.0016669122627798,0.015392815057922,-0.49025645549068,-0.0956832430683724,0.765431690536787,0.478627976072176,0.237095700153752,-0.682215763404312,0.0490517457344092,0.142217762572879,-0.564801848058049,-0.25144849773675,0.442120897789936,0.695165935064384,-0.242635011900001,0.392718428064556,-0.363820760781822,-0.556691116558521,0.223648033088792,-0.572478608843744,-0.721235246810825,-0.476068291374965,-0.582439029238564,-0.269891176046917,-0.664954943946094,-0.172206812431196,-0.0742519417575214,-0.246354298367552,-0.10021651323184
