group,CD101,CD107a,CD11a,CD11c,CD123,CD169,CD2,CD224,CD226,CD303,CD305,CD319,CD32,CD366,CD38,CD4,CD45RA,CD49d,CD49f,CD52,CD54,CD58,CD95,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7,Podoplanin,TCR
healthy,-0.762725752132237,-0.392391801284012,-0.389359328173775,-0.784415338194097,0.846898392557473,-0.266501595372423,-0.341357322749142,-0.268434325737712,-0.246885571698879,0.815072870515464,0.673246572934272,0.218803064442736,-0.753659067837451,-0.732164542154445,-0.161118989932096,0.307786243132874,0.793118307634385,-0.132379934487629,-0.0894088714597968,-0.0642553937425308,0.161702626620668,-0.593622621280589,-0.50769511360596,0.20434036537226,-0.651589268010992,-0.45340763339329,-0.730713509426531,-0.513898310015657,-0.453556237343029,0.0456458214690574
healthy,-0.761511900384196,-0.391642374372484,-0.273836724770227,-0.747810353638292,0.522381458789868,-0.455502882184082,-0.39999715215595,-0.663520315173847,-0.637959311399832,0.46463035920707,0.406316465869608,-0.223726999864022,-0.763552816800418,-0.650220411451612,-0.300553389794219,0.0832384584553107,0.359246650515004,-0.0998953645754502,-0.679879255589423,-0.233765719961042,0.0076009361079784,-0.587954784763608,-0.729404351423744,0.17760477192626,-0.693537291124908,-0.680828090154594,-0.445462508708664,-0.540025855399286,-0.627311622258206,-0.609902724995322
healthy,-0.678549340945618,0.0569837733671675,-0.26238042491747,-0.567381413967187,0.744035787425431,0.0673042632521383,-0.320707369889468,-0.218146093783473,-0.380300725301758,0.702930402270672,0.699537369303345,0.351363630917124,-0.576631302898118,-0.627030062514899,-0.306005422228384,0.622495575613943,0.617708188785667,0.0795251817215816,-0.235791829617795,-0.17576180651699,0.284051426207051,-0.364743261901659,-0.448481886980988,0.370116056051631,-0.70424304717163,-0.492718995658156,-0.60880068225349,-0.396027831287125,-0.153074360412365,-0.0982412167941175
healthy,-0.748954252373993,-0.233960834663742,-0.424787975619281,-0.757532650400853,0.858864949989555,-0.198492272514014,-0.279477735288023,-0.376491020977103,-0.379557863574679,0.842211381601339,0.725829823637139,0.497342469710765,-0.760927472607022,-0.749736133200995,-0.150070165533438,0.2350489582779,0.747168121850626,-0.0662006773226932,-0.257736119498645,-0.457905809231744,0.198194978092121,-0.523617996334856,-0.700930037122714,0.265677629857383,-0.736841011163105,-0.375685692452516,-0.544503633013019,-0.344881615747871,-0.288852350463034,-0.261588274354328
healthy,-0.827359164739802,-0.0930266812270215,-0.199695469054934,-0.75809294912941,0.818318536175301,-0.220254861151794,-0.370153409019335,-0.408106135734408,-0.32003012797562,0.716443644924849,0.702471334121202,0.380210703281943,-0.239867752164784,-0.686658348167962,-0.210961218263586,0.518129178607493,0.728549310258295,0.0535002472837837,-0.0633462999553657,0.0499633016449571,0.0149535711701441,-0.516836354098705,-0.662576144607415,0.468228550672127,-0.714257925557234,-0.484775150840956,-0.574058647063896,-0.253517622596352,-0.377304371563317,-0.064658911521732
healthy,-0.754374742336273,-0.0115955475907957,-0.33477458737892,-0.779319534002387,0.742184521011305,0.0109766390414281,-0.383114807582012,-0.34634917215399,-0.261773623123755,0.724229353714947,0.706113361496557,0.494990138633533,-0.611324061492001,-0.655049965254158,-0.0574758531268859,0.248560977029908,0.721408763174485,-0.275620909885884,-0.184090647007678,-0.423129148093526,0.143992434288531,-0.482714785753198,-0.720098566113001,0.349602739639828,-0.611448541577947,-0.175119685040779,-0.646770766754451,-0.623407871383299,-0.379907152663724,0.0309342166290779
healthy,-0.50175256676114,0.141679534274528,0.0893684851478092,-0.376476702504347,0.723515202699578,0.125123102555376,-0.318727878483091,-0.172181382159679,-0.20206501448289,0.740789149183286,0.72989514175363,0.28648269918571,-0.313355672424612,-0.481078042235505,-0.181062514664827,0.651128393693899,0.697253118770982,0.164811323905684,0.036771489141468,-0.144387085239568,0.296475793684123,-0.141787918765016,-0.419224346828033,0.538765426634132,-0.510516963209996,-0.111693208688899,-0.135598121383185,-0.185706428875818,-0.0783081934922587,-0.158554787973515
healthy,-0.784576387387273,-0.302595716159352,-0.552555153333596,-0.776499433308149,0.634444904305506,-0.478171759448597,-0.433211078462651,-0.555853823557713,-0.319060614962596,0.672120856150889,0.560733905295972,0.180901363252503,-0.465688173692651,-0.795396466998617,-0.468745751000192,0.145984627678537,0.540229212328738,-0.295805690408718,-0.428670636571788,-0.365184626438614,-0.40532475524647,-0.563565830854335,-0.719467509821817,0.137476108270974,-0.786992209632354,-0.543129735274235,-0.509066420511224,-0.333108753976539,-0.273411415531928,-0.288756803920197
healthy,-0.67019620257383,-0.110537384922628,-0.48947868579764,-0.799841417081638,0.773755346557688,-0.273917963633813,-0.372383654510292,-0.479236308191052,-0.344565571639786,0.800483753445602,0.731911559900817,0.49722077435745,-0.664370014722146,-0.695753489590614,-0.222524696179804,0.695131462584767,0.783449346354312,0.16991143269403,-0.379364176676205,-0.26359959713753,0.249251541601238,-0.457881122716188,-0.666746104331455,-0.0256599780391455,-0.700383132347072,-0.442481061195444,-0.679321027342864,-0.490277349064066,-0.234042104207468,-0.109508872447235
healthy,-0.806678948390321,-0.0528306829836902,-0.0407218998888899,-0.676967497003411,0.621537594071495,-0.415660507859261,-0.093161874242029,-0.0678767507373428,-0.419090195822678,0.571272512015696,0.514584696390361,0.0772455203930386,-0.689745738717825,-0.846465432859844,-0.490030478776443,0.397541902701573,0.694982465564499,-0.012669870790088,-0.404224883634927,-0.598719452510622,0.0634280487284608,-0.67639871551647,-0.763628322907551,0.116859341034103,-0.798276299058252,-0.463177704204001,-0.314319983032783,-0.519519061964528,-0.433642264587411,-0.0981443672815576
