group,CD101,CD107a,CD11a,CD11c,CD123,CD141,CD144,CD169,CD195,CD2,CD224,CD226,CD303,CD305,CD319,CD32,CD336,CD36,CD366,CD38,CD4,CD45RA,CD47,CD49f,CD52,CD54,CD58,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Mac
healthy,-0.819213227128737,-0.397086887150408,-0.480740173343132,-0.857639844072823,0.779972367424876,-0.0188478207421895,0.0855294641708534,-0.35537495976963,-0.251918527786643,-0.248608550684513,-0.35286266044445,-0.290330453220448,0.764529310346962,0.563440988818004,0.128124712810379,-0.72842481535046,-0.344382917983925,-0.30014146826531,-0.793981193287668,-0.189596104423334,0.24402845316311,0.780718591252609,0.228541412404906,-0.12582374294839,-0.0728928127015631,0.0620554071401921,-0.68248619913889,-0.535282199687745,-0.73887273054349,-0.557016994806888,-0.771424690666009,-0.54865584437441,-0.30650332426786
healthy,-0.766593604146526,-0.449896811070887,-0.257917433944563,-0.756989276377758,0.534476186803561,0.0405967083909822,-0.301075680389675,-0.398521925753155,-0.297921295178708,-0.382465915659104,-0.615768724387584,-0.561920404438088,0.550342457663166,0.436297696002714,-0.156481552868936,-0.772818002243641,-0.550824415519872,-0.0149566630978861,-0.627606490397097,-0.243206704827838,0.206080575332797,0.383282599632815,-0.0317809547859245,-0.629174398458159,-0.0804478218601047,0.0258801103919428,-0.594804024529443,-0.673712524105676,-0.603711399477277,-0.683521435182033,-0.412175675857819,-0.578911438096427,-0.502584498552094
healthy,-0.598092027615224,-0.235241337275531,-0.231060764444658,-0.692435810740928,0.679604729137962,-0.0184027799727323,-0.143845850896101,0.0471606466321357,-0.188197646631949,-0.142272369655881,-0.324011109884277,-0.247600620495919,0.742941236496248,0.562098220201826,0.226872874441152,-0.721360233107946,0.171843615348337,0.0465308130021218,-0.59799976354619,-0.251529515270664,0.425411375637826,0.700100993620435,0.355323439195396,-0.153756434464534,-0.162962014389057,-0.0780109515070759,-0.43922921653988,-0.383466293121854,-0.674584556724902,-0.557952733205825,-0.689367505006691,-0.340624530571985,-0.21987202074307
healthy,-0.785759752549324,-0.185779268525105,-0.535647578479896,-0.76595150650609,0.52461247774376,-0.149711955679367,-0.042212388202048,-0.215859446318888,0.0500395688437951,-0.466070050254973,-0.508965551017888,-0.32866647651877,0.570338486551239,0.36563067274351,0.375484269199561,-0.702550490297657,-0.408067129707854,-0.158056455716625,-0.715048641430886,-0.236824404489251,-0.0589970331206351,0.396733715458055,-0.0935274844965962,-0.233784586130817,-0.536593898361557,-0.0631929512454998,-0.486399852897917,-0.707338159963936,-0.856218172926591,-0.369632231553255,-0.626156384583235,-0.343006094848383,-0.148790819777917
healthy,-0.852091005906531,-0.169011735898112,-0.314636733726756,-0.854213239824007,0.637813178001937,0.170919045763483,-0.227248022802986,-0.321831441742703,0.12892687430834,-0.40024306121523,-0.558421004362051,-0.353705370270712,0.672952426904468,0.509090660909977,0.313231436283602,-0.324507905286606,-0.205748109142995,0.0491291256184335,-0.604934100022662,-0.315751057198053,0.407923051911551,0.604198662606725,0.202261464004754,-0.240841148475982,-0.090525279309564,-0.0970493638883164,-0.663563180186835,-0.75565302759594,-0.827560958888126,-0.46691391777413,-0.656474601924933,-0.194077704684136,-0.300675601114246
healthy,-0.732190739062664,-0.27116671188892,-0.389933595713107,-0.627283279580628,0.705262319185673,0.278528948406474,0.022611346744594,-0.0834964565286157,0.0465230223221083,-0.396044932337905,-0.590676702407149,-0.405508956554551,0.628301775397514,0.548368419921684,0.423530722597069,-0.767981831553528,-0.452300662647495,-0.272208486070341,-0.676111517270504,-0.154503696659176,0.214018835522886,0.588372851955575,0.0600793630949459,-0.272149755714106,-0.557472951686693,0.364962702064095,-0.642748459494167,-0.732583762520178,-0.656930147991688,-0.39363080057289,-0.687417436762425,-0.547955255210138,-0.245488229792015
healthy,-0.727934482460861,-0.104633740121726,-0.374459267289319,-0.745866805949446,0.592457304691564,0.145569491676305,-0.204345253960252,0.0088586573067659,0.186563043089377,-0.545976881256687,-0.377615609219197,-0.272472766015576,0.708161953339481,0.563964024806281,0.132780954438266,-0.700326968570906,-0.241895856344249,-0.181501661578521,-0.671066765853385,-0.382762799092677,0.349528667511653,0.534396274121474,0.249659239636499,-0.198477583388044,-0.335431662345984,-0.0632199635355577,-0.596619446976867,-0.694959750635822,-0.743418559523077,-0.448748475975983,-0.569995080126091,-0.46394175343227,-0.148498149098902
healthy,-0.739023347221476,-0.230134707536545,-0.438468067122732,-0.783228164448663,0.765328152844727,0.0405478004253673,-0.117667546980997,-0.344111345566658,0.158189449324628,-0.262706679726604,-0.558719379897731,-0.293142525791965,0.846081172133193,0.628252056587744,0.335206553584123,-0.605580982724548,-0.474793756090471,-0.220164252305638,-0.718936990008838,-0.369601326423294,0.236724067307892,0.707452747177198,0.0920982937096171,-0.465951384914876,-0.344255706739349,-0.269540547737729,-0.513492964277878,-0.740518008343362,-0.78181290668089,-0.538352071232221,-0.578147634192126,-0.250625048704178,-0.116892221085919
healthy,-0.845156681227096,-0.233518904922723,-0.440651046543096,-0.770543850930897,0.669751728423218,0.475609057812722,-0.289494751821698,-0.248037719150379,-0.0810898201239148,-0.473730967535816,-0.663379312021381,-0.337537993267465,0.708872080503723,0.549855497687648,0.350330984087042,-0.749925858618729,-0.0085720128591484,-0.104228972964229,-0.681826836192951,-0.404751755110202,0.679031238746798,0.679464903002333,0.155863546064695,-0.528273393738221,-0.437041787075737,0.0473164274365627,-0.643682666142231,-0.805614804461042,-0.832026125343099,-0.494959773651219,-0.692856613833598,-0.570069670308817,-0.181591703940296
healthy,-0.839283393691115,-0.0844922769669471,-0.087765921221717,-0.655214524800532,0.595854222415648,0.285482626513882,-0.165977997855433,-0.465224362454946,-0.269940852230817,-0.0274114460990463,-0.117949763576366,-0.461937065338555,0.59349887020023,0.490735851281361,0.115498684798204,-0.67543878562215,0.10881555240669,0.0159461898060856,-0.807202119009856,-0.504735069287364,0.482480481820553,0.665810815082779,0.214845491325247,-0.471442651654184,-0.560746482308285,0.0179651698710669,-0.720463778416565,-0.738192477249515,-0.66165423547029,-0.465026716995234,-0.395987873052444,-0.563149826558998,-0.198809574055764
