group,CD101,CD11a,CD11c,CD123,CD141,CD169,CD195,CD2,CD224,CD226,CD303,CD305,CD319,CD32,CD366,CD4,CD45RA,CD49d,CD49f,CD52,CD54,CD58,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig,Podoplanin,TCR
healthy,0.81660611289813,0.442101461386956,0.819777132931401,-0.837503231317022,-0.0349445620592768,0.407336253487196,0.159646043771768,0.206650772845752,0.230502755072365,0.325051462950538,-0.70610280960172,-0.627286829239851,-0.168835019891398,0.697517288299649,0.726708424589634,-0.324232394224075,-0.831881906977416,0.187161832136491,0.0631783217533796,0.0432454557340739,-0.0774969669784318,0.632891969981679,0.520735227825292,0.716083012692063,0.533273182816272,0.665587218070499,0.451614674621113,0.580635059932054,0.477778354017283,-0.0483343077527663
healthy,-0.649311599631789,-0.207791917430878,-0.659251339472505,0.561096898589424,0.0419242053193565,-0.406827730733461,-0.128553380024542,-0.499547318411891,-0.599986155669679,-0.570245380413957,0.426590806714526,0.372456760380474,-0.147505139852039,-0.6564003125478,-0.601592683280593,0.204757376178054,0.3680177715119,0.0179583711216428,-0.674731239513711,-0.283036531273286,0.149649199567203,-0.467969679135982,-0.610433423830819,-0.624680025059285,-0.559596605930995,-0.395516805935251,-0.343551332297944,-0.442032500233605,-0.509765835454405,-0.510162819413231
healthy,0.670981332527233,0.318377669690694,0.651966240742147,-0.732613140573178,0.164189602916717,0.0631902493969946,0.166265391869245,0.300762759736951,0.328517046262382,0.336941808840026,-0.720659973766959,-0.656664541922063,-0.265178683958154,0.65943531235795,0.656767822550913,-0.461321301279573,-0.674694004357545,0.0306813124453128,0.228292715120045,0.273685717638997,-0.0747965155467406,0.396977806071057,0.423010224810158,0.676203842122856,0.448857680681116,0.68836195257659,0.401028923759536,0.235101922972818,0.168002494994847,0.162831767206104
healthy,0.779521463700242,0.402576282602143,0.750126573754755,-0.861389485103469,0.0163303362332394,0.154913873709387,-0.249373830227875,0.298775282760065,0.354618184767267,0.36891612977495,-0.875051832477354,-0.740449904471404,-0.472044152834638,0.765451474353113,0.730967758509093,-0.211545470205877,-0.742421949954416,0.0694072129102945,0.213650136309975,0.438152363016003,-0.129205688465093,0.50347295054257,0.667929313860128,0.717678263719823,0.404014267092976,0.518000779680977,0.356827956304846,0.224760578201937,0.272091742229857,0.218467414453022
healthy,0.769552210687448,0.265392651408456,0.774074617012028,-0.773640357376088,-0.248735284729051,0.283070720656903,-0.233576209516773,0.397731750273919,0.54786693264176,0.40087377471829,-0.776563181627798,-0.659281456277225,-0.383730953998963,0.247965500108438,0.618769307385842,-0.506719064034816,-0.770726186136425,-0.0137761990649332,0.152406745829656,0.0362886485826295,0.0717450818928965,0.571144782144147,0.659478171431022,0.7345233225859,0.401924016628125,0.595410407563908,0.0991128767682448,0.106386310865871,0.365255648868505,-0.0229412330911939
healthy,0.788303217931205,0.310299269828036,0.586985945531389,-0.609336990913199,-0.419888075208384,0.094226429524169,-0.0901459081877735,0.277758235496959,0.386037497799991,0.234035225444128,-0.787226569326395,-0.708724639686661,-0.510302870641346,0.556673221096492,0.613164844860068,-0.250341499788002,-0.736722249357956,0.167201310262527,0.0752549035995953,0.383531820409343,-0.339817400524417,0.486873047505933,0.68942065494108,0.631161196054921,0.196994703718227,0.589197917446968,0.625911038744494,0.322244048118268,0.400503811206759,0.0582291136547349
healthy,0.501902666248624,-0.106637655527601,0.455229052592965,-0.753507669024442,-0.303630782798123,0.0024614279061897,-0.328152579797585,0.16489090753196,0.186083357917,0.139554279112919,-0.68374965224055,-0.65722990531618,-0.2179772448661,0.386308804156064,0.5062360234113,-0.596282523433448,-0.705254295408837,-0.161784753711413,0.0257326709010373,0.133119089149286,-0.239002008428056,0.323820909813348,0.424379656194098,0.631665632197418,0.231228565096638,0.261011215751565,0.097561116026094,0.0877574451033334,0.199925379043879,0.118691083463866
healthy,0.75792287692571,0.28854980318858,0.74376923823842,-0.830259091555619,-0.168738416587313,0.324459642930112,-0.189190291068173,0.31828811589133,0.498042666791977,0.285465473331103,-0.844776517728561,-0.695942578348964,-0.408551703554504,0.588117429271686,0.688609559571651,-0.358886321532855,-0.752339871077367,0.182072577895964,0.384845790039935,0.251422923438103,0.073787585830256,0.427134207536172,0.670108602981392,0.736444511900127,0.417926644342789,0.573013393115879,0.244090858934589,0.148933671713401,0.113799508023231,0.110038304697888
healthy,-0.755944609281557,-0.343966851045403,-0.734929210493573,0.828442251119056,0.224096250439574,-0.279742048219583,0.0338077237951989,-0.37921967148825,-0.499360615104628,-0.318748716960993,0.798420356482281,0.75841820871663,0.447666267429507,-0.725216335562663,-0.715939239104146,0.742483209191618,0.789194894526087,0.188811058583288,-0.413891832299123,-0.333394358302249,0.280474401263045,-0.492646219542142,-0.712793888310043,-0.762820520566541,-0.463960186072636,-0.716377555269993,-0.583504884426856,-0.22859134550606,-0.244845422744248,-0.102114094169599
healthy,0.774636648698162,0.0503910268031468,0.678092650738043,-0.57328954588944,-0.271651103911465,0.427488245887777,0.166623198280261,0.0674173404057625,-0.0055636680932248,0.381576198478305,-0.552903620954098,-0.5224731605418,-0.0415795265273533,0.57114862752999,0.868216940063124,-0.419189315954358,-0.716448397051047,0.0343371860542964,0.323600293032595,0.558718799433403,-0.0531622373735654,0.661159547930187,0.722156835421623,0.740326537858526,0.448755404432379,0.280583586026918,0.516389429061128,0.393506837688081,0.373658753369102,0.0450220801924995
