group,CD101,CD107a,CD11a,CD11c,CD123,CD124,CD138,CD169,CD2,CD224,CD226,CD26,CD303,CD305,CD319,CD32,CD357,CD36,CD366,CD38,CD4,CD45,CD45RA,CD49f,CD52,CD54,CD57,CD58,CD62L,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Podoplanin
healthy,0.837752706101948,0.382473432391252,0.445539898800854,0.849497325547786,-0.785597865204652,-0.0002355767249053,0.12854712057047,0.390568812070923,0.209556436130985,0.372032378952743,0.29097020381849,-0.0734560579017191,-0.75461767182768,-0.553948044276587,-0.236784439144702,0.731970611952847,0.0123188711347669,0.378109386134736,0.759445129978496,0.189074120654655,-0.329907474530194,-0.0348934771865869,-0.818149510797598,0.171890035660788,0.0695662391835574,-0.0678965964422977,0.0319198827987031,0.681848144728681,0.169342808114824,0.58158909418217,0.761141871083591,0.55415840319131,0.710589891349467,0.490629423758707,0.546156578121636
healthy,0.303786729791938,0.0676893587848789,0.115079961467715,0.354236056663148,-0.588179241215504,0.0682494128261587,-0.066123238027696,0.0724642306206287,0.386337655168124,0.154843154507958,0.0868087643580348,0.0142443134143796,-0.642948455600112,-0.604426524531486,-0.113711584964901,0.347000232900988,0.150006241270879,-0.0105376490007834,0.15315083086575,-0.0561436076593944,-0.321260445942123,-0.222172277345529,-0.45108182614567,0.200183396197132,-0.0922629191113773,-0.402111061226535,0.0491019131753738,0.103910988879878,0.11214356799874,0.202368739355661,0.193250553709475,0.284132421400458,0.0345231126224643,0.372700014702499,0.145444799931899
healthy,-0.658965138806578,0.0019343680905179,-0.315246931383925,-0.632783566691939,0.692591118019187,0.0838286457607042,0.0424184207367173,0.0298266004497922,-0.336582151787139,-0.236867769658806,-0.411057728808257,0.317329958737085,0.668107517192388,0.672149442064606,0.0870223007069763,-0.587021719985483,0.179716631365654,0.333657277593286,-0.636897924643338,-0.31182718092495,0.436512136499594,0.0357175388938922,0.592337791442022,-0.106598068540975,-0.365435899033586,0.0582860035686549,-0.163185615497546,-0.303934417034026,0.0773145840169621,-0.308564716340645,-0.451415373683636,-0.430147609257344,-0.544052916022607,-0.441490085107229,-0.168014691183232
healthy,0.360178354012838,-0.125066265169421,0.123801881141568,0.428137801619895,-0.334427479859269,-0.1426507246688,-0.10494742338606,-0.0335102930712625,0.121576171739198,0.0765721144119497,-0.123653636350067,0.0809995551563924,-0.388294416233564,-0.308806742450235,-0.429365015955157,0.342529469235153,-0.245540108816574,-0.040476171205895,0.43783121156599,-0.133560248154536,-0.328135802839355,-0.190690405864589,-0.346661601953041,-0.252853612739403,0.019002310431157,-0.12282851034977,0.0877891661205239,0.0773973707510912,-0.138352862863918,0.167530962211589,0.519603566138594,0.0440736568588391,0.409968218697836,-0.0720579980068363,-0.0711314659414479
healthy,0.747983478029531,0.0592711517027727,0.354087304119331,0.70943406694501,-0.836566722372099,0.199709172249325,0.0211989674881526,0.243675733226063,0.308223098833603,0.416056255261702,0.388556939522688,-0.163990527102025,-0.781461980907725,-0.639760089739789,-0.349851494078109,0.212111163828691,0.155617102590613,-0.257462366776246,0.541204814278309,0.253811996171089,-0.458168797409306,-0.261416823773121,-0.669804586510737,0.130912595002926,-0.0315533379782762,-0.0248920855466257,0.128731125481588,0.495314890006341,0.0087006210734991,0.596967957116244,0.729210811726408,0.406019143898627,0.546402595209355,0.273307755109815,0.425844168526579
healthy,0.330031535332523,-0.0856379504361891,-0.0637552174252294,0.413552876570211,-0.210794400618883,-0.201858090529072,-0.253306431325204,-0.129253008038389,-0.0278955469270653,0.409516777536514,0.176517076143083,-0.360715800856871,-0.316775771682567,-0.110860628616202,-0.269674224804274,0.223506391026712,-0.0289453265829769,-0.0514795337851326,0.215732168393422,0.152830802805171,-0.265891398542022,-0.496885280060879,-0.241546317222104,-0.103641584732669,0.22669769172667,-0.015656508505837,0.103463525552613,0.311632016497819,-0.0128854667651021,0.261118964858677,0.0997507816907119,0.475632236708026,0.375475104179233,0.472145043699665,-0.0672665437966167
healthy,-0.0219835709368902,-0.250043125455446,-0.23584088375116,0.0275767019819342,-0.357586045070184,-0.399882565073259,-0.0853287683195423,0.0207064130670763,0.0676766696456913,-0.233806785194155,-0.0296674958024019,-0.0913171449624335,-0.210056246889331,-0.516124050749099,-0.130989335211966,0.066805327620283,-0.185999104314484,-0.663192432027052,0.28942493820547,-0.229103007433408,-0.261828135689453,-0.248587185679912,-0.349597036311524,-0.212735289084226,-0.13771524544927,-0.0112553079511072,-0.0473340991113361,-0.126724943461903,-0.152084816965897,-0.125464899312418,-0.134735295419772,-0.156879204674418,-0.124391888474828,0.0528202121153087,-0.113885048726851
healthy,-0.238323133441726,-0.14492851657368,-0.201138678891399,-0.121663950344689,-0.151779602281458,-0.165574619119658,-0.0231731735590205,-0.119287212000012,-0.470325154887501,-0.081344618341143,-0.359522667840488,-0.181807630103138,-0.207158654288402,-0.111370475537534,-0.210202566381373,-0.119545003538178,0.0506179098694283,-0.07390619479393,0.0696210644207852,-0.281689033846758,-0.245760360051065,-0.304884618022353,-0.287088567656281,-0.0786579990956783,-0.448970880991864,-0.205567074308541,-0.134749623329266,-0.234819628834045,-0.139544602171139,-0.209826556257325,-0.0645720494972266,-0.0745521358050019,-0.310820536954641,-0.145776039018896,-0.191305578384082
healthy,0.739537912416394,0.225376527497763,0.490881801659001,0.852189081112588,-0.815368088417125,0.125996196606298,0.18643223435604,0.287517679396706,0.50787018923118,0.579099478298205,0.385759771924742,-0.10956585843172,-0.817466390451172,-0.689167620369811,-0.472139509576951,0.709648897854601,0.0965076159131763,-0.0104676759807897,0.714546573764379,0.340002197551006,-0.671221967381679,0.0881412496830212,-0.804174546969365,0.469317874932642,0.359390519865325,-0.135344976433914,0.117310975500423,0.592995435894761,0.324648984084739,0.750151948365153,0.771467776695122,0.558083662372108,0.70139820795093,0.524268282783324,0.323922086159055
healthy,0.7229192527038,-0.0036815806957275,0.208072173404876,0.657839883514672,-0.469638795992629,0.0825664869854492,0.192196279479436,0.217217347603056,0.015372635312303,-0.0113127917895571,0.290733479418892,0.0474741586039864,-0.518921172490142,-0.558062975550616,-0.0255021096034433,0.511661822553234,0.0898971157565978,-0.0843664693228946,0.786740955454228,0.263763592289646,-0.231150344902622,-0.105981213402232,-0.657371218088067,0.168595385359774,0.438348170588134,0.228047666526605,0.125222205823722,0.564216409549976,0.37507809577909,0.564565182975097,0.684210629861323,0.324686646140609,0.259936173651744,0.582111720032544,0.192607604829434
