group,B7,CD101,CD107a,CD11a,CD11b,CD11c,CD123,CD169,CD195,CD197,CD2,CD224,CD226,CD26,CD303,CD305,CD319,CD32,CD36,CD366,CD38,CD4,CD41,CD45RA,CD5,CD58,CD70,CD85j,CD95,CD96,CLEC12A,CX3CR1,FCERIA,ITGB7
healthy,-0.127471472945608,-0.740130762133637,-0.314277310181855,-0.282068425140109,-0.272855267784238,-0.717355882055757,0.875199865923771,-0.309042312463886,-0.0609291323018858,0.0836146901579129,-0.255059123177729,-0.301821099917809,-0.222342412392182,0.0682476821580764,0.77670149800222,0.714575611974343,0.348708111382022,-0.619096086776847,-0.194102765594093,-0.609982334985021,-0.105208728486977,0.49564298306195,-0.559299798844273,0.881886370703926,0.0177052573015348,-0.577729265971728,-0.209872999999055,0.14947504249022,-0.599845254089234,-0.332130669434931,-0.678023027041709,-0.423829960962719,-0.661411712302348,-0.322848507063854
healthy,-0.476176870963988,-0.493668928911174,-0.383790284609726,-0.332124382568304,-0.35682320045015,-0.549104266598915,0.152368952661049,-0.403505408741338,-0.438073942785681,-0.6156457598915,-0.222795378307089,-0.29803579076943,-0.468550692470819,-0.268774367114438,0.0354851165241936,0.0938221657553458,-0.341383236915933,-0.529828994968974,-0.423360091820328,-0.419995099309026,-0.417714610613109,-0.317783201651753,-0.472677718674481,-0.127658280333782,-0.386358834314221,-0.484321467766129,-0.338282915111703,-0.32364888765838,-0.531762109975592,-0.494774135984203,-0.377219406977502,-0.420842900034628,-0.599132084320922,-0.475247560140652
healthy,-0.0181557107068495,-0.590109667689231,0.13741405932195,-0.244725516348319,-0.115175631283488,-0.586796531134075,0.786537807103495,-0.027217713614823,-0.133741343116496,-0.0472703580310457,-0.203123657177146,-0.0802742361273267,-0.36536966501044,0.349135066430145,0.686889361393079,0.78140875321986,0.213600192644396,-0.509941037195524,0.496619617660955,-0.693202067517103,-0.276207371901986,0.592117752531189,-0.111426479510832,0.616744601578865,-0.487396630382722,-0.291904416825462,0.0310202038552457,-0.0347866024554697,-0.303267782281162,-0.0470783903912642,-0.498447700693369,-0.407511490059403,-0.546027232379268,-0.422158233765221
healthy,-0.0705979151073469,-0.72065771354333,-0.174282966255068,-0.361906928367767,-0.220991463013838,-0.749501451363142,0.816084640612967,-0.183840648273512,0.289866202485127,-0.114091747029031,-0.317194562620651,-0.262686352887451,-0.361514149910837,0.245408562721772,0.855054993998962,0.794893774857107,0.387105606735082,-0.683785190405872,0.337873706714356,-0.764918721221838,-0.177636461653192,0.194226052110877,-0.0734064223823035,0.763120086037378,-0.435611199617101,-0.492124480679595,-0.10645200753336,0.0611323874622875,-0.608906811316899,-0.104882118742057,-0.694774237112467,-0.39513180185386,-0.52016312527592,-0.46077183063843
healthy,0.113965307508259,0.560672443725075,-0.0305485201311684,0.223084679889317,0.0882773028159027,0.518068562471577,-0.857021238386142,0.11672849883354,-0.141215505210762,-0.0739269354189295,0.34404959895965,0.12008137059921,0.362793072643498,-0.259097486521419,-0.772653341826918,-0.753222304638128,-0.309593056347889,0.119597508090887,-0.44735781722466,0.665744662618968,-0.0011052323157227,-0.563907108158116,0.187393135326827,-0.688621255836127,0.364191752440395,0.274685467072258,-0.120924774477954,-0.0511647231163417,0.427772725786265,0.145516853109923,0.464134838840715,0.273077893636988,0.369583328568632,0.353742825313831
healthy,-0.0229063953067966,-0.634557398452072,0.0997700240624714,-0.25943836603937,0.107555758335084,-0.644162988828392,0.830025576335029,0.132706332680636,0.302097547546158,0.0546349138475619,-0.256686921079948,-0.31714905268471,-0.120800121496559,0.222759114147045,0.732700570208153,0.817567462428692,0.566206495431777,-0.532636418209189,0.211173586385416,-0.595673047422763,-0.0008364469270024,0.341741668036822,0.187632481530903,0.824894431523727,-0.323736668847455,-0.349056372272433,0.03093960278139,-0.0247323007286787,-0.532820620005343,-0.066015263318206,-0.47120369255803,-0.0167349869663543,-0.56619261741313,-0.50790457743102
healthy,0.307156195663512,-0.120661975998548,0.247104916253715,0.299711751363218,0.20644309304637,-0.106960441889153,0.556309836496721,0.0701708709649819,0.0778405067385856,0.182966799287565,-0.129240451958159,0.0514300126770179,-0.0401897934776549,0.226082780071271,0.38410819756031,0.449217746731261,0.179127884959027,-0.0124657896510213,0.512678267854973,-0.140778342478696,0.160605223867813,0.349820001470103,0.0800431161955119,0.466730296253983,-0.125900083794668,0.133360827234703,0.264468074147846,0.181500786827761,0.0106472919968514,0.010868852387718,0.0811657683271514,0.0504151014174566,0.200411656609511,-0.0338890474463824
healthy,-0.161749668589361,-0.808681431356107,-0.147833716219782,-0.330884651048706,-0.266675926217796,-0.791159833183131,0.79786428309509,-0.332564249022461,0.108961230720338,-0.0524439740689129,-0.325398337643416,-0.465534308402196,-0.278842890387479,0.131298042664133,0.830898576267527,0.735989984083957,0.36471836733746,-0.604705171031776,-0.106389767676558,-0.711797354018342,-0.365564177264308,0.298529501783615,-0.276908417639769,0.730186871673513,-0.20535312767633,-0.419834844039834,-0.132719804097823,-0.14665277614542,-0.659074532002023,-0.113187029335691,-0.720025291322798,-0.420556610147882,-0.543112856648086,-0.325720043814269
healthy,-0.0208428264481124,-0.141889250366688,-0.222194676125388,-0.191056288587306,-0.31540757610118,-0.0846422288349099,-0.216329784640827,0.0196934830975016,-0.182554254529223,-0.18964463941934,-0.202448128716904,-0.294105850635817,-0.156438862633371,-0.281196809956488,-0.0822758195903256,-0.239128026418426,-0.189325531119846,-0.0574311511215529,-0.370683217268386,-0.0532214036081575,-0.0617612377449075,-0.0599017050595014,-0.331573306110983,-0.141649557703833,0.0656835102231535,-0.217413456603017,-0.254605662354596,-0.28776353985243,-0.133499546651388,-0.0978565310829773,-0.100029989255544,-0.115849457322693,-0.086742675850713,-0.112234861020182
healthy,-0.0048155243146973,-0.522045888551785,0.071238586462328,-0.0996663851161871,-0.0386191625289416,-0.660090190983936,0.685746023211112,-0.150005756901332,-0.141639111052217,0.253907940621355,0.0087049862611836,0.289867107657013,-0.152630479391322,0.301228190671568,0.75110395550874,0.616767825049695,0.15818699869962,-0.376498765675669,0.299083769269954,-0.5611151519219,-0.138590765565431,0.38194842705338,0.207272993169461,0.685075112570707,-0.431920489536982,-0.332140411609472,0.136135116997964,-0.251696600611482,-0.496920578942495,0.126389986458354,-0.391344273418403,-0.287151686478568,-0.365938513970718,-0.503318609288101
