group,CD101,CD107a,CD11a,CD11b,CD11c,CD123,CD138,CD169,CD2,CD224,CD226,CD26,CD303,CD305,CD31,CD319,CD32,CD357,CD36,CD366,CD38,CD4,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD58,CD62L,CD70,CD95,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7,Podoplanin,TCR
healthy,-0.731150702005988,-0.425902976655411,-0.315870013276734,-0.192518417044193,-0.714331518032172,0.914288376269846,-0.0290851731231687,-0.306316862622372,-0.366520366799257,-0.18185012603156,-0.300973576806054,0.0295141292139752,0.743141037752721,0.71949573566959,0.457124497233229,0.253756957840287,-0.642261957912445,-0.0164251615130226,-0.129382390656075,-0.604061866989163,-0.110892551745921,0.415496950983701,0.121807845486621,0.838429420767793,0.365770882061056,0.0197469631059849,-0.0774482144830557,-0.0723352946332443,-0.0983965430062733,0.314151884049882,-0.562067930448398,-0.118937593820978,-0.262180349315798,-0.571446783122691,0.29253484762299,-0.639384622156548,-0.357557306364832,-0.638910375662864,-0.346059075310135,-0.416122057028272,-0.0475745181508486
healthy,-0.68352014203186,-0.404956787448464,-0.2426835137611,-0.430388322187454,-0.713909105889742,0.499915424565961,-0.414593011854515,-0.427795970476194,-0.414338075297362,-0.663085362492645,-0.51825296539738,-0.350346801934118,0.586412324589753,0.505248368998768,0.0823165552462071,-0.113649464459594,-0.734868818030988,-0.479895096944007,0.0676140059053196,-0.605429251956049,-0.233489541963712,0.209619363769899,-0.0647745188814508,0.506416828083987,0.0973793138877454,0.0241806540831725,-0.596084439706441,-0.4750848882832,-0.0596940777354871,0.187223057817574,-0.540596302598937,-0.389453079098841,-0.40656388728657,-0.66702701719703,0.214935319205163,-0.67750245979749,-0.719866114058056,-0.353823270637396,-0.656124437231897,-0.600676542321546,-0.470180341772827
healthy,-0.53177141277972,0.0030432415182033,-0.188274007585485,-0.125633925584821,-0.584190721457611,0.871224211359986,0.256017966112666,0.0978207135861772,-0.148806160197548,-0.182759799944551,-0.26358592642357,0.484755891597053,0.775745226269571,0.781944815852647,0.257613033019272,0.331854538370292,-0.624690052381405,0.260729959235187,0.367144710781603,-0.600000170702017,-0.214494268086801,0.631683252551126,0.200481858935669,0.745804300758241,0.384073701315698,0.143240406255412,-0.137774715043099,-0.226023277785323,-0.151005761570415,0.15861536839124,-0.360863403822223,0.154008067583916,0.0719902844187778,-0.344459377789812,0.482961368815809,-0.559164815577537,-0.395561582146778,-0.665430452036486,-0.289134065043083,-0.0462235539768037,-0.0003573304009819
healthy,-0.745018958760648,-0.065152491743353,-0.361618781062045,-0.212217143028683,-0.769401857368892,0.720689398615228,-0.065357596719927,-0.21625854981547,-0.224980520081083,-0.299017059015038,-0.181377775475794,0.12603347131544,0.768439587564987,0.607305252462946,0.119676761740402,0.428087405908969,-0.716084847809889,0.0226427676167084,0.0860603963919105,-0.710683950058067,-0.111346611304761,0.138414569183285,0.0422165695980738,0.6664469999989,0.180454333033137,-0.130671354265627,-0.1269963980101,-0.28659167410095,-0.377401966389602,0.0528041602974689,-0.436920121152545,0.0537267378051578,-0.0285643610947184,-0.601379233588401,0.148186669744578,-0.828239998758718,-0.317754984228635,-0.611965991616425,-0.311465815583933,-0.183388703339424,-0.105831986498008
healthy,-0.660975072961039,0.0356984622222466,-0.259631762040381,-0.129419596687022,-0.601108756109507,0.873591694617743,-0.106902367333231,-0.176772379497361,-0.346422672601439,-0.273852812934371,-0.439508042419852,0.211673708839197,0.843950420548854,0.691633767956639,0.333296825325611,0.360483123760386,-0.180916147134985,-0.07058606353403,0.281348731548147,-0.585606177443866,-0.045913192448984,0.566587797726395,0.30673858236091,0.727126586480034,0.469604556952802,0.0813735552088398,-0.20592184842738,-0.212014498582456,0.0482077718599285,0.193526232708863,-0.38495429055616,0.0668376551468266,0.197764577192304,-0.522823132427899,0.519594622532327,-0.584742574603409,-0.323468781745211,-0.467967087079462,-0.144023036968586,-0.220854926495561,-0.0171710243623743
healthy,-0.713802928862613,-0.326487136853342,-0.489028783845954,-0.346938707195913,-0.706332622184592,0.536337212793895,-0.0008403530897044,-0.224589434768994,-0.626632157151329,-0.515709865075814,-0.498570680371482,0.166061237589596,0.624245136513443,0.434659124189005,0.0303574216510709,0.358512376373415,-0.807923583615016,-0.175626074372662,-0.442174557012902,-0.750481404333873,-0.199791323135454,0.151937942024012,0.0396884719353646,0.437511085726217,0.0750096223133718,-0.150101176258405,-0.291356063374356,-0.510967964762558,-0.702583400269516,0.286561549621987,-0.722349470189378,-0.19514048225996,-0.378618874503781,-0.806543687903647,-0.105925830081089,-0.755612171307143,-0.530857693696995,-0.778127453994297,-0.588601925218113,-0.534084452162164,-0.320502746407937
healthy,0.672376658163575,-0.0660807816633732,0.115436809660616,0.125747075706373,0.711462074072072,-0.771846263838029,0.0203019009963863,0.129654861373834,0.366208462359381,0.274700851677141,0.19501486332422,-0.278189483833806,-0.645023153575513,-0.706538136908916,-0.133350477657475,-0.0918367305999233,0.762096749274626,-0.0812920098511315,-0.0802772505649674,0.561782466444413,-0.009739848198902,-0.406978522740934,0.0070760681898416,-0.532788827819839,-0.274009111539749,0.102569772611592,0.0622707292728134,0.477590333643217,0.302913629590276,-0.0619597051139461,0.472491153686929,-0.0138917872071562,-0.0571276535446234,0.457677243277419,-0.445161972851443,0.471650031865874,0.343924698686406,0.459401485401193,0.462810408930142,0.231867829109474,0.103247177736953
healthy,0.581459136922815,0.233299880305341,0.511472245924293,0.404037955097517,0.634263320260435,-0.479042325230128,0.122215743256555,0.477168519374059,0.196799408008399,0.460380153374512,0.0414522254733462,0.030110838553126,-0.512249528665662,-0.266523050314759,0.0285060948553856,-0.21977218663056,0.55363152073751,0.0896433823434398,0.148678093529008,0.572516771122963,0.399812552323693,-0.0019782844282368,0.209089919741296,-0.381645921986883,0.0715551134665897,0.289983045376068,0.341574873079178,0.134433821430644,0.289379848312674,0.443624663681049,0.486078804877006,0.146032634632137,0.172638749421725,0.598220734512557,-0.166262640687841,0.659898118341255,0.45100376928508,0.640541498871216,-0.0082175306935152,0.218169494133124,0.192592894162478
healthy,0.755932769939689,0.23604198789502,0.502438350095279,0.285463744027283,0.842424539050065,-0.795815287381831,0.137287902202402,0.261350481840616,0.50495572075099,0.627418880570252,0.319369067997413,-0.133073952238043,-0.780599751772956,-0.64071687808138,-0.0879590554124851,-0.476057877656634,0.748388235549304,0.179160994313616,-0.0572666692245465,0.715120488781523,0.421271618076524,-0.666662402890516,0.0334291603833471,-0.795984252294882,-0.303976643683117,-0.0987078244198853,0.457163709312964,0.255689814412639,0.345625434622164,-0.140415624469247,0.591007958773797,0.338658389856457,0.0811597371935452,0.778160638132114,0.137202786924092,0.844253004342511,0.508048429736116,0.786530130600637,0.522083941326853,0.333321420247394,0.148395067960812
healthy,0.292877862098507,-0.311093568788977,0.0383046181603256,-0.0230975852445823,0.562951918560732,-0.523206971160538,0.0316645211402902,-0.0719051375384359,-0.115572583552736,-0.321394560185287,-0.0476280652558463,0.0286706683333879,-0.576048423691712,-0.659328840936527,-0.161447362620964,-0.0772455203930386,0.222887269279996,-0.0369286907049924,-0.203592051245139,0.597613443669777,0.104770207390312,-0.208769121031098,-0.0616988532568936,-0.714613702052197,-0.232320081801187,0.139368578690968,-0.131313399272591,0.217529857492332,0.167929009001594,-0.116406968042117,0.210227070919207,0.265896947106761,-0.185320605818608,0.328822816332868,-0.065309145067725,0.569594804703636,0.115563299452096,0.322431466465887,0.207476251890157,-0.0880491907791698,0.0022605228548535
