group,CD101,CD11a,CD11c,CD123,CD169,CD2,CD224,CD26,CD269,CD303,CD305,CD31,CD319,CD32,CD326,CD357,CD366,CD38,CD4,CD45RA,CD45RO,CD47,CD49f,CD54,CD58,CD95,CD96,CLEC12A,CX3CR1,FCERIA,ITGB7,Mac,Podoplanin,TCR
healthy,-0.616032124756709,-0.277173022720322,-0.598067985663965,0.861861056755229,-0.260695202231806,-0.321192019549627,-0.0995776563242347,0.0504673649642618,0.0297918906121229,0.739837158246294,0.712318143455348,0.572886774613893,0.342298908517955,-0.555626327594112,0.0169367993715892,0.105513809284743,-0.613697138433403,-0.0849093597050354,0.498596341180441,0.786918449443497,-0.0442917361790254,0.429881049376064,0.041980721764898,0.501590443734283,-0.458877130833568,-0.444812785037186,-0.304767631328075,-0.519593998627851,-0.203835083772022,-0.571232386337407,-0.313692579388813,-0.240690086571338,-0.255085544497766,-0.0045587376115063
healthy,-0.686494797892736,-0.222870071559295,-0.788715727100929,0.48074235700227,-0.435349551609227,-0.423010771797569,-0.661594096157095,-0.266337006819088,-0.377850766570155,0.538709002289233,0.512666722655933,0.0833042304497611,-0.134118170958329,-0.778275577230745,-0.480226431514294,-0.522134107233184,-0.643794938710605,-0.252214360562202,0.178139532716375,0.472501826895987,-0.500763092716655,0.0702575087840293,-0.718458364012232,0.190638863113062,-0.627939535829024,-0.725548524183409,-0.472582494983341,-0.693753144623546,-0.74299173170745,-0.431183477346463,-0.57959364130164,-0.527617561774631,-0.651542146367251,-0.489491816676422
healthy,-0.516708516797235,-0.157469998127905,-0.477927515590196,0.796860947841627,0.121288152375732,-0.0806365369288634,-0.0677482227718881,0.516573650486491,0.192269901848368,0.764023397771681,0.787744038880067,0.296276379327218,0.385795117122455,-0.483129830928717,-0.0102745414651921,0.249537575505414,-0.608733655601847,-0.195896641468384,0.744884205795723,0.74975622803677,-0.0023425052987253,0.476345676812251,-0.0444168863612666,0.281129211697655,-0.252227377598026,-0.25504615447237,-0.0739715039787169,-0.58704574460997,-0.366999584589701,-0.575813657412377,-0.216966711076903,-0.0414448157511886,0.0469919138450197,0.0367927095631801
healthy,-0.787365788700561,-0.420904074611169,-0.78400293037301,0.852866413169082,-0.237662017745571,-0.292024994975016,-0.407343913173615,0.258540425250782,-0.153961788662023,0.862729369321621,0.737106965597846,0.173920124526914,0.420753432855369,-0.783706438402991,-0.17721027775894,-0.0598869843136851,-0.711212636669107,-0.161255669865423,0.145843497474382,0.767864246843802,-0.115680195197654,0.281838085918221,-0.30155574688425,0.176432581422499,-0.55073136545153,-0.72572142454527,-0.148003132949922,-0.726383120667936,-0.420738854039778,-0.575774942489132,-0.443033202475924,-0.124520381169444,-0.310124578777706,-0.294277190688226
healthy,-0.706565093425009,-0.260553504339273,-0.666808609811397,0.848241884321688,-0.187719346785835,-0.389852224201181,-0.2973575141455,0.195897225860874,-0.169472523675809,0.813499668217291,0.754528311554365,0.398205985850053,0.377328350345859,-0.114813607767251,0.0973484164874838,0.0090368890627315,-0.656528851734191,-0.103454349886301,0.610807719664684,0.791332733763498,-0.159397198513862,0.474251601507961,-0.0364728147253991,0.108247367413891,-0.438069631039979,-0.580950288396818,-0.138027697030493,-0.641966560111472,-0.402571833371481,-0.457061123203379,-0.198897783797485,-0.0651378563725157,-0.24184821622908,-0.0025826337455603
healthy,-0.691737556622552,-0.270183627403173,-0.613969706089434,0.790931480284361,0.0260232678397901,-0.220291014359657,-0.334788308527377,0.367803035426552,0.181442328645443,0.729479121682567,0.815905739944081,0.305359947196066,0.567178732384654,-0.488867911459175,-0.0633006422999882,-0.0181976947715762,-0.605906343882683,-0.148648568170158,0.399430605399064,0.833149357669504,0.123659296969909,0.204484830255561,0.0036238316340094,0.353694760336409,-0.397529823561457,-0.544473469985375,-0.0735529176933971,-0.500891425204075,-0.162209837952448,-0.556060749522579,-0.552484796149443,-0.0793485182848519,-0.325022415158874,0.0399112049841829
healthy,-0.537332149274321,-0.0128242991087561,-0.511173197139176,0.83054602005818,0.067995005943243,-0.42396377089359,-0.235789306671358,0.262796075169405,0.0473249591942962,0.765931797280109,0.728051562762158,0.262469471223689,0.189385601254682,-0.507906473904069,0.0642114469883169,0.0872757968254593,-0.546857120076924,-0.184046433569494,0.514736046053156,0.712083688761388,-0.0855315856614222,0.410537695546576,0.0309080767817067,0.139834673723673,-0.271067437048875,-0.495011903526118,0.0009747849675083,-0.487096607158471,-0.211493298899728,-0.227707889434798,-0.277888378909132,0.00679351550515,-0.10700134092332,-0.152904429734431
healthy,-0.593716047197375,-0.130548498087322,-0.656733165264083,0.842432036634482,-0.255524591272453,-0.0662659856084004,-0.402998509527749,0.116928182658199,-0.103794269235466,0.82635786731023,0.728744040275696,0.357334429559314,0.376440164905411,-0.468098302110354,-0.170630575048678,-0.0247689345591512,-0.666915064214535,-0.235675802812138,0.498259650283478,0.841379730024593,-0.0058493951758995,0.406429456161803,-0.264952243105202,-0.0176513730514345,-0.271335621526323,-0.489032073893048,0.122520302355057,-0.604713954588358,-0.304117928488663,-0.323232564756468,-0.123731982873899,0.0341341385354748,-0.0468665127074847,0.187924994280464
healthy,-0.683673320067704,-0.335928661873537,-0.692707251815959,0.713027141300299,-0.304135716368283,-0.334806651812514,-0.437735603040719,0.0860604642227566,-0.0055448091688059,0.712586457723503,0.729592884234601,0.275857351653247,0.362855720460741,-0.6655026507137,-0.131159540419497,-0.137869542400476,-0.721504635187824,-0.329214546998899,0.68002216309649,0.731014654446629,-0.178767270172381,0.491659691396498,-0.352784738514075,0.300536587487188,-0.394579845140221,-0.626021482550661,-0.111325101988565,-0.674470231887705,-0.404587982736848,-0.654884915108183,-0.586720171851028,-0.118444277598145,-0.191906795648104,-0.0863911510769307
healthy,-0.761894681569117,-0.0427672921207519,-0.760228873366158,0.649789302892927,-0.35952568769218,-0.183730773853067,0.0339383753686714,0.0863843513421556,-0.0524240280210484,0.585049180311895,0.460282710603714,0.134355168208542,0.120488227981486,-0.682215763404312,0.0103170127266589,-0.0964249146185914,-0.780657906829582,-0.413198993356881,0.31682273464034,0.72892432304323,-0.243750575173104,0.300195070070892,-0.382553581377353,0.0839596714382515,-0.628845168470116,-0.751094717800693,-0.177389454678392,-0.805978482508848,-0.506999307356236,-0.225646720957259,-0.543635644926029,-0.105252127441287,-0.392369206409675,-0.0687575701684616
