group,CD101,CD11c,CD123,CD141,CD169,CD195,CD2,CD224,CD226,CD303,CD305,CD319,CD32,CD36,CD366,CD4,CD45RA,CD47,CD49d,CD49f,CD54,CD58,CD62L,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig,Mac,TCR
healthy,-0.78456757579755,-0.789010045076082,0.836865288269831,0.103780081291621,-0.322017823665878,-0.200773208075541,-0.354432807532689,-0.219781696696906,-0.231996830508087,0.799075138168553,0.679208605176747,0.287880028644348,-0.801350032139562,-0.17332688328757,-0.714461181970752,0.42528356906262,0.844687221558596,0.308635528959829,-0.0663057852092456,-0.142758138469914,0.219709684739599,-0.57993345393427,-0.131685084210837,-0.526762658397782,-0.671602573535342,-0.412803964731205,-0.694467799633548,-0.458087973805377,-0.377126070655596,-0.266300402576129,0.0301578026607345
healthy,-0.685131413956501,-0.758076674890447,0.495452993110527,0.187207938922369,-0.357933180660718,-0.203018196776996,-0.368124992517691,-0.690953402138238,-0.551986139425992,0.536739316723276,0.468741450171393,-0.0773400291075128,-0.704471394556303,0.0664088202424734,-0.644013280017338,0.24673048424942,0.549687691668678,0.190870860490999,0.0760227443022544,-0.601077395056981,0.21036436936899,-0.567869851936767,-0.225189512099578,-0.617585361454022,-0.771830438702434,-0.657269060661703,-0.398483877387137,-0.473293978234815,-0.448406300294079,-0.451060436578571,-0.369204501796905
healthy,-0.639027519205165,-0.562022988435305,0.772708463534777,-0.0871064918709327,0.0563293787300323,-0.0626179987685015,-0.266353097353351,-0.1794293252303,-0.310597926601897,0.721357410326855,0.795833711338484,0.334629053774133,-0.541468461147377,0.274673171705788,-0.65463324174439,0.631683252551126,0.691404314146388,0.41371553910923,0.0991626844428367,-0.125173743960813,0.243737041871179,-0.317831141412885,0.135412320110685,-0.364670720652723,-0.638935927813564,-0.414148964577607,-0.589817814426708,-0.337922228771489,-0.0612546541684533,-0.061822055619337,-0.0472661868333419
healthy,-0.765604503894114,-0.747859490276079,0.829055319827724,0.0294541207628156,-0.160721446755012,0.21009312386394,-0.310993952717137,-0.385847183789612,-0.407441951342024,0.836671907227118,0.727180668449545,0.405209177293411,-0.680834026992217,0.130095623419267,-0.696290356178126,0.212199071097758,0.698757168509285,0.271533031975087,-0.0899479499774196,-0.270002828675136,0.190481265641252,-0.544932156251569,-0.0788700551766907,-0.707457165078079,-0.766694850811945,-0.428483633662651,-0.502154336589683,-0.45441365310633,-0.296697361897898,-0.0994904732991452,-0.303018398060218
healthy,-0.784152936195517,-0.698357435458641,0.831901254112716,0.281591030070068,-0.202330964067876,0.174853614941783,-0.386142856664015,-0.293163538047044,-0.325104479554333,0.76897349260256,0.747035956087532,0.384699613592237,-0.178175370907902,0.264221357385427,-0.647106202201128,0.559828794114066,0.758908399913772,0.478323516786492,0.0348874791627758,-0.0042199950921949,0.0767143390811373,-0.439538046500439,-0.0070355426470343,-0.609084474428359,-0.67814659096491,-0.482415246990158,-0.541018638359136,-0.286238544269666,-0.122265927547992,-0.0497716454295347,-0.0402751262483333
healthy,-0.698025001400634,-0.562022995235401,0.712984609763583,0.396787049405871,0.0775764714276208,0.219564497556548,-0.308527143480889,-0.315718842751521,-0.236076579385919,0.736160644550448,0.723324058658601,0.564140491906913,-0.578796646639532,0.0619904362749044,-0.652789120687431,0.383524602093425,0.718417847904275,0.189912897258378,-0.0878756886322938,0.0711478944143847,0.450717669107429,-0.429489035318191,-0.0983755828027991,-0.580858899514863,-0.52689787900201,-0.2206627567135,-0.6788351486669,-0.61244161437235,-0.228594176010671,-0.215717530042177,0.0226850921946571
healthy,-0.676300258766404,-0.604697062364868,0.815810132940616,0.322672091602252,0.0417511560733389,0.224023314165128,-0.392028162859248,-0.215489746269811,-0.131986935398207,0.78334544264305,0.767505354208301,0.273464837208087,-0.612874986906489,0.130375926465722,-0.579700092397654,0.552786663781082,0.690156318463579,0.489756869298865,0.0274645466089821,0.0558329543613102,0.136320953219608,-0.33146059122207,-0.0179244904136554,-0.513186247798553,-0.63047166502584,-0.254033023158858,-0.375824793654227,-0.411015949163429,-0.109223452591075,0.037040037025838,-0.0453371076850897
healthy,-0.641453487214084,-0.655189288138153,0.842226477667451,0.103683492206895,-0.233971322481554,0.234765233711073,-0.188452904456176,-0.41252472143215,-0.207807651201884,0.817609008361522,0.784228179163441,0.35651113456529,-0.456765430506894,0.0126510825945063,-0.691602566759768,0.52490905600063,0.840262181769859,0.383047651824059,-0.0660921287039422,-0.302619453939752,-0.0517935158684071,-0.283019716509954,-0.0137351647199322,-0.556618958778278,-0.640362375149482,-0.339329891199392,-0.433329946835237,-0.205033494520297,-0.0531210159640076,0.0747731091007225,0.100644317816217
healthy,-0.798803026846263,-0.772314207716408,0.768265642881739,0.31976000799328,-0.27195578915088,-0.0005111290183612,-0.473944510680905,-0.551205885477072,-0.270749055518027,0.756042569708521,0.732490244659617,0.390559827972061,-0.692982019817106,0.209171770838069,-0.74132576438083,0.746861651086415,0.787090206747441,0.407473967481451,0.183151284592266,-0.374137609616797,0.217349097028097,-0.503321360855009,-0.355288394272056,-0.75826612426527,-0.810493276622307,-0.459048144792565,-0.684435990568914,-0.656679664887869,-0.214203545211232,-0.161550301583272,-0.158804269618193
healthy,-0.584256669240656,-0.590705710681647,0.596588033034387,0.336751470293507,-0.369851490732947,-0.16436899492134,0.0335234577292391,0.127222543731741,-0.159250596569741,0.605989716122116,0.663181346684904,0.131391303826436,-0.445021541028641,0.0543282978277101,-0.826188604111024,0.406347630126435,0.78763456300644,0.421965374229551,-0.0809770002670841,-0.0997247214056181,0.143904677028444,-0.465620831311012,-0.366908077851229,-0.567145631085333,-0.700165152723272,-0.317845298813045,-0.379211850497615,-0.332845664079329,-0.316441910577988,0.0566171055901101,0.0423848035285037
