group,CD101,CD11a,CD11c,CD123,CD141,CD169,CD195,CD2,CD224,CD226,CD257,CD269,CD303,CD305,CD319,CD32,CD36,CD366,CD38,CD4,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD58,CD70,CD71,CD95,CLEC12A,CX3CR1,FCERIA,HLA,ITGB7,Ig,Mac,Podoplanin,TCR,XCR1
healthy,-0.755425832286535,-0.332246299942926,-0.764640650347579,0.846144459865338,0.154938451877564,-0.258799237124665,-0.180678311556746,-0.330955048188008,-0.236504217097758,-0.229670464697025,-0.213333888178026,-0.0408456278035257,0.8187824896104,0.736166272425249,0.286811828167004,-0.774579267791537,-0.133292458393539,-0.67690684085977,-0.149867339807248,0.418218673171329,0.848685260952721,-0.0423893753477448,-0.0791653385044691,-0.0828769116450134,-0.0410861009943158,0.225493040484258,-0.544724451479969,-0.275403459993185,-0.151249169902901,-0.536499277014883,-0.653324525715416,-0.407261797313247,-0.692148074206797,-0.0364040945643511,-0.419423132731798,-0.358824902555195,-0.214728141513851,-0.449094268481982,0.0188778493399559,-0.0350459083305246
healthy,-0.489021029128556,-0.217044421100588,-0.557355702371675,0.543831905165298,0.0552300466246898,-0.172541344968236,-0.0644162533922733,-0.401886561036352,-0.53244421788872,-0.347544536092952,-0.280650411609097,-0.03186730816687,0.654643463647982,0.462862174036462,0.0768430650650549,-0.502350739510647,0.159949768997228,-0.446164864501768,-0.169849837237706,0.381912202546714,0.621395452801203,0.225819586093933,-0.34333545767598,-0.0743696855142756,-0.0018557744373726,0.316285106549807,-0.373283567238017,-0.151151631478091,-0.170030247823215,-0.387417351510783,-0.599702691645423,-0.423226665173857,-0.100293196472602,-0.070207119499408,-0.267702739572899,-0.226175241749909,-0.234200281697834,-0.287221110844744,-0.0907175845071314,-0.218495400259237
healthy,-0.62283124998128,-0.239262071067879,-0.500706941024818,0.766746697049323,0.024193521404152,0.123621099257003,0.0463068814883489,-0.229209785268454,-0.253140567067778,-0.251020789478906,0.1088342159698,0.143744700215846,0.77119353503657,0.790814215776936,0.415139991754076,-0.533571252888303,0.205092088061928,-0.579764344656181,-0.229067127065098,0.673344615214557,0.713164308791129,0.185806613271317,-0.152354960607577,-0.194529131050781,-0.0813098542911943,0.385086992869407,-0.320649528885683,0.0919896611315536,0.325010427413922,-0.394035751406444,-0.681621751913001,-0.387599066504792,-0.636526951088343,0.179603149880923,-0.351531558653624,-0.0359035166815509,-0.0809418977460751,-0.0105253105757207,-0.0612760028994289,-0.0129722505588679
healthy,0.274383700796629,0.182370864839143,0.178955491926471,-0.259357260005746,-0.0179740988490062,0.167860050534082,0.181222190308759,0.0465542684021766,0.305026679909522,0.249283421673946,0.203183228024768,0.369996296763563,-0.154431209134442,0.0388046253849365,-0.124440037479543,0.409561245453591,0.199826829039415,0.0550964092664952,0.144509694765229,0.105877311245639,-0.0665429388566916,-0.0225282258755003,0.392020422058733,0.134068178682249,0.342802901537071,-0.147987513075143,0.299819317209367,0.188038036264783,-0.407342974708492,0.371316126484282,0.167653936532997,0.212440988262299,0.206588723080986,0.0742371792282427,-0.0633675455630881,0.234434077542848,0.292855826803294,0.136590203511023,0.226578898523487,0.175018581879846
healthy,-0.732099172257017,-0.239975607516511,-0.643411816484681,0.869500791414935,0.200408518248508,-0.115319018066783,0.210313116495114,-0.336285270636513,-0.289430438442923,-0.39752931572323,0.191360563950124,-0.191590795071883,0.781898963003117,0.771391839455249,0.388739632871502,-0.120668902434201,0.334960861142057,-0.633937474926871,-0.113217235341853,0.636927259047922,0.783461858667634,0.0648696228847934,-0.0322296328469833,-0.214656066007915,0.135337486980029,0.123544435624697,-0.425243939752526,0.0936951356519946,0.323607948133684,-0.563142679619921,-0.627380054001574,-0.419970340193053,-0.432097049773947,-0.0551806547749568,-0.276598386042967,-0.152767134478524,-0.0976137968979991,-0.258242756842441,0.0095394579790968,-0.0474412725707329
healthy,-0.611780240010719,-0.21657671237709,-0.697655025176939,0.89047663226523,0.435328657221464,0.156879605176365,0.330736395053534,-0.225199672831802,-0.406656357670136,-0.192247509459235,-0.128727317377459,0.28562378547912,0.668152286788089,0.769496204838155,0.525372543410941,-0.544834198778865,0.236853632241109,-0.619590403102343,-0.0158924916130475,0.379963556577237,0.81580204910229,-0.172070098416478,-0.102916818405867,-0.253390341692132,-0.252178751535525,0.176847380168204,-0.381609621422415,0.0630830811573867,0.399084753246318,-0.502975055260567,-0.412303230988276,-0.111048592083879,-0.558444718438003,0.100474752455212,-0.498607098660868,0.0839407646318753,-0.077067698545953,-0.271685403440494,0.0319047018566568,0.0368756466953929
healthy,-0.641291054305662,-0.0298941749886239,-0.620172126156954,0.852713056132703,0.322351866513685,0.0465095028327195,0.27581107987284,-0.386543477386355,-0.209946591894134,-0.108819128501847,0.0517397475479678,0.0303960025501292,0.789701272302383,0.803905530289091,0.254072647758654,-0.637271710289814,0.221781166664427,-0.549792318023992,-0.0907418161260896,0.600865777254019,0.703625817099517,0.0366254065415907,0.0949633228596649,-0.312276505765492,-0.199940363493481,0.11216600013872,-0.31195866649304,0.150343278646232,0.170966547057968,-0.465078043078731,-0.53532928098919,-0.227280303514002,-0.328633067185158,0.171917162159081,-0.405138991589713,-0.105984304355208,0.0792597109294259,-0.136642201622788,-0.0117400531879021,0.120397921399345
healthy,-0.73134601207295,-0.275446159803303,-0.725982487183428,0.839920363006073,0.180600429439312,-0.265596334765858,0.1634028431343,-0.374388406075803,-0.498882460708179,-0.321600343373015,-0.131152602162192,-0.224142327058455,0.840459646536765,0.70441426771774,0.424946424352801,-0.562297446960725,-0.150848911745069,-0.670760469595412,-0.343003637846441,0.407673368158245,0.752454818897853,-0.135306267737891,-0.426867144944963,-0.1981150245529,-0.263375890145562,0.013519115198353,-0.429678118807225,-0.0383771230280424,0.0416900465492562,-0.680349040085214,-0.730901188889189,-0.389620753208269,-0.496250071224643,0.0634893908135194,-0.257557586325994,-0.125404563077894,-0.0375942936970207,-0.0798378965792579,-0.0803628747000436,-0.147741485006956
healthy,-0.770167605313159,-0.47325829650392,-0.782632971265197,0.739899109461446,0.304715333983537,-0.23558714416456,-0.0461666637313547,-0.497961523665558,-0.548510795110563,-0.268855144832687,-0.219671940952074,-0.172833696707537,0.766866538120192,0.719122757952355,0.348014139674816,-0.671935970032666,0.164196850472193,-0.75074929100407,-0.409958317601059,0.682143134949605,0.783664673113948,0.157010457957475,-0.301261216798752,-0.280550934417162,-0.283281196107073,0.139986620094718,-0.472793764786302,-0.0688493687037793,0.119878599500938,-0.741057501174108,-0.778523360337517,-0.442408456446612,-0.655170248532361,-0.241184771695238,-0.616582055053414,-0.220832465275927,-0.138175945581511,-0.275132311983583,-0.184395398355175,-0.0960548663879115
healthy,-0.795810799956724,-0.0165490826032475,-0.725724158837452,0.616034014430957,0.222779724049593,-0.460155331871296,-0.176391412835586,-0.140020630073507,0.0100146025678047,-0.421113009404973,-0.347939065703172,-0.148042501665073,0.552168865311634,0.443405066372728,0.125662569060445,-0.656613847338367,0.0081585157147414,-0.826188604111024,-0.49021428615783,0.395890828809412,0.714797171552082,0.0444363584232072,-0.446649212630687,-0.537176872194562,-0.612913232634796,0.11439046938312,-0.68117243066398,-0.251085472893403,-0.31883971398895,-0.766024453295627,-0.780121152353274,-0.489248784560394,-0.340497952294164,0.0071647154129901,-0.540690108075769,-0.325194964027529,-0.131611566765207,-0.476566245092256,-0.113779650360961,-0.387090019998214
