group,CD101,CD11a,CD11b,CD11c,CD123,CD141,CD158f,CD169,CD2,CD224,CD26,CD303,CD305,CD319,CD32,CD357,CD36,CD366,CD38,CD4,CD45RA,CD47,CD49d,CD52,CD54,CD58,CD71,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7
healthy,-0.0305901403057973,-0.0727316930939786,0.0929819290514738,-0.0600801545454514,-0.0749293106337229,-0.235539225672579,0.10306850016898,-0.138227706092455,-0.10512689765972,-0.290109508975052,-0.340280548584655,0.169425259601529,0.0426603666281969,0.210672871920725,-0.0621696337618598,0.157526820742648,-0.101253246634321,-0.07185822920463,-0.0758036428514216,0.0443582807600717,0.0914334226656239,0.0399308113738988,0.192199913632739,-0.0969958804723762,0.318836402203056,-0.07123007415796,-0.442981816168356,-0.128778372423795,-0.184457893980209,0.0513963104760021,-0.097022515973856,0.103864377001576
healthy,0.623624206833184,0.245643068806967,0.276724435726541,0.492239720847102,-0.668256804298527,0.108700388018744,0.0653601156571724,0.201784047030972,0.471392028702292,0.451574087233781,0.273649087705136,-0.565853731495078,-0.406224121218274,0.041154834766046,0.545376737664793,0.275724271155963,0.0191902640160893,0.38175417901546,0.101582912100212,-0.217897051505381,-0.34921371912908,0.0553544008601443,-0.0542447539369004,0.127553562995414,-0.0836410702084429,0.219144820075348,0.0299776984463553,0.42140460291148,0.422456133049275,0.418892546738896,0.21514358725602,0.316325222562625
healthy,-0.451765011384077,-0.143105434132143,0.0071595332483424,-0.39001508209224,0.827353917406573,-0.179120391734594,0.0784981167167109,0.116446660460837,-0.0597970549010331,-0.0054242658029905,0.463046438613246,0.720390787726298,0.762670927555634,0.345477159046811,-0.355435780742738,0.28117421273711,0.357629559060694,-0.542464069762773,-0.183674640652971,0.710058767219506,0.699332563316277,0.447058026614934,0.147262985956227,0.0376169631114126,0.324925901657223,-0.170774759553019,0.212263796761826,-0.203602428526012,-0.509246995039119,-0.216484728047514,-0.422381071980405,-0.258809592349737
healthy,-0.723312218578205,-0.425534723566505,-0.25129321711564,-0.755563920790901,0.850420329743967,-0.11275563755937,0.122160393273567,-0.176813135158438,-0.243582349791625,-0.339792296342517,0.327822893765248,0.851934135025327,0.770614751576996,0.415796551570398,-0.652537577790705,-0.0001021508960421,0.196269795408761,-0.744271692961701,-0.107462755633932,0.204524791087247,0.735264481404157,0.338351622504462,-0.112498303764754,-0.439949796343342,0.130504036105338,-0.497075074282342,0.170590441205373,-0.64804940869076,-0.715782494643132,-0.363895132429634,-0.387957476970212,-0.452986802077194
healthy,-0.75948985825724,-0.213337255078535,-0.135781094226758,-0.673233516640288,0.834038636123172,0.0939559033436115,-0.280061712649434,-0.220818653458497,-0.476619169200983,-0.279798119711304,0.137153998508107,0.751264218210337,0.763624535163945,0.353867887513636,-0.198133205070569,-0.0810510620082294,0.304430454580859,-0.67836182016446,-0.118351960475315,0.517441822307934,0.692614061278343,0.385543661880763,0.0382799541404965,0.0578400866014667,0.0911641145916441,-0.497081577357207,0.364708485323081,-0.614018283561134,-0.646569209606119,-0.437276301765574,-0.486833944417835,-0.329503389003431
healthy,-0.624117867499785,-0.462523805815241,-0.129566615958967,-0.535158105869242,0.422916069930844,0.328202138603589,-0.187539116937652,-0.163909587483797,-0.551685322918097,-0.41273474988619,0.084680233737741,0.648704282726221,0.43347217955714,0.241114764313511,-0.729235940332204,-0.0206403383650764,-0.178565900252374,-0.688486666477849,-0.256072252080908,0.0363226642651155,0.448398017309779,-0.0226939940120074,-0.34425894776354,-0.569794778730411,0.263195396776154,-0.602116301796014,0.125267259223168,-0.701192411553561,-0.70526177673945,-0.295013913092588,-0.678239156438044,-0.565954220521587
healthy,-0.76316283217333,-0.299005161772578,-0.103590619929851,-0.666630390333234,0.55318267417745,0.24728023018454,-0.0970625927162526,-0.0088928006951242,-0.551437405119567,-0.305311348166412,0.416381363903038,0.635703684445398,0.613593531565283,0.198677885428393,-0.699272451503889,0.0205975652853524,-0.0582969715579538,-0.603599273225628,-0.308143770596641,0.358773264667431,0.509644605648831,0.34446498238884,-0.168691465038557,-0.383474960391498,0.057833859090813,-0.468388807061081,0.174387744106609,-0.66236857620616,-0.70659457200771,-0.352787896454926,-0.53807638885911,-0.607224271937659
healthy,-0.779536938608416,-0.321613871505178,-0.246427646146802,-0.773012844132089,0.823533459103076,0.108516877313798,-0.0083695272934567,-0.270992848369421,-0.326320744789632,-0.462220007221459,0.110388484909942,0.859409112227569,0.734476954407694,0.40699186861705,-0.576705537064368,-0.150668957632807,-0.140145663018146,-0.651841075121495,-0.356623400192021,0.378701073628582,0.744893806705821,0.21754881859982,-0.202292223530179,-0.236903565596461,-0.0880272953764457,-0.417297324505642,0.0604072224574761,-0.656117605788294,-0.716001911718085,-0.440651092155009,-0.511973684520649,-0.332299208341368
healthy,-0.401540487854077,-0.0633344303635324,-0.0713261869757416,-0.290656336519872,0.334944157175999,0.389978161171335,0.156168790340267,-0.0379694711555378,-0.0988652035057606,-0.255705750181688,0.0783544635601304,0.388512299013734,0.341979072665133,0.126656810537793,-0.524673373733401,-0.165648492000109,0.0349905907722219,-0.39611851420655,-0.306628683917029,0.330408302734313,0.354037894852533,0.150525401654027,-0.109861874253201,-0.36786856400923,0.087380450645617,-0.273909528501918,0.225462843781205,-0.343611368202287,-0.322463922887791,-0.181245214638854,-0.518062936062784,-0.374035887048078
healthy,-0.665955164362184,-0.0611758222075104,-0.0284562250213254,-0.813861201383603,0.796918331949993,0.363861254594244,0.200637773268066,-0.319161184896452,-0.201325958849077,0.181931946648452,0.231227078377063,0.712896662100617,0.414786452241928,0.223235857977968,-0.706311684407555,0.0203294307416373,0.0776913201017425,-0.589502712170249,-0.335632278411772,0.430196475235436,0.685808990570247,0.357217417939751,0.192986002904094,-0.593926747533628,0.402383141499917,-0.472965008461028,-0.259809248073543,-0.710176183481244,-0.709334418735887,-0.441544254546568,-0.245556725747605,-0.483988523708273
