group,CD101,CD107a,CD11a,CD11c,CD123,CD141,CD158f,CD169,CD195,CD2,CD224,CD26,CD303,CD305,CD319,CD32,CD326,CD357,CD366,CD38,CD4,CD45,CD45RA,CD45RO,CD47,CD49f,CD5,CD52,CD54,CD58,CD70,CD71,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig,Mac,TCR
healthy,0.717825451493993,0.364514728952288,0.377237379324778,0.754927788964142,-0.725399239478797,-0.0216574337720811,-0.108821442305322,0.282380303144724,0.231413531338893,0.316078052167617,0.598165137404677,0.0596867886943879,-0.803480310843789,-0.496469422754471,-0.264438962613732,0.614722937633903,0.2568064181533,-0.0214241237126381,0.705464392369203,0.276941388382202,-0.25213571074328,-0.0709481349783847,-0.700757803370124,-0.0027390942110713,-0.192679242655713,0.15619907477546,0.240302275085963,0.145085294136178,-0.202417451063068,0.715549018577031,0.165698448842299,0.118128484311562,0.657743361223064,0.801052798285329,0.479835021186286,0.759826063532254,0.339177550051187,0.39469519203198,0.29718515437138,0.170543542953533
healthy,-0.300223339958597,-0.396018440208645,-0.0050779733944877,-0.465214669575853,0.222506064984727,0.33786340428206,-0.127341154008948,-0.208334663034308,-0.162947999674051,0.0657266499051359,-0.350043704221741,0.0566923673892307,0.273755517331052,0.348908874290303,-0.150300562590865,-0.311875026443289,-0.211016577771969,-0.35595653755891,-0.243169832470343,-0.10892476848644,0.0608671611181532,0.148567676290534,0.32567018382162,-0.362969014120837,0.333916012323568,-0.377448817213833,-0.162233125069667,-0.0980776790151449,0.295144041342596,-0.403580654850856,-0.143145849769947,0.0015975575974546,-0.337415978910306,-0.445984164400851,-0.500095351416757,-0.325203393924413,-0.307983737917066,-0.326546815969561,-0.165460172526655,-0.11488010190651
healthy,0.691552666199106,0.0407326172436445,0.342809705888615,0.650290203532404,-0.649466044876456,0.103963438325955,-0.120855574395656,0.0586497828861347,0.122756805896227,0.329263816039719,0.331088368652061,-0.335661542288097,-0.692530032517847,-0.691338047670039,-0.343215054145481,0.596392746271133,0.220377168562675,-0.218977610534075,0.670416942108049,0.302768376695198,-0.540257337352609,-0.100075343350023,-0.641773474342884,0.0447774180400325,-0.39211009574015,0.212692098238659,0.325313425781823,0.203158496257866,-0.13688139797761,0.421086609734469,-0.0515799616091641,-0.197726194867324,0.463188812192224,0.731539572451419,0.525096620895752,0.663382558672744,0.491097498702754,0.0305637585348613,0.114250610464609,0.0937437824369304
healthy,-0.620723881682456,-0.254508975144275,-0.30525351549133,-0.650080606060572,0.861890368962724,0.0216766134108749,0.0996461557648628,-0.162764280631847,0.421111741274535,-0.175402009164631,-0.197731086402422,0.142233797846245,0.840163003500011,0.808653496197756,0.427833521861329,-0.663733593207639,-0.226768267129551,-0.0066745395473956,-0.661479773250485,-0.149505241072227,0.320523866298531,0.075467965885437,0.775446055339018,-0.209626878683932,0.42805376133627,-0.25167345164275,-0.348044209543794,-0.370356760561832,0.253308428542287,-0.472443049109064,-0.139119356790164,0.137977411473829,-0.5572545577072,-0.543239363630271,-0.341788339376756,-0.42258929741757,-0.347027955397931,-0.204730844674705,-0.100699923008326,-0.277697851804309
healthy,0.819543077772374,0.124300875016478,0.301524949525019,0.816469790746756,-0.703037803224245,-0.0900132139026894,0.318827722029651,0.320445452322059,-0.0213955900139734,0.46678128138502,0.432970422603828,-0.15870811725577,-0.677483241261959,-0.648008554473917,-0.31179025981556,0.29749880137608,0.082971089612248,0.180012020734049,0.709433581551537,0.247618090068392,-0.416537917532689,-0.166977321741205,-0.615855818725381,0.393484297582445,-0.248294811306108,0.14626224748113,0.152475865827773,0.0391760330974791,0.0825766885750988,0.623044091074773,-0.0019116698490827,-0.386646014612388,0.710652098715147,0.782015337769463,0.493404995314954,0.625804454568774,0.339699710204747,0.249540224483021,0.260807141557193,0.126362917767012
healthy,0.653894256920512,-0.0018118043110618,0.263736470584891,0.743539305244804,-0.729515138031921,-0.359202997063957,0.0928386892583482,-0.0547598621842029,-0.0357683496294651,0.369466342561903,0.302251032547322,-0.243532043058179,-0.71026974343741,-0.678694940500473,-0.486726124534078,0.685467433582189,-0.0350199370899175,0.123597765831108,0.673612689065175,0.109335562601041,-0.323105529835439,-0.165828267935376,-0.68133049855368,0.0873874993107776,-0.172235470343761,0.0501296709371301,0.385469160024575,0.412123244326321,-0.1979599446685,0.489249197078924,0.0288930142705588,-0.377863291132035,0.638171896355428,0.585917091502348,0.178586218055238,0.709111553892781,0.615183178625087,0.092297971066674,0.0953142564571443,-0.0534979981702877
healthy,0.730699315020314,-0.0309714652849759,0.253813624107957,0.688629815584195,-0.688658930496041,-0.242836351832823,0.119476330081181,-0.0508488170986126,-0.242341931377777,0.493446520887734,0.321177601338263,-0.35799938446079,-0.749661959818823,-0.66612652510727,-0.227681075425127,0.685764300602185,0.0117221523173037,-0.103853578836647,0.647035395967406,0.322004555186061,-0.422875745855143,-0.0923443466835231,-0.593180735600868,-0.133711879761736,-0.351950993978544,0.0533112877571383,0.303341680524399,0.291603272612437,0.0228826921981187,0.482460006256846,0.0358967569053375,-0.170500020187699,0.628764375971038,0.684521178921105,0.321582431918864,0.511522032080022,0.471716352850887,0.199969676984508,0.0838455622744533,0.108317855595137
healthy,0.808387623189025,0.250347617825982,0.376005868937842,0.776113464026666,-0.779248349143352,-0.11329249287759,0.0202700526203148,0.362982750367451,-0.148341205407357,0.293197360393205,0.549347023367292,-0.147563272418277,-0.858532947259753,-0.664603073366805,-0.350614037080234,0.62271528366133,0.236530262652415,0.12637785928476,0.698299981131462,0.366161084850613,-0.299339960242925,0.0897070025577982,-0.742218076884484,0.214321582410922,-0.192020424935372,0.419028397409798,0.188203503358195,0.277895247987204,0.149507384823295,0.490680855417605,0.133380585081763,-0.023524534773068,0.708983862336778,0.784942201929,0.477804985606906,0.521927694407223,0.309709030140899,0.225563359912826,0.059406904096259,0.143075657048428
healthy,0.643130151579545,0.135231977167939,0.39712406720925,0.796994137028975,-0.800732380817896,-0.0838459576782871,0.0535276116362328,0.20090833393944,-0.102104676743412,0.412202860231499,0.46213229307072,-0.235423786927881,-0.768450533497509,-0.682253584101963,-0.536947569053084,0.670647978342388,0.147473368860115,0.0930610103240591,0.617789240621789,0.239806751534995,-0.70522707860838,-0.0122516903901111,-0.829478067162795,0.122592228731445,-0.370908863352241,0.351293873067372,0.248812236925619,0.249636148671535,-0.272874332939971,0.488118604885467,-0.0032811810941951,-0.0323045233512553,0.689067643767127,0.727585904244132,0.45319884220939,0.716967945626933,0.344987700663113,0.289452966335724,0.134653709819537,0.0684398648017221
healthy,0.804805129694874,0.0456516006270215,0.186502582596149,0.597456633089437,-0.617134730359064,-0.389126835881325,0.0455994939245603,0.339061823484113,0.36668374638452,-0.0590827790918633,0.137608057505761,-0.131065912381202,-0.593866248021462,-0.559530596788093,-0.0944317246910113,0.715724153549447,0.0397941919456844,0.181472808363422,0.75909073443311,0.384157427097812,-0.39900952393905,-0.191025578702274,-0.61443935511497,0.384125620371955,-0.169043669972518,0.354270695380179,0.609933038452608,0.543787680081999,0.0084326307558069,0.669605351652705,0.183478452679258,-0.141748316242729,0.678289217547619,0.734458207610452,0.324501744861486,0.409261209579342,0.499636688225277,0.336802274036704,0.154815298564432,0.0843928532478652
