group,CD101,CD107a,CD11a,CD11c,CD123,CD141,CD169,CD2,CD224,CD26,CD303,CD305,CD319,CD32,CD366,CD38,CD4,CD45RA,CD47,CD49d,CD49f,CD5,CD54,CD58,CD70,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig
healthy,-0.788970702053688,-0.378776052271465,-0.343260955387447,-0.78749786306429,0.839359065636124,0.0445440732447398,-0.386065894941465,-0.204616808546089,-0.344472266933221,0.0981210096991993,0.77919389833163,0.634522305262272,0.294645298334197,-0.679788305287712,-0.682130783209056,-0.143661532779626,0.432348464953911,0.873774406715848,0.35978416652756,-0.0766714931153198,-0.0969879016232762,-0.0011648195593115,0.196576261760963,-0.619086792742595,-0.277451286868001,-0.582748215446111,-0.721693679269698,-0.481060131878676,-0.636010718879426,-0.350782834174328,-0.484736939085953
healthy,-0.762379508343618,-0.45566949366327,-0.301718848623396,-0.76472899520337,0.482496554195096,0.0315203340434926,-0.496843851123792,-0.462161801712786,-0.710122388159789,-0.376398068467528,0.499561501665838,0.42044519752371,-0.178161609221162,-0.774626617210298,-0.696072085865594,-0.322887440313671,0.148906063018576,0.408580359139655,-0.0662771756118115,-0.0937346883759158,-0.714891967333275,-0.546065731458382,0.0661004484208003,-0.590731503587595,-0.487239911449723,-0.740723070096987,-0.705378397335924,-0.738688571261312,-0.480263784279743,-0.640650828168203,-0.507253513723708
healthy,-0.644085044959802,-0.0388598532324424,-0.357714475709859,-0.650461477407852,0.746882286587544,-0.222415998750442,-0.0216863718156816,-0.259463809765327,-0.259887227242604,0.417261758923037,0.640271233442179,0.674512990945529,0.222261179918551,-0.578141966375359,-0.703179708087021,-0.256945104755842,0.545606661192693,0.699100814494388,0.352318951310266,0.0589856459765073,-0.148986505898752,-0.26336232815638,0.0853164877805651,-0.42707720821561,-0.0586905743756616,-0.38755494037975,-0.656711541956513,-0.495074624322657,-0.601111885013572,-0.318724881139008,-0.23581389072571
healthy,-0.789567775373326,-0.207596415306099,-0.4719690531217,-0.78012027084328,0.803480069279272,-0.0632322279139044,-0.244362430572209,-0.374073039203687,-0.40713766104332,0.201361457937709,0.81570520799741,0.702294569078144,0.408681655880487,-0.765915796307636,-0.76008789776066,-0.157553397057127,0.149809346578346,0.697287061875332,0.227485123911881,-0.15843987198912,-0.274756255314431,-0.462086534922222,0.102161468887475,-0.541704998125348,-0.122666740235358,-0.728533172496376,-0.794898185251916,-0.41622055893641,-0.590778232167474,-0.449310538589943,-0.274630091566394
healthy,-0.742413656524883,-0.152672374172782,-0.242740834413187,-0.722997759139336,0.708898366801302,0.15155144850983,-0.179403410261972,-0.406049027795143,-0.293186581871761,0.187313309860711,0.683302002847975,0.676511582610737,0.336526518209656,-0.143467177414026,-0.743010388790086,-0.168778184880167,0.551603430396011,0.668909647359895,0.322716539701852,0.134025683748193,-0.15226762511233,-0.25827638375527,0.0737144649260242,-0.499467752480454,-0.0533868774926767,-0.640064206192291,-0.68558868591894,-0.427582186927491,-0.553328112354294,-0.230483206064289,-0.136958726839821
healthy,-0.686755053213506,0.0513344554800852,-0.294420161368194,-0.65379155537113,0.667133509457243,0.174394790643847,-0.0266399329544771,-0.349951432050694,-0.170552534532815,0.325401821707943,0.742126289968199,0.783858234883722,0.505198626638742,-0.426802733854646,-0.694198273804315,-0.0830472306095337,0.367025091201755,0.752275008763045,0.251903333533282,-0.0530816659711288,-0.0684904178827778,-0.403893198089065,0.289408187532139,-0.421291319291371,-0.0902906695954962,-0.613320410173523,-0.579029537528466,-0.182769964796826,-0.611011233023095,-0.619355124227078,-0.106923082327572
healthy,-0.618596011798098,0.214723719507184,0.0180180345613251,-0.584772203660738,0.839238267197789,0.401900612099964,0.0599154386799242,-0.362708049108785,-0.19514457571158,0.410081394565953,0.787241632619403,0.816204063756625,0.266669680349789,-0.611765768665966,-0.535176414224107,-0.0703597248982452,0.594967015456115,0.740314652219624,0.537664330993457,0.0768995282925602,0.13416126342293,-0.331723067135631,0.117468087355357,-0.254679088220488,0.204365970466482,-0.455969828863468,-0.504511128341909,-0.182544415390621,-0.285357965672534,-0.385592375511629,-0.0539326005301432
healthy,-0.741067230122914,-0.146286876139754,-0.347936722009655,-0.758146593973649,0.8193708900207,0.122952844253271,-0.32438095743407,-0.29097461539503,-0.499696612062055,0.129557259810281,0.864231217232924,0.712107097928272,0.381297372432165,-0.589750521751441,-0.727569925088907,-0.323960360334972,0.307967832975107,0.733667236238258,0.243660315633612,-0.196456809539123,-0.385174283157678,-0.179702418556009,-0.15571852548518,-0.404443541676276,-0.0937790737599496,-0.6695965811262,-0.713019501757131,-0.424659099594457,-0.502501009734973,-0.280359788383294,-0.187517595080949
healthy,-0.733347252101493,-0.148747269663932,-0.432467525219865,-0.803044607140885,0.820406007867111,0.324736201466162,-0.194450561318221,-0.497916705968441,-0.542180558431435,0.0746330686000919,0.788863847058265,0.677928538829838,0.470633362008798,-0.717098004434457,-0.725719488134829,-0.440336940796707,0.664411495261746,0.801842715718662,0.260725033062203,0.13549438514547,-0.377487131104982,-0.254824826782541,0.0596709662590024,-0.553790677494764,-0.0778943944634411,-0.74515992338628,-0.793836483102395,-0.477654761788695,-0.728663986217091,-0.454004640936089,-0.271836900824505
healthy,-0.776135703654521,0.0158307969916284,-0.142247732488588,-0.653339268576145,0.553476659183501,0.438367056345929,-0.322916022365822,-0.0037042494728441,-0.0714004071963852,0.0705596318074935,0.564292333412289,0.55861333351467,0.0526674002679808,-0.616704978176746,-0.820289890293186,-0.38581169353029,0.32874715719484,0.701770837060245,0.233055854031753,-0.12780043579567,-0.308724229618497,-0.591467006407419,-0.10485793026786,-0.655651415067675,-0.210742319141638,-0.681791254268653,-0.722904932434557,-0.386628574646932,-0.316716557683473,-0.557811041017903,-0.34859986781652
