group,CD11b,CD11c,CD45RA,CD4,CD14,CD16,CD5,CD32,CD69,CD62L,KLRG1,HLA-DR,CD64,CD141,CD1d,CD163,CD2,CD38,CD52,CD49f,CD107a,CD35,CD235ab,CD54,CD62P,CD41,CD49b,CD45,CD319,CD99,CD85j,CD82,CD88
critical,0.0394035970334154,0.399294770642243,0.105843890116072,-0.0314333223307926,-0.251853443039712,0.123025564051297,0.100749403177348,0.18259806004108,-0.143407782184004,-0.118138276920026,-0.250335105293443,0.145693631452094,-0.186132845632524,-0.314144160335086,-0.428566442080458,-0.46867973931634,-0.200242042125143,-0.174436008102491,0.145143803056938,-0.181091607693111,0.0131660493367864,0.0412948083039864,0.22079667849978,0.0487689422924258,-0.0813201830884522,-0.0211738589618393,-0.181363266500338,0.322869729199306,-0.30010798057833,-0.434527928185788,-0.0243067921388432,-0.265319062961956,0.0798367898461742
critical,-0.354857311423869,0.397164149238385,0.388078789671477,-0.0583663629878355,-0.44732793090833,0.376691227303033,0.171358459085973,0.148067732467803,-0.285759439321873,0.0062195107541696,-0.231623849110334,0.192643453623089,-0.444122443290872,-0.183563135945464,-0.533950386426066,-0.390568268112929,-0.213845563981242,-0.507723747029321,0.193499304303638,-0.217990893759408,-0.17825400589633,-0.391168098674708,0.335522630338472,0.224450248923971,-0.0152489407399145,-0.0582464831479414,-0.147066011992928,0.51694324954603,-0.27132179856717,-0.603106474974042,0.0404740514044772,-0.391865366831416,0.227149588593162
critical,-0.0250525496815569,0.144954210466415,-0.207732577062118,0.159363353624621,0.56618701573299,-0.0030266900127282,-0.183535814190099,0.398221297451277,0.0101865603871375,-0.104451136224237,-0.215659360398714,0.0842295958797206,-0.0379134122363439,0.125703339658993,0.0543675546613209,0.350869963508378,-0.167331924042979,-0.360035973829538,-0.002254376106378,-0.0721055461367748,-0.112388608598923,-0.0435094121793425,-0.0897454167785777,0.188060862165915,-0.0486180495662382,-0.0176958718431031,-0.0281513190008127,-0.154226922949336,-0.0511171615864582,0.0628283652648848,0.0527071816450724,0.0049049618993948,0.221204916116749
critical,0.252537831324493,0.299576415524117,-0.0632463221838677,-0.285294721807157,-0.381692751769224,-0.189202355410948,-0.044499294030709,-0.140559054797591,0.200764194726153,0.0126436265102859,0.0344389431029971,-0.525503347668039,0.0439249313906482,-0.418560485394374,-0.0515270296106922,-0.553156592767361,-0.175714093257796,0.284871229143447,-0.209342878828349,0.235556170769513,0.137832656150242,0.408354358488707,0.12682121365309,-0.220712654618202,0.221181753151298,0.227611794290689,0.168621078950533,-0.0738689808062868,0.0549742642526824,-0.222338761322009,-0.0990290039859047,0.2276007505076,-0.0924349743797567
critical,-0.356486138494927,-0.332359197889203,-0.112214168522406,-0.263077620905841,-0.236721430690442,-0.0550295263491224,0.0129084670293382,-0.213725102768146,-0.0985357786568167,-0.102695466842848,-0.0813681943150443,-0.211813535998196,-0.287967105895641,-0.248470165953661,-0.171766142396617,-0.277945247554159,-0.0145045211949211,-0.280166238010425,-0.0557503228524019,-0.147911290250023,-0.100847027856644,-0.157672327296419,0.0828163237911378,-0.341569842346126,-0.165827019878776,-0.150897185592415,-0.21237747805599,-0.248653240200115,-0.176607729427848,-0.31509577552217,-0.198658952923963,-0.193818741531385,-0.199416159698265
critical,-0.0185751550267934,-0.365887065894577,-0.127927029435579,-0.423080515581415,-0.102293154967934,-0.197666641446854,-0.0719391924981769,-0.333787348783712,-0.0128390696851723,-0.0765673517480054,-0.0246163702319046,-0.516827141119816,-0.0778733641172354,-0.27038453307967,-0.216021853763169,-0.203603122610697,-0.111100777342929,0.0178417947014832,-0.486117898874209,-0.585953999127764,0.112195055601783,0.0362292602790696,0.0620855286200463,-0.504358938476496,-0.572234671520733,-0.628061428879671,-0.603430363614161,-0.48428487489809,-0.219189561761538,-0.005761128147609,-0.386600337983124,-0.0797505425273147,-0.33199644879236
critical,-0.136415614296191,0.0457497758855842,-0.128320481305126,0.177978725074966,0.215366995699461,0.171506295968859,0.0912393140373871,0.431198823845244,-0.179310298109373,-0.0439758919088565,0.0531724248432923,0.379032249787587,-0.26392658493779,0.196692733975755,-0.0672356536905721,0.0935993617585367,0.0089515901183522,-0.301924094352502,0.144388793809833,-0.330103011206012,0.053937705999926,-0.258960852769099,0.129426232748434,0.297851901907707,-0.355893055315627,-0.341417724002608,-0.288596575156072,0.0169248304318996,0.106396400459769,-0.2660396604151,-0.0080249026049587,-0.162449269944188,0.0529719227606419
critical,-0.0726487806001253,0.227997215325192,-0.0840612803098372,0.238994526763953,0.484225949520002,0.0879548719531854,-0.0460488622260235,0.195553767043504,-0.10171462463132,-0.0995816579585318,0.0432089329843314,0.162123979416998,0.145331062224797,0.237867799273891,0.155360359262125,0.195404780117372,-0.0481044675561178,-0.168782798594938,0.0306099621327127,-0.0848954183863597,-0.0974491377791548,-0.173963633996793,0.0891742130990817,0.0883897080443192,-0.105370207721826,-0.0870747337218846,0.0018754152683144,0.0244511801762157,0.143574039753378,0.0819684488150344,0.203944453839514,0.110606204549612,0.163589797085215
critical,0.271160206140911,0.062819512614885,-0.0739340645296214,0.030108321857216,0.588595754846179,-0.0281473647815913,-0.0532321784137387,0.154126979403687,-0.263142603146005,-0.0901554840342176,0.0455597735684137,0.0876857413932434,-0.0084727984913082,-0.266898359572583,0.270609333180207,0.150998634036578,-0.0652995459767646,0.355764496738172,0.217204236356264,-0.0865227042334726,-0.593560578197968,-0.374472149864515,0.0706231056355456,-0.646944741869299,-0.283426910731128,-0.129701217153069,0.098753659372805,-0.253998259215871,0.158466665063734,0.471446859731642,-0.0405370629566269,0.157002643814711,0.455472675873608
critical,0.0337951988155581,0.185313442018309,-0.151828355086704,0.0777039423917561,0.105417148473115,0.0556583355372803,0.0557104980208179,0.386165012013274,-0.262800596111488,-0.169838710047009,-0.142342393940006,0.147115720541299,-0.141130776806642,-0.0478485193755717,-0.175718842811957,-0.325494101534686,-0.259156710195775,-0.288940899938154,0.132053597922897,-0.468148751765965,0.464974485212232,-0.185250127609739,0.253317391087858,-0.102276838656486,-0.490446416629354,-0.446184933808758,-0.447408906406001,-0.0331667693531399,0.0633488407617246,-0.499914635423793,0.141281593962197,-0.106750095001177,0.240357369910794
