group,CD70,CD10,CD16,TCR-G-D,CD32,CD69,CD161,CD223,CD137,CD303,CD30,CD154,CD269,CD35,CD169,XCR1,CD124,CD144,TCR-Va24-Jz18,CD209,CD158f,CD337,CD336,CD307d,CD138,Mac-2,TCR,CD360,CD88,c-Met,DR3
critical,0.658623762304606,0.61768508347266,0.04869556439064,0.616438730192891,-0.0791980816340963,0.265675513015996,0.634712786878774,0.63641144670694,0.61849679445631,0.620881805634506,0.61209494274272,0.631978710976315,0.635266098837445,-0.083641205310492,0.636700385270866,0.6182538774177,0.60959317267554,0.622358607173431,0.630474892693751,0.643195728986649,0.612369151920868,0.610931003169298,0.646139952545112,0.602686791714793,0.600139660391287,0.615715653388387,0.623691306247378,0.64438952128308,0.299248798057093,0.611427129561806,0.607686243809635
critical,-0.201273824871877,-0.179340277391556,0.267761448770424,-0.0958704360758674,-0.0966013305675628,-0.169015634376467,-0.152467328639857,-0.180184634231719,-0.221859739785665,-0.20292926607455,-0.207972273639697,-0.181727211086007,-0.197499794405248,-0.150087061077279,-0.205602136935003,-0.180820810330145,-0.183144554574637,-0.190211908461482,-0.182555834065571,-0.171406076618416,-0.160021058150062,-0.0979849165535374,-0.214557771582854,-0.216150345554589,-0.0861516535393087,-0.1534497502938,-0.267280530068186,-0.0794226762273195,0.0077172187965087,-0.198335824324137,-0.144579764982577
critical,0.191510961498012,0.14853343695317,0.435987747314977,0.291361990587711,0.150315484324391,-0.0786943245859671,0.225416259744127,0.260898486403619,0.218893181410182,0.268353364428005,0.144249241924634,0.249847789842305,0.220188012796963,-0.194441511037846,0.0944447808776344,0.231646964580018,0.240402914832513,0.201675935108791,0.208321156094171,0.164154872992742,0.314406843592682,0.278747585886414,0.224748889147781,0.227197572085266,0.317290708832276,0.263038061489193,0.201074548507061,0.220074462923135,0.0624940635798927,0.260819247729769,0.225899570559237
critical,0.0742412938361941,0.116236365096605,0.309527497595864,0.116830435411319,0.628816075784633,-0.0377652726329584,0.192533383615431,0.121385714512283,0.128291578729351,0.0707369074021513,0.0503100524796378,0.0994597966914212,0.135049958372912,-0.182204253509539,0.0912636057805334,0.173946423478137,0.104216269239427,0.0844802084011808,0.10461810074293,0.0927177596622786,0.112302360824458,0.0849161767584163,0.139503901269432,0.219938211882314,0.160505707611,0.114868261599321,0.265982761902838,0.177800453854373,0.482691084374059,0.127637255044658,0.182466741431821
critical,0.195972886592814,0.0824817214591299,0.010778782923713,0.159990004420179,-0.112249922954675,-0.0090663976976667,0.0588532018870306,0.143861693107667,0.174292640873099,0.193049789032921,0.110369369606718,0.171513659920661,0.190649951632323,-0.0656100420097077,0.114773728036722,0.140161665857433,0.120869328682042,0.232714571795824,0.151500196516901,0.350052919814835,0.20850644432261,0.183890388890651,0.163236853474553,0.210493261160792,0.204582984445666,0.199107593136516,0.0914833453755249,0.152648981071899,-0.200214858093451,0.143797377136945,0.039863126138197
critical,0.269686418932827,0.0602552856285956,0.150182285531846,0.176708928987484,0.161808241645176,0.188489709421205,0.189682715767786,0.209051702109028,0.155933061427887,0.190985235860508,0.169742874990038,0.220609238006443,0.239233692061924,0.16807818084572,0.112168265252603,0.225907040949834,0.232444841206007,0.257623284073735,0.294623061704099,0.114862103030572,0.177700337687976,0.16657976604969,0.264565606314509,0.077648298590609,0.112311091119457,0.185590177822784,0.169071478383178,0.129620483763105,0.0754098302630179,0.120008904112288,0.119163463403653
critical,0.131033144345825,0.082423295747686,0.211175726574374,0.282682521803364,0.27865291976576,-0.0744999740888889,0.251717141858104,0.196263173519181,0.186656900465925,0.210168025104303,0.150534590279199,0.215418891319346,0.226168847724112,-0.121499606944667,-0.0451628623179863,0.166997167469421,0.161622327478254,0.233146804661829,0.174280057199553,0.201818970766909,0.19958527914853,0.204619205454254,0.199324606332228,0.187767250205692,0.219811478429093,0.208716839363565,0.234229462842143,0.123450721490138,0.148875469198146,0.204955158340292,0.250364458677309
critical,0.0486322684538344,-0.054464047164483,0.173122019724839,0.039163651161538,0.238490625117628,0.0272646253855138,-0.0049626959627426,0.0823125525146743,0.10400512783878,0.141818354622158,0.0382640541083434,0.104437450862356,0.065856013097187,0.114922046886395,0.0938826345784479,0.0276151214807858,0.0288777523240516,0.0748287982803979,0.0712369261498896,0.0670283240437938,0.0735304184047898,0.110067862452144,0.1185324206995,0.0216600667036852,0.0092474807653544,0.0794125079703986,-0.0416675061789005,0.111626354368338,0.132221786540885,0.0661749843618416,0.043133023840464
critical,0.210124489750008,0.192879010659625,0.24546254662232,0.210208647906611,0.253687428289892,-0.215674910709396,0.173751361606037,0.173504458520645,0.177494140769815,0.130716333402081,0.160000636994035,0.190157066614011,0.220889480937611,-0.501823711813142,-0.103592300203934,0.139255846526921,0.235390818952857,0.21839493259751,0.245981517012133,0.208569161938166,0.201256170135833,0.151865418563965,0.158445497998723,0.203898781338267,0.264917968445555,0.171166363228767,0.282191475410094,0.165317306703342,0.551933008892249,0.158376214713673,0.182450448804466
critical,0.0387629594189668,0.0187911774906678,0.173103408485497,0.101514032736499,0.341507333698911,0.005843202488895,0.130350850496958,0.160441021744961,0.0210813305731407,0.0117480638837969,0.187287887704921,0.0103836561569407,0.0057475527419666,0.0527332064191302,-0.302136716220083,0.0844523050943563,0.010317753040876,0.0493164179839724,0.0600465033744348,-0.0136195086094612,0.045547791389534,0.0299832878566237,0.0175448913977492,0.126030799812792,0.189810941283686,0.0895369890866983,0.165542404059307,0.137444912357848,0.171192529028001,0.126797774675236,0.120534289177036
