group,CD274,CD11b,CD33,CD11c,CD7,CD14,CD16,CD31,CD69,CD62L,KLRG1,CD64,CD39,CD163,CD2,CD38,CD49f,CD107a,CD66b,CD35,CD62P,CD122,CD41,CD226,CD49b,CD15,CD36,CD305,CD99,CLEC12A,GARP,CD328,CD82,CD224
critical,-0.0543950493629161,-0.408408296303988,-0.47847565955247,0.206151851635062,0.0697587006812966,-0.57101785754453,0.225210962524468,-0.180776671386015,-0.266531201434809,-0.190527214944623,0.104057343341698,-0.313208107108418,-0.155500226562165,-0.0060081559106044,-0.122869643201747,-0.471388354048132,-0.334279047166728,0.22807236485296,0.0205611330280651,-0.44728021104341,-0.325650224482342,0.14593632423969,-0.39338600518402,-0.0956117085526177,-0.438358532051782,-0.0961808926137826,-0.436865535578575,-0.167278860486596,-0.607583551389246,-0.378471010310522,-0.19623728641966,-0.219047305622725,-0.310037315998961,-0.240547362384475
critical,0.121169920026768,-0.574795947932834,-0.436621715714211,0.329245617017019,-0.0833164022166017,-0.466066585483703,0.322089926350623,0.382929874399129,0.0166162835611047,-0.119878712867156,-0.101909632478149,-0.31990887090658,-0.260780735366133,0.01434033074712,-0.230050381292977,-0.575026863004882,0.178989270467173,0.0638259535620993,0.0325224187826788,-0.453265033975338,0.238127871484477,0.155611232035765,0.220696578899752,0.16712127995996,0.0378509559465826,-0.177675936990702,-0.283971787643591,-0.0208167083390839,-0.52795472139135,-0.14537094581902,0.124447012450747,-0.203051998570457,-0.268632141404686,-0.368398365033012
critical,0.0152767995091033,0.207154198658261,0.13725913728242,0.279803237266311,-0.235674803916857,0.249206694218528,-0.315766046776918,-0.0127559733567527,0.202017339243905,-0.314479978330242,-0.252508182928208,0.0412639758006348,0.170016881709147,-0.183054788699593,-0.380771004239528,-0.191212845479237,-0.0204045624141928,0.401548967003821,-0.0617309182160088,0.279663249197033,-0.0090964451136812,-0.256153125300829,0.0849844015567834,-0.138244969776915,0.091051533429277,-0.0483354949854884,0.242710164605949,-0.0297104306360642,-0.267294042013259,0.0990908891934725,-0.103652859509625,0.235960439867254,0.0318783758818975,0.134340108937677
critical,-0.0115781979936545,-0.0327760843374441,-0.0833754257391442,0.124142700762404,-0.0499895301737479,-0.360165231071729,-0.118811672708289,-0.192066676593544,-0.0024010703381523,-0.11771273991173,-0.0721208793929878,-0.0870728828274436,0.0022871238854839,-0.62144177065187,-0.196609528748456,0.186925968425036,-0.0422316218987502,0.0082832968888308,0.0332235108246663,0.0761649940410277,-0.0865210429779314,-0.239663339908948,-0.062594450277848,-0.0947184497456067,-0.0895978934045946,0.227158375853029,-0.212048453635831,-0.42041918759707,-0.399489366989564,-0.127397235562561,0.0986406972795018,-0.104806449106561,-0.0283124136926501,0.0883316894074885
critical,-0.201530015507695,-0.0554767087465027,-0.322770149764999,0.205454723568854,-0.0265673769958821,-0.105712321283811,0.123563303775296,-0.172490960682636,-0.269359579997873,-0.367025685884566,-0.427903235042428,-0.120172665670598,0.0516612147211956,-0.215419902270596,-0.335866742815966,-0.312621350615139,-0.304953507430439,-0.172419356195984,-0.208446758325433,-0.312574120321733,-0.31691868180179,-0.112769219941219,-0.300505418954686,-0.28386649619134,-0.233854731977123,-0.134665712775025,-0.372688267918947,-0.138211714510966,-0.532093279077521,-0.117267586348512,-0.135177703353909,-0.0048883973264502,-0.257902610207976,-0.321610928348597
critical,0.0722550547167235,0.0282616589369355,0.104485451665888,-0.0606397120502227,-0.106268455142991,-0.0042707592248231,-0.0970642121187114,-0.067905582655048,0.0279722726473566,-0.0218609706437283,-0.12596123310024,0.0804843194455217,-0.0544858805914253,-0.0317232265900378,0.0185641555183182,-0.0612137835572922,-0.0807305035876861,0.134583904998324,-0.006386964345426,0.0466471305896927,-0.0380608051931664,0.0108268238681626,-0.0509881843129473,-0.122595591837867,-0.031458327483342,-0.115988981341879,0.0833361260791507,0.0405084829842031,0.0149196204552151,-0.0682451338684093,-0.108305229747885,0.0680558117020168,0.0124509359864726,-0.0656853484802947
critical,-0.128309169412365,0.0095038674268056,-0.142262895679689,0.121473574141604,-0.0303107282623246,0.116538174475862,0.0644747874119749,-0.326099942032353,-0.346181569471484,-0.361478202708579,-0.131271941091429,0.180270536892308,-0.0198048636949713,-0.342781044573023,-0.0196431842431783,-0.226679377671967,-0.240205104728071,0.306444035895336,-0.15312455543392,-0.322792050637578,-0.2286100960183,-0.116410973526372,-0.194907933433965,-0.224858766036264,-0.189475983341253,-0.164667288315026,0.105109175329825,-0.0288319826277027,-0.368890834322938,-0.0619847757083343,-0.198390592553009,0.200419865282323,-0.252364654698772,-0.167771091314155
critical,0.111274372388199,0.0370670597417721,-0.121864965509051,0.353400372699393,-0.0097051404126704,0.155171783874969,-0.113764403086677,-0.276926173228333,-0.0712969333602085,-0.181396808269569,0.0761530044041896,0.129721283976486,0.138248664051111,-0.371416542748763,-0.0600084698346494,-0.187976670104225,-0.139460259257954,0.338112977320202,-0.0382905820270818,-0.0217059397440463,-0.226770513822524,0.0880487985454047,-0.183502191435792,-0.0322168719424399,-0.150983514722427,-0.114385182510499,0.0161647440775796,-0.13178224263984,-0.383572954224218,-0.170812766504644,-0.0049642556505112,0.156710866023806,0.0620663047852539,0.0869659135613996
critical,-0.0238120706863852,-0.11738780915892,-0.281814200777672,0.200578097814144,-0.0676216940539079,-0.1940154885545,0.0772566918206915,-0.352161756463491,-0.149481457236602,-0.0441511187301376,-0.0691631963901762,0.0338741403377533,-0.0310756447033572,-0.266961565883599,-0.126376283829245,-0.281023903438782,-0.101164506471377,0.358817592907643,0.0085963659739499,-0.159549082091173,-0.128748557221588,-0.0020205170517383,-0.124371560578419,-0.0560809853169285,-0.249593779059932,0.0759309809174965,-0.289079693607993,-0.394981316420379,-0.540049389391694,-0.188768528354789,-0.169626140815115,-0.0450138632138678,-0.202214096197217,0.0158215437125496
critical,-0.147008612183064,-0.0101848422095343,-0.0163500897245741,0.0203500788998585,-0.0742830593827167,0.0570372391014511,-0.185450921314297,-0.116912892029789,-0.0109083520126163,-0.312751461085939,-0.26458814712364,0.0221842870055429,0.052302791374979,-0.39314590426102,-0.195185366250319,-0.279829596088234,-0.20460555891648,0.573303602266014,-0.157860698491599,0.0624705691060187,-0.159514223021324,-0.179698700700542,-0.159126889496931,-0.224033326191944,-0.134677980254237,-0.186571861192206,-0.0299427769198532,-0.210134327755495,-0.330250750218131,0.0440293921935736,-0.212274623111209,-0.0223866384140933,-0.0963304179197977,0.0309040369148232
