group,CD274,CD137L,CD70,CD11c,CD45RA,CD14,CD16,CD279,CD294,CD32,CD223,HLA-DR,CD64,CD1d,CD366,CD278,CD24,CD244,CD137,CD163,CD303,IgG1Kiso,CD30,CD269,TIGIT,CD107a,CD66b,CD96,CD169,XCR1,CD122,CD267,CD124,CD15,CD204,CD144,CD49d,TCR-Va24-Jz18,CD305,CD158b,CD158f,CD337,CD307d,CD319,CD138,CD99,Phospho-Tau,Mac-2,CD85j,TCR,CD360,CD88,c-Met
critical,-0.279017840060884,-0.251266711471553,-0.267971285906735,-0.225156398932673,-0.0894441695220916,-0.640087763668718,-0.0119771168716813,-0.195614219342479,-0.207461332322668,-0.446369467557695,-0.26469083678078,-0.136682778473569,-0.233988079462758,-0.433220121065458,-0.21769395166172,-0.183742260863008,-0.225354068398287,-0.217128677569396,-0.261203481363886,-0.261275165553832,-0.239857465443126,-0.182101386185755,-0.281215073064147,-0.26403593136457,-0.24773477089137,0.0510432497439958,-0.284234010367638,-0.209778998005342,-0.229610200829218,-0.27577873710218,-0.203320352677536,-0.23208397379511,-0.207307577008289,-0.162134485035723,-0.181214238874252,-0.231421504123669,-0.115855270380595,-0.261779895230265,-0.318532881833501,-0.218423722627277,-0.225322921362909,-0.22947008643644,-0.274476813093628,-0.2138150606894,-0.263744290393377,-0.378212423482384,-0.262901272882027,-0.264943439495002,-0.234703785029322,-0.376491722752632,-0.256735150094357,-0.370247235149055,-0.224125560198788
critical,-0.454212367415594,-0.455208304684804,-0.5056252886912,-0.114070741625434,-0.0012005312359078,-0.0886007235077529,-0.225904481760636,-0.504281542342624,-0.533708297147343,-0.103069777234858,-0.528690470434239,-0.0480043648123043,0.0471380928212194,-0.355060466165093,-0.544609058996356,-0.503005934017776,-0.503272087934267,-0.206981890669894,-0.507131610970079,-0.409001050570093,-0.503737013964436,-0.435699970765934,-0.515628886796363,-0.471088355439171,-0.439218615869816,-0.156598784092543,-0.455294015235373,-0.503503054065882,-0.526705756008356,-0.508899780671592,-0.520060856601485,-0.49785677883512,-0.517200036063548,-0.0230937719077526,-0.58601147953914,-0.525414647800071,-0.19345665583324,-0.544170450063448,-0.277900205476317,-0.543856146952672,-0.515986578383788,-0.5228743948173,-0.541082862332096,-0.571636270309913,-0.485943013386547,-0.0422522176962907,-0.513573197668824,-0.464111984605796,-0.347673205319025,-0.536344795354851,-0.582609821437165,-0.40375486236679,-0.569839424119512
critical,-0.119770566329874,-0.17557881909524,-0.246020958831558,-0.0260329304258488,-0.179730331296187,-0.337233488950397,-0.465666985304788,-0.204030583515099,-0.145949904385426,-0.378077917860955,-0.149643852755821,-0.225632228037049,-0.0773107876202208,-0.0755785438127314,-0.510388813175273,-0.130857202096706,-0.224617948346703,-0.328026668538318,-0.197005203323632,-0.476396565198928,-0.226899923216092,-0.194266513160239,-0.138585802094721,-0.183483346885732,-0.280339139147413,0.334091785184325,-0.150053966794214,-0.174250760338303,-0.110211414304697,-0.196573053046413,-0.215994717606836,-0.152201340293517,-0.179412200701084,-0.0772440431192187,-0.163809931350902,-0.200952693259427,-0.500244380123874,-0.190376078598163,-0.14639366971539,-0.289615009725518,-0.156367709198504,-0.154024536890454,-0.233823859526284,-0.210091919484832,-0.195883176619439,-0.280309334901566,-0.068575060774401,-0.126373005909314,-0.198356470267285,-0.155278134007157,-0.15690474114967,-0.145767241929212,-0.1718876208488
critical,-0.220487226093448,-0.248585177769003,-0.0958721548246221,-0.527028110050858,-0.120633999300049,0.0471598671613414,-0.0503453573656158,-0.103634629450499,-0.1572081451445,-0.394672858697328,-0.140341559356677,0.169046821383528,-0.0839768038372399,-0.258759824253172,0.0233678830317765,-0.111940240300386,-0.142860428300876,-0.24110175971155,-0.0857314963431159,0.281124828027989,-0.0583076058164889,-0.151595543960254,-0.19427763090758,-0.182926124961905,-0.0882409272062844,-0.232641416612129,-0.336695270924385,-0.153525763862469,-0.0775633415187389,-0.292581594228272,-0.0034896021228553,-0.154604588331202,-0.0785167025975289,-0.51999506635247,-0.0518280444870015,-0.112688149718228,0.203892059936987,-0.142732003286502,0.244328136365686,-0.0650748090355898,-0.0956704474041248,-0.0815379839298978,-0.28895629402472,-0.302943810954634,-0.326297035987184,0.105380195290606,-0.267053990040184,-0.212286320754854,-0.203006686970531,-0.511661937190955,-0.17801061390879,-0.352689505414176,-0.139787274795938
critical,-0.218790937675358,-0.238366915284253,-0.170281667118982,-0.0908895090764039,-0.0891177526709964,-0.226770175688133,0.0478319036090082,-0.110183310488524,-0.0975212385629542,-0.181211957615475,-0.219413033572652,0.104492025766914,-0.180608650397956,-0.320272942713151,-0.117306003656171,-0.159615840460788,-0.146970548901468,-0.163943054749782,-0.0814662363416779,-0.262226135501843,-0.192036327378078,-0.260564718242566,-0.213460736904345,-0.244379217940025,-0.164960143802836,0.0493545605628774,-0.1650478934348,-0.167629716066119,-0.151939947594945,-0.289327864862685,-0.0922817063284473,-0.232617597186444,-0.134702894251873,-0.185857768318608,-0.144507496819386,-0.222868189698784,0.0386495064004725,-0.225131321498447,-0.229521980133959,-0.129178964627294,-0.19644623596887,-0.0748804848492625,-0.260377593344887,-0.0854434740325404,-0.203887143041511,-0.495699314882126,-0.135381476516932,-0.292852520446872,-0.118267158769442,-0.311710034327955,-0.206192990715148,0.0159206589944373,-0.0926364707569374
critical,-0.352628523857194,-0.121768004492764,-0.275097505909731,0.0415356859701065,0.132482805644419,-0.475860891173612,0.115242599855423,-0.123479619389726,-0.112567628447767,-0.0771071031652764,-0.138264636381485,-0.169684848757256,-0.37632584078509,-0.413029180864652,-0.160814638743091,-0.0463617967448854,-0.165004211451575,-0.0503433644076417,-0.289862143458838,-0.298207937542555,-0.190667839311429,-0.193518939661485,-0.131742996298426,-0.240251236397273,-0.24148418201219,-0.104326610432123,-0.146685457451033,-0.181163218869601,-0.197002129400607,-0.222162472252223,-0.122783423128378,-0.0222370995709817,-0.18026161308987,-0.0921156323971775,-0.150961567021371,-0.257636924903468,-0.0407898487440513,-0.258945326167019,-0.235351054184442,-0.170217734701229,-0.223206639082665,-0.10344679829391,-0.153366301593384,-0.0360552201797352,-0.135037286864642,-0.440633900439801,-0.0968793062632688,-0.236275037871135,-0.0747449341239958,-0.173922613021774,-0.128027729289535,0.0328543182917267,-0.120038905404799
critical,-0.156188387722174,-0.107272796431941,-0.116748051145129,-0.225019504862032,-0.146309454157977,-0.377703851584873,-0.197121945663229,0.0114774786167008,-0.115189161343486,-0.0863490374381425,-0.0635244248779146,0.0287711327273969,-0.228513135290587,-0.328812694311271,-0.139886201784928,-0.0304822012288768,-0.119978516883211,-0.181930329065105,-0.0995159796921685,-0.329198749323808,-0.0339490749662119,-0.0038286741592252,-0.159173166016562,-0.106025502393638,-0.0335308557039271,0.410129597499695,-0.143176585317536,-0.103695086309474,-0.107949896553721,-0.143141612913111,0.0332817683343502,0.0352358658155391,-0.0273275257284735,-0.211727078729732,-0.0244763498022544,-0.081987832567362,-0.116273543615031,-0.118981548365388,-0.447073997771505,-0.0355193209444161,-0.033996261164789,-0.0013062514387748,-0.112784213151692,-0.110722634686872,-0.0644470570571506,-0.49805449444655,-0.0415717033992764,-0.0507144583585829,-0.190377976586302,-0.316599761869038,-0.179394447307782,-0.276539783892939,-0.0332341798714183
critical,0.0094330811878973,-0.0714371462876278,-0.0084066001030775,-0.36805842142569,-0.122244289388125,-0.111068539320671,-0.152914051777102,-0.0157683286350808,-0.137677027770216,-0.253896184205469,-0.0955656755754129,0.0629177915530614,-0.127515396781013,-0.332292174836978,-0.0434499578201262,-0.0103932353089864,-0.140250764802108,-0.276772237721183,-0.0750203142571201,0.149374277922973,-0.0115869251516982,-0.116436142585497,-0.138177955589784,-0.0901699071843187,-0.0409818331815911,-0.0662235228330774,-0.197233077907005,-0.0912608401239574,-0.107698379969427,-0.121127336600157,-0.012196542271873,-0.108170765449627,-0.0217734727533276,-0.333087216641991,-0.0370046316265693,0.0044870013633532,-0.0920132314918822,-0.100157751397189,-0.145077890947463,-0.0375830324905987,-0.0079068278344187,0.0009755586092996,-0.183775290138959,-0.105656681137663,-0.138868804779122,0.0208164612621723,-0.096184050584215,-0.110376885726972,-0.123758640452082,-0.279912864873264,-0.192400337669087,-0.384874553137073,-0.0681968497733481
critical,-0.12725705340571,-0.256428373428652,-0.239418929440488,-0.129463493224137,0.0424283678019751,-0.472762045585031,0.034013536887676,-0.242503540786084,-0.171068342285387,-0.0648093256195637,-0.184416089569402,-0.365706752600313,0.034209866998446,-0.364619495047069,-0.387675962135431,-0.254476146636086,-0.225720937294646,0.173790827323021,-0.249564187800647,-0.369264208214415,-0.223884732548103,-0.280116381149579,-0.192328578768232,-0.220758977406366,-0.120680984832285,0.388689737248413,-0.0606755581337716,-0.281933213814605,0.0029441281040261,-0.178902461680437,-0.171704522317849,-0.235784807039938,-0.261485093013008,0.056183583947744,-0.253582822957892,-0.22897296728253,-0.246577467507099,-0.320983931349449,-0.375705108937962,-0.201065307679242,-0.269053853717692,-0.143005332082317,-0.229792234878201,-0.309995283822683,-0.169769686282593,-0.45389031131031,-0.210258741386925,-0.173192810689566,-0.275728606662439,-0.30590570588126,-0.2548505936951,-0.3947407802117,-0.209564137564067
critical,-0.229144275188185,-0.158131626706359,-0.303979920696579,-0.0768702680831797,-0.366101926349555,-0.154227140152783,-0.223083607809753,-0.126174133928618,-0.124109011036897,0.041848667451894,-0.178382423650234,-0.0523953051962926,-0.253306061495527,-0.356820234648535,-0.425551343096308,-0.18690005426924,-0.192585529145826,-0.241304002735208,-0.25894163397505,-0.572744456638049,-0.215483112724071,-0.0896609626845376,-0.194091184782077,-0.267638694732206,-0.213797238365717,0.470478513580048,-0.164975426393211,-0.208979253775535,-0.349913356528219,-0.232959639663651,-0.181523197479608,-0.131458459404788,-0.235756981477717,-0.159399353489694,-0.229968283829721,-0.27094647195214,-0.30719150959078,-0.219875273141831,-0.553717913190712,-0.258564737147231,-0.199772261054788,-0.203689953850001,-0.228213592539163,-0.200143637492129,-0.213123086098845,-0.601395842495969,-0.120158276325441,-0.274823426926686,-0.137515176179248,-0.249519264742327,-0.298473638974796,-0.0597838046315,-0.152500192317125
