group,CD80,CD86,CD11b,CD137L,CD70,CD33,CD11c,CD117,CD14,CD279,TCR-G-D,CD32,CD103,CD69,CD152,CD223,CD95,CD1d,CD137,CD163,CD38,IgG1Kiso,CD30,CD269,CD324,CD66b,CD35,CD235ab,XCR1,CD106,CD267,CD41,CD309,CD124,CD49b,CD144,CD36,CD49d,TCR-Va24-Jz18,CD133,CD158f,CD336,CD307d,CD319,CD138,CD99,Phospho-Tau,Mac-2,TCR,CD82,CD88,c-Met,DR3
critical,-0.134525364087425,-0.361020395167842,-0.160797831971371,-0.126762423314604,-0.141430715808097,-0.0604636476554148,-0.39405319580367,-0.116156972330061,-0.344225796093779,-0.0695143792952628,-0.0873029599283552,-0.452930796898299,-0.0390266479741245,-0.282439817174669,-0.138349555923049,-0.128484790984305,-0.0745301704155754,-0.119568889170266,-0.112990812911204,-0.0599561690634269,0.0132404216664404,-0.133204834702106,-0.162070316764742,-0.113445420122825,-0.0728384912180699,-0.19364793405648,-0.141828026412037,0.0671608151405501,-0.186429127582527,-0.145131158195807,-0.109236319874573,-0.434021012169947,-0.0801937017383904,-0.112283216742908,-0.363093477519697,-0.108264379216254,-0.151986248249549,-0.0973940209922926,-0.115185032556922,-0.141465761051204,-0.128712441509144,-0.145689841716793,-0.135724272506671,-0.18415188842019,-0.109196288573504,0.054649101109562,-0.15476474167105,-0.130240945621991,-0.236417806712977,-0.169040170337665,-0.541584161853055,-0.09462172715778,-0.120891270321774
critical,-0.0547721384273099,-0.0248885668650193,-0.403156158276814,-0.0641145754332442,-0.0746826697541142,-0.429336940660625,-0.113142036190977,-0.12772352875713,-0.559373924069924,-0.0462906656418752,0.0069187043203899,-0.23416310893627,-0.0692658839518891,0.0809163237316897,-0.0721178288203203,-0.0929802353521363,-0.12117189181134,-0.373875855770458,-0.12787798521878,-0.0613943056971543,-0.344700586028516,-0.0963863505487278,-0.119268422386387,-0.0542387584850628,-0.0564943158933939,-0.0502249360029572,-0.221200644603396,0.144847407816187,-0.0727874912746437,-0.0893340568652008,-0.125936221935795,-0.063882451961425,-0.154509497201171,-0.0501013855034665,-0.0543246400426806,-0.0358756511177391,-0.463488890433929,0.364830369114103,-0.0456413335085328,-0.0962529966671765,-0.0376184960099138,-0.0581747354411155,-0.136915533739086,-0.0441430772581683,-0.0160770168789177,-0.290009138997203,-0.105511999577905,-0.0576910450123146,-0.232817659545768,-0.157690544107981,-0.113354671053635,-0.0911882476508996,-0.0442012309932751
critical,-0.009611077360986,-0.0930883221448271,-0.53843850915227,-0.191826455800925,-0.162100396741265,-0.50912975311244,-0.159773630457447,-0.113758443260166,-0.174267648438836,-0.038540687825126,-0.0749707922338126,0.0823147445354734,-0.0077402752737666,-0.291592408723578,-0.125185360748825,-0.0718362520810468,-0.561379824623687,-0.315365031755664,-0.0396193142578623,-0.448038238819868,-0.471385484097348,-0.167435436995605,-0.290121884959388,-0.139949571930752,-0.128476992018248,-0.140289922213834,-0.463399765529324,0.001840536086246,-0.0966153183198475,-0.02714747575007,0.0330878727934029,-0.225760471437593,-0.116607700032587,-0.0779540635616583,-0.309228380679986,-0.158286825333379,-0.298780824537198,0.132178700236209,-0.157961629106844,-0.131770287341292,-0.0098865981350455,-0.119968083678124,-0.161748156867541,-0.0478730252740112,-0.0920807160312495,-0.430890805549302,-0.0248141405575261,-0.113440029264402,-0.310327574322205,-0.500781224672646,-0.196307685199498,-0.0557679164433158,-0.0852788753747018
critical,-0.113216466837963,-0.327338349062597,-0.435560449443253,-0.22958188632364,-0.168347566075644,-0.230486511038998,-0.603270878844212,-0.145538896357115,-0.370361471096536,-0.150290267470448,-0.182624550516741,-0.681755743671233,-0.153448552613935,-0.0647060521576459,-0.107110163862592,-0.216362746022423,-0.189610097496519,-0.375147502380961,-0.175333952630567,0.0706857638149721,-0.239967475838495,-0.140318357877982,-0.279641846654642,-0.203812869584653,-0.18855756302974,-0.279307345373748,-0.109154657533092,-0.348057211469846,-0.279067264906703,-0.13169578163712,-0.149900800291054,-0.10750563998271,-0.0863737387453447,-0.15239033054627,-0.0524955605417011,-0.17625655786507,-0.0193397287919603,-0.0506731629203607,-0.183087002357602,-0.147741952069713,-0.174286548600116,-0.172962121829552,-0.326195090311847,-0.309830101260677,-0.302288065380981,0.0347496401689797,-0.282576142807073,-0.234943506786096,-0.456351221165191,-0.294362550099968,-0.636950091457006,-0.183268802110152,-0.25518035455646
critical,0.0268207010810822,0.177487980432583,-0.127953781267176,-0.173468415750068,0.0669330112709563,-0.0564300299822001,-0.079239781451903,0.0644793776960633,-0.0394317426992871,-0.0164471933133749,-0.0052866452124186,-0.177926195595156,-0.041531711065907,-0.0801068281945099,0.0048461287048954,-0.0677680114495147,-0.0683520317882955,0.0195051687265375,-0.0052772169062943,0.270590187420799,0.0200570382233657,-0.122082796377693,-0.200857275805625,-0.0398282173629391,0.0699086974081124,-0.0593376553597333,-0.0946305156939617,-0.0238613136453405,-0.109521361865352,-0.0081564596493161,0.0436550507104555,0.020601103733486,0.0169740346126378,-0.0632551545521334,0.0351482555093104,0.102419034565387,0.0151636630564682,0.298260017884831,-0.01625325786494,-0.0755460946824614,0.0626753933383202,0.0799967013116124,-0.0836407433466797,-0.122546720355202,-0.0802702317282716,0.0986640490909094,-0.101056445604631,0.0157475960120392,-0.15706610586311,-0.105311131541389,-0.321795022273982,0.0228446960328512,-0.0397129737186409
critical,0.169510066353613,0.153769899163198,-0.378210645369862,0.0025879415911436,0.217328003468811,-0.0526744381557504,0.0278707175410439,0.167509618408643,-0.179910411951264,0.262813387341526,0.187924084288284,-0.0958796634087949,0.141013015728489,-0.292101631966276,0.266512501802198,0.205073025639041,0.0121970944134173,0.0114547821846329,0.200743503450054,0.372409618152532,-0.165201154861901,0.0094328653248735,0.123757995456698,0.214622731005202,0.164900027975957,0.0531825650910048,-0.338986398898327,0.189247099070439,0.163084916736396,0.132577126249328,0.107061517267631,0.293283721345221,0.0660531383408884,0.241672909328165,0.258405198548629,0.173558582356056,0.0530164823723861,0.558804630942031,0.221023291195184,0.135212965177433,0.166089266429305,0.23057345558275,0.046948865208632,0.101680276887902,0.133038805708017,0.131107751417134,0.153160328080201,0.18709879211397,-0.0364320738809617,-0.0321347301355213,-0.0229739730213834,0.231629292325277,0.156411075710737
critical,-0.0170098078174952,-0.0780559373977346,-0.287776942740777,-0.123975786327536,-0.0992907929461825,-0.385442181114417,-0.302721496207955,-0.0804198890193481,-0.302273926345676,-0.0071864815373678,-0.0273276604533787,-0.11234892581271,0.040202153913361,-0.177320131739695,-0.140780535038061,-0.0461570377072378,-0.277751803426839,-0.338067397304336,-0.047593134706263,-0.0804521219409888,-0.443306316812633,-0.0235922118753502,-0.147323027719427,-0.114797713019829,-0.0005169997093236,-0.149599459449891,-0.182563989514262,-0.0696664327601055,-0.117433674462201,-0.0130082653591117,0.0135245848606075,-0.372258276221617,-0.0607574280047297,-0.0250596759610832,-0.305139724767197,-0.0853912519630136,-0.246778409905561,-0.172309708451397,-0.125622910847026,-0.0246110149391984,-0.0229774898786992,-0.0838116322675347,-0.113119738739653,-0.126215353426901,-0.0625655063063348,-0.36347132110286,-0.049501650112919,-0.0495059379991164,-0.305794807310765,-0.1957663188613,-0.323551114584485,-0.011100813281091,-0.0028909396312145
critical,-0.0385194315662128,0.100540127988354,-0.412362700839044,-0.0936224117902985,-0.0542980787564814,-0.386535077943098,-0.247147166091249,-0.0510705188098905,0.0116539091456143,-0.0068121838530555,-0.0772747152244513,-0.035071938891937,0.0289991761396214,-0.21320059853753,-0.0110786570306819,-0.0837941519930449,-0.297140802299072,-0.273114462461101,-0.0448868637137886,0.116510170789563,-0.380298430733115,-0.0310859466055836,-0.195763936807831,-0.0999900377864199,-0.0680921060382304,-0.305971209583516,-0.453102544227037,-0.246150877807584,-0.150922715217196,0.0103691918481817,-0.0556141133341453,-0.273483714641863,0.0026872325247414,-0.0514160385955823,-0.188855717763044,-0.011506160105381,-0.137150038470363,0.129525681656088,-0.101318839788085,-0.0586201592049538,-0.0302514961520128,-0.0511614835879348,-0.19385221361901,-0.11962090971519,-0.123528290180175,-0.0680782158044922,-0.130926168439893,-0.0941029223611343,-0.330407387016345,-0.326227658951261,-0.214768955275911,-0.075653258653254,-0.0366426678954465
critical,0.0775927223772459,-0.172405000659718,0.0304104032036896,-0.0360215286536916,0.12292455746722,0.22762822664109,-0.360394936077956,0.0723344507047044,0.170305254962829,0.0740684493240306,0.0613865640646228,-0.349728403581456,0.0249158894760085,0.0676090474562482,-0.0229288515719503,0.0155106327937095,0.152837097463104,0.11643380513399,0.126809454309861,0.393415390441067,0.191991466488212,0.0111989159969702,-0.0239688850083553,0.091505602447427,0.143336017851701,-0.0756339111938255,-0.111304808726938,-0.0199223426491803,-0.0225880458289666,0.0612313605041802,-0.0082289797686804,0.145197367661606,0.0133540730797928,0.0799163966231446,0.338713190831049,0.127978749737413,0.229040812341867,0.100423950897037,0.151594122989257,-0.0184710856082758,0.121255016971499,0.121999612899202,0.0727066669415126,-0.0564953921978435,-0.0284987775675646,0.670157320187178,0.100399790588458,0.0527443939040743,0.0478582979405541,0.215099860785263,-0.158604026922571,0.0160917346989191,-0.0176922335392104
critical,0.0160494163946469,-0.124307813270792,-0.310872419028199,-0.0251080974102102,-0.0629510347400038,-0.329737998850511,0.000553781325075,-0.0468773879384246,0.0392762181323703,0.107508144562663,0.0052754955992027,0.107953128593584,0.0152625830796922,-0.202843068281554,-0.0312020615903587,0.0216076988354132,-0.357502513202879,-0.207924084654724,-0.0393870986853615,-0.178855436133159,-0.412058725196865,-0.0133319437987467,-0.0988324356089638,-0.0335637710988006,0.0278530602854202,-0.0854166878261338,-0.325146472266874,0.0228504025865454,-0.0798996427763721,0.0395992653604988,0.0731148361058941,-0.448029285896572,0.0160176115172099,0.0142302779704813,-0.32251064535689,-0.0064509336295688,-0.145330381510256,0.184573578679016,-0.0348062050781572,-0.0794000007392936,0.0523782272289741,-0.0597529628947957,-0.0586975824415501,0.0065215164034652,-0.0439772829846114,-0.346793969437504,0.0040930571745249,-0.0349463563237424,-0.192420336947518,-0.235825574126214,-0.013295010969895,0.0485338173773312,0.0042842058546494
