group,CD11b,CD33,CD11c,CD45RA,CD123,CD14,CD16,CD31,CD69,CD95,HLA-DR,CD64,CD1d,CD24,CD2,CD18,CD71,CD154,CD107a,CD66b,CD35,CD122,CD41,CD49b,IgG-Fc,CD45,CD36,CD49d,CD99,CLEC12A,GARP,CD224,DR3
critical,-0.057732889328074,-0.013722833951565,0.158632514985094,0.358156599459583,0.184353746114357,0.212608975567337,0.413307104756035,0.322155239789415,0.231410630568623,0.0738970373700153,0.363688061932598,-0.0530721434310072,0.0525934736951293,-0.0756495451424615,0.190213941162158,0.230467204024183,0.101320288362649,-0.0891874945579595,-0.144801032209796,-0.0429522949359038,-0.267035154927802,-0.0901189297795661,0.451606196776451,0.459623116330932,0.103554420615466,0.404025560289164,0.0796634060822955,0.477729279542476,0.201822244739253,0.0899728077872695,0.196750206636954,-0.0900695474831943,-0.146659904097868
critical,-0.429246629593811,-0.4453969491956,0.0255297208499572,0.355116340229629,0.0592391811704153,-0.37440454957789,0.333112483354263,-0.105695580007915,-0.231041703985,-0.238883977317747,0.160523324850529,-0.361795320901917,-0.302830727903547,-0.10600521355149,0.078527445435764,0.0632881503033312,-0.0045095859683605,-0.0903189189593459,0.003047041610706,-0.116365433866668,-0.613543608424761,-0.016364496294761,-0.260155289523089,-0.220014490680597,-0.199299973384109,0.221256905852203,-0.511712641375727,0.292311604643668,-0.315499217969687,-0.258105103192797,-0.191626375108491,-0.379237707408961,-0.101304931379828
critical,-0.372380458530444,-0.367295709488097,-0.117773156875873,0.237357802679713,0.130571951706701,0.131821436866937,0.480620111644054,-0.329916245300724,-0.413913312226682,-0.364472113578891,0.327054652863889,-0.205381603877647,-0.198248664799205,0.0600969732286228,0.266233107404657,-0.225820787426715,-0.17076227304349,0.104714362072127,-0.225373728553426,-0.0341589228847372,-0.542834650687451,0.226322740885508,-0.187924921877727,-0.181998950274882,-0.0610785951441848,-0.0497997232918671,-0.19568824021769,0.5318715867642,0.0341412691196199,-0.230319464952577,-0.0819572678760073,-0.357871637647765,0.116157259175593
critical,-0.335612237784591,-0.244027249740865,-0.480754039541352,-0.0774086345476939,0.349723854914735,0.180861480667125,0.0355789463232376,-0.136186197134328,-0.153847821967056,-0.312421164520297,0.277056976477471,-0.0765023844621119,-0.168960379490952,-0.10959520082388,0.24352061593425,-0.169002731095017,-0.0252213628948278,-0.0727075960912177,-0.193235303810528,-0.284752217681626,-0.326942326064021,0.0782347302860835,-0.189495502902412,-0.131568588246958,-0.208148263887126,-0.0496138811780154,0.0321327368376583,0.302393102719973,0.177818364611478,-0.198299507522906,-0.401142497973799,-0.347250193878083,-0.138004102798646
critical,-0.39601358960695,-0.342171482444868,-0.0475265993937149,-0.0570998968670479,0.11184525187323,-0.15745940861508,0.127319101361201,-0.066538738636693,-0.372381952048247,-0.330118799109841,0.304357879679115,-0.0894652232075707,-0.210745286053651,-0.242846731577456,-0.0219859651085248,-0.269064576611016,0.023639748332895,-0.171773726122209,-0.180302828806535,-0.208170235026453,-0.457042457835327,-0.0812728096591018,-0.0824246765772232,-0.0738735058438758,-0.278354648673976,0.0656843293270514,-0.275611641882387,0.213261224432725,-0.355554918491812,-0.113901640412374,-0.194906027371473,-0.390435183149702,-0.273932954696163
critical,-0.29771470603741,-0.299603074685593,0.191831433871629,0.372209064303214,0.360717399982372,-0.249865723362621,0.390412617577152,0.131208493474442,-0.314311692070564,-0.157894836034794,0.40888949690209,-0.14321816566261,-0.0613592611768141,0.0976318481553058,-0.0145030368967245,-0.005287380760356,0.345512405888273,0.130773819088855,-0.193911847812966,0.089633768095872,-0.431363077806008,0.182490587174569,0.244282470469612,0.213081904984525,0.0533961616544121,0.320907346604916,-0.207775617718113,0.414855583750339,-0.233938815375932,-0.0420128237808268,0.244637362963377,-0.181447668724877,0.0882187543265514
critical,-0.168362843755756,-0.244321285607539,0.164545433668087,-0.0228616141966066,0.231787471199207,0.306935213023074,0.208809705265688,-0.457547817996476,-0.317488786347181,-0.289792035624371,0.561932764648746,-0.169342070549746,0.0181853411861406,0.0238702450892646,0.042336898679312,-0.130222997912798,-0.521043817746506,0.0258970821087741,-0.113147131825927,-0.0880866952038431,-0.4614912598756,0.155119883383946,-0.313466832157788,-0.254874113629725,0.0402191574907367,0.0197069766158868,-0.0652469404393563,0.344125942065353,-0.213360154918811,-0.1999989831269,-0.197106683141216,-0.188752460540494,0.0487172772795487
critical,-0.246836572088376,-0.278128477669749,-0.172041717079327,-0.0065766397128411,0.249304970712039,0.372051777484851,0.0633444850922931,-0.149780182995098,-0.0492225904557246,-0.206438283576011,0.452800223464087,-0.0081452684934603,-0.0114029659239842,-0.0430166101978893,0.203010176769076,-0.0656312566602375,0.0273689004838555,0.0742981778301176,-0.0975480587954329,-0.108295047823091,-0.25434971745779,0.147181799768301,-0.157331203712285,0.0133968365392521,-0.0132236020708706,-0.0012326457522967,-0.0111708206587925,0.310230805105598,0.108166473169122,-0.157271135109094,-0.205547409795643,-0.190677134170975,0.07506796676592
critical,0.0405804531237538,0.0343499949702218,-0.074594100806732,0.18718495025136,0.165465681294362,0.293824142168642,0.258007359090008,-0.0344339886036996,-0.121683801837817,0.0462529548091218,0.415113769493532,-0.0962448438147149,0.168832786701939,0.0024649063438409,0.189919688419687,0.055478849454743,0.0822405414476792,0.072555161566181,-0.192362733815157,0.0352684946414374,-0.463545513204554,0.0785795956307886,0.104634633211787,0.212990794626215,0.111071155735021,0.0948274082401238,0.0582244518259456,0.32066686767568,0.301815898875572,-0.0530162426662184,0.0091504779360648,-0.160457876595159,0.0440075317003791
critical,-0.288113738520636,-0.304842583849939,-0.0060713834114859,0.146648385919863,0.107128682322687,0.144608971195173,0.229709223887609,-0.398209295519148,-0.40794411988002,-0.277619909282431,0.324942685468918,-0.156426633882383,-0.0959829546397378,-0.0380286624013646,0.0396791112743357,-0.138871338806421,-0.0942560447682868,-0.0158199360653848,0.0652660726396793,-0.080492479739004,-0.521596828339632,0.13594407776204,-0.412690717108722,-0.283431836677644,-0.123884702799374,-0.0012256482044028,-0.0095355140393034,0.396648721823143,-0.172543472669066,-0.0658754569242565,-0.316906800320212,-0.248053824850093,-0.0024102925731577
