group,CD275,CD11b,CD45RA,CD123,CD14,CD16,CD45RO,CD31,CD195,CD32,CD69,HLA-DR,CD64,CD1d,CD244,CD163,CD38,CD71,CD49f,CD107a,CD35,integrin,CD54,CD62P,CD41,CD226,CD49b,IgG-Fc,CD49d,CD99,IgKappaLight,GARP,TCR,CD88,CD224
critical,-0.001309661328806,0.187922122350396,-0.124731153482935,-0.263624797022292,-0.0768769127455577,-0.352835175400257,0.0007676279944436,-0.176276852573446,-0.063944317587654,-0.245059229976881,-0.0380848615711001,-0.572806926185137,0.154393155017195,-0.178037903765273,-0.214305866856691,-0.328800302929941,0.3440836685552,-0.248012449857011,-0.120801340252768,0.100707139409481,0.52502300017053,-0.107803311192939,-0.418934792896927,-0.127624516037814,-0.127946472205295,-0.207235498673645,-0.163295601813142,-0.0930524426628096,-0.464125727416766,0.0073307950631261,-0.0477544209546388,-0.119060256122662,-0.0512245412341618,-0.2980577246075,0.157662143682817
critical,-0.081255628455073,-0.389565761887085,0.18852931177118,0.0999405856165306,-0.524968127900315,0.147912557383795,-0.0858031702498419,-0.0941145662945173,-0.228940894235682,-0.230991669677497,-0.13219505872574,-0.130256799330851,-0.196716580308868,-0.277677864016863,0.115453836068435,-0.0542910108096924,-0.353320263400504,-0.0110925112858243,-0.277293539499776,0.212224957683255,-0.178979116287314,-0.0124920358371034,0.0913502065127782,-0.191214569069382,-0.381851111581416,-0.0404907048600875,-0.378945362849341,-0.147498013222999,0.190300912446006,-0.360317678951015,-0.121422680311259,-0.190822003525971,-0.191280507689524,-0.181054373670032,-0.249958311870629
critical,-0.0813651276478374,-0.377052670526521,-0.0862032531099177,-0.018789193173853,-0.144764670088285,0.224169759963168,0.0162403855973995,-0.388840314298765,-0.0743257948141234,0.106340162612687,-0.213210317853876,0.130209165012813,-0.270096648953666,-0.264003581649298,0.0433342020405744,-0.516695414850143,-0.362586710548261,-0.196789095065911,-0.120771136137917,0.197062381907838,-0.356849580135198,0.080607140415077,-0.0357873842143163,-0.248508467012062,-0.126188747591453,0.0463949490761216,-0.256234131924068,-0.276040935305099,0.0152577215235759,-0.402576172141846,-0.336330498285385,-0.150333618549154,-0.100861788362228,-0.085794124697906,-0.219062093859892
critical,0.101495955676828,0.21520153242328,0.134404041814869,0.0510989986780013,0.397657530207215,0.120356311930379,0.217500114078855,-0.29817088468645,0.244833676406816,0.646892973221458,-0.151098878874102,0.447599436676208,-0.0559771418845472,0.20178976236933,0.294356456648243,-0.3813097816267,0.045517950316818,-0.0794606979732304,-0.207335877697947,0.0737229781318399,-0.199112192884052,-0.0054700591558627,0.0730822410147639,-0.364165342408546,-0.267061867504018,-0.130235529497126,-0.270572339914716,0.175350428661239,0.0800320953245978,-0.235724932120641,0.0762491503436613,-0.0006208540697435,0.223257217194733,0.548458933569941,0.0814577924584999
critical,-0.161827848108779,-0.257906596838576,-0.145968238300903,0.0014520699577046,-0.139191896886201,-0.0203635333758466,-0.180222210489268,-0.267291564216235,-0.3023372746531,-0.0119431526338174,-0.324635832150818,-2.15110652315425e-05,-0.0917632930670041,-0.331130255363215,-0.187913943406101,-0.365525297615849,-0.289137810758402,-0.125969415053481,-0.283872977481279,0.112501846510194,-0.354235000759767,-0.194394471852221,-0.19829934994271,-0.350750337935941,-0.286626505026048,-0.245568221040723,-0.298332972525642,-0.359138720223253,-0.158388984262164,-0.461827500940733,-0.326891286954169,-0.196997668583563,-0.236410500914939,0.0241866574129985,-0.115568093402373
critical,0.24090767704949,0.552767693362651,-0.0278016953798751,-0.265971831519284,0.339778089237586,-0.213785200820878,0.253374747150786,-0.243321178392737,0.163937911198098,0.186134182160096,0.320388868869457,-0.460207348944303,0.0936791275693236,0.168554250360884,-0.072636912084509,-0.14977109140287,0.372285627894187,-0.278693038756745,-0.28559701116662,0.107668152957096,0.452229940348733,0.135944369810709,-0.449869798122308,-0.354266020462163,-0.338519186789625,-0.313500225926474,-0.308243831508759,0.0066630742772382,-0.584052016799716,0.0691017722813771,-0.0850042596371391,-0.190942722986716,0.249376288194668,0.136091033368268,0.307487593761322
critical,-0.0352974608039398,-0.31713938643996,0.162383474665885,0.0286800119048625,-0.397076371718776,-0.0427587773232787,-0.115012954015036,-0.22060589590654,-0.203924545485033,-0.0762369734290415,-0.219090549903521,-0.0658350052556294,-0.148919535709791,-0.165554418684339,0.0217066279293403,-0.296517736256031,-0.212789885609881,-0.074768424335921,-0.211201827796543,0.312996089793439,-0.296280285623083,0.0774815405420548,-0.0041752674457239,-0.217534632666219,-0.267231195755475,-0.0672950497066194,-0.242775206932283,-0.210384647332645,0.0078438851624703,-0.312060839272654,-0.0761702625424632,-0.209849127233998,-0.0866067762088357,-0.226263417685911,-0.0934030631494473
critical,0.176980046234387,0.0215466837279373,0.023070075051909,0.0622897686761268,0.0136139403411198,-0.122836437306311,0.0717550266488223,-0.018108837482037,0.0997247707855191,0.10725005106304,-0.063214710553989,-0.251733940021549,-0.0099670790805546,0.0408830751122936,0.119854290213075,-0.335741368983932,0.0703634100691156,0.009442559705348,-0.111162570040509,0.0821217443412837,0.34395534728963,0.0958176533416605,-0.12550498873508,-0.17559944876805,-0.206301901927741,-0.07459398533179,-0.204115491658553,0.0196952932195315,-0.0747531167162673,-0.0578695202875698,-0.0298838537416955,-0.0054471479493491,0.116333926851161,0.0927591291867092,0.0927824189370657
critical,-0.0812607568781487,-0.251120527401587,-0.0127634116226271,-0.0689393305423518,-0.55639333618435,0.0541640735103832,0.249499892709091,-0.0830165991523567,-0.131542484892167,-0.0696499405378607,0.216328514092223,-0.112422514006328,0.0801387932844844,-0.257944748161758,0.253715113338979,-0.211003401572143,-0.319982047393553,0.226599299327899,0.10055258470561,0.634217840163935,0.312878945448476,0.0049925148388796,0.607500399489004,0.242691336147125,0.116806761511329,0.187614279209385,-0.0919416683418363,-0.212664503381164,0.124152828434224,-0.601045147127924,-0.0590070443989743,-0.0548170177069443,-0.182524441813053,-0.357991948549212,-0.0416618830965644
critical,-0.154036614918724,-0.135605557558261,-0.264249915615805,-0.101243273369422,-0.0701196954062913,-0.182223306419034,-0.0568293957356972,-0.332278816847164,-0.232360852878298,0.170430020343829,-0.090228736841087,0.0323879617405679,-0.092437965524067,-0.292569747250506,-0.215809476977369,-0.513266336946658,-0.351672613235294,-0.374027200855747,-0.38416957031108,0.546484653983586,-0.074837601999051,-0.0016787494931026,-0.132917378139848,-0.367907434819821,-0.363385083738067,-0.322605852592532,-0.333620562706101,-0.28256931060405,-0.174319043249081,-0.501747892968794,-0.180600788105509,-0.363396541708757,-0.22634891795542,-0.0483052187324941,-0.0565592717736963
