group,CD80,CD273,CD11b,CD70,CD33,CD11c,CD45RA,CD14,CD16,CD279,CD31,CD32,CD103,CD69,CD161,CD223,CD95,HLA-DR,CD64,CD1d,CD366,CD39,CD206,CD137,CD163,CD2,CD303,CD18,CD155,CD30,CD154,CD49f,CD335,CD324,CD107a,CD35,CD96,XCR1,CD62P,CD122,CD267,CD41,CD124,CD226,CD49b,IgG-Fc,CD204,CD144,CD36,CD49d,TCR-Va24-Jz18,CD305,CD158b,CD337,CD336,CD307d,CD138,CD99,CLEC12A,Phospho-Tau,IgKappaLight,CD85j,GARP,CD328,TCR,CD82,CD224,c-Met,DR3
critical,0.0260110684164005,0.009526162676911,0.0712795015324494,-0.0183265091131405,0.0836314159171023,-0.318750840683699,-0.239967546033548,-0.192258168177013,-0.365920720502302,0.0236011266920706,-0.265582167366733,-0.278599739655774,0.0323242183226254,-0.0951044725328904,0.0406359088148433,0.0374299725038926,0.0207674522774474,-0.592314006917438,0.071297768295166,-0.163516569458625,-0.156859373425222,-0.044726063645599,-0.0196589301600689,0.0269361645627196,-0.287993428993263,-0.135843029191191,0.0052063100479062,-0.188949753124593,-0.0100478611139376,0.0514661577534982,0.002752125109987,-0.19221227003018,0.0157248845862436,0.0381781951837286,0.181929786530071,0.452221683861015,0.0151082600323305,0.0269106201343815,-0.232017717541923,-0.0223221891236437,0.107523392417428,-0.243074133760955,0.0186855112868088,-0.217195579160079,-0.28363149926377,-0.162507473898009,-0.0263909881048165,-0.0233002436053989,0.017000292611675,-0.543573837397534,-0.0105087662304749,-0.399707757484471,-0.0096972033757555,0.0338293605530994,0.0273293903336077,0.0651641787202195,0.0506121391539686,-0.145477040466794,-0.0324754079428237,0.0436335436541528,-0.119509767806212,-0.258417729949532,-0.107385991378659,-0.0216905045910938,0.0232824310867396,-0.010259929550779,0.144507080621112,0.0428261432199453,0.060906838366031
critical,-0.500719089051823,-0.503195683563775,-0.183571442732126,-0.509188657334561,-0.0831725078914562,0.316557782098033,0.143338281447745,-0.363624294517716,0.0723972249530822,-0.53896268799326,0.187622983020665,0.0389740946285573,-0.528348151727692,-0.28992968761488,-0.522994811895054,-0.549769911523772,-0.306898936040733,0.250239628685748,-0.223962606078964,-0.461616173734386,-0.539785375792379,-0.0743245738501764,-0.511818920772885,-0.503544050630025,-0.498968760513804,-0.278059319738144,-0.516813459015899,0.180871273149951,-0.197359376017115,-0.554604047024914,-0.517790636774331,-0.324358320619035,-0.544246117879333,-0.500089998976281,-0.156748934336172,-0.125353741057628,-0.533848141699629,-0.533634435794736,0.0252205123218105,-0.508156722121376,-0.526126625098037,-0.0640917496089947,-0.533305588270249,-0.439016989738967,-0.224282885719754,-0.0495516249688208,-0.518815019459747,-0.517010235008174,-0.232894289333826,0.125812952339678,-0.523138510014973,-0.270406337141794,-0.510263034194285,-0.507966091193576,-0.511380578807699,-0.540545859699399,-0.507412107346756,-0.493590305864207,0.0063388656875337,-0.525668410253702,-0.14528148075973,-0.116290448962768,-0.387859916813032,-0.100143311493695,-0.522119069644668,-0.403661675751856,-0.275551715964373,-0.506562438031968,-0.502147649450153
critical,-0.294873580045872,-0.147695985763705,0.3042414925631,-0.23430914644307,0.318008316434445,0.15024150341377,-0.360182765442762,-0.0759624882645502,-0.550539428245438,-0.257402846232408,0.236729847217712,-0.0859878588527842,-0.190563554099941,0.28754405194077,-0.193810139643503,-0.253093123423858,0.275124814948602,-0.278517805326138,0.188368825067631,0.149772125745226,-0.410566642878736,0.233497220806986,-0.261365630424296,-0.246669577382381,-0.192890204760205,-0.357410692392455,-0.245732546582763,0.120001048059316,0.114480056115372,0.0057113372553862,-0.228899046713296,0.0096451290818262,-0.241908021589674,-0.231673141015569,0.0759857378879543,0.412480753619041,-0.23964877249752,-0.198108228332288,0.0724736274802632,-0.315052437602497,-0.178374462527957,0.0613776169660882,-0.274847231157378,-0.236543252721451,0.0640467041642912,0.031210535729268,-0.197053245575447,-0.216912854461209,0.0895515328702502,-0.598433828522809,-0.189280032430304,0.122812925541315,-0.366122503491393,-0.318622857057217,-0.168091643799137,-0.165095781373319,-0.216848426551779,-0.101958027946838,0.163370569178663,-0.169427965555496,-0.0411596188617275,-0.0730713697293374,-0.009504126961413,0.0230269623031089,0.0325984159333127,0.204482680906769,0.288956239637287,-0.221760517866885,-0.207372367768946
critical,-0.176795820301446,-0.173586173293633,0.179041763335109,-0.204736193295823,0.102341124096278,0.319242529204484,-0.170746259531008,-0.368566497143368,-0.319668675080159,-0.200639653218354,-0.0099965338317856,-0.0297804023736872,-0.114044953115013,-0.0335580930601638,-0.116975037178058,-0.191666910510181,0.140475382932622,-0.470598190270928,-0.036177766886059,-0.0859374018579183,-0.31935591775979,-0.0171857601144096,-0.275227353398252,-0.208509688969938,-0.50215224178658,-0.298548721360481,-0.248737369173206,0.0131041325985771,-0.099415835759956,-0.0852153533993069,-0.180468933351417,0.0296588496764659,-0.124476008787003,-0.221418613913918,-0.0427857876545612,0.244333624314004,-0.135864214970602,-0.0360696083381852,0.0276509061437364,-0.285202950004076,-0.0714239373699449,0.0349419522841147,-0.240739171273684,-0.173816666908318,-0.0170300969010093,-0.071554704656795,-0.247498542451341,-0.206995151778994,-0.136424378849875,-0.504425536069633,-0.200724549628594,-0.500081791745145,-0.222642271414955,-0.223632824464299,-0.184209278551458,-0.0638240800521797,-0.0404901588206943,-0.318025718592063,0.0965975304873886,-0.0763624347581457,-0.264574004202288,-0.120171594026998,0.181454117422714,-0.0661034646891645,0.174630077598183,0.0717860752923691,0.167914601042414,-0.17141952972128,-0.109422137805647
critical,-0.0545778909385093,0.0550133240268735,-0.13216163470125,-0.0917020985833963,-0.171683979658957,-0.224825840288369,-0.0746384950628134,-0.215727778407203,-0.0015448693280899,0.0014875133769261,-0.24493813680296,-0.0540881942895049,-0.004234894947907,-0.0006078972427345,-0.0595503175154245,-0.0606586325884075,-0.0926744647704,-0.317530445465034,-0.154416658755628,-0.242093491385152,-0.163564871139384,-0.143074421944431,-0.166950778815797,-0.0105456961818528,-0.38186359918336,-0.180784990009738,-0.0512365674222508,-0.226303637732008,-0.124337646361384,-0.135020114630482,-0.0618221640935572,-0.244879732934657,-0.0755159109301473,-0.0901377883044685,0.17297807412828,0.0166468960636946,-0.109365730023458,-0.013663695944998,-0.317383487139694,-0.0028310643286901,-0.16878666623166,-0.294091829562859,-0.0145987350553266,-0.231494574444212,-0.304665005137298,-0.287657555678228,-0.107148265737435,-0.121396072642333,-0.225956849766211,-0.314159095207365,-0.159413212985106,-0.449356175198218,-0.0360583811319216,-0.024567765440692,-0.120975945598113,-0.137924478447313,-0.0353055338245031,-0.345448860991536,-0.183110825495262,0.0132096156033002,-0.25918401693533,-0.132995946418235,-0.226244399604133,-0.281508487145875,-0.152323090877913,-0.0910893612739861,0.0481443049691105,-0.042708590480393,-0.0595334052672364
critical,0.0001830116579111,-0.0886400818103588,0.039573704321888,-0.0861413041244734,-0.334017265770703,-0.0159394624024514,0.0515980018119174,-0.219691111916338,0.106679277141743,-0.006437843473526,-0.143974229590673,0.0144359592854039,-0.0471282948693051,-0.018880235870904,0.0617326856180172,-0.026142206206543,-0.109527549004743,-0.384980864478745,-0.202485007737915,-0.299267958473442,-0.236275498735686,0.0026622163930876,-0.0338053119429171,-0.0093237659088325,-0.328410176047824,-0.310349820857177,-0.0359054363683313,-0.119611304394529,-0.189946315037178,0.0320958860584271,-0.0097356909087412,-0.240646500121807,-0.0904305400322355,0.0563694853343566,0.231893147508198,-0.0503827899910231,-0.0877932882383681,0.0142487665617513,-0.321214170443885,0.0209946393533284,-0.04746885463529,-0.319903356637202,-0.0233338863785211,-0.214132779748616,-0.272317401867736,-0.248826149319227,-0.0200554793271313,-0.0605153534290018,-0.339250515835395,-0.399965638050405,-0.088074955100548,-0.375574120969984,-0.0233011223571245,0.0663363356801825,-0.0979386927657818,0.141170734988989,0.101221951598236,-0.419903767431578,-0.252775006580181,0.0407863413686304,-0.369441535550069,-0.122675824603921,-0.150567836525063,-0.131613399300092,0.0540233386086461,-0.0445398698124184,-0.024210412299139,0.0430447729037806,-0.0049338210157261
critical,-0.103537912034854,-0.0348795544568011,-0.0554158531718788,-0.0937791298644405,-0.0832147402320069,-0.0809953174721903,-0.253796195985874,-0.315236757216398,-0.276250016750625,-0.0270027964723517,-0.141383456190707,-0.118318118600566,-0.173748713910134,-0.0961982337761391,-0.0175637315099799,-0.0860613400613891,-0.132396805593274,-0.203045660842226,0.097483721234968,-0.12519667749601,-0.313474776935251,0.050089879709782,-0.0840982485252122,-0.16209749272584,-0.756707787249767,-0.0251065002607903,-0.111656205479706,-0.141167273674789,-0.114290270018688,-0.051869652617703,-0.0877677141582835,-0.102144296493577,-0.118942564508499,-0.0653668357804346,0.618011548981353,0.0463540577038284,-0.110373606403708,-0.0454505453528682,-0.172765593243625,-0.118512499509121,-0.0071257310701792,-0.144586715189428,-0.0598542539204719,-0.144571016160426,-0.150985791923671,-0.213755800095853,-0.109147261754351,-0.133838190419835,0.0217388373822241,-0.313543530593623,-0.0919736473095822,-0.272911505797636,-0.0902303663754205,-0.085254196031231,-0.136177132934268,-0.038993722931652,-0.0378589475078812,-0.443439823381551,-0.127163725783697,-0.0452874512200051,-0.17989129744858,0.0419779541312678,-0.095787288991234,-0.0480045047802131,-0.109623773236261,-0.101397706636836,0.0382418390181118,-0.0542125609401561,-0.0406946336132877
critical,-0.20327000656371,-0.239238918190679,-0.248686450511422,-0.150010109750223,-0.33963890194136,-0.214602475248935,-0.249610431520828,-0.364839382149066,-0.333923593040623,-0.133365076000835,-0.364328852292116,-0.316866010176623,-0.109712491322135,-0.193737875590667,-0.163870921444871,-0.243335857826145,-0.266825607291801,-0.275596119995128,-0.313795945158751,-0.406880874026778,-0.2518665502328,-0.273611457090014,-0.18444613123801,-0.140697964548602,-0.242870074982123,-0.233382270072682,-0.207841669621984,-0.403952631367615,-0.304024294342072,-0.156406705369218,-0.211741060640253,-0.220260400993111,-0.0513455799962415,-0.17863173183041,-0.0777207607439351,-0.40525706064945,-0.193609813436335,-0.0771097665249994,-0.225119720026636,-0.228810465114526,-0.181181284411582,-0.180399095458517,-0.194004288956368,-0.204770686134536,-0.20489744081412,-0.26089699201724,-0.211400167209477,-0.233449115703193,-0.0870444141642046,-0.305339230202528,-0.211359968597535,-0.4379737548058,-0.230633933820962,-0.194082718654,-0.199063723485547,-0.170852331556821,-0.219672122364252,-0.311468726193403,-0.132832784018309,-0.174607470637536,-0.283450511959786,-0.193495845654401,-0.0721286409596203,-0.496691780235152,-0.14632562827612,-0.295060022555383,-0.16752764743193,-0.195733663157069,-0.199776872835153
critical,-0.102421533746186,-0.0533441275318589,-0.158285440419198,-0.179963675704527,-0.267983385882566,0.0275814183214413,-0.168832292823259,-0.511419797585755,-0.0229658307817149,-0.160787448219992,-0.112766976692412,0.0832936777404631,-0.198843680356723,0.168733453409683,-0.140326149982661,-0.0820092327026837,-0.142413784282174,-0.208616189904662,0.0325727429499537,-0.313402947587997,-0.333680441829157,-0.0649118272479589,-0.155268119078399,-0.176498283832173,-0.420344614588624,-0.167496423530535,-0.156735292743085,0.127901204764893,-0.150452595535754,-0.0673965606652257,-0.132252252187422,0.087348462237519,-0.221233835460411,-0.220967129985631,0.629185883229682,0.362573961575548,-0.253558713659803,-0.072128135468353,0.184384587520908,-0.129618361275574,-0.0802441891780382,0.123754138148466,-0.181061971383208,0.0192034391483031,-0.210381926948943,-0.374209201734647,-0.19234056707177,-0.166516036961345,-0.180327609384153,-0.134863713590151,-0.258451362855362,-0.493109871944734,-0.159539449382378,-0.0696616886109364,-0.17122728013282,-0.159185538686353,-0.0833129357641937,-0.737108795231923,-0.0688513056345478,-0.160876256833811,-0.233993565830938,-0.0405633726289854,-0.119982057902498,0.0078583559195793,-0.24535837464214,-0.180464097725025,0.0458255005425326,-0.0930422615105893,-0.046136285936429
critical,-0.186309146444701,-0.194069679125362,-0.0448350588249872,-0.226817589774311,-0.205369353873905,-0.0894044860188833,-0.312414380966315,-0.318251062555592,-0.149774821679217,-0.0830778680354751,-0.372161985560545,0.104270874181844,-0.0527038663432729,-0.235573022628845,-0.114229515596021,-0.0954508777701046,-0.349935529183063,-0.095339719862302,-0.261945441207046,-0.346313681988593,-0.356177714890972,-0.0634050192656369,-0.165572365836441,-0.183827522244386,-0.566028850285325,-0.248475601011798,-0.209429631802948,-0.245490967147206,-0.293663514853028,-0.0773906603600289,-0.19327213647248,-0.493113093711219,-0.180421435252275,-0.11563848274412,0.492858225002849,-0.12337870793219,-0.14684742940488,-0.159021897289598,-0.470190807226458,-0.131093496889169,-0.11177639878244,-0.467221694289748,-0.169412924861029,-0.381866562299152,-0.482545665187772,-0.379110434707991,-0.175033750574964,-0.200870076025316,-0.287903264871678,-0.338894774779282,-0.156432709609722,-0.525832037810614,-0.193079112643914,-0.163458173213508,-0.186579870201666,-0.168210982677399,-0.0813506005053895,-0.569787582827604,-0.27229027421875,-0.0411777666390042,-0.286506689817289,-0.114870062841024,-0.377058099972865,-0.163163461708765,-0.16199032625341,-0.155021184053664,-0.0449607095869715,-0.0899502562188239,-0.12553120030803
