group,CD274,CD11b,CD33,CD11c,CD123,CD14,CD16,CD31,CD5,CD32,CD69,CD95,HLA-DR,CD64,CD1d,CD163,CD2,CD18,CD38,ratIgG2bKiso,CD52,CD49f,CD107a,CD35,CD235ab,CD169,CD41,CD49b,CD45,CD36,CD305,CD319,CD99,CLEC12A,CD85j,GARP,CD328,CD82,CD88,CD224
critical,-0.396952115612725,-0.0424596165991135,-0.0632087703722786,0.230521870715904,-0.0967271176293731,-0.213370789567359,0.307784876753697,-0.0880962514844316,0.398122240450566,0.0563040386061636,-0.296094158874208,-0.119270462368203,0.364502225689348,-0.192423983733723,-0.279873235292765,-0.219946385180252,0.103910997979896,0.23976387213708,-0.15736041767794,-0.315520481198323,0.228345802914872,-0.350231772976795,-0.0244148773839244,-0.302533690044172,0.388791124548565,-0.290994877658823,-0.263865038065808,-0.271685762322673,0.361392622563924,-0.160261127096103,-0.0936082187764804,-0.267969865177922,-0.200519240589417,-0.0711898981138882,-0.0534069306541604,-0.383686721191145,-0.0824275626598263,-0.221663718314961,-0.08928558623684,-0.179064586777947
critical,-0.16192807982666,-0.170344462389516,-0.244067077204895,-0.107473970803338,-0.112064512251842,-0.31793247049251,0.165671229723051,-0.200090302545768,0.348711477505373,-0.124413758913178,-0.163270932284831,-0.0691433119076746,-0.0188156494593878,-0.230272023471643,-0.343843335996116,-0.125966107356911,0.203879951768772,0.239139031525624,-0.218758661068575,-0.131461856677344,0.0373245058955474,-0.263165954189783,0.124914149348661,-0.247004160232361,0.292222862868982,-0.189603745129272,-0.346574577826497,-0.238548874366328,0.199934771535111,-0.390672738444909,-0.247260474815982,-0.178535282346969,-0.213326988568964,-0.173596169413003,-0.0500178712670128,-0.246580393859611,-0.170712033653675,-0.184970925544824,-0.195806040584604,-0.202094319426054
critical,-0.0027654756577276,-0.387411494490538,-0.441577197262409,-0.0390649581545353,0.0671284818938346,-0.0423264519141976,0.30063397674178,-0.537819573963828,0.0169010864651593,0.121538161241144,-0.272861659119337,-0.534085737631547,0.171558365803746,-0.399310258317886,-0.33725588829868,-0.329211016055946,0.100717860401245,-0.37245635969373,-0.46213499298413,-0.0990352714231095,0.276455944138728,-0.237817300867295,0.0847197162264521,-0.483410560106212,0.0588032169661293,-0.180502014655533,-0.234317668135554,-0.30048138033612,-0.124870393283003,-0.229914232862299,-0.42068496450745,0.0290334181455006,-0.362604706920031,-0.38442530224136,-0.0747062458701647,-0.209456717233182,-0.0033409224879375,-0.41968524968281,-0.128117286702091,-0.302270413945533
critical,-0.108877872851217,-0.367986631229016,-0.178513095665223,-0.58235251560013,0.0827625155499042,-0.380356859159033,-0.0835924810741122,-0.0166730635019071,0.0081414310070067,-0.743292261683617,0.0733353508982715,-0.0635299501459887,-0.284655284457369,-0.0536628072963343,-0.293362514655716,0.0863813366961301,0.277108566504073,-0.171156624258203,-0.200114984843192,0.0291474779585917,-0.0935598274461023,-0.0083767059100618,-0.0571793106367894,-0.0201740342945334,-0.187106426562314,0.0184637049932612,-0.0111093040884297,0.0203630413194199,-0.224433227634658,0.0454558750475017,-0.0138729196726705,-0.212720768635349,0.142061293433837,-0.026833849355776,-0.334624994161646,-0.220945565025894,-0.210063940097854,-0.129369262138326,-0.630717075921496,-0.238516818352203
critical,0.220495469362987,-0.0657050437885261,-0.0040436862455178,-0.315520833951157,-0.345034401388978,-0.0967062655517223,-0.0781863209307229,-0.164831159204753,0.137300397713119,-0.123452999778602,-0.080570388809867,0.0200934341305433,-0.215041754555771,-0.0377999340624054,0.220016394175026,0.0664576980514303,0.146356215557108,-0.197905968577671,0.0859553056235267,-0.0259893555503892,-0.142705950355677,0.181166493350202,-0.0019018858186418,-0.0279727952768299,0.195078902981084,0.0127415452102495,0.193308233869181,0.152476929934489,-0.299763673833739,0.249615232035537,-0.0503701229707528,-0.0980306922526499,0.242317510542316,-0.0709292526579577,-0.248536026437496,0.0752515889438662,-0.121830615239683,0.106902276082718,-0.261396963303134,0.0456947359014049
critical,-0.123794704220732,-0.212146665774062,-0.322598127300192,0.192893318794069,0.21063712888839,-0.34367422271723,0.124118856793631,0.0091505545522996,-0.0693740095901314,0.0303271408443351,-0.331704561008592,-0.363035937146235,0.276938786547934,-0.209863867415752,-0.273958706023282,-0.0980572389444234,-0.132243746410604,0.0017827519483107,-0.387023377636718,-0.0313502517194952,0.166681424948746,-0.0908114633057614,-0.1204821582356,-0.385238975541336,-0.0747290653593754,-0.114613260290559,-0.0852033067080088,-0.0748554486446782,0.171952488890186,-0.308569584070173,0.0502802238544991,0.0272744616781555,-0.374739799615389,-0.091378981644358,0.142412528315011,-0.0294585181711438,-0.148248103314618,-0.305106592110057,0.0514415852040813,-0.202434407800833
critical,0.0591892065001956,-0.103137411955008,-0.190453268758026,0.0648479363257972,0.165756296653467,0.310798463319761,0.152761151497163,-0.22354538123052,-0.0648965138101578,0.386471455202499,-0.0647702784452668,-0.225825663949021,0.37786329000449,-0.240761407145615,-0.0194710123658308,0.254014880236094,-0.0227159715875318,-0.0615698498781709,-0.252008751304495,-0.0417625938186837,0.192496097563114,-0.0731474124321031,0.0010464404665713,-0.286230985408127,0.0220875783144989,-0.0681879589724338,-0.0305703764297628,0.0361838892860241,0.0167689853955363,-0.0513447401243546,-0.07597882426106,0.0328298318125419,-0.18092102457829,-0.168916322024871,0.0478777456809382,-0.0137287535811035,-0.0238524304457497,-0.0815572783174744,-0.0071425839671818,-0.207909199962826
critical,0.067441576070779,0.211541755203359,-0.121334126192496,0.254279263026915,-0.208918562999869,-0.0863561316692546,-0.239086007120523,-0.353525877047724,0.005367826638189,0.171542147601038,-0.0159563831772642,-0.121013955655832,-0.0067122427676666,-0.058107730211149,-0.0703027821824719,-0.38381072260448,-0.109874202779109,-0.0521997490721732,-0.0971272866664755,0.0341498445520727,0.0213023034100916,-0.137105966023399,0.21288137130583,0.184921727559944,0.102182840939171,-0.0105712670089735,-0.206357173652206,-0.207119602841784,-0.0808039880997647,-0.0459600751799204,-0.348520650075827,0.100206205817728,-0.423211767166104,-0.109850743399206,0.0028811246228497,-0.059504563271285,-0.106952992269812,-0.0164068331427293,0.100070901082147,-0.0667755786098426
critical,0.0194132457071796,0.175469744382835,0.160911250973467,0.0593025461987856,0.121311252838128,0.636007779270773,0.0830617130093708,-0.0084238681248287,-0.0204341001906657,0.0740712810502166,-0.287485180824858,0.0700650191010073,0.430085537991769,-0.0692833732336319,0.336069160628731,0.332680926988566,0.122886492646372,-0.0544318253980054,0.118082666467204,0.0502961629927263,0.320094342914945,-0.16778717826124,-0.590158364762447,-0.563351527923169,-0.0644867290081415,-0.227608761002899,-0.172739162633872,0.170725707930311,-0.0461675361341403,0.132604169751937,0.390995060498511,0.1814528319934,0.635692893277273,0.0092815031848809,0.0134697300702753,-0.0061044631580391,0.0599882941279732,0.120361036358554,0.281105067613221,-0.102928989391557
critical,-0.0603854058939606,-0.153420007686655,-0.268749187788508,0.0645824295052965,-0.0909241288506875,-0.0075051469197673,0.156170075680086,-0.474493938866117,0.0037155422433079,0.16172679292391,-0.316524613169339,-0.355696568894301,0.276703193139599,-0.250980762798091,-0.236475360323689,-0.22841228844719,-0.113690651030523,-0.111268855763334,-0.347339979657819,-0.149980693890463,0.206584193568847,-0.415136285332734,0.352824236371744,-0.371989557087975,0.0468992122003324,-0.286757308665362,-0.450567135426788,-0.399906578575563,-0.0031341071846633,-0.168345667211162,-0.412331129200485,0.044413262027835,-0.434956323428506,-0.148704071112159,0.0309639282467432,-0.40302995745487,-0.0287333293045014,-0.278632243109444,-0.0276474037859484,-0.158574450781417
