group,CD273,CD11b,CD33,CD11c,HLA-ABC,CD117,CD16,CD31,CD69,CD95,CD64,CD1d,CD39,CD163,CD18,CD107a,CD35,CD58,CD235ab,CD62P,CD41,CD49b,IgG-Fc,CD45,CD36,CD305,CD99,CLEC12A,IgKappaLight,CD85j,GARP,CD88,DR3
critical,-0.284401977490658,-0.116979863666968,-0.117063818738279,0.0712008451113575,-0.0079914344360142,-0.356995031823262,0.252111808019572,-0.110705285869103,-0.280203649798172,-0.160754343610831,-0.180606097269258,-0.356044954869054,0.0311022549358151,-0.286646926106131,0.166778343724465,-0.0077601445826264,-0.219833637065761,-0.220747572013559,0.272475598338871,-0.234241116051234,-0.232447817251796,-0.222268930788125,-0.262903533324533,0.255527455273987,-0.182522921055202,-0.23229791646721,-0.248222329769579,-0.0895430228492131,-0.205413435766659,-0.165572269481452,-0.346189179113998,-0.19570373087381,-0.34474237799897
critical,-0.18562693585937,-0.228596319032469,-0.291920904624437,0.176441860977115,0.0610118541163895,-0.295939005492728,0.352338385741754,0.0519711466490739,-0.123803241989114,-0.160958985802427,-0.301154788815945,-0.351056778652809,-0.0549650083881432,-0.113207270034099,0.251023015366858,-0.0099528161491443,-0.438552969768663,-0.258608719708386,0.238380605225087,0.0805951612834929,-0.0315033103387052,-0.0183987121692221,-0.139477960991936,0.40736568785651,-0.381803429049237,-0.14194217570576,-0.326763630954827,-0.215036876877137,-0.188066007080549,0.140493254159799,-0.116840539105546,0.107967407655606,-0.208964787363079
critical,-0.156962661283687,-0.225738304749069,-0.0987545658543248,-0.100164945545523,-0.0608826330655997,-0.212557328280523,-0.304242578773218,-0.187983451358987,-0.0602497940072668,-0.249622562106842,-0.153832202548406,-0.223328709111584,0.0181687955883777,-0.490235320497076,-0.274904887713336,0.250614020876209,-0.105320391559697,-0.264764389242987,-0.269686426490678,-0.184718726095888,-0.0694767974587644,-0.169850424922996,-0.361552277791754,-0.119025624195901,-0.0898146109038364,-0.203225522326732,-0.285497856839056,-0.0030021068847879,-0.381648660226577,-0.220031057895212,-0.278676569533753,-0.1771732326579,-0.286754227142893
critical,-0.0009856895249364,-0.357577994259765,-0.220223491201193,-0.523889711272289,-0.064095878319348,-0.0460628266784086,-0.0273648499827364,-0.137372986022381,-0.0805668373225852,-0.247941912690199,-0.0735876513028313,-0.231171514745575,-0.261019638501946,0.221922847798305,-0.184279358604955,-0.132884947492539,-0.230003545926815,-0.155775237519684,-0.271472224445491,-0.133313496031423,-0.167010931310339,-0.117960485021939,-0.257373600178525,-0.11707437431742,0.0443323345680267,0.226776085270476,0.15671497336393,-0.144050332517915,-0.0468720031427342,-0.217694733681133,-0.385897779903001,-0.383036621481685,-0.115770077182624
critical,-0.0210223207481507,-0.346640902339523,-0.361312616503583,-0.488182565537513,-0.279478843089929,-0.0468347179966535,0.0470087022582464,-0.481905354067116,-0.376797779967906,-0.300039752504878,-0.280507448534835,-0.228790273187505,-0.368728621572626,-0.13892440564195,-0.392836191421538,0.0497726636584181,-0.338646381456919,-0.246808078005559,0.107776375977503,-0.349063197433771,-0.430693646527852,-0.39360449999924,-0.284810229585783,-0.295911535945877,-0.250441133496113,-0.353962494296144,-0.233642884752134,-0.306148337689107,-0.187700112910137,-0.335050076450107,-0.43469516304697,-0.226541042081844,-0.105930190742874
critical,0.0946673513277547,-0.339841822224991,0.0459490449337365,-0.226358833678679,0.115249636673667,0.114174246122639,0.0798707301224086,0.0086345593751502,-0.158777609720848,-0.0478002166086925,-0.0431001687529088,-0.0091813257519425,-0.189470931467739,0.256788250926925,-0.0850364442546327,0.206613182142591,-0.243933106140472,-0.0152438011064933,0.107688374259227,0.138376116669836,0.0941976206717968,0.0644104843623759,0.0351710266408962,-0.0530454939568794,-0.0083819086798092,0.114353160918197,0.157361993148094,-0.0416316407695089,0.1037115423071,-0.0133769402930862,0.0862466319367351,-0.379539397009455,0.0805271958484007
critical,-0.0441250895064454,-0.208370691779474,-0.184830495240859,-0.0694525299425777,-0.253235450431959,0.0136737905388512,-0.152035222271356,-0.160562165823929,0.0095366456548741,-0.16704490937987,-0.267227192270818,-0.267317085977104,-0.0190785988586473,0.0635945604659399,-0.168865455398265,0.0303020821894796,-0.0559758264979125,-0.200138050914876,-0.0414489587030854,-0.161397097930583,-0.179987741961603,-0.125033769563587,-0.141518526266069,-0.217210194217495,-0.196341036662999,-0.325163351746961,-0.176294485751383,-0.124713934033136,-0.201119466713943,-0.267970606366419,-0.0788700966221089,-0.275033936802265,0.0343221095460034
critical,-0.0581031825234374,-0.14383478463599,-0.3556791465676,-0.0584540232590879,-0.123167138136197,0.0495401176022038,-0.108674299366121,-0.332875461990242,-0.110292318572867,-0.249814856896858,-0.0626571999751625,-0.188902018171136,-0.130744239569966,-0.0304593109866337,-0.156410219001663,0.103310377690773,-0.169682484091802,-0.128959984662486,-0.107275583172412,-0.224120767952638,-0.196787269359202,-0.0455927992720366,-0.062199303939997,-0.0825144461362338,-0.0813645341719028,-0.0401818541818167,-0.178321353964406,-0.183526472468467,0.028474864311788,0.136011702817926,-0.160194254713063,-0.0473588411926988,0.0239299417723555
critical,-0.143203604714583,-0.0643595789102898,-0.167435448242367,0.0533808079717122,-0.033943359071648,-0.1514399757841,0.190736961238316,-0.159975986836497,-0.058875459169326,-0.0394388822201791,0.0444396487214537,-0.123703004988011,-0.0512471830372684,-0.204332189588793,0.233779263843202,0.384634174794618,-0.0176016784588189,-0.151191006703778,0.174954302679032,0.0214605687273825,-0.0429299785313608,-0.191832072964625,-0.205290520058784,0.139830170406278,-0.23756403422687,-0.306604620904579,-0.384923072086161,-0.0389933467681731,-0.12072511222913,-0.110336575360279,-0.180830098270137,-0.155611011755913,-0.0211752916208283
critical,-0.0208740839780888,-0.461889125397616,-0.325728605781226,-0.379834042184511,-0.135163247058193,-0.0055457997181572,0.200629658379605,-0.182735949722492,-0.248540015075527,-0.194021841267676,-0.329382356495847,-0.147963036804308,-0.225003299759517,0.150790902156478,-0.334859813754214,-0.0954958146240016,-0.395336723669828,-0.191605177968834,0.0852809450880788,-0.0330928554193231,-0.0826784267916404,0.0126973396728522,-0.272667398621073,-0.212546551686041,-0.193443282288943,-0.206007196775295,-0.0885316011251574,-0.192848592694468,-0.271184474621905,-0.298708338611712,-0.129305588583215,-0.292236288397759,0.0853777750411133
critical,0.156475255947757,-0.307145447848625,-0.239563307003246,-0.268414131769691,-0.0804142222298474,0.0144789021169063,0.184992755320379,-0.0847507699664776,0.0475819052733022,-0.143737922377305,-0.12038503769253,-0.241083490838589,-0.211480507567694,0.168182890263458,-0.141282940758245,0.0552144005045399,-0.228123514146623,-0.0831582052813103,-0.0686114134724023,0.0453138806867668,-0.0045776772970076,0.146906712455362,-0.099597212540384,0.0180549410032806,0.234982381561075,0.147588601702469,0.164115745767518,-0.0538571990809215,0.0462447796955099,-0.0384036386438335,-0.147891646742396,-0.137239230338008,0.0298175575964991
