group,CD11b,CD33,CD16,CD31,CD32,HLA-DR,CD64,CD1d,CD163,CD18,CD38,CD49f,CD35,CD62P,CD41,CD49b,CD36,CD49d,CD305,CD99,CLEC12A,GARP,CD328,CD11c,CD14,CD16,CD32,CD69,HLA-DR,CD163,CD35,CD49d,CD99,CD85j,CD88
critical,-0.285554935777371,-0.446948033700673,0.221958828898029,-0.05442221915669,0.184313015099594,0.393628652776713,-0.328703916529494,-0.084517145656935,0.0786913300850593,-0.0388879458272615,-0.575588582257641,-0.176529507115262,-0.520614253396403,-0.176128773799781,-0.170479531620801,-0.157548706507869,-0.37914338739203,0.149264213559484,-0.0275844481998653,-0.42426947288643,-0.404472018432877,-0.0343064420484894,-0.153631609066751,0.439181237366846,-0.0693429950792091,0.301437432510824,0.377622311221647,0.0639600465615802,0.402983847576481,0.171864047929905,-0.407304486397254,0.234443864214448,-0.394466840722913,0.390688766304093,0.532784780025032
critical,-0.0998655419463902,-0.314253216268597,0.294936296745439,-0.188824611284785,0.0832092893630784,0.103196611494925,-0.260046962049436,-0.272998948587823,-0.128353940199415,0.217976292855703,-0.195545794985259,-0.26688533575754,-0.33905700385498,-0.197590263699388,-0.349540489367228,-0.249038047425159,-0.455736792461752,0.166961056064154,-0.228875991082573,-0.260543445240001,-0.319339047265198,-0.274702556722701,-0.202370676814106,0.640060837854888,0.0388183188978656,0.335356408704356,0.320040244733257,-0.098781605497262,0.459587728427556,-0.213970789276423,-0.392018103306339,0.317390251721405,-0.196966495608249,0.192990144213951,0.518695711298976
critical,-0.215763132424566,-0.226240462537829,0.291026333307186,-0.135585559424228,-0.300948547169337,-0.0733695543403804,-0.167595008893466,-0.106147751592353,-0.342796777130788,-0.0569157314175645,0.0857443934600762,-0.119309114291159,-0.0296355277203742,-0.124131137841909,-0.187718538948716,-0.195093378526355,-0.368399141588853,0.0481616379239916,-0.239999219271259,-0.101243710340361,-0.223763973880567,-0.0622558991811369,-0.107258773028309,0.0075756718794735,-0.043243230761477,-0.502851105799134,-0.1691606971051,0.145709775863908,-0.229268469630871,0.193771807785801,0.235412951695885,-0.274380451112585,0.0472301816856749,-0.0909196551705714,-0.0052819964987923
critical,-0.355649623983579,-0.220069630082726,0.0323465351673006,-0.0440514506546404,-0.256173430577281,0.203971995038042,-0.0223731455036595,-0.169033298313646,0.525727900604821,-0.159751828843007,-0.37760007535428,-0.146121404954661,-0.226884105531373,-0.0491648975446957,-0.0864325964652875,-0.0466968942709954,0.125057282510709,0.31747630680139,0.33160887347519,0.242164126939444,-0.181260354912563,-0.348414282028234,-0.0988401178900621,-0.478107811671282,0.0848232291186516,-0.0651189793192579,-0.331023900287073,-0.169112530505466,0.125255382995376,0.525792515085478,-0.284078177552004,0.236386297390535,0.173747596804475,-0.224517807066012,-0.329777179009424
critical,-0.313614287094424,-0.402673589649234,0.195622944747844,-0.156909806571446,-0.0967681854354075,0.0804242613185032,-0.212072316720552,-0.331833051588021,-0.300084705728743,-0.25243821746543,-0.332363799198098,-0.0816306301541923,-0.402283259432413,-0.14166742974986,-0.0821575346035271,-0.126842788157653,-0.333227700059646,-0.0035801766192849,-0.166481704433764,-0.540885424413587,-0.320591855465633,-0.187870563742636,-0.221113649881415,-0.10431793053119,-0.110007037334445,-0.183438315115051,-0.0596203700781746,-0.0901782826668312,0.0646376334750996,-0.126979415972318,-0.100678434902781,0.0085288774662341,-0.0644939163022688,-0.163190054844524,-0.0950924947242594
critical,-0.463613302220503,-0.067959165319917,0.41981723086491,0.300197299829739,-0.0409094297626181,0.423894769446049,-0.0039243629520664,-0.149159227283562,0.232301759431828,0.142533669486775,-0.333424029508756,0.0996150530339164,-0.42233501991449,0.194385635033208,0.112380569403504,0.0805791346171944,-0.125014285634422,0.611647075373103,0.394529729223894,-0.0756043095360907,0.0555266874826817,0.0397113546400322,-0.0554533459391587,0.297836022102161,-0.331891393948296,0.253328367865291,0.0586407633577516,-0.257859397130283,0.468082705537122,-0.0454968619575109,-0.353141471846057,0.532106349388908,-0.37081438241224,0.327833397982979,0.122133413954017
critical,-0.0806557523948202,-0.118263271115424,-0.0275744191872875,-0.314343086059243,0.235374376094774,0.142641428080531,-0.0650625865647928,-0.0767498672758081,-0.491316285549093,-0.173626095031706,-0.175457059266626,-0.19504842781376,-0.109537454111736,-0.277826322879674,-0.246271974028194,-0.17000959826937,0.0833324752991034,-0.0963306459576261,-0.313488507048277,-0.501833927231234,-0.307467812859853,-0.107876549175166,0.027661716448672,0.401889562443323,0.499001217810721,0.155248525544494,0.507967572887951,-0.197806342595095,0.547401353477011,0.137078464024336,-0.259778257402787,0.293568909553812,-0.139128670803119,0.16508224407388,0.184026612766974
critical,0.169061294885537,-0.0015293231871258,-0.191830887486058,-0.176508290756637,0.0261062453183079,-0.344814381315037,-0.0322064454171547,-0.0838500315811783,-0.504023066707421,-0.012680854326802,0.0275920782389596,-0.0314578206974156,0.176366347703172,-0.180102662605937,-0.146657735461546,-0.108886718189395,-0.178521024449478,-0.29836834334883,-0.355906608184277,-0.310682438488376,-0.0654307081624968,0.0795936131748508,-0.0863225477254723,-0.1284336645503,0.277583846169532,-0.126202250205604,0.228180653768937,-0.183811096406191,0.263178317667098,-0.0866636756725059,-0.186297838064085,0.145885610542373,-0.17296970417164,0.0349556790389821,-0.0251390845413967
critical,0.106648381687049,-0.206531769774392,-0.0951375886243155,-0.222344978917234,0.170368206216447,-0.0080790329254708,0.0058927176961393,-0.222559927697029,-0.372061927871824,0.185709725606229,-0.267256434425232,-0.262942399349454,0.189764796481117,-0.229703070091975,-0.209331302815025,-0.280339223871964,-0.264581278785838,-0.200137818516646,-0.369690024757586,-0.520715635327727,-0.127083550458188,-0.308109108196807,0.0977998443488813,0.0016406594440566,-0.162485595932387,-0.195648335237506,-0.0505656704702256,-0.003731761779261,0.0402198616260702,0.0634586454263154,0.0479773193361466,0.218308992886143,-0.191344272429014,0.273636238077732,-0.156232093026639
critical,-0.138531674931426,-0.240902493797976,0.23650937754072,-0.397161363008293,0.263982630547985,0.100875957438387,-0.225279043998057,-0.246434568111728,-0.251710495866627,-0.125591074525912,-0.244160601283359,-0.335409499143571,-0.295429969830818,-0.423321187427133,-0.405953453200155,-0.333692130958411,-0.244869205622268,0.0742074334293401,-0.375120870322222,-0.364849655315119,-0.25264343258691,-0.178557127893023,0.0805521584383193,0.413255869012553,0.580401752911296,-0.0916947027455687,0.323910408346779,0.160586863420327,0.252411912742858,0.12540149043773,0.174548660089372,0.226396916632084,0.0719818356201182,0.285453648699765,0.372929480249993
