group,CD274,CD33,CD11c,CD4,CD14,CD16,CD32,CD62L,CD95,HLA-DR,CD64,CD1d,CD57,CD163,CD38,CD71,CD47,CD52,CD49f,CD107a,CD35,CD11a,CD45,CD36,CD49d,CD305,CD319,CD99,CLEC12A,CD85j,CD101,CD88
critical,-0.001197169206849,-0.291188723227767,0.481278045757307,0.312460401424424,-0.0337953273293918,0.445426003268195,0.427286317446688,-0.0560662603673978,-0.129876763832522,0.5346834202404,-0.277644554662731,0.025981027364925,0.0998365151384342,0.114275243320247,-0.388867203413815,0.130602654239606,0.157429895686837,0.311731211831935,-0.0733591076461139,0.119959605005065,-0.435845821564832,0.3314479527724,0.308064266710078,-0.223087361220285,0.319933695371528,-0.0027580446826474,0.142890911276256,-0.364516024520888,-0.25848055609926,0.327601285906679,-0.163752111165628,0.463056893759023
critical,0.162613372367081,-0.210341660568427,0.451680793337429,-0.0531477642850333,0.0131639992312858,0.413860001015008,0.248202830950538,0.0702902667507668,0.0278575785705915,-0.0495262552045832,-0.204749599631044,-0.124884827363765,0.0859261625048413,0.0178964227548816,-0.121359596228414,0.207716954491047,0.199706168328463,0.273673728243256,0.230867489693342,-0.174745476870161,-0.200013183887694,0.276485100170042,0.306814253588333,-0.188850456418886,0.191359427961382,0.0340242676513766,0.21106298129027,-0.219578583790121,-0.199417124624964,0.1895468563284,0.100549860758478,0.542448343737532
critical,-0.0270219982485139,-0.31889612970911,0.147403038361779,-0.0789270689549611,-0.119952938875927,0.175657272994714,0.225126187246131,-0.276108367839155,-0.319440694673436,-0.0765412646911379,-0.368856518669887,-0.144381342209893,0.120647141684154,-0.501748653977414,-0.184294963553215,-0.265895790413772,-0.200894830685757,0.13351000561639,-0.188654914016461,0.307302067967584,-0.195234939381621,-0.0892531479869629,0.011691950614766,-0.198142907616658,-0.0682807613492771,-0.409183619139198,0.0863760567819441,-0.421522845120018,-0.275484752970237,0.0066197601304576,-0.548035015215918,0.0840351245918142
critical,-0.250092557542514,-0.204433706883109,-0.276560246962356,-0.035322472013229,0.144320744632655,-0.103459053348489,-0.249468457743446,-0.198813779010025,-0.320447270258304,0.170151094870222,-0.0720568419267326,-0.239516008242343,-0.287696763784362,-0.108139364773731,-0.389669585732876,-0.0942227637865862,-0.0812389075658444,0.172569880064784,-0.347906453435097,-0.157970994360657,-0.152084768831062,-0.0085236518859712,-0.0100649278396435,-0.109834592599447,0.0800435753617644,0.163985090374135,-0.237446083478548,-0.0579620308106005,-0.25312244607146,-0.1684965463261,-0.339000739234965,-0.196635712878423
critical,-0.118005775513838,-0.414468948486075,-0.0811659204594967,-0.032779096839732,-0.13240305224328,0.0636036292226168,-0.0545604836121599,-0.294946972018834,-0.503327867590576,0.342956212814148,-0.110141284241457,-0.168930626336482,-0.245623433104745,-0.182043590016086,-0.375404276402866,-0.0817116725301558,-0.168260094158497,0.0883490972167589,-0.211608008065768,-0.150829834308795,-0.502482274700973,-0.189815163666142,-0.013489186044551,-0.325147958137852,0.133717819426101,-0.131270937261654,-0.141003080450598,-0.507237739261297,-0.166335958426609,-0.0064778666771224,-0.380587516934198,-0.0282406285023808
critical,0.0733333343254167,-0.37846896143455,0.431152028185268,-0.0395991789582456,-0.30492284300874,0.476343454176046,0.33993207788531,-0.131127965577126,-0.165362185001384,0.22358730658539,-0.179098847585021,-0.24864482121906,0.188545467139445,-0.095388104477291,-0.296022673897102,0.110983122438814,0.0574213431508911,0.364503123752426,0.0571583200906488,0.0362817175965024,-0.265051258908693,0.290761269677508,0.4240425160427,-0.388726143722441,0.237126906457952,0.11026273951283,0.443840763552517,-0.583725215084883,-0.0517356912587851,0.35014770868,-0.247350212923303,0.556833624346832
critical,-0.031372807412174,-0.108819089241242,-0.0809027376490283,-0.198312527010937,-0.417744290165782,-0.279540065662058,-0.15277080199568,-0.37165810856461,-0.105645780874915,-0.201683267605609,0.0266439671268188,-0.19492945330841,-0.0563034691210429,-0.714070094531866,-0.183973103310829,-0.128362267419003,-0.404618188359043,-0.0522524605659411,-0.125722762302851,0.618055452351358,0.0758671952807294,-0.113977619067111,-0.0737794195279488,-0.0497755804050328,-0.235077952800057,-0.315389536497167,-0.132802856964436,-0.421696042398943,-0.1449178659425,-0.120052056014615,-0.131625398932449,-0.0761469819033384
critical,0.0655108304030809,-0.0483048877544657,-0.106473607732009,-0.204436534699011,-0.370454873926046,-0.0213252382743256,-0.147045574735064,0.200833610594508,0.0211878584799638,-0.091096142962079,-0.0711083158743503,-0.236340818211137,0.0559019911337608,-0.253016192818219,-0.0152256833531383,0.229400978822034,-0.198545237010228,0.0265500887665465,0.162035136155933,0.301639432763431,0.163546753616374,-0.034022730568912,-0.0392933298064872,0.10907213579629,-0.0540969989454728,-0.303127485252318,0.0146059450924031,-0.125589256571822,0.126422908979416,-0.166663422264531,-0.179612710309181,-0.212240245295421
critical,-0.0439827009211846,-0.299522653533213,-0.0346307105596903,-0.176756965839955,-0.50468336862488,-0.125603378175751,0.012462112802428,-0.111292218003815,-0.21550624838011,-0.282528444415323,-0.0107487199787784,-0.338329387591773,-0.065791022866884,-0.381817564616937,-0.371849217864221,-0.0045839016534339,-0.210650896402652,-0.256207766128766,0.0472876608545272,0.608280354347171,0.389704104998665,-0.229371325252872,-0.0086805489809736,-0.224988551222198,-0.187351663476424,-0.508935605276176,-0.152438287625387,-0.723015613317728,-0.108092734935334,-0.0708427586213808,-0.232056360488303,-0.278043257755203
critical,-0.0434069265134563,0.188623198127729,0.429916208737323,-0.0125530753628467,0.224020152511235,-0.14390210244537,0.533985763654661,-0.370129508006303,-0.0212747234614724,-0.0372016125087921,0.05303427604338,-0.130548038662345,0.0744541964779251,-0.466673908365035,-0.0124081296567646,-0.410481471631589,-0.100785230505133,0.0638334641759581,-0.294540281959542,0.305967985226074,0.335498571376952,0.15493902622642,0.0768872864182242,-0.024630553326172,-0.314350724995651,-0.183145282570095,0.0602706820846742,-0.364858673624743,-0.0607010890013015,0.208820100577204,-0.251365621217633,0.407461563345535
