group,CD11b,CD33,CD11c,CD45RA,CD123,CD4,CD14,CD16,CD31,CD32,CD69,CD95,HLA-DR,CD64,CD141,CD1d,CD39,CD163,CD2,CD18,CD38,CD155,CD52,CD49f,CD66b,CD35,CD58,CD122,CD41,CD49b,CD36,CD49d,CD319,CD99,CLEC12A,CD85j,GARP,CD328,TCR,CD82,CD88,CD224
critical,-0.459997475349152,-0.465586928382889,-0.0602440964213381,-0.115558391354628,0.0534608562472747,-0.103415323338073,-0.602454421220209,0.0650151269502131,-0.239119123886228,-0.265256530864582,-0.296033134371921,-0.318194481483155,0.107255326878433,-0.266741318257164,0.107551148717227,-0.163188177725172,-0.335585216392269,0.0389147160731869,-0.0552492163247633,-0.097609467872196,-0.425882449689473,-0.154582498535721,-0.0971760575685891,-0.384608000957554,-0.0890250238746767,-0.467744998447067,-0.28214871694661,0.0991446911440212,-0.449540991828393,-0.463393963840775,-0.460108373666238,0.0787051048771647,0.0666893003537339,-0.419256039933912,-0.342068879436944,0.0655534453007233,-0.2681883123219,-0.206222592183973,-0.0674416293060913,-0.326425636136958,-0.0733492458520559,-0.348878235384362
critical,-0.532920139686099,-0.560936735094649,-0.0760392422310316,0.321088809366645,0.31431258754646,-0.0983184391642486,-0.577532796583452,0.415907371448741,0.163150565102298,-0.315482274923764,0.179801046415064,-0.210756386195696,-0.260959328652773,-0.385933009609526,0.270062756805837,-0.209941118029104,-0.557814227308463,0.043183457586052,0.0854078345425686,0.134017590519296,-0.452161521366389,-0.0145108393345352,-0.0394110723432258,0.224404753470348,-0.0191710285352791,-0.444453545375411,-0.229256422053405,0.162472350280332,0.171393033386694,0.0981377892459013,-0.411104544419662,0.452160319518693,0.100445298242737,-0.226208983577618,-0.1903331842291,0.24622900874074,0.0005091592986767,-0.504804561496146,-0.116321122826012,-0.16504670025016,0.0513655974253361,-0.362941381292413
critical,-0.447610691869733,-0.373935096164581,-0.124854446105177,0.126933896820822,0.0252002959058838,0.241571623605909,0.160959220059853,0.35097753152879,-0.376831581123523,0.0845604209310975,-0.319452821655154,-0.418816797504917,0.170705748077982,-0.271444765230628,0.0601373268396669,-0.282900746058675,-0.246956166804264,-0.0086928929994916,0.217202694632088,-0.2715142887713,-0.433360135104118,-0.326547948592633,0.223290930585859,-0.154421413193853,-0.126609062001469,-0.453467009686554,-0.19149014207973,0.126924142298716,-0.167597868674775,-0.194685018452462,-0.0905833961443423,0.3502009356486,-0.0236555704208443,-0.0461010786405301,-0.276916925462187,-0.0561089468503076,-0.188363536321061,-0.0593228500813015,-0.210385098985555,-0.396418424595046,-0.0932924153884842,-0.341699384321759
critical,-0.473497790171478,-0.278741719305382,-0.539675824449259,-0.0842810009396883,0.286491801414815,0.0541461275568868,-0.0056284426583172,0.0506063303240279,-0.0189825043411726,-0.320264754230943,-0.0879088224992813,-0.2353949104413,0.153411863245393,-0.0531818635938227,0.233053046517086,-0.177251297757335,-0.249460242503925,0.555415125961345,0.20809848258026,-0.224084741513293,-0.310348445892189,-0.0262775640019334,0.0248146300254343,-0.0920118170389629,-0.25579696508118,-0.308083458694097,-0.174307486904502,-0.0220970606841687,-0.0281155063359693,0.0105889241137393,0.109843413375053,0.278595682842007,-0.221434599214606,0.209496226904405,-0.178845675677972,-0.140188503283448,-0.272244618242858,-0.103063078419885,-0.425550298482589,-0.298488844100857,-0.327503700466381,-0.290277829467654
critical,-0.137617598747224,-0.292132230107385,-0.252758752441219,-0.23525777296148,-0.214640328037131,-0.225305514270254,-0.123677032454661,-0.178496607727441,-0.0932973858083799,-0.0591817489052535,-0.191034046595664,-0.209578146846044,-0.0355740020653056,-0.143015755291313,-0.1433124317683,-0.0564043100635512,-0.0007046157249174,-0.26026588885621,-0.165368112857784,-0.199305383447767,-0.138032830129776,-0.217725231676062,-0.164024478281019,-0.0936625302850297,-0.155323698822692,-0.0998131105174765,-0.207705070887333,-0.210418926483501,-0.0393471760953674,-0.0405332438818906,-0.195530689843157,-0.261829647262049,-0.186756525497973,-0.168437304992952,-0.182191253304893,-0.214165209569027,0.0382322891825199,-0.0068439434204784,-0.263724230495069,-0.154630688014087,-0.137689742467507,-0.163238821253774
critical,-0.258112451857341,-0.0047272113200321,-0.0160900579267553,0.0371849042348655,0.268703620231826,0.309339864994818,-0.034115000165056,0.113698791014416,0.0633717187505438,0.0236787749399851,-0.272095935824762,-0.123803858757623,0.509859148869138,-0.049019529030238,0.220424527941227,0.105357488739264,-0.11345532475062,0.182377031992315,0.234344151030727,-0.009540271182817,-0.16039079203877,-0.0077877475636465,0.211985359727026,0.269795537978784,-0.0934427752109947,-0.316237946135936,0.0127720592947214,-0.0384575243805048,0.327551957236051,0.299647040265638,0.149500972865899,0.481133090795256,-0.0677040932836351,0.0729138882835966,0.105508602518342,0.163589667037582,0.12825450024888,0.0180793759774163,-0.12543429437721,-0.126672978209525,-0.0834730665411753,-0.0753262704147676
critical,-0.331186565664935,-0.351544349346519,-0.160044124462982,-0.185106950379166,0.098002083402587,0.109596602835059,0.0076152718657074,-0.0302610819277759,-0.439060845546286,0.144180412395752,-0.286700257064991,-0.348889001045135,0.258197130458066,-0.33517232203509,0.147935237830375,-0.211058696132509,-0.161348953615267,-0.0278198132746835,0.0144212738636309,-0.223124323513731,-0.373475341464412,-0.236461660048485,0.116219196051937,-0.399994728192366,-0.177063456910474,-0.400194877173074,-0.218977943204775,0.0886996302086453,-0.388270677815193,-0.298727508553296,-0.260692610322169,0.0786999857776803,-0.0571399814332834,-0.366172075594388,-0.362171319665063,-0.0913932158279185,-0.335625829597737,-0.0704152571390336,-0.318771106254207,-0.238859007734898,-0.135569658756735,-0.270716733999902
critical,-0.278114170530221,-0.308232131439732,-0.334649723083159,-0.0071827126522777,0.209926441865565,0.203348132591643,0.202396249774411,0.0319092312479956,-0.0818072982529887,0.0070682383736633,-0.0351211642942465,-0.17573981463587,0.339139976777181,-0.0869410382015745,0.294783184651591,-0.08418794888752,-0.143531148457978,0.28400311577155,0.245258587119597,-0.0998746860719442,-0.282197543088516,-0.0431658679947293,0.18711642732451,-0.133253112957098,-0.165655281693911,-0.225392477939051,-0.0487988509685174,0.0985521396421586,-0.0675198492176532,0.0511453707117673,-0.0652602440022815,0.250921362258906,-0.0731981938846131,0.132918908785967,-0.073188614786181,0.0098918235815454,-0.240546587205634,0.134162339005917,-0.307940350322972,-0.165508446140263,-0.145810167208707,-0.175695330248594
critical,-0.0856766259882613,-0.17100303135545,-0.129395762342513,0.137160277775586,0.246643537910346,0.120649367670696,0.116215876766428,0.251550699953165,-0.11543833394264,0.0643114643988398,-0.0174861093655608,-0.0150777985307928,0.258131957353011,-0.0946500514656399,0.198105146375062,0.192421604909057,-0.142880263484111,0.287622633208418,0.120630872802076,-0.0850870700201977,-0.03364764188712,0.0442020265318755,0.211913915089273,0.11136722947906,0.181376957625614,-0.385510621771657,0.122597291733177,0.233396330338846,0.0689901332675482,0.105500536831781,-0.0242661066959779,0.268906539646122,0.239096007926038,0.124883392749911,-0.124218750563888,0.0413010107223887,0.0523458755967006,0.116550763800065,0.103809531274967,0.0992327669094929,0.14565622942246,-0.103091223913426
critical,-0.464503754998033,-0.310937761350851,-0.243391561767469,0.132891492067063,0.237393068293197,0.133567283147482,0.0127041423155321,0.094900437371871,-0.168453239836769,-0.297919961863795,-0.169531771582843,-0.192223175854509,0.0444774160065402,-0.178984519153554,0.132315545562016,-0.0238473710748303,-0.248447105642314,0.348836203602926,0.104875062476254,-0.194429242322289,-0.337443642068237,0.035575168949473,-0.0079609115276971,0.107708920852825,-0.13475292400587,-0.344539692077952,-0.226248733298894,0.095333955885783,0.0570599459888533,0.131693877370313,-0.0144644910410558,0.308157154378326,-0.0370708788553667,0.0465162808178076,0.0195642139790902,-0.153000582447415,-0.133644413409457,-0.190070416684312,-0.217446090939203,-0.223699819635092,-0.20851944503277,-0.226990035655064
