group,CD11b,CD33,CD11c,CD123,CD4,CD14,CD16,CD69,CD62L,HLA-DR,CD64,CD141,CD366,CD163,CD38,CD71,CD52,CD269,CD49f,CD107a,CD35,CD58,CD235ab,CD62P,CD267,CD41,CD49b,CD45,CD36,CD49d,TCR-Vd2,CD99,CLEC12A,CD85j,CD82,CD88
critical,-7.35183134912167e-05,-0.0246969361469643,0.34146946086855,-0.188155168468331,0.058006824318102,-0.280586357651069,0.225177723292815,-0.313087503921589,-0.01463596993484,0.31771252239969,-0.164310111125479,-0.273923068553415,-0.350062752440422,-0.359316625931957,-0.16915962021554,-0.189722638613529,0.183664401660533,-0.430446592054947,-0.365579903842871,-0.0437470016292998,-0.16631661351738,-0.237091374648408,0.341840928922566,-0.232683455794079,-0.404258039598745,-0.225357266815052,-0.286755088364688,0.368963533874863,-0.140187490277639,0.151998613133164,-0.275209901627027,-0.333805201950432,-0.0430237933107016,-0.076178980118387,-0.291123992671742,-0.0608810713175847
critical,-0.178065577803594,-0.114256074865579,0.623393376233874,0.203715988892882,0.153874350248322,-0.0383609438329398,0.354821817578329,-0.0809488252709624,-0.0507486201964372,0.455265929260968,-0.156962598827044,0.0542810856691361,-0.109876963383863,-0.126354327168814,-0.335719617770505,0.119504471001422,0.431922334364069,-0.119156718031224,0.067388060163653,-0.312579843849451,-0.348242076547912,-0.109135269012622,0.0210738613592091,0.22955791022536,-0.138532322596582,0.250116627927694,0.101237570875654,0.421454473541744,-0.123888113740697,0.353177566988369,-0.0756840512666519,-0.34115237502106,-0.0856868346466131,0.343646283775625,-0.210928645834791,0.560091859591789
critical,0.0424473988565831,0.0800127856966742,0.133943414720308,-0.188337374027598,-0.285022153765099,-0.0211449030166638,-0.488460398575974,0.073043049376012,-0.593384492978472,-0.124641055117745,0.0114450125753679,-0.164533741949061,-0.510714241750477,-0.575353661867762,-0.0794466070995886,-0.0541279824271317,-0.223922050153521,-0.254248996965623,-0.165850841769008,0.363671558354481,0.143002064801759,-0.0916160810204039,-0.28418859143919,-0.200406747334378,-0.194689300263887,-0.072667463759447,-0.107359950357496,-0.222363147427887,-0.0505346479834395,-0.548270602473006,0.010278153881903,-0.39572368469545,-0.0191613079629564,-0.155485258941464,-0.0438112237469218,0.153681995850916
critical,-0.156807443734831,-0.0693956392090917,-0.297641541730052,0.399263432899532,0.193970207346457,0.349308763260017,0.0152101534634944,-0.151885214148872,-0.092367435773139,0.391491343565768,0.0234625795285023,0.404449627145926,0.20317155160786,0.435018926982112,-0.374739399481623,-0.063202231313034,0.26105695768166,-0.0380669443172046,-0.204193040881764,-0.145698911565793,-0.22409833554226,0.0091666374946422,-0.207969643383344,-0.180267041664119,-0.0550363041333209,-0.192887608941957,-0.123381436092143,0.0670026112316671,0.126459475787228,0.350480685501658,-0.0640684758881746,0.224181688653696,-0.0693058411479489,0.0033324638597058,-0.204792489448068,-0.0665238735856248
critical,-0.0237711456425704,-0.0244995409151899,-0.0816974088893311,-0.158702264501095,-0.195667000640028,-0.0299491892816503,-0.0783259683704916,0.220389872060581,-0.17175234928009,-0.14850584751263,-0.0751889176899585,-0.003196428779237,-0.136490437634002,-0.193365957164139,0.131189803937852,0.0767273163828407,-0.134691161466716,-0.162806999491177,-0.146442723223664,-0.0414717115214475,0.250136414864348,-0.0503269549177429,-0.0852844230508114,-0.135104665180073,0.0418593212545889,-0.176713324588368,-0.10696421728173,-0.157923311164929,-0.121535343922835,-0.239818826174091,-0.221009352146813,-0.0489062110184536,0.0570764431189731,-0.157215605592237,0.0009881122969766,-0.0159156710263175
critical,0.200671166020875,-0.290908718016361,0.0253006911040767,-0.233126570782452,-0.390113459902512,-0.21862345427237,0.0373205613731642,0.10276991724377,-0.0861166535068622,-0.404797933214416,-0.295802193897466,-0.299705207790182,-0.135389147559167,-0.307643086406082,-0.040464881149029,-0.124403108114743,-0.0320194499672379,0.0094490486996314,-0.221976603365183,0.188086013761054,0.0750430546736906,-0.114135722983342,0.0924729059474802,-0.321934953742984,0.0127567363923798,-0.289712385322252,-0.310509545695591,-0.0983439909168265,-0.283021540819335,-0.395903387354189,-0.0683494873079409,-0.434660573675241,-0.245272234353364,-0.0775056068599763,0.0217237881862587,0.204081955759303
critical,-0.224865627141263,-0.254994665261445,-0.132586780587156,-0.17889343087992,-0.162244214235226,-0.39546040269564,-0.269971604573756,-0.190952324579611,-0.319795459085975,-0.101658732110066,-0.174021237630744,-0.104057404823522,-0.138225462591801,-0.525644962319042,-0.213590116781822,-0.188070837090894,-0.13278697614313,-0.0411624856969759,-0.301044621787762,0.476458802955936,-0.107171573102175,-0.21042000004524,-0.0052033106267457,-0.365566603812773,0.0039391605992775,-0.350709642215654,-0.328748816252357,-0.156133379422055,-0.219410098074362,-0.26267832170756,0.0386100012200679,-0.472078082366135,-0.228928719443668,-0.112110254731756,-0.162232925374141,-0.207915033641339
critical,-0.206259937807787,-0.143138753020139,-0.111489893608383,0.123094721446903,0.129251806509707,0.151473785579279,0.0612080241570743,-0.0364662085251406,-0.238391352505368,0.293707755272177,0.0054736322709377,0.337593942378462,-0.001670207442696,-0.223063652198569,-0.281989321171106,0.0195133972179006,0.156676524032044,-0.065390501323225,-0.16054829688538,0.208992773739074,-0.17363619439257,-0.0289616051501722,-0.12556854566817,-0.0734092704867451,0.0516463354055128,-0.0310948889131824,0.0718475359178357,0.0717399264886479,0.0626879652692375,0.134417935769697,0.103174471758536,-0.091419263500941,-0.0485070872929473,0.0230591719458909,-0.223974464143091,-0.0636083839783747
critical,-0.0888425966403976,-0.079536639711966,0.0118425843065427,0.0473707063297705,0.154068829840802,-0.148609150020303,0.13798166229263,-0.306106051783112,0.0307810630646717,0.313870981346939,0.0732199068153853,0.119066373862807,-0.141167666696883,-0.0804084287936769,-0.353158709549344,0.0247472772574965,-0.0153326510858903,-0.207667374552042,-0.242752911537745,0.166013369253933,-0.223935225516045,-0.235502387642324,0.0279519974797586,-0.0832685008580917,-0.198591706537795,-0.158201550321415,-0.127163447740255,0.19989338302327,-0.25221143176081,0.35833614141666,-0.0295405150112942,-0.132504800314709,0.0991030524222599,-0.0949058799769838,-0.201657449229817,-0.297354383357898
critical,0.026088090889459,-0.112734403018463,-0.0132814816754625,-0.245157904891162,-0.147685678357821,-0.0638381903512335,-0.2022352664602,-0.0130295260046031,-0.373012233569422,-0.0183096765790045,-0.140197078958212,-0.207988598408383,-0.400769841442985,-0.530827014339775,-0.318309846755191,-0.402966787529384,-0.044970826228182,-0.220051160524635,-0.528299266309664,0.518116185592419,0.0401930915083693,-0.194702903847556,-0.0646303515422939,-0.494437984865769,-0.108891172173895,-0.503480356271667,-0.440214555951812,-0.159047131190954,-0.197944415066683,-0.269117237098997,-0.0943502388539379,-0.535790203560372,-0.211044689585519,-0.077950329140291,-0.132090829696993,0.0330243891676891
