group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD14,CD16,CD31,CD69,CD95,HLA-DR,CD64,CD1d,CD39,CD163,CD18,CD38,CD107a,CD35,CD54,CD62P,CD41,CD29,CD49b,CD36,CD49d,CD99,CLEC12A,GARP,CD82,CD224
critical,-0.249024068060349,0.121343298850331,0.21835117049671,-0.280162047358275,-0.243791892781456,0.0085103741743226,0.35233839184641,-0.316049563028983,0.0713943011757664,0.209440139223142,0.13633556848291,-0.144360623785937,0.208513440712558,0.248216159955581,-0.113952195807069,0.233274256411148,-0.141248799766893,0.202759795487368,-0.234238686348055,0.160006240757533,-0.132881041427488,0.242625373467866,0.240235611666895,0.0366494900402275,0.279197015303344,0.234538693384609,-0.0760778689621976,0.511896280617047,0.214120595497238,0.199744823679883,0.160685975723983,0.0763445410640712
critical,0.157470393021548,-0.181363267733023,-0.211692209782402,0.293900258412023,0.439760484183329,0.15994806117626,0.0528133354151875,0.464457318355999,0.148352191620045,0.0772048020172446,-0.0375401435764338,0.255609102301655,-0.39066763452093,-0.0015024151494156,-0.0219122752037732,0.100310687958271,0.115816684565044,-0.156215145459035,-0.247826332115656,-0.546634770691258,0.234896884867416,0.214885166683828,0.21105392942365,0.196326896642722,0.2212211950632,-0.220756614034681,0.450781469571956,0.0831948245612144,-0.158859302052198,0.0866931117688187,-0.0742836099636682,-0.183283548976966
critical,-0.0769573670916573,-0.0060333972173079,-0.102178307439125,-0.072068058001571,0.340119056770882,-0.0044200870748975,0.12730382687274,0.1132292111164,-0.0557152202720747,-0.121259239954714,-0.0108340442004424,-0.0415652003469144,-0.103235397204461,-0.161289071313937,-0.371850216187879,0.434855602933083,0.0443635312213019,-0.0017360608275408,-0.43902805055811,-0.137862323619907,0.136944749204294,-0.0004673443035318,-0.0943869413537915,0.0104267394769858,-0.0442227571560361,-0.0116915209681568,0.304741346897806,0.342305258006833,0.0225521227706796,-0.0111656916437113,-0.0320652501693922,-0.194262996218875
critical,0.106466827580589,-0.28222055351909,-0.0928523970946329,-0.369961192019843,-0.0389775740770555,0.337818231132759,0.188876712336012,0.144561014943179,0.201566764823649,0.0043651345336102,-0.0725480141106824,0.231546662433843,0.0450154588953915,-0.0220344319302034,-0.116883108148422,0.815276090397432,-0.0895916043905335,-0.236141369881685,-0.12881811928124,-0.173878894992638,0.271194367272953,0.157948563216421,0.106951999956678,0.0734615331438363,0.146361291545261,0.234448107935292,0.418785434842871,0.389745792267065,-0.0150405591954233,-0.158416078812939,-0.145130941087466,-0.168494903594452
critical,-0.0822708910566623,-0.025455035134449,0.0406168799664552,-0.276047920817385,0.0576071369705837,-0.160953347180371,-0.0981744272687124,-0.0202051413132902,-0.0909848870349099,0.0512220451571682,-0.0223873503524222,-0.265422228100886,-0.253234600954265,-0.0059851536464052,-0.0539341384872308,0.0530218473363933,-0.104054998168073,-0.0443755345290719,-0.0682702180597927,0.0152251581237179,-0.193973605396963,-0.0110702229069785,0.0217784610667998,0.0093255768797167,0.0357761870156537,0.101093269493187,-0.141685131129285,0.117835321216895,-0.0839273276389789,-0.0292111100020192,-0.0180466909196631,-0.0301549216452362
critical,-0.0088507443763563,-0.142956727487218,0.227360767071787,-0.274281390292255,0.176221935930208,-0.0777041408115591,0.0612918337562067,0.177306857484099,0.0984101320347773,-0.112681967125629,0.177008157447116,0.0583437201191078,0.0953880016354888,0.0832086598482682,-0.231409524995097,0.391309022002122,-0.0405686750212658,0.0935828842752762,0.174058223386008,-0.0641004841992894,0.251468890062714,0.285323818172254,0.226079973913797,0.156575250801048,0.14907506089312,0.286015511422668,0.30010787043741,0.387272121327294,0.0903767686864631,0.123658765663883,0.18974079991949,0.0657963499562396
critical,0.0107178856655102,0.139478851542485,0.233181716974377,0.17191545365507,0.111654581033715,0.263948598863272,0.439696439442671,0.291633083300617,0.297841629918283,0.257929653265925,0.225177036216631,0.0534939211734022,0.0518659597527703,0.207153322703132,0.0911420631938483,0.660496680142175,0.2489527434725,0.254871375703241,-0.631493466611139,0.101877926236914,0.105157303029567,0.338670388003202,0.346133929111673,0.354722826443084,0.328801000686167,0.0278418427492836,0.239055035765855,0.526643825318793,0.201877088909077,0.28456450806111,0.196820978193938,0.0685693209836935
critical,0.0740333610685921,-0.0917224156430629,-0.0074691176256526,-0.0997880242043352,-0.0017466151944281,0.0791232599952225,0.16449754826471,0.0550078581986801,0.27870919595315,0.0032385399147254,0.0233368811000648,0.189903096024047,0.0415395236346373,0.0411994947632105,-0.0826959701670187,0.713303336344663,0.129343920915167,-0.0233236200032626,-0.463955277816156,-0.10607809835875,0.172204131732579,0.178391495314525,0.135615193126152,-0.0316125133636882,0.239120542271783,-0.0414457104810278,0.129817344601074,0.419287877320772,0.101139283997424,-0.0594970281929667,-0.0550436468341583,-0.0777768709324127
critical,-0.0420954418098342,0.0700781644855592,0.208082863506587,-0.180528985266266,0.0051497178089303,0.105118874572977,0.297106686769954,-0.161869169788228,0.107137165985625,-0.138436018312749,0.0568072521908875,-0.151591449813284,-0.0605242189379228,0.196648797796277,-0.0037973839302636,0.278349874579616,-0.210162485775064,0.121749912558944,-0.490313155452813,-0.056878784706834,-0.33252599861426,-0.266647424156328,-0.247855564358515,-0.0580087390859063,0.063846164703324,0.109221716576083,-0.112237281714851,0.559556191223844,0.0687769941984982,0.0277643058084089,0.097004032152212,-0.133925960408838
critical,0.0017537039121334,0.0770463140489906,0.134039014751348,0.212919580697427,0.124200776993866,0.27768155489404,0.509873062601475,0.0068062085703075,0.130337653237608,0.121908850717071,0.184370300628146,0.262732311486137,0.234426336828734,0.296822268101374,0.0282009350446633,0.494233126961407,0.154861610087324,-0.036014950800313,-0.374256235513432,0.0681675355668345,0.24814141237941,0.254523069038928,0.254009603254162,0.246106690366533,0.300783128757745,0.344436120747917,0.32048135710334,0.390833190693053,0.310352393462621,0.153270279218455,0.0575335940170941,-0.0134246106636227
