group,CD11b,CD33,CD11c,CD45RA,CD16,CD45RO,CD31,CD32,CD69,CD95,CD141,CD39,CD163,CD2,CD18,CD38,CD71,CD155,CD52,CD35,CD58,CD169,CD62P,CD41,CD49b,CD36,CD49d,CD99,CLEC12A,GARP,TCR,CD82,CD88,CD224
critical,-0.0826403784141389,0.0524897779394498,-0.534176784891745,-0.231157206316248,-0.31780884557123,-0.0528768256521058,-0.0931300117009481,-0.338794371879346,0.161839951129343,0.066222967517872,0.0989026151647716,-0.266029940077782,0.25359497772184,0.18396540119415,-0.249844946060533,0.172579735620838,0.060575061914959,0.169234472208199,-0.225286074897345,0.0183388592545555,0.0287561507991923,0.129941210863795,0.166739351167009,0.139447787040486,0.198916348395891,0.137080183617728,-0.144839722024361,0.455600612984295,0.106443481442372,0.177238413926922,0.135403710013062,0.113842096551104,-0.330758770128819,-0.032904019101325
critical,-0.289025042563535,-0.220601742910081,-0.0709902404769883,0.129240133780622,0.223137893168969,-0.163409747469732,0.0295596005934976,-0.2925672611289,0.0973164683882853,-0.11641799112095,0.175075144194486,-0.235089259468267,0.171323985248126,0.223070874626152,0.140660639585962,-0.222070200815799,0.153203071764778,0.0009832981943892,-0.0142159071418164,-0.45344522689164,-0.0797431925358503,0.0687172534058102,0.207525740422409,0.184588207060518,0.127339851468145,-0.102459250652748,0.395399295305006,0.190329643091011,-0.0069101635557414,0.092149220708607,-0.0576413428889275,-0.135673731814107,-0.118986548421839,-0.174119916089696
critical,-0.409426356987743,-0.356994215108558,-0.13772154562254,0.219627805915837,0.395610873378057,-0.291816440519531,-0.406129690238427,0.119540689974966,-0.445753628273641,-0.423260605921834,0.0751778637470839,-0.295358631712125,0.0963932112834491,0.272308756786833,-0.263694326566104,-0.394017520954726,-0.218399997449832,-0.282263118604105,0.270674550983896,-0.579817013632741,-0.183905487093877,-0.0833685985565051,-0.265755355431599,-0.214741724757718,-0.200449949665983,-0.150809425312641,0.53417250248654,0.0124654423310262,-0.234529213678011,-0.174268840527314,-0.195775874787125,-0.348261426083744,-0.120985267728022,-0.376516259980813
critical,-0.340773695508665,-0.230910008578986,-0.446585208188223,0.0051715648717432,0.161865418633104,-0.214208926837112,-0.049319678161969,-0.100538769007495,-0.112774791182124,-0.256399153091476,0.387500406558809,-0.101481850409659,0.579625546162553,0.232278338013568,-0.146552050058024,-0.338715647955337,0.0699371272960997,0.0032841124937278,0.173087262940922,-0.35291589709001,-0.0611140400452161,0.0514264501410612,-0.0848573748558802,-0.108426452934141,-0.0542716777499027,0.082622515357145,0.418580885678621,0.253762245155619,-0.185564255193336,-0.295657457370534,-0.352112015878704,-0.243230100367346,-0.116294155004543,-0.274700013838826
critical,-0.21996328611858,-0.173392430077942,-0.0121715526283384,0.195036158039867,0.208682011033687,-0.129454007482222,-0.0330988466937728,-0.161603066074671,-0.436412859723097,-0.128331799355531,0.221717738417316,-0.0072694883067403,0.300371829899095,0.117211163968736,-0.0378472297654563,-0.200314719691404,0.0847466111390638,-0.097475023212281,0.215821025657781,-0.515665379493231,-0.0139205134162768,0.18390735717241,-0.0506117211397529,-0.0376190137824493,-0.0095677670951619,-0.0904245182363137,0.464244015393166,-0.0835249131082323,-0.0784133234100163,-0.0049741315290219,-0.166125261366689,-0.114753232070593,-0.0851589562136414,-0.11136825314387
critical,-0.5616837369108,-0.16575075910043,-0.0631957206288218,0.0910225281521029,0.250328191474823,-0.22886931448719,0.0696933027354012,-0.229622757081647,-0.363020547697267,-0.243042858500757,0.336005524754626,-0.204818242259693,0.136864715456466,0.136919869433906,-0.0710271954041039,-0.390084845044744,0.197181135668515,-0.0107768968995419,0.0348889902565506,-0.488625227076684,-0.182563320927445,0.093846759277656,0.104764386262376,0.0593673848378495,0.0609521264412277,-0.235136789399023,0.50520612579307,-0.0948399212548672,0.007722556898323,-0.0269159034212238,-0.264317947549192,-0.321397342828316,-0.262700279097078,-0.27398752839307
critical,-0.339677912476241,-0.357089531268721,-0.116297117618431,-0.0162108208722467,0.139653642223128,-0.171284609392199,-0.403423200638343,0.173694888345888,-0.369417389651372,-0.327615629052093,0.180559287109745,-0.289361043314826,0.288068217702767,0.0238517290606852,-0.201378998803693,-0.313934564939395,-0.330347376418649,-0.217421848901507,0.130548834430249,-0.611085510537299,-0.253251805745322,-0.213331553954542,-0.283115780216188,-0.292360026924213,-0.256801457726989,-0.161825650549378,0.385419598187485,-0.167208620032997,-0.121722027047063,-0.297669159062152,-0.325140202677633,-0.327902456510802,-0.203730715704214,-0.369405145050233
critical,-0.349554186882659,-0.309752398421695,-0.386570890827851,-0.0151622701649146,0.0273908863833553,-0.237519801467872,-0.135139389026601,-0.0181880551136718,-0.0215726611973825,-0.204495955053438,0.300614290735002,-0.17833372225616,0.158308454252611,0.235640525203406,-0.142142546573796,-0.265765994038725,0.119388579364164,-0.0477634568482547,0.183955521542594,-0.217165497871398,-0.124754846583838,-0.066715691287008,-0.0395785758623329,-0.0500423472631082,0.0689096421802612,-0.021823960917465,0.229319700587684,0.0599820580615691,-0.0780425084807468,-0.207332144546319,-0.372262809858151,-0.238361404516481,-0.200457087920772,-0.223124151145036
critical,0.0309941025960965,0.0527894013102904,0.0178784692027542,0.0043252169260378,-0.0498692763068712,-0.179723919968835,-0.102532027081191,-0.0426258694529225,-0.327106449064357,-0.0542723184009684,0.101406780727115,-0.0906438344157336,0.342516531734116,0.0732579011211994,0.0061802936572931,-0.195626588815185,0.0130613086920297,0.0029513724837351,0.199366863478273,-0.500952036508093,0.0199771679177442,-0.122698898287741,-0.295984353532284,-0.244479029417075,0.0550413842779234,-0.0171404232953563,0.393064554867892,0.463300618563664,0.0472111258699262,-0.125928754616637,0.0289243605518143,-0.036048632254535,0.0841617326708296,-0.28238752623075
critical,-0.538441874722414,-0.370070054424756,-0.201418352395543,0.0829059913763709,0.0826557663942455,-0.256045137214283,-0.270585870345073,-0.217431738060955,-0.347113754508283,-0.287284817453156,0.201817604422219,-0.304144751127212,0.245886665661787,0.164648107088505,-0.201107636645443,-0.45643957092237,0.0801612004091192,-0.0768443021908367,0.0663537113355385,-0.512254061524952,-0.283475324863036,0.020613110076074,-0.061084349982782,-0.104172063817988,-0.0522434725450788,-0.0416039816887867,0.43349845223128,-0.0871056095272205,0.0234586772720943,-0.285418891701171,-0.336651327378391,-0.369958733514019,-0.275763157334015,-0.344593788455264
