group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD14,CD16,CD45RO,CD32,CD69,HLA-DR,CD1d,CD244,CD163,CD2,CD18,CD38,TIGIT,CD107a,CD35,CD54,CD122,CD36,CD49d,CD305,CD99,CD94,TCR,CD82,CD88
critical,-0.108372059659368,-0.385464541889397,-0.369778367281271,-0.0453106648750883,-0.246532581947328,0.204549515951258,-0.184320050596211,0.0081942357575533,-0.0203589970904366,-0.0983249942675616,0.0641131852124615,0.107792203791042,0.143261757907672,0.0118978176997987,0.336837089398403,-0.0443139842391053,-0.159172516894161,-0.345193358409762,0.158716822684701,-0.105476402640049,-0.381282745701896,0.180263440601018,0.235056359918911,-0.25354021513998,0.19410834863249,0.25335983462314,-0.0722492898793662,0.0691388406510283,0.215404379607576,-0.0928739097085872,0.16870648445599
critical,-0.398076133641767,0.465741988658729,0.371893649198724,-0.450933598269544,-0.470652978848919,-0.273566294237805,0.266066284900903,-0.617691825338551,0.289403416576481,-0.0747830210712403,-0.0513599154753262,-0.32142935864799,0.224057147437565,-0.349119314733795,0.0794448189157445,0.0166245637633394,-0.143655596006426,0.405696330308835,0.103132986498884,0.174242006053245,0.637618885177941,-0.463649839518206,0.0486684723051387,0.332890724951961,-0.56069505239628,-0.179280616592306,0.183386212584639,0.0053310750078341,0.153043652902913,0.261441189499286,-0.37564013077392
critical,0.0618672416358895,-0.185678550185161,-0.250229341490881,-0.195993519540388,0.317394352578436,0.151861888707053,0.0264506292043021,0.390629315489828,-0.149669835689446,-0.0385999750385546,-0.236404281030755,0.249915452201258,-0.176523249742153,0.133479874342967,0.439650776757844,0.31666851229728,-0.0158147283670369,-0.151196206919628,0.10782537187447,-0.399978178653209,-0.304415261925751,0.293810981858028,0.117695233964526,0.0698974210178548,0.577386444833201,-0.0057108188111202,0.201460477859222,0.136246475455121,-0.0725790251844269,-0.183628165114092,-0.315744309249395
critical,-0.0429188573664715,-0.487329759062914,-0.312101981800033,-0.546747811475684,-0.0594300051083283,0.283024580130749,-0.0146538857672406,0.0548600081103143,-0.346399172668423,-0.325375139908226,-0.0941831281997894,0.157036995344075,-0.185372113502906,-0.219268856170937,0.484598801247058,0.206110569506576,-0.237388404623364,-0.324334626455663,-0.0317897215884258,-0.190694142253335,-0.32768789604593,0.0320462093484244,-0.0112381688096682,0.069736881416463,0.258377400813279,0.227974315881447,0.169777146172398,-0.0453245600239047,-0.419644628998408,-0.309029543203066,-0.327840552830557
critical,-0.0192103362389558,-0.165847840869121,-0.31142218280194,-0.0986165091929652,0.01865751935839,0.191423114119321,-0.10108954530831,0.201092313266929,-0.0621333345162832,-0.0831899453446098,-0.397187900457928,0.256108560364765,-0.128957336399618,0.0397218772701105,-0.0287286457926781,0.0043438524026953,-0.094808875348549,-0.307704211646995,-0.0390063378160015,0.101629607103332,-0.491369901137669,0.0476093764072112,0.0095903982415039,-0.170543819040983,0.230820366231925,0.0420776632533063,-0.312201428085709,-0.0205669834388113,-0.170063482342499,-0.209530631289874,0.0728028239368293
critical,-0.51629669359823,0.0349000153758784,0.212482652676775,-0.410872173856894,-0.223717050887342,-0.563071957462309,0.0373048509039628,-0.377799307856396,-0.0876949685162634,-0.439125764055418,0.27252510516804,-0.365682363145981,-0.0158528163375037,-0.344955774803856,-0.0514744352823595,0.229339501117503,-0.0769786679962015,0.144864778755215,-0.10169565649433,0.125503732648996,0.251676677454584,-0.212756536579615,-0.047747005456439,0.104566719153313,-0.275972709320723,-0.167213932029375,0.363246736705655,0.0133073792831901,-0.223445378976766,-0.0378566960060662,-0.596813365994993
critical,0.0506888199983199,-0.344354522267781,-0.330393531864473,0.0906863003937855,-0.0007636050333781,0.263912280982285,0.0707511066540553,0.0919434470031026,-0.164513378617938,0.348222452155629,-0.351133961835328,0.519450628471978,-0.0909333531849978,-0.0223914816758251,-0.0244129373899795,0.0773783396037004,-0.265508179692634,-0.213546567291797,0.0062880564647423,0.131666340450688,-0.498576135466062,0.277378078380752,0.122041127299182,-0.0835426497945732,0.261287772675728,-0.220214888001275,-0.361969833150979,0.0826941898836022,-0.171221958728241,-0.279098934192855,-0.0763491107261882
critical,-0.11588203802113,0.0002290828575463,-0.220437321669317,0.0043077709220835,-0.0373593439010065,-0.111305858766354,-0.143626438661977,-0.132840336553626,0.104222922436609,0.101998210489626,-0.0031354278617605,-0.082590109608285,-0.172198273657538,-0.0193615771500991,-0.512294069624728,-0.0900133520685406,-0.201172618028832,-0.203063180080358,0.0871213224564899,0.376427131568309,0.0681614729110694,-0.141347810374377,0.117119579691624,-0.0420080052643539,-0.0887318162844148,-0.327286405394208,-0.401830727560002,0.106483538246643,0.113510954247289,-0.0817737250725317,-0.0639720478780255
critical,-0.195483206383777,-0.379271802542612,-0.33103162958751,-0.20693110501549,-0.0168474476901578,0.308934080731721,-0.37816308068407,0.0798724089768589,-0.0929003619811228,-0.203246102518931,-0.114001622623623,0.132942803344239,-0.0666796765388999,0.100075094739531,0.140971932844999,0.070414828155695,-0.0786799907735298,-0.328385932953376,0.224644231985878,0.264764848917105,-0.250209944267687,0.193452059787162,0.20558789387969,-0.283192456331284,0.337153590571374,-0.147901449831397,-0.226862176151992,0.15264267138557,0.004775974688607,-0.154621238808831,-0.141963210789204
critical,-0.357101858722386,-0.327262571917814,-0.310356217494593,-0.157624421542956,-0.0219586375999427,-0.053117607186059,-0.2733302201965,0.10978640542954,-0.112423251888943,-0.00559682527086,-0.136195456883104,0.0076771413987302,-0.337012804186864,-0.0326245925598858,-0.400022633299045,0.0090423549246904,-0.230337997487426,-0.300357195983439,0.0066037196285377,0.528257741600734,-0.246679091788121,-0.115220486222329,0.114904153248723,-0.339805247322838,-0.0030251695727061,-0.525223835780766,-0.427709012968153,0.0455101189668422,-0.218468686197999,-0.230980913163238,-0.175495994396768
