group,CD11b,CD33,CD11c,CD123,CD14,CD16,CD45RO,CD31,CD195,CD32,CD69,CD95,HLA-DR,CD64,CD1d,CD39,CD163,CD18,CD49f,CD35,CD58,CD62P,CD41,CD49b,IgG-Fc,CD36,CD49d,CD99,CLEC12A,GARP,CD328,TCR,CD82,CD88,CD224,CD258
critical,-0.423116060786185,-0.487116316091733,0.227067460271971,0.216807473604961,-0.445827111375262,0.324102031325601,-0.0261557638869103,-0.0623626835610105,-0.0010058118201329,0.0682505010286564,-0.104221856067494,-0.270258690632336,0.332335920671275,-0.309919440760693,-0.0109627059516206,-0.178729335411624,0.162325152304894,0.0234763530737446,-0.116961034851174,-0.502953523216589,-0.0989821942139495,-0.124125724550753,-0.179620695481696,-0.21650402862361,-0.177822923321442,-0.380296205314027,0.236481027431232,-0.503012298958795,-0.343566845084172,-0.0302334399336655,-0.216779935525613,0.0653119198417246,-0.24085457465867,0.230815728379246,-0.206270909903096,0.101377243011309
critical,-0.547435371808771,-0.546572062525963,0.188459966270464,0.209129343072655,-0.619899083754718,0.510879912239612,-0.256795128417896,0.210850795827113,-0.230275824741374,-0.153133695855073,-0.0654483056133789,-0.289710520904982,-0.0706850850101868,-0.402595649918348,-0.489547654088038,-0.389337402392999,-0.173189379791387,0.292766787511392,0.0271936739778356,-0.469392758257311,-0.400040029175976,0.186459071412598,0.0588193479300265,-0.0895346341032798,-0.115327066454776,-0.522561508616591,0.491078917604406,-0.478017302574459,-0.229724691003798,-0.120112496721012,-0.347016623197581,-0.310737809421986,-0.371715879708232,0.0882558551982732,-0.450789835166778,-0.198736903965552
critical,-0.359366795081616,-0.334760514912524,-0.0525240649596897,0.16376343265022,-0.0595003888994213,0.492435168170173,-0.133975327549684,-0.390436038470579,-0.0366567042742135,0.0573925834928938,-0.474275549422554,-0.295922541245034,0.297596463286493,-0.200248007001992,-0.12215862579142,-0.2013198377858,-0.124551152453629,-0.226374515317002,-0.25518767551703,-0.545837182916662,-0.153803808657411,-0.337684169025452,-0.310394986743273,-0.321420081931562,-0.144698939896578,-0.341281597828609,0.398756008386609,-0.122230831360445,-0.306594939038739,-0.192995946425443,0.0586061038239651,-0.0568879723977536,-0.252922230584167,-0.0900567855165439,-0.254675831698617,-0.0377383611000949
critical,-0.35932937708461,-0.228502579250525,-0.490994007020311,0.398804721318015,0.170931870498606,0.148666194479436,-0.22916071285788,-0.0331684920053532,-0.315186694247285,-0.176041155173609,-0.103369615195032,-0.232788137217167,0.326293717904271,-0.0389827771478977,-0.079156898345104,-0.140049594721868,0.582617853293398,-0.147898497029568,-0.141949547432179,-0.321402133509784,-0.0744436673294177,-0.0784927154792544,-0.117199497709409,-0.0561105511201314,-0.100158539681836,0.0698010451954319,0.398215919450308,0.26556411085306,-0.165647735793028,-0.301901529995303,-0.0310341085780989,-0.362227858237748,-0.238356683857536,-0.180265344678188,-0.271810877603183,-0.208465423130467
critical,-0.323516255550369,-0.175295561479659,-0.430771839965974,-0.232989864141399,-0.0955131502736416,-0.161755160294947,-0.233345743863952,-0.27722988463929,-0.306935137506741,-0.314455218897693,-0.20368516757241,-0.255620767811065,-0.0971296298754917,-0.310226295621478,-0.0373629930841447,-0.361266057952152,-0.0404529867792242,-0.30818329257394,-0.0727596872823825,-0.259173381454539,-0.175830106588783,-0.0289148822981885,-0.0531014029884409,-0.0786168374312856,-0.253613398695303,-0.004541678586717,-0.17858321338148,0.0655070158357635,-0.127820846180697,-0.229768068254977,-0.316550787602862,-0.314990949696718,-0.216147772080797,-0.4294787072727,0.0392358174368947,-0.157537456819209
critical,-0.552654265547716,-0.317889193603845,0.129448749028161,0.394359855805617,-0.417890258735236,0.231962944660008,-0.288648365406001,0.121982957569131,-0.239381159188051,-0.0221928148738486,-0.446324799387604,-0.341858577148752,0.367209127441595,-0.158413257751433,-0.327224215240835,-0.281099041242939,-0.179108002309361,-0.0038482577249812,0.0165532077419123,-0.517407731722524,-0.218482864821164,0.046211547242978,0.0275404406907725,-0.0262624886891587,-0.178017127832442,-0.328091100704045,0.475195480237384,-0.336625841485648,-0.0401970603068735,-0.0657671289930886,-0.21770135781416,-0.223340917937583,-0.416533129829224,-0.0356991375221855,-0.27533883952433,-0.113096323437273
critical,-0.213552335346928,-0.280711015016805,-0.207749524597686,-0.0440880179769014,-0.432282182274905,-0.0123379549587594,-0.0182024713214787,-0.235301583036458,-0.200550270780603,-0.0699874017592838,-0.0763348113433126,-0.144358118889152,0.0659976351195898,-0.102260385531779,-0.218186143913864,-0.1764184765375,-0.345713843133983,-0.215458757163637,-0.145015998112007,-0.0820186405227849,-0.0600422642089126,-0.194044708979205,-0.194715734424259,-0.194704628637749,-0.284872057177072,-0.0271889411009297,0.0073928568948323,-0.358563345276071,-0.0982851175465398,-0.173241583296877,-0.102748638065954,-0.110467710708961,-0.115788583417154,-0.119464156681418,-0.0189173303631169,0.010782975302528
critical,-0.240055990981185,-0.364829059448094,-0.226352136304222,0.248981955622016,0.104437641826614,0.0679499898346936,-0.137586801615582,-0.2537989909974,-0.217889612345021,0.224767036052531,0.0272175906552825,-0.218645602209707,0.404886482056355,-0.130244553008377,-0.147472756864237,-0.101915834655912,0.0473020715341912,-0.149868110299393,-0.165997563225816,0.0648785676440795,-0.0776775690996134,-0.122202526992683,-0.130638139044217,-0.0110206476954266,-0.092420129950966,-0.0195693572893825,0.296765621836931,-0.0826660229782026,-0.132110621284693,-0.13434891948403,0.0644711359918651,-0.226244674048852,-0.195460245811848,-0.0974800544927155,-0.144339779393927,-0.0966146614588744
critical,-0.255451799195218,-0.114904273143953,-0.316120543935012,0.222420489843203,-0.287013248075607,0.186947010684802,-0.102058617124424,0.009599093611864,-0.14187293696732,-0.265549960842149,0.134483333766452,-0.0630594023170658,-0.0363771571435933,-0.0348135896007639,-0.263090346081955,-0.300540779432719,0.0555877683916517,0.122347034439423,0.173027299421507,-0.0161895851998688,-0.160992407039906,0.322008272583199,0.240264099046208,0.132609092677214,-0.107499015252249,-0.0672734477965803,0.234074752312856,-0.0373477687394059,0.0346247409183321,-0.0456018802025655,-0.0246144498431438,-0.307459603903118,-0.0488979479966912,-0.445154171449553,-0.20813565307312,-0.115516567836459
critical,-0.369259748020525,-0.276055476264568,-0.315139409816706,0.263363007785551,-0.0852481565579859,0.270387786021256,-0.210752457275565,-0.0728274411588936,-0.0575019966908919,-0.404257925234697,-0.229103500320991,-0.0645879279415708,0.127872473712278,-0.0976376204141763,0.0485898831312212,-0.192006642569657,0.482147642630385,-0.160783120942101,0.165208878453804,-0.388751802054584,-0.127460404425052,0.13550088350515,0.0912365134513847,0.151312833808575,0.0120942368980644,0.0266592190225527,0.435679572660196,0.273002223165321,0.0666580621050944,-0.0524153163876286,-0.121050834905074,-0.115920512927381,-0.174382795518781,-0.271963729263277,-0.312978281191064,-0.0523897352683514
critical,-0.385162932514992,-0.317721472764324,-0.39064674404791,0.161186539486817,-0.105175141904331,0.185586356823522,-0.193615955698421,-0.0982242205968543,-0.21132085197949,-0.304072024305262,0.0681958537409762,-0.209917224366976,0.182972150206051,-0.144546457014985,-0.337732156565092,-0.293128515497187,0.14942207731177,-0.244312607611067,0.189632732834678,-0.267660581887559,-0.195871847596011,0.220975192526296,0.196689816042564,0.214860944240876,-0.242967369059238,0.173071181897717,0.203049075531483,0.0180823755782365,-0.0989673423055914,-0.136393016391259,-0.0864509639163555,-0.290463584433537,-0.342060387828811,-0.320252828636272,-0.162936646011317,-0.214714614299947
