group,CD273,CD11b,CD33,CD11c,CD117,CD31,CD32,CD69,CD95,HLA-DR,CD64,CD1d,CD163,CD18,CD71,CD155,CD49f,CD35,CD58,XCR1,CD62P,CD41,CD49b,CD304,CD36,CD49d,TCR-Va7-2,CD336,CLEC12A,GARP,CD88,CD224,CD258
critical,-0.300426840803974,-0.246642857980708,-0.132465192211067,-0.0715015151458444,-0.33617201221916,-0.0093709216055501,-0.268506425011281,-0.134942350662633,-0.149175829985109,0.138281316227895,-0.213266469963559,-0.339557074836932,-0.14596626003575,0.153108854368628,-0.0289224156150496,-0.102494074284238,-0.146183075243461,-0.282612073853188,-0.243123416900608,-0.383218357624666,-0.0314711537866929,-0.0655318114612572,-0.0885373342147384,-0.172642778524779,-0.167514621593371,0.201142364933965,-0.208980051868168,-0.349670305596171,-0.0445823899134928,-0.278372054482511,-0.322398514535237,-0.232499066241697,-0.234167219029116
critical,-0.316815268664385,0.426720424310359,0.376433585863119,-0.259141408157746,-0.310600155326912,-0.404425595562387,-0.0277282639461788,-0.248064000002844,0.135824565601957,0.0637978270851555,0.249329511697605,-0.0519355097890128,-0.192051521826689,0.116243175241323,-0.48813378577378,-0.0374972484419733,-0.404430257326254,0.28622898686266,-0.0560710539949219,-0.328024411542841,-0.298956915812441,-0.386000660160058,-0.211972883253865,-0.221670986567198,0.124084899881488,-0.322810266293015,-0.225564182762271,-0.305919539516782,0.107253869930199,-0.356437787788408,-0.450584799106815,0.184492842390135,-0.276735966110189
critical,0.105222085484044,-0.178484608193929,-0.159520005472173,-0.197865787811207,0.12583576526657,0.0342290214224076,-0.224631499836354,0.068137873198928,-0.0247915375207846,-0.16708726695856,-0.144699922555342,-0.197368129929662,0.0048163093240067,0.0095077602239471,0.0877039699456147,-0.0110324732288976,0.0689598360648258,-0.0483406138452997,-0.101977706547089,0.121830621230053,0.0556759937285224,0.0080771869863291,0.0012038659647084,-0.177673776452607,-0.154073890553857,0.0693606962498447,-0.027450789038634,0.178570620476111,-0.0733660506978453,0.0491712643563662,-0.369923637329427,-0.0778122278466881,0.0719627268564069
critical,0.0081416402492785,-0.367310275263409,-0.18561781170071,-0.543330864840443,-0.0378501767476712,0.0286682814714914,-0.490162326283544,-0.0242250077481742,-0.152806453859781,0.02051032806006,-0.0395668672473069,-0.213867336313487,0.486692313517887,-0.15871093769324,0.0419566563711428,0.0820708922523358,-0.0639045757628613,-0.160916626758386,-0.128879868320636,-0.179421789187039,0.0376937892833775,-0.0279210942500686,0.0152176871593825,0.0034847342825722,0.106108024186172,0.221251626799716,-0.0160324903085412,-0.033672044420029,-0.0819241787208492,-0.300633510533478,-0.425880853391695,-0.30437577522717,-0.304648949013723
critical,-0.107893468128766,-0.155182168367434,-0.197620228788067,-0.0125730523923424,-0.167402962091346,-0.343226192989405,-0.152675083294793,-0.44405708961494,-0.222925135333551,0.195617886160825,0.0179307620101924,-0.150354408856048,-0.0466217871609441,-0.21565373174625,0.0494216585469639,-0.303293194287129,-0.399334267057165,-0.418512767401034,-0.25309840182232,-0.266785963742879,-0.391903535428919,-0.436519959982172,-0.339807645759815,-0.165426999496915,-0.227966886276719,0.133933590391137,0.0385120746209857,-0.232690858277973,-0.12883268730949,-0.269533936025627,-0.0310959285029692,-0.304068933546061,-0.161440254110309
critical,0.0747369547069808,-0.365469692443246,-0.207418463759514,0.123559062242043,-0.0412720982214809,0.291125970857979,0.0366366193699184,-0.343668444184623,-0.104611438159741,0.472030994401671,-0.143010568345284,-0.0792195596179177,0.159833824935074,0.0701937344152748,0.332423428157912,0.0717802545110102,0.379052085038512,-0.42556719864396,-0.0641810480256419,-0.0217422792047734,0.428105150401352,0.437174482982781,0.392114256103313,0.0305995592420716,-0.0684788138425327,0.580515072665571,0.0956939141223537,0.0549320781617848,0.114600408917846,0.223148317044188,0.122551262854549,-0.201998119265022,-0.0323107847354576
critical,0.0380432670159837,-0.140628149041658,-0.29767679346662,-0.221742785715445,0.0152891410005349,-0.250201950154315,0.0715579398654032,-0.0622210194441285,-0.223297344984451,0.0754961026771552,-0.327652583316617,-0.222783411751697,0.22390034474318,-0.158261536788695,-0.130804131108901,-0.122719729830313,-0.227720944547841,-0.151263670394277,-0.171679225813186,0.0250299046887555,-0.2458743616781,-0.25723027609032,-0.170681883682536,0.0300130203525576,-0.194745503754164,-0.0649727145364227,0.171987498194549,0.0167914062284593,-0.289273352743553,-0.172288447954856,-0.0948745972705863,-0.198191461199302,-0.0266115715997124
critical,-0.0042201360182018,-0.245856046473527,-0.34789779681548,-0.291148709285311,-0.0762842968625638,-0.19286373785602,-0.04368854747202,-0.0865430093033556,-0.215139318700726,0.333541414263811,-0.129991800991733,-0.218428749778568,0.313956086797549,-0.118019370166335,0.0830048094800551,-0.0549498983205839,-0.245491872210314,-0.193469525267024,-0.169938618372839,-0.132886295562844,-0.182926261629096,-0.222726873984606,-0.0479303281306976,0.0852627107437522,-0.125708860991828,0.188134974400154,-0.0028162797682563,-0.0094702466685346,-0.0739380086417867,-0.319235841608484,-0.161547848709538,-0.226580802720492,-0.211127912455778
critical,-0.137844837899754,-0.0642178312656965,-0.0217109228633518,-0.271994344742749,-0.173571133896912,0.0989654023329496,-0.179020908802475,0.277163119253813,0.102089293545204,-0.374745780448358,-0.0157967388499742,-0.283147938335142,-0.0923237333813362,0.129931747118141,0.146149547414409,0.0459967085743265,0.179859135747407,0.300186308530034,-0.082307385309291,-0.144366348332975,0.309929715210411,0.249575898832978,0.0899730881493106,-0.0753615909555521,-0.018821106149034,-0.0838477498850163,-0.232354662593147,-0.134855214858623,0.051870395042797,-0.0727977478531705,-0.372123482534985,-0.0513530262908314,-0.0863891476656382
critical,0.0501302937724203,-0.54258153326033,-0.332626170054447,-0.443315112013084,0.0102893984935131,-0.0666706373734605,-0.478553419566878,-0.259296130377406,-0.148632801108592,-0.106598588525334,-0.265436940131982,-0.0500560042793748,0.22394160930269,-0.320137474026012,0.242103737544802,0.0248741890889926,0.162213494350729,-0.377032441980339,-0.200291399554268,0.0248224916070319,0.150615212936407,0.0968938998282684,0.104431733986423,-0.0284218591183889,-0.180833370499523,0.111569120190331,0.00972571209813,0.0393661593265496,-0.0974767803794774,-0.0711839523003795,-0.445010751123039,-0.277218363572469,-0.133536879819388
