group,CD274,CD11b,CD56,CD33,CD10,CD45RA,CD123,CD7,CD16,CD32,CD223,HLA-DR,CD57,CD278,CD163,CD30,CD49f,CD35,CD122,CD49b,IgG-Fc,CD49d,LOX-1,CD209,CD99,CD94,GARP,TCR,CD360,CD88
critical,0.133497396510085,-0.116306397811384,-0.0765569127562718,-0.279697407592554,0.157317053189331,0.156002602504725,0.228436355867344,0.06468185529758,0.415582056732343,0.484328086362292,0.17739777026435,0.556007485753386,0.162232396185418,0.128231377293342,0.233449074855987,0.194748740851765,0.0654766439039301,-0.435323865701179,0.211050317534577,0.0685460134922529,0.0156580352069467,0.358958036686128,0.188945982294836,0.140698196700371,-0.296123195664878,0.110217475652626,0.159921071026766,0.178469662082586,0.194164963022994,0.551344512697351
critical,0.0802557556773757,-0.332865049839073,0.152719589825325,-0.409498613411682,-0.0465628959930492,0.595537818071078,0.335190210017141,0.210444073944457,0.639528249139967,0.179882975643098,-0.0086541085088235,0.230277795442774,0.137580049889031,0.0499366229348134,0.0359829700008611,0.0081991409993856,0.0885097533490782,-0.608216607217921,0.102498840699002,0.0511059160400543,0.114773547275662,0.555891282791423,-0.0250877456762884,0.0185116503904362,-0.198048537726562,0.279506914264456,0.0380233495199804,-0.0207787164135116,0.161891644689165,0.453596975242261
critical,0.0833714499754089,-0.10876193790595,0.0618578674048443,-0.215209740149288,0.080225721683597,-0.0277512268730529,-0.0359706622677185,0.293738856824973,0.382110744548748,0.443958117528442,0.166663644154037,0.0498874482738992,0.368910312329127,0.101332773672243,-0.315822538785204,0.139399139432306,-0.104316944234685,-0.209368036082307,0.301596071207541,-0.0751431978405234,-0.0923134789766817,0.0690212667987326,0.0697626328328076,0.0825739796673045,-0.292014748812163,0.224075791769061,-0.0327272991214443,0.141582363312427,0.204548242181293,0.332770660749709
critical,0.190402636577312,0.405367657095532,-0.036778758013478,0.166919953118255,0.129937652271777,0.261309185228958,-0.183786756396324,0.0684395698324237,0.115173155435833,0.461180247433119,0.203783962710131,0.0068683468999717,0.52805557290909,0.180488300241531,-0.638408027872801,0.251019648902259,0.0396628571125855,0.185371396506702,0.11794848972341,-0.0875936649888665,0.294171430551412,-0.184977389578085,0.17707823279358,0.0986311240305399,-0.247900482005121,0.182118542670032,0.281539903930356,0.503791491445354,0.200227860113843,0.432274853040188
critical,0.0396326271552806,0.107264259378162,-0.195151613286039,-0.199813821720112,-0.060631644227989,0.0551357833745614,0.28464407180565,0.13136377424509,0.304486715332991,0.271893066275859,0.0446503672374411,0.237692906244585,0.136030816772125,0.0028116908546433,-0.225056351192298,-0.0058473425277061,-0.191808071057444,-0.303266895719273,0.0364185342566922,-0.150732883708973,-0.202178856260303,0.154586800522784,-0.006338803634709,-0.0769238338062587,-0.539745141923272,0.0233581222692448,-0.034590508733324,0.0717632417196937,0.0422119209514831,0.391754392634508
critical,0.0697194591879778,-0.190091771726271,-0.11061893092028,-0.403345965710375,-0.0647906560352323,0.300044663633725,0.577733118532817,0.0854469398764795,0.386335973210209,0.433508464608591,0.0405956751861377,0.465698993174649,0.121779399968617,0.0699953203877137,-0.204587965615289,0.0657994731432312,-0.0959592695096026,-0.475976223643172,0.0522910337498286,-0.159147919300621,-0.160205075130806,0.385890792175115,-0.066242001193324,0.0609406050216877,-0.634704582452531,-0.0619458978503926,-0.0444295596409105,0.0564301878476472,0.201640215185271,0.482182584023222
critical,0.0221542356168431,0.306958622109495,-0.0150475360116348,0.270777357762886,-0.0370216704589928,0.0441252764360616,-0.191018886714942,0.127919326309003,-0.140946042938103,-0.0719583069307073,0.0105209664378405,-0.26647059384554,0.10241780076847,-0.0263913978715253,-0.419153133248694,0.11376827142688,0.135231888899846,0.384829138923117,-0.0987727337934172,0.0706406656565493,0.0697213455067338,-0.22327773203159,-0.0222396307018715,-0.0352985455297729,0.0543986499552107,-0.0374512166512752,0.113142948621083,0.169546769092965,0.0669077305280923,0.191735865253332
critical,0.0807365474741276,0.203712613901904,-0.0957306774201244,0.159575831616329,0.0948414800610834,0.0001089865100609,-0.218656922100306,0.0246111315377938,-0.0292202495971808,0.260685631489937,0.0718693920530235,-0.210548954702824,0.382378170822502,0.0905355659924345,-0.613657959596874,0.169716827660867,0.0259218751784391,0.225758854696271,-0.0116850575251859,-0.169741130730431,0.135883960028115,-0.0873052090953687,0.118163378367135,-0.0826573076826428,-0.416093759406647,0.0072732629481601,0.178780936137824,0.347500020398196,0.0865651963250737,0.239691646137889
critical,-0.132157094079122,-0.0606189745426247,-0.127666317647854,-0.255667946682875,-0.128455171379551,-0.127273816141747,-0.241551164614832,-0.0140378019387807,0.0205252496590205,0.319471273830893,-0.039951550214924,0.215413268392683,0.0804531321867838,-0.059232822809795,-0.349363682988079,-0.0554881067361546,-0.156927152364601,0.0648371346726502,-0.0781906397566571,-0.351450178661071,-0.27551670528619,0.141091236089152,-0.102095315893109,-0.0684677628750053,-0.60317040133315,-0.0874970330662752,-0.189743345983061,-0.134807396363075,-0.0557880458434223,0.0251842342607063
critical,0.17857199230016,0.474363628187252,-0.0449203224836936,0.252060646223477,0.127770756731109,0.124431264905576,-0.13258351042438,0.0379286480262018,0.267130401116441,0.492480382619408,0.19032749694967,0.100671247405146,0.27944625156628,0.101847555114583,0.0438936866040053,0.26122270489903,0.0459865300672997,0.235088410251785,0.112581420569935,0.0500082246648373,0.249023464065257,0.107416460677433,0.0603623152149369,0.0433226737516806,0.129024818458652,0.242133145170236,0.264605732329981,0.350940002871248,0.255439381151454,0.480926687745764
