group,CD80,CD11b,CD33,CD11c,CD4,CD14,CD16,CD31,CD5,CD32,CD69,CD152,HLA-DR,CD64,CD1d,CD57,CD163,CD357,CD38,IgG1Kiso,CD47,CD30,CD49f,CD107a,CD35,CD58,CD235ab,CD54,CD62P,CD267,CD41,CD309,CD49b,IgG-Fc,CD45,CD36,CD49d,CD305,CD209,CD319,CD99,CLEC12A,CD257,IgKappaLight,GARP,TCR,CD82,CD101,CD88,CD224,c-Met
critical,-0.274197875124404,-0.14436245436449,-0.176694293892027,0.244351930204405,0.145079456432163,-0.241762093458052,0.366678100137836,-0.0370501462685186,0.319649362251284,0.0826415778620919,-0.265963941519735,-0.251362415258813,0.410455865602456,-0.203668850798632,-0.240854281706827,-0.14683870007429,-0.13089717733188,-0.263428366159462,-0.281177157380496,-0.25289718251568,0.0219802813573169,-0.269504460356076,-0.29357417476104,-0.0127571192426535,-0.385298610661319,-0.166715844823909,0.293530735449735,0.253372592407808,-0.197251098873166,-0.307216128643158,-0.224296960618215,-0.228047878799073,-0.204124217412508,-0.17731868295335,0.357754197643371,-0.223890433127503,0.30483154467159,-0.0627002432880168,-0.299626968355866,-0.192202570405115,-0.262568801864463,-0.114083564617743,-0.255560550771939,-0.13536501090697,-0.304871834182221,-0.356534848762529,-0.225782764479897,-0.25174651146479,-0.0079769686327309,-0.246962966596309,-0.26736460713952
critical,-0.0807816996744553,-0.314518020212022,-0.380936602040532,-0.198558153085323,-0.195287573922938,-0.537458301564629,0.225199568534875,-0.169014961334693,0.238343803804113,-0.319821417294722,-0.142048637693675,-0.121210087563713,-0.285374575692039,-0.219382024933752,-0.369622830182586,0.0485294003875742,-0.103344819181932,-0.104597453076069,-0.297664854613193,-0.0949666985473988,-0.358241293925974,-0.167269046787817,-0.250648177120792,0.181879941779666,-0.171892823630913,-0.33605687587075,0.136742691893499,0.0803423544608268,-0.199041871270792,-0.124397730909476,-0.367237230539287,-0.138236591290227,-0.323683376020248,-0.148043393492471,0.14881688550786,-0.455999540642282,0.218156512488363,-0.280378447024993,-0.0577080237487795,-0.117140555496334,-0.305431199739562,-0.147730010435946,-0.0819196267583142,-0.104194279961603,-0.223419865801732,-0.262394723181639,-0.207530714233177,-0.21142258119417,-0.272163545241645,-0.271120414874299,-0.128574280263494
critical,0.170471425531596,-0.0426699753802707,-0.186341478036754,-0.0186694485675597,0.0260420012668752,-0.389734169971561,0.277842461009785,-0.158486931943812,0.230780883641794,-0.147617962033698,-0.135844809887491,0.158977936692008,0.0117849656625034,-0.16310671340977,-0.192197839267424,0.402372020676656,-0.334444923790319,0.135408628558554,0.0913038313357529,0.0477179393355824,-0.167859080295659,0.118635318335024,-0.15698091331994,0.0054947155088578,-0.154027715501498,-0.143149767679108,0.263472660162228,0.0542409918565216,-0.244433647351039,0.188351250314593,-0.247155042350706,0.108921084004178,-0.200348535169243,-0.18022466010022,0.094479041494405,-0.345055274154484,0.0847559016387746,-0.173797858939486,0.022395874802501,0.232344533096053,-0.143976717436755,-0.164239577451344,0.112396565535325,-0.15993358378622,-0.0874616685069391,0.0830948563346467,-0.0273013915657485,-0.0957081443583088,-0.225086259249965,-0.0940814255589481,0.165807339898579
critical,-0.0935682913538353,-0.23257648716139,-0.126021332188798,-0.368191665844229,-0.318117152985029,-0.359371277632319,-0.246878557777575,-0.135838686761979,-0.0745674906530762,-0.694785988116743,0.0205750784034975,-0.0111434030429264,-0.3616343880881,-0.0580699843083483,-0.350756427869595,-0.235753932425928,-0.281975115564559,-0.115960507554458,-0.186772171312097,-0.100696787647032,-0.220072341092865,-0.100324115003434,-0.0873866991051257,-0.0756651131021617,0.0632204439159864,-0.231699620044129,-0.203386805014095,-0.314509444466734,-0.0546962900657212,-0.109464696791439,-0.095358438949429,-0.0562513012030675,-0.0863514247450247,-0.334141443352318,-0.230381478607973,0.0066529266050968,-0.248503840696559,-0.146538062180108,-0.0754818579086183,-0.258297453650217,-0.0488172305180321,-0.048815372354684,-0.149980083489803,-0.232314505220047,-0.251169233527524,-0.319637441377616,-0.153205943792134,-0.119560006384707,-0.562466812673226,-0.208156320709079,-0.110993316318558
critical,-0.168800148964895,-0.241250367458895,-0.421296510386924,-0.12033583842975,-0.0306114896275331,-0.0769041693263889,0.124102211680444,-0.23792831644434,-0.0209060363626746,-0.0671215091420183,-0.221459771207794,-0.125854793410234,0.261687096614812,-0.216242494116535,-0.245234082770569,-0.119459165936538,-0.109809078493765,-0.0151007995734011,-0.427756794033832,-0.118771075997886,-0.234695848724247,-0.228959499242923,-0.253446425876999,-0.0019078097252901,-0.351250317406276,-0.248149502496764,-0.0371705498405164,0.0458361827652244,-0.274962752085404,-0.0691003460317149,-0.260951262380282,-8.71299091974095e-05,-0.23517703781686,-0.278687574475019,0.022885222255687,-0.359657482133827,0.0343883416487613,-0.105528493799104,-0.0335085296863534,-0.0692899814293736,-0.459802237042544,-0.281430237211984,-0.0593593997005845,-0.278565334812102,-0.223584696885681,-0.241378334373894,-0.27923261526054,-0.55442822725441,-0.052148894944692,-0.366796545465788,-0.0775882456000614
critical,0.0411538921314394,-0.133715318438178,-0.448159867240764,0.228794340116994,-0.27883971172678,-0.427437811981344,0.364777251951009,-0.0369090887208332,0.0018038936822237,0.205170135705973,-0.274872997146128,-0.0590406434618095,-0.0224279115628108,-0.325774475649363,-0.405957120329183,0.203775882184032,-0.304643481538821,0.0911983291029872,-0.321294572818011,0.007376288825668,-0.206893335136166,0.0921422332327885,-0.252368028868418,0.235990331385528,-0.30303440664698,-0.183694954009384,0.10472337803301,-0.0217150423810918,-0.305782025087768,0.0644531652012846,-0.321512322607074,0.087593649191773,-0.31594942210258,-0.307189072768407,0.153401962500995,-0.547596425917766,-0.0536565152516776,-0.208443270601601,-0.0559947913557304,0.253170638731545,-0.702368805557981,-0.197799902746468,0.0509323257671216,-0.37360356802496,-0.0882512792703687,0.052286352215734,-0.216165141903179,-0.294733130298304,0.346481105693338,-0.120198134729996,0.10474043515946
critical,-0.002059109371524,-0.0912413911680118,-0.0533583331567137,-0.255002596397737,-0.372449937987808,-0.539143368222813,-0.346847939588552,0.0334639663318896,0.130386109013061,-0.398332262595933,0.0511987482635525,-0.010767294085817,-0.517494533602852,-0.051225569830131,-0.250520232785407,0.106074250781055,-0.576236161323318,-0.0152794071485256,-0.0441261156040228,0.0810279102766401,-0.371903193499554,0.0282033217127349,-0.0350051709468532,0.442827617274595,0.231401065622548,-0.0786679157733797,0.0396893574890799,-0.403515621920946,-0.0847795282223169,0.0668746819021165,-0.11088556734437,0.0109157450489899,-0.110114910646427,-0.290575411820367,-0.192071438126672,-0.105549033872688,-0.465951731998604,-0.345392828965652,-0.0715283854214111,-0.0725098795839544,-0.246479432109338,-0.0939767702972233,0.0131223833943153,-0.290174060592857,-0.0629960071653883,-0.0338634428110736,0.0207317846024257,-0.0825577538151173,-0.16672673202763,0.141993615617609,0.0508755639082315
critical,-0.0049560489967794,-0.0209951070319115,-0.122423420456708,-0.0200176829360098,-0.137911291952838,-0.196579300178,-0.0229585911851045,-0.22968525042499,0.0458592332771854,0.112874424490673,0.150446579916937,0.0866077925239345,-0.114527022145611,-0.102368359268539,-0.232267078756697,0.0309458964486604,-0.520635443979987,-0.0089779510170983,-0.0760873022511047,-0.0905829958545404,-0.322900627348089,-0.0197695055065761,0.0256253516020416,0.399801728985631,0.057609835547063,-0.0577032211658318,-0.0010076766134311,-0.129966474131547,0.0729693402307711,-0.0542218436898101,0.126987821543327,0.0480184189254115,0.113704087073708,-0.0591478269849145,-0.0567901705781478,0.170219327568743,-0.0658847309768735,-0.299172522817116,-0.0247595502968196,0.0075479760421008,-0.333334503611174,-0.0673143899876178,0.0303544597545486,-0.0005564270694995,0.0859956746287073,0.0268455214341838,-0.0265565504922432,-0.138746182533239,-0.0617762729013177,-0.0311497853662459,-0.0426701545057548
critical,-0.0305544872446239,-0.194983083424681,-0.223835603014042,-0.0919433335834379,-0.0846960511558324,-0.444695083135428,0.229356335761096,-0.0486046039749633,0.224775922442561,0.0071854110135173,0.194996877369659,-0.0743001873819479,-0.0564780455047052,0.0333995657029719,-0.246342000318268,0.0689831084030822,-0.165617016588263,-0.0576138249054178,-0.124181527203369,-0.162074012910445,0.0365004603794971,-0.0574830781343429,0.177753398582292,0.485607041119924,0.159579775053399,-0.1112211907851,0.182362343880144,0.344380514588959,0.296730920915274,-0.0798503836206585,0.199176671261469,-0.151275618151249,-0.0691636844928696,-0.235460732356521,0.135382182729638,-0.168466582991761,0.116146792672376,-0.31624459345569,0.0087627317750359,-0.118430217144416,-0.448546686887832,-0.0235204375212794,-0.0567219119250515,-0.127002860596954,-0.0379690032157386,-0.20171019704921,-0.0541386938017041,-0.165444465985173,-0.289065237933117,-0.0534162529268376,-0.0168646645478552
critical,-0.106496091670964,-0.290566020941091,-0.261010827288881,-0.18807239184132,-0.118516701335755,-0.389915084068816,0.0392376523878628,-0.247943185121018,0.040939306863343,-0.140578820584202,-0.186701444862738,-0.0891523307982225,-0.0050226880798772,-0.209640126214211,-0.329961745352094,-0.0315764239009161,-0.408192719538653,-0.0948218627807139,-0.213324506205913,-0.0537936020948355,-0.293279504213796,-0.142936858864891,-0.294125985802725,0.480204032045577,-0.226316136599216,-0.227524698342005,0.0203116550095433,-0.115066891411782,-0.321630673402188,-0.0647894906189731,-0.342873270081773,-0.166421260356263,-0.36042138409999,-0.436202504986876,-0.0917446536593052,-0.271569084498301,0.0068924422094217,-0.394789174538766,-0.0697778493827471,-0.141705668170849,-0.356470890333591,-0.228489584381486,-0.12557496707762,-0.275598659648616,-0.369242243731499,-0.291166707886621,-0.250862905252059,-0.139993757187305,-0.232193540584675,-0.162332395001888,-0.0753021284945621
