group,CD11c,CD45RA,CD123,CD14,CD31,CD32,CD69,CD62L,KLRG1,HLA-DR,CX3CR1,CD244,CD2,CD38,CD71,CD49f,TIGIT,CD107a,CD35,CD62P,CD226,CD49b,CD81,IgG-Fc,CD15,CD158b,CD99,IgLambdaLight,TCR,CD88
critical,-0.257041106728441,0.0064796710310136,0.0232139719774291,0.548204281450645,0.14677039689484,-0.0080406572930517,0.311731084964255,0.215870166355535,0.0504857641737494,-0.198809836779983,-0.0381550469931898,-0.0633423352389503,0.192481819640897,0.475169177787758,-0.0109805743457839,0.377336666321683,0.126364160962501,-0.151785953652673,0.32703860613183,0.331674321641897,0.22563399220342,0.404254169708523,0.115828295161922,0.309152199427542,0.0702541092116894,0.0898206429323094,0.653739561998861,0.238802120683465,0.198737871930303,-0.0977002464538679
critical,0.118507645403254,0.408205224113842,0.395569774174547,-0.249807032482543,0.136136132641976,-0.0235308991648601,0.13219619591278,0.0822946594456555,0.319098735314101,-0.182013207610514,0.51520488922568,0.338657291433479,0.109202651866242,-0.196122349523429,0.312786248188411,0.112007292352287,0.287226498317963,-0.0624141012712696,-0.369226540686286,-0.0363145459784784,0.293674707139094,-0.0352157297669882,0.3799545670435,0.0831565962893706,0.102565918834575,0.3009425705271,-0.145451860991957,0.116840309008276,0.23247585367295,0.429298287577116
critical,-0.0079097204189133,0.0990511592489154,-0.0176386836626286,0.425950868989003,-0.0078847277068413,0.4401990904685,0.0494003471410322,0.140810695145148,-0.0139432845240591,0.0801461236991262,0.132617997456746,0.312285860953666,-0.0171923515226699,0.0035896279556357,-0.18407139372927,0.113476819197924,0.177661344088167,-0.357737628553963,0.0028749933747897,0.111267626584363,0.189152146106967,0.0947906468300748,0.224089719406903,0.204385788272236,-0.0231185008849466,0.205988845250492,0.268352856068105,0.194969211629021,0.163334919142702,0.242121282281982
critical,0.54468330490095,0.0960228882920485,-0.289031277283487,-0.091230637651941,0.223060165965808,0.317317733148728,0.217702404700322,0.0227002967892892,0.122284672398817,-0.22706499661535,0.0898066520004079,0.237874992164139,-0.200681698129036,0.446971480757468,0.0242118524515667,0.278072753201618,0.0564205750672927,0.217469701242571,0.428987762642676,0.22529173600592,0.126363978848722,0.19998730016569,-0.16240042273993,0.264720252201219,0.518185982542083,0.032467953089532,-0.112901954453808,0.051426202583288,0.497425330671869,0.276032569388889
critical,0.180941105601843,0.0767217024210349,0.0392561000399831,0.0384743815117002,0.320234318893997,0.0035529250232992,0.25026256605291,0.0230289451805825,0.0611831216553653,-0.0282421581216039,0.0806520550083287,0.109882735703733,0.210207687962005,0.191449465146974,0.0852375755561441,0.318068986203523,0.0783393299999111,-0.0228818688901847,0.221507768540443,0.322390665769749,0.238249426021423,0.325638166999687,0.133344851502692,0.13386578620592,0.131808005405923,-0.010691122978873,0.223462013747847,0.115393651982648,0.157680692841995,0.0411628951607923
critical,-0.262495586509758,-0.0398807599496255,-0.381127549238976,0.314063994218783,-0.0494388200638665,-0.0907486384132452,0.608766746216234,0.249018150747365,0.353901092064898,-0.567695362298793,0.0651865828058395,0.0441083281265023,0.273208095295,0.582113330083765,-0.107919067646079,0.261125575658958,0.140527010829223,-0.007630112671632,0.608596504891769,0.200266372720818,0.232139467093721,0.185399210061344,0.179136901042142,0.148258611209531,0.217513021050314,0.194580803967352,0.503589886353387,0.078694005208224,0.2220345117148,-0.0954256799968885
critical,0.0205105565572148,0.148961814140151,-0.0757535798974511,0.0401914003514009,0.566194132186689,-0.347865699583065,0.412355593722179,0.365054539777589,0.0871948288757471,-0.415136466304961,0.11970720750043,0.0970316541501472,0.0068254566727152,0.39571867839464,0.589028727264119,0.470331299731648,0.0798015595346834,-0.399499570232609,0.405556020392292,0.471801171017451,0.325389188509299,0.396747483218675,-0.0553569766593534,0.112804230026354,0.207919979510899,0.0584777290576738,0.571142984555325,-0.0170996088359866,0.292105989517792,0.0329142244965026
critical,0.192540263155342,0.0181437953960975,-0.284556703035683,-0.248393896854541,0.237779630943048,-0.219769578272669,0.0688147085952983,0.119931302681375,-0.0055969259108775,-0.472139442817751,-0.0125683551072202,0.031163748193005,-0.238798832525298,0.292998672141113,-0.0057911880556728,0.237705032644934,-0.0319119118235764,-0.107311190596162,0.163511292994894,0.180488245127936,0.0013174742533129,0.0247753335187012,-0.172119804749219,0.0534408922998239,0.327472369425783,-0.0337918236340343,0.0313228164536937,-0.111984811924315,0.251328766558713,0.0083040039694676
critical,0.006085338807999,0.135944460949766,0.142857548353774,0.370218372335484,0.0734327465990732,0.114615227062156,0.0525387623137204,0.106452475171261,0.213219158972071,-0.053085968599669,0.237976774371169,-0.0030748726579979,0.0841798268303411,0.475154614901547,-0.0364770105004116,0.161155409511908,0.176513771272233,-0.415760594925555,-0.137049621803964,-0.0587571536592324,0.157056429184629,0.183418433027906,0.251142643534244,0.140926820226809,0.140360341086994,0.27509734875269,0.399151229812852,-0.0050405428951632,0.354806980367086,0.437295565532045
critical,0.0070685285567934,0.192101980137966,0.0136521022628108,0.0117807154860951,0.347968574467253,-0.0907015040079404,0.362039979174517,0.267683649397094,0.241791357577712,-0.262206100693834,0.224939039299334,0.0651624193525436,0.177371467777922,0.376898260295955,0.306294167999517,0.356114807928877,0.15121185211241,-0.503918492435835,0.326374228483878,0.324325053491147,0.256134547387953,0.329876791689464,0.103052295435894,0.225490332521603,0.286965562932681,0.160409637294265,0.485850146671762,0.0514638473851398,0.309348677340623,0.0868083896334538
