group,CD11b,CD56,CD33,CD11c,CD45RA,CD7,CD4,CD14,CD16,CD45RO,CD31,CD32,CD69,HLA-DR,CD64,CD141,CD1d,CD39,CD163,CD2,CD18,CD38,CD71,CD52,CD35,CD54,CD122,CD49b,IgG-Fc,CD36,CD49d,CD319,CD99,CLEC12A,CD94,IgKappaLight,CD85j,CD82,CD101,CD88,CD224
critical,-0.371941711066307,0.103223364951455,-0.340140835661322,0.0892640558126274,0.172901295691849,0.0906710047964342,0.126283781036844,-0.384213920980485,0.33141011636873,-0.0816218612188999,-0.0539607231340606,-0.0692849623145319,-0.169445837456449,0.360870979570973,-0.217396355528788,0.151370986952976,-0.0382675582833168,-0.186974819862389,0.137616936050836,0.11663616972466,0.095855416415271,-0.347220467954476,0.203752784364208,0.0965859072019684,-0.514029784603289,0.303272832192388,0.0902747359405029,-0.206232996991343,-0.106011538920528,-0.300469342316258,0.348057418821335,0.045182069239175,-0.248723445554924,-0.16650060591724,0.179599337804487,-0.0603808580367354,0.147838713572114,-0.191367145281968,-0.0844893335668048,-0.0046181051902964,-0.27182151455291
critical,-0.4111785501032,0.130973244376312,-0.446472336289614,-0.107055518102056,0.47610892232184,0.175877596955551,-0.259476855012522,-0.592436765776935,0.391329475427571,-0.200685368342703,0.037897219075636,-0.345553573066026,-0.0867466083189508,-0.35171971411455,-0.317799145873264,-0.0209665048183605,-0.512469689147984,-0.457287430138971,-0.235161001297387,0.133128900476239,0.227758300065012,-0.35424358677934,0.0018579346576357,-0.103317045986563,-0.261970657570091,0.142776179683975,-0.0913978701050257,-0.136209202214973,-0.0858262686369589,-0.416657455520499,0.266212068052453,-0.155938881991173,-0.328400937799933,-0.196552386421682,0.163162361525246,-0.0573932436462864,-0.0114451225570943,-0.248333849399339,-0.195621467114307,-0.120012885874044,-0.387170667798855
critical,-0.372624741433377,0.197786616447935,-0.417838401701858,-0.106334592938209,0.200908090643642,0.315714595868552,0.249249690319387,-0.0421580416905134,0.421539768908948,-0.193480737168588,-0.480281103728428,0.0830284060680128,-0.290433520293518,0.279671891298608,-0.3061207429435,0.0071127076345655,-0.274351518482701,-0.212624465182138,-0.271941164578443,0.231237125100592,-0.298841188400832,-0.361692663343605,-0.152565431441462,0.352353330522,-0.465279714658551,0.0336222128371759,0.266874355024534,-0.258691938698531,-0.222435427684257,-0.259695470432912,0.345215723579804,0.130359143879846,-0.234142791024974,-0.326019194790013,0.325629307395589,-0.212836021896324,-0.0170142953797477,-0.339874537924115,-0.210629599317256,-0.152389420781117,-0.310063237894908
critical,-0.398991338796945,0.123548846007707,-0.183930806779776,-0.578993741094422,-0.0555809123960467,0.0115038758370691,-0.301367601262768,-0.504272507529609,-0.134105968977199,-0.306638395936667,-0.0256036634367454,-0.786066651341732,0.0637352837437338,-0.351802441642326,-0.0551988341336723,-0.104657193348055,-0.357767439936668,-0.453341482864,-0.0219368020349897,0.236054170502428,-0.180937172115678,-0.144657493330244,0.074098397307543,-0.172241148949853,0.0083298190199187,-0.246051215967272,-0.0133453748909205,0.0417080429409145,-0.29573338342306,0.0177429823803703,-0.154798788717208,-0.246032698509195,0.0576132981395109,-0.0396054971917941,-0.0476905726052073,-0.168783589026227,-0.369744596938351,-0.16992965413662,-0.0213142108758332,-0.702278308745346,-0.217791344383259
critical,-0.0665398190679135,-0.264116320230507,-0.143609671596082,0.285644326279235,0.0335913289462626,0.035451534046122,0.183192893437135,0.0736653571784155,0.224468419935146,0.0323857146155846,0.0737274986415756,0.21027411742043,-0.214266943986452,0.438855347407482,0.0875724743249781,0.103479195758399,-0.0356077181809122,0.234069351307057,-0.103042935001116,-0.0588776003814271,0.137367000478267,-0.155009446502576,0.0036681069140557,0.301581448937009,-0.311017409233761,0.346676191125265,0.0213012065255948,0.0542098603568607,-0.0047077204563289,-0.153084218515401,0.316858103116835,0.102396551713709,-0.385552328094188,0.0573227014343601,0.0505275622768822,0.028149717491361,0.329558420445102,-0.107642814645457,-0.151982698231399,0.336219914328489,-0.122101836427944
critical,-0.243500454396151,-0.247952426161019,-0.326232671384594,0.0444557730536623,0.0332595201658237,-0.12477260997425,-0.159661612616824,-0.200620191426903,0.0747903782056816,-0.237795791911368,-0.123336480311983,0.0003207533672273,-0.4476200239774,0.134498790063087,-0.22969572939964,-0.0666296841426664,-0.188774733196848,-0.119815049615035,-0.193287320358208,-0.145199082423082,-0.111710155996414,-0.294049442382854,0.0255196907342702,0.097953800098195,-0.400128242909411,-0.0834873299083704,-0.074689462701489,-0.206267257616361,-0.21097703237242,-0.339483185859513,0.012286565480461,-0.0221529105676255,-0.387042946820987,-0.152108097047702,-0.215472481114418,-0.239362266152563,-0.0110487458983575,-0.264649926405034,-0.182126778483928,0.0768959010680789,-0.128535850460212
critical,-0.273729213434858,-0.114899434118799,-0.322604974402599,0.0563290761115167,-0.14558083350209,-0.005523347664621,0.172921911239726,0.0681953589731868,0.0720240555802344,-0.0478469331816109,-0.472850958816172,0.292240596380954,-0.34467536622055,0.427190858359766,-0.11493735947386,0.213364212298314,-0.0550733197282272,-0.0194786553316217,-0.134506320542124,0.0382299385501201,-0.232099647287103,-0.287569474705425,-0.506918027098563,0.126372630315593,-0.503093722931193,0.196842671260499,0.0787617688486763,-0.282984183171054,-0.172211695154324,-0.0594186758215915,0.187923174970194,0.0179655016403079,-0.420548900429903,-0.327427462862824,0.0541490889816019,-0.0556450028448666,0.0254674931256286,-0.295054171510533,-0.206143121000741,-0.0315100291849064,-0.15869318928295
critical,-0.17063954814712,0.138120314310908,-0.317101881424841,-0.205147823252478,-0.0162558106422876,0.0350344306736209,0.134900934636495,0.155065903396282,0.117850113493439,-0.0537381928293737,-0.151420407628573,0.0743779884723983,0.0215481004562088,0.26486499526516,-0.0971742595833006,0.248781485727125,-0.190776901905381,-0.120192609024389,0.131835715851062,0.143774669306358,-0.100914482307103,-0.28542187810782,0.109295737314412,0.17274041253969,0.0083300840595184,0.0927361363024152,0.193842590091184,-0.006767668195902,-0.095622369680179,0.0053150368189002,0.168415670189447,0.0168849563114461,-0.0100024477061316,-0.115203123887981,0.158874000499346,0.117892540410545,-0.0032882227383727,-0.0953312756745794,-0.0902800135410141,-0.130104555681634,-0.114872876556137
critical,-0.130301142546673,-0.0121600921574765,-0.256843313679773,-0.0640968991993653,0.124091241769059,0.105646153343378,0.0657666743723199,-0.376979261174562,0.194465833615404,0.164704130715226,-0.0830847016039888,-0.0579748054576874,0.074956465971046,0.123171939720545,0.0177033585917281,0.229403768321088,-0.203459603780184,-0.239687774364125,-0.087992624898112,0.104368093213984,0.282733705348256,-0.352090136148979,0.171025356149859,-0.0295042397875114,0.0461559705070389,0.485171360250455,-0.0137867704667153,-0.0797466090534862,-0.121603395772205,-0.247575301437065,0.358420746365153,-0.136905273127192,-0.322926617467825,0.0996447880955767,0.100225739975861,-0.0107327729625175,0.0224525244642763,-0.113635102603469,0.0373370734065573,-0.395948171654329,-0.218958120991763
critical,-0.1556924104388,0.114170835145644,-0.0398447270416251,-0.0684601119084664,0.196400606015835,0.149634196742246,0.0112381837977932,-0.321183700031023,0.286774823096705,-0.0682766782077054,0.080434966070653,-0.126910220789965,-0.241956000506794,0.150943850822908,0.0394718434444008,0.0714043498891635,0.130531251190438,0.0294577378780724,0.210804279976605,0.14641703194113,-0.0960259396251064,0.202593163200757,-0.0063415657410553,0.0037557378461968,-0.281198402776425,-0.0156530279772881,0.140780449515416,0.0279595443879928,-0.0103463828966681,-0.113331259973493,0.15127617651379,0.100102781224322,0.1541142822827,-0.0717641763824814,0.0299022211728562,0.0333144795992711,0.0586854937818478,-0.0431064069404749,0.0602709789020483,-0.165301090935606,0.0676757298766329
