group,CD11b,CD33,CD11c,CD45RA,CD14,CD16,CD45RO,CD31,CD32,CD69,KLRG1,CD95,HLA-DR,CD64,CD141,CD1d,CD39,CX3CR1,CD163,CD2,CD18,CD155,CD49f,CD35,CD62P,CD122,CD41,CD49b,CD36,CD49d,CLEC12A,GARP,CD328,TCR,CD82,CD88,CD224
critical,-0.56669132005038,-0.456354187650596,-0.333905953059014,-0.135267691077789,-0.493040862056381,0.110080391127613,-0.117067837499418,-0.043787174407373,-0.458201154245696,0.0189397833795801,0.191537188433258,-0.171766914415211,-0.120154281393223,-0.227118396361524,0.304042756737108,0.0192991534476198,-0.495054464933877,0.300270265419585,0.309570408741143,0.0858697083753044,-0.160414452522268,0.11337488124725,0.0383850990793273,-0.391615954338804,0.0051071544807032,0.311011874595963,-0.09729855642856,-0.0891173280739831,-0.306894455593057,0.0695799511939785,-0.231195617447855,0.0803188240481916,-0.293987662330819,0.160878261234268,-0.118747179736883,-0.127608465263955,-0.234410838833583
critical,-0.399514665695323,-0.53195550937578,0.175655768212011,0.51292787806272,-0.249216682910173,0.614843636118371,-0.0612244297251268,0.184527293201468,0.0307897210551002,0.191819829507192,0.331476552320362,0.0006780755299376,-0.0334439006526041,-0.294813707485682,0.390641219657681,-0.130465478182615,-0.262499077553007,0.603654606136366,0.226652416073676,0.147377409385263,0.0618816244190293,0.0478525719641532,0.242379943275822,-0.520878292195887,0.146212863585744,0.339112176783958,0.0729487905214653,0.0857279634284353,-0.444940797517332,0.461764484856892,-0.334010840268301,0.227184089256421,-0.346920498846669,0.174083124655022,-0.0107153456442951,0.417396344084883,-0.271965603781317
critical,-0.387737032754931,-0.401179424479184,-0.0915400385166417,0.149255971533065,-0.0325317201973676,0.500632422474835,-0.162013959912985,-0.498630811877698,0.146287348232383,-0.416119507311796,0.0385970777032724,-0.458126085187628,0.341781764686999,-0.27936569603319,0.029975585457331,-0.204092386782737,-0.250943121543407,0.073209135221541,-0.16226641705576,0.253630792233867,-0.277943292034402,-0.380766387764391,-0.250167046898601,-0.531220690413855,-0.354993079053224,0.282176112065002,-0.284230236773388,-0.298614698196286,-0.251873206980126,0.47794654247295,-0.323578069985171,-0.197448617475345,0.0240200617974997,-0.134580234668575,-0.349598490362001,-0.0902557138994202,-0.332386865227425
critical,-0.501206826611885,-0.326648718827517,-0.566113818299297,-0.0617613658895163,-0.0568422212642125,0.0675517081696867,-0.352548240620375,-0.0608471348107298,-0.381338416515464,-0.0626892640061648,-0.0923084277042495,-0.236508627230514,0.120447156048721,-0.0960982784722633,0.205298556346436,-0.22304835479259,-0.294084717791795,-0.0772611814987573,0.482931973765805,0.207445908438781,-0.252737049910641,-0.0506916609908436,-0.0940339557166831,-0.29951822423711,0.0056262822460447,0.0100027197072118,-0.0469494578649286,-0.0082364982179892,0.0475762251794232,0.254145326167302,-0.221435418549091,-0.26834815200967,-0.114507829820384,-0.423505130292353,-0.303973273641738,-0.377040590544282,-0.325017881918131
critical,-0.0651112249284689,-0.0212096195002539,-0.0301402256846134,0.0146741101371994,0.0494715614075487,0.0572913774988437,0.0985603658169384,0.0851225872997921,-0.0132671214478871,-0.159092008040631,0.155890988998555,-0.0365327513765198,0.183594759469236,-0.0292916337730907,0.0490722159633943,0.109063804912369,-0.0061125959987639,0.121959780380269,0.261155661692812,0.235874968710733,-0.0228287156200058,0.0174632314297459,0.240200643343138,-0.210822446276803,0.242882766771965,0.0607887306672208,0.288769563449806,0.236146541603106,0.159317295903034,0.180684797636312,-0.0020124603596688,0.0632151217895567,0.0513174100294589,-0.0069622009459924,-0.0793717026686277,-0.0610265429539459,-0.0599397734822292
critical,-0.613668527554645,-0.0936495238497112,-0.0613822727311199,0.0426302523757293,-0.294266335805408,0.201860990291665,-0.256698027800996,0.149283372390455,-0.213319380437726,-0.330332556647164,0.0210096685779124,-0.22036891618916,0.443044336986013,-0.0264551190036298,0.334428397146588,-0.21080620911826,-0.232749511535339,0.0251915097086764,0.172345851557551,0.150524004133587,-0.0811309150441621,-0.0096479058134504,0.176079639868112,-0.47802576935644,0.25042795135184,0.0299348472741548,0.226805686883822,0.199142414759345,-0.117383634893184,0.548627009240151,0.011741054049015,0.034085579399361,-0.163995104924012,-0.278979028669162,-0.265338157461855,-0.243968713487771,-0.265035381549773
critical,-0.392951453106422,-0.483880294136669,-0.211909833188683,-0.0201279857880141,-0.26751841369479,0.0320147748149149,-0.209448194133396,-0.50667033119961,0.0636335597782087,-0.481217717146142,-0.0506775550161947,-0.372384754881548,0.315232170412514,-0.253191431783854,0.10785182738152,-0.268356704652177,-0.310585820310029,-0.0917982262713373,0.0329767407148164,0.0240626861981469,-0.280260199237064,-0.247188877270885,-0.48367607402542,-0.571726557898881,-0.463564445495197,0.0890819329654575,-0.495034001594107,-0.43424618526547,-0.23675257282525,0.208177580477815,-0.25925980223556,-0.394373105229152,-0.053220463534235,-0.336340171547169,-0.370847783044091,-0.271945780735602,-0.343676901289285
critical,-0.42122653056407,-0.42222743677922,-0.236362691120305,0.0283079008335487,0.161176889972853,0.097068133126407,-0.202411023648606,-0.225067670688072,0.0936651454959241,-0.0709680380406083,0.027018638451663,-0.231564471689361,0.379436058455347,-0.0574350222771503,0.296306027318389,-0.143060404493649,-0.246318112863369,0.0428657081507336,0.26415719492849,0.19276227583361,-0.209328079474916,-0.0714562257887338,-0.221304772524162,-0.247914889387464,-0.17676179168406,0.163292458590882,-0.188028132898647,-0.0361705339979557,-0.0269827889775078,0.289093541215631,-0.185072902227755,-0.235857826632229,-0.0010051132806999,-0.243965987031266,-0.173871390676331,-0.110673164869608,-0.259362273472666
critical,-0.222194918116821,-0.036363807307166,-0.280815080441405,0.25231207866982,-0.0825336837177139,0.260610952749466,-0.136139823776372,0.0427378333922064,-0.24215651376392,0.0588401742339358,0.12642793868402,0.0405017330297232,0.0791552851545626,-0.0482662892115199,0.191062481932474,0.0780103329814462,-0.24476483226504,0.16218331135178,0.212801424527581,0.293248650755,-0.004986409511695,0.210115959213922,0.269209744658425,-0.243504050402224,0.321631082182095,0.133605183144171,0.278478733174615,0.233258728797706,0.0831487769373554,0.37364211022081,0.0168622341192537,0.142050032328623,-0.103240050970814,-0.0537153427154441,0.0752689171597773,-0.173448006737628,-0.208727265241392
critical,-0.393747781908772,-0.165759844681092,-0.185571357533352,0.411351975179742,-0.0309426178400231,0.350125632773677,-0.16728490846045,0.0104172255737537,-0.26550424295445,-0.315003138744532,0.215600267693576,0.0066753651111998,0.308052974391711,0.0245662852190102,0.303948640529368,0.182476223949232,-0.14695974433007,0.156169813988309,0.493671362512909,0.36868840172699,-0.133905409077403,0.149017357643037,0.231646142618228,-0.460269351289868,0.178019731694294,0.260448301746677,0.138719126778726,0.168953583272778,0.101580356271037,0.512990522544737,0.089480781113572,0.0179071635529314,-0.0339675151244282,-0.0301665257907601,-0.117326978265432,-0.177880826304814,-0.157588107166853
critical,-0.300602664015044,-0.222546141063934,-0.112302030803115,0.235402414547287,0.437824069319474,0.257385433729711,-0.0887174978087967,-0.0415453873106187,0.245627529614381,0.122507865719778,0.0709255545137918,-0.110664231175299,0.352320177856397,-0.0481078391024588,0.1658606226207,0.0531710339011789,0.0414880808513225,0.132939213892047,0.234344381741582,0.180567409076934,-0.0720938877482468,0.0719814189004128,0.0565346151845785,-0.161206653291575,0.0471416214789521,0.188693554140368,0.0709614704338787,0.195983143486038,0.169495892215517,0.338294358445305,-0.090867939757633,-0.105894933778948,0.194209700787687,-0.107045655695887,-0.169475490933448,0.0469757682527188,-0.0471944262890992
critical,-0.0044268326838246,-0.035836254356393,-0.34178144485664,0.209434920666727,-0.140800186378945,-0.0608583943275924,-0.0946939413912181,0.0311670383320114,-0.0986249183372296,-0.0885529125519534,-0.0253471911009291,0.0190016153736012,-0.079574303199825,-0.137985038847313,-0.0478448850936152,-0.222988783179061,-0.334190967162316,-0.0330472935426175,-0.0092722813909925,-0.0151705832578972,-0.275361374822356,-0.115770282697931,0.0317801713052749,-0.129873303240682,-0.166919999369674,0.0074038244620699,-0.19305694723631,-0.0021563445095331,-0.230928363863741,0.049813239344044,-0.0780417741113015,-0.114291081516416,-0.352236165389232,0.0707175590454682,0.0817132548001308,-0.214568501761026,0.000146683530144
critical,0.0372271160715084,-0.0892025940276741,0.103554957329705,-0.0673968475426675,0.434131983185521,0.111466374984229,0.181773217350676,0.11437511021032,0.417567167120173,0.272330543719004,0.238209584654501,0.145696343946472,0.307197783730437,0.141479092980443,0.36751455554244,0.51149170949251,0.244930375676143,0.38033143057182,0.592165536534287,0.0217603396098432,-0.111977406772663,0.187464981290256,0.279512684768447,-0.101186576265551,0.0871477854047236,0.279046487978417,0.119010262296572,0.212218666425815,0.0648510643602987,0.203544820239366,-0.0204420812911499,0.249934206765062,0.177085855928048,0.340533175263414,0.236032953513782,0.452728387532221,0.137178827590093
critical,-0.550757453718456,-0.203616660080855,-0.496007480498467,0.329168429093051,-0.238140481697016,-0.134572263552429,-0.571755175224789,-0.151800304920153,-0.66949661764606,-0.557441369601522,-0.170645464192824,-0.299774153360155,-0.001360134698105,-0.285256343439404,-0.009315948036354,-0.192888766926089,-0.494333622165091,-0.240278757583053,0.0982952616447833,0.252473075639838,-0.41252653665481,-0.0116476697547567,-0.150390312409139,-0.637618223087434,-0.180149941135912,-0.0882717297279291,-0.176495411091849,-0.20685029368212,-0.152158180191368,0.191352685433033,0.0046381008177109,-0.265008470237249,-0.203459495444237,-0.408417034848786,-0.301412142732476,-0.500055840304661,-0.372293034738105
critical,-0.172244251767078,-0.210200268698509,-0.27989390196749,0.535985071449641,-0.0694503743504784,0.217705624053334,-0.0173202915745089,-0.0768073828340994,-0.347926863850731,0.102662406068175,0.270304930719435,0.0504322927345281,0.009134522011282,-0.141066224580276,0.158286878599608,-0.059703328817398,-0.312908378016209,0.377611959425987,0.407670436538926,0.331512833530148,0.0933427809693889,0.181187181250646,0.112930791983465,-0.298644038939221,0.10657553731203,0.337322298490808,-0.0581241601271366,0.0563446090262866,-0.0562579903548407,0.304194142513552,0.0800323965500446,0.137384534232942,0.0906463617109245,0.176798305806368,-0.0597065800397518,-0.11701598876292,-0.0099488991030206
