group,EPAS1,FOXO3,FOXM1,RUNX3,XBP1,TFDP1,ESRRA,IRF4,ZNF263,GMEB1,AR,E2F4,BHLHE40,OTX2,IKZF1,SPDEF,PAX5,PRDM14,NFATC1,ELK1,FOXA1,RFX2,TCF12,HIF1A,TP73,FOSL1,RARG,NRF1,POU2F2,NR2C2,ETV1,ESR1,MAF
healthy,0.0464582325429302,-0.0570344607654334,0.133739776907841,-0.0078466488241191,0.0974499404344808,-0.177732505849803,-0.14253429214421,-0.0228740992780149,-0.106368656385066,-0.0644722324786871,-0.0772630848306289,-0.17731395541408,-0.0582340426155583,0.115979910741174,-0.0986146206896732,-0.0584770699746269,-0.105228338577663,-0.146550632740198,0.0650921612358984,0.0786244858805268,0.006135664562018,-0.0557466546098972,0.0002583733127001,-0.0254615643976315,-0.133905716227461,-0.137094151581806,-0.0541699325141022,-0.0183417584551494,0.0170759262721285,-0.0349327048230137,-0.0821566526826555,-0.143712318004992,-0.0158484291172457
healthy,-0.0553759920621584,-0.0093021984856046,-0.0254843336531007,0.0923161045616383,-0.0577500753942895,0.0922317587232423,-0.0088662999434682,-0.138723662074045,-0.123690477552302,0.0489883766232631,-0.0358584294025296,0.146767938629674,0.0996886171862921,-0.0527811510589044,0.049216574208612,-0.0164580956616505,0.0440465308946104,0.0046185781042218,0.152520373067184,-0.0917419308569058,-0.0203093706120344,-0.017989726003636,0.0271637032647878,0.0214547018400565,0.0038613691042796,0.142787262792762,0.0487321084426184,-0.0026365313334211,-0.127268379221947,-0.0589609046780019,0.0427599217278,-0.0190637681075975,0.0249561935798132
healthy,-0.0114876089120098,-0.13584134216641,0.141312352588944,0.0495196819515195,0.0857361846170045,-0.023906385356758,0.0325729830285222,0.0411167087658826,0.0557118772726244,-0.027171202688432,-0.101355133084655,-0.161955754523497,-0.0176775118462789,0.0835299915261444,-0.0047356127255806,-0.240532815052018,-0.0354898160385081,-0.0056892456493107,0.0651876874974575,0.119170646618454,-0.0878089607940159,-0.0646269696773989,0.180037643407627,0.0128933005197773,-0.0759421910993499,-0.037795957195413,-0.0875251633037328,0.0276787371338979,-0.0285888147077461,0.0765597601129386,-0.0460884373355599,-0.197502880232902,0.0119557143038985
healthy,0.0513641880656477,0.126493446864798,0.156973366196752,-0.168728553434591,0.0707325079703997,-0.132672247090369,0.0700761876368927,0.149647722904118,0.147589863245723,0.182596744062963,-0.000302969923667,0.0675849641965267,0.148890962201359,0.139953647156054,0.0513160060006896,-0.16885908469422,0.0737412306046453,-0.0640438572247594,0.171693948850727,0.0641129700917002,0.156860926111702,0.136572017323245,0.114269125699806,-0.147530505872923,-0.174994237098588,-0.184138478540738,-0.020426172713057,0.157439752097387,-0.0007595087292774,0.158040974499197,-0.153887836221313,-0.0177480376689895,-0.150330149489551
healthy,-0.128926700435246,-0.146810885206809,-0.0647678796796776,0.0871923218855074,-0.160237866033757,0.18594292108081,-0.0073502338341331,0.117160789401323,-0.0901684052646761,0.0474789115839483,-0.136429199000407,0.0939334967955315,0.0772535876239112,-0.0560472632662993,-0.170273496033279,-0.0590371888937433,-0.0973940588643324,0.212298561796797,-0.011489066068419,0.0696126665759988,0.0584281299696343,-0.156085191551196,-0.196172342556185,0.108689333456899,-0.11079335519473,0.0683114952381297,0.107706533829359,-0.138090268793431,-0.160791555964765,0.282063493103823,0.0866940009476001,-0.18083513146726,-0.0397964637912103
healthy,0.0872748046752719,-0.0405933764594935,-0.0764398211806557,-0.0246155067214328,-0.135754107534826,0.0415088956324839,-0.0094818039485881,0.123488060042034,-0.0559124944764838,0.0275233604284004,-0.021221252048793,-0.0487772736990619,0.0192233902311148,0.096508885817996,0.046976886653604,0.0264877484550014,-0.010946031648969,0.0603589429736252,0.0469914585833607,-0.114133886098901,-0.0643807955864762,0.0093978897324029,-0.0102114053970964,0.0075090661477319,-0.0892902533047253,0.0617422713398394,0.108041312019588,0.047232649144851,-0.0069789493927896,-0.0738706392204474,0.0084155406746663,-0.0609880483548457,-0.107794594174397
healthy,-0.0648116676242786,-0.0252635948313874,0.0070567703890566,-0.0967464169764682,-0.110582544547867,0.0679921352182698,0.189199835801727,-0.145500924737417,0.0655552731493304,-0.119683079038672,0.111706010480453,-0.0402611743761259,0.0810547288688717,-0.0423619175390047,-0.01813257899904,0.129968087345698,-0.221839053546071,-0.0567240942202313,0.183324661498531,-0.0749355230311382,-0.145687401664752,-0.0345080158401981,-0.164447901428367,-0.0283508239617112,0.195517029488236,0.0674614817398659,-0.0392643285793845,0.0066561903229296,-0.0431872506062836,-0.082636329474787,0.0535551375476804,0.175016078402827,0.13355028609796
healthy,0.156399470768975,-0.128600818110119,-0.136685694764802,-0.0624840674711088,-0.0487057507063107,0.0737703060732304,0.0772951589360162,0.0318267136121824,0.083623599731813,-0.108987683724054,0.0497529027804353,-0.0294185034645959,0.0077230460752946,-0.116578937204208,0.0341582444316865,0.0588034597231558,-0.0740842120725675,-0.0254479520073315,0.0134045050403966,0.0873832830368509,-0.0169125843001644,0.0016222470347423,0.113610009470019,-0.11233521564065,0.0268545384318422,0.0540469451530472,0.0803144074792589,0.0565270421707109,0.14946718026453,-0.179326589865599,-0.111664271519929,0.0815939937666331,0.0583505724416694
healthy,-0.0787227220742414,0.0661136509136941,-0.0156886119518881,0.0325287223872576,-0.13600141135189,0.078402220183311,-0.0144359023449551,0.0509376052361287,-0.0276309326412755,-0.0532944630933493,0.0272450282407462,0.0086668683082073,0.0140565086014899,0.0611078434482386,-0.0445645597872027,0.0179267982871668,-0.0357452829159029,-0.0619042151827666,0.0111702159493712,-0.0165151694600771,-0.0112974697010795,-0.0933128086160337,-0.0444725227714323,-0.0003838328278271,0.0287691138716711,-0.0581703533564792,-0.0770598410722672,0.107647499837537,-0.07570503252501,-0.127896531123902,0.045606264917466,-0.0035838207748545,-0.0058152005141116
healthy,0.0755738662948173,-0.223095140621984,0.148696629837277,-0.0555804667174556,0.077398421672754,-0.0533847193453056,0.0133242995870142,-0.0126591400079245,0.040366228419266,-0.0335987960143628,-0.0692986107920888,-0.0189621962980143,-0.0119733872530115,0.156822182187721,-0.114466652983932,-0.0113525030019416,-0.100441670589533,0.102892258512496,-0.0320383481163588,-0.0387712869517582,0.0154211997152129,0.0454233975720515,-0.134664954660735,-0.153092243216742,-0.248686795046886,0.107707972678754,-0.0390353944316909,0.0717399317859307,0.0122807404021729,-0.228135320404715,0.0085775725597636,-0.0610742111976932,0.0197349552207804
