group,ASCL1,ATF1,ATF2,CEBPB,CEBPD,CLOCK,DUX4,E2F2,ELK1,ESR1,ETV6,ETV7,FOSL1,FOXM1,FOXP1,FOXP3,GRHL2,HNF4A,HOXB13,IRF2,KLF1,KLF3,MAF,MECOM,MEF2A,MEF2C,MNT,MXI1,ONECUT1,PBX1,PPARG,RBPJ,RELA,RUNX1,RUNX2,SP2,STAT5A,ZEB1,ZNF143
critical,0.127404725013821,-0.0662322418757314,-0.0392890265977887,-0.0971220689690348,-0.0366073544668386,0.0731894101399889,0.161381004937086,0.0428561565078262,-0.0591232808493447,0.0186199121545219,0.133021057212603,-0.222401695313046,-0.0092846572835727,0.231357468278672,-0.0094617488393902,-0.102232425294053,0.15680192327952,-0.0651696925408267,-0.093403146296868,0.0127505920188574,0.0993230640199089,-0.171095741713358,-0.036177274974139,0.133046356006292,0.290075968429006,0.241907065246655,0.149971248983704,-0.0629686974899525,0.0981340207165631,0.0034659347352846,0.096666690682647,0.0634240757763402,0.0834607203774018,0.143747745736404,0.101093979578084,-0.186553304656854,0.246612640872662,0.0174308688511761,-0.168920045456172
critical,0.137524863458169,-0.0804908743090872,0.0869092808105588,-0.0651620389173107,-0.143798384937034,-0.0486451463401603,-0.0564037393007428,0.0913717395068416,0.0796360526757084,0.128810029348383,-0.0497100512563186,0.225245500395324,0.031671865941799,0.0490508244034587,0.182265358439081,0.0118371063469578,-0.133439105820663,-0.200136925977603,-0.0143291287357911,-0.212712945939855,-0.0091422449264753,0.0758762863390675,-0.171362760487936,-0.0627569475420414,-0.0108156669375814,0.0589030059407063,-0.0326643283466541,-0.199550141636047,0.0037670105877711,-0.0111271697361856,-0.0835407040349558,0.0344753911292364,-0.137075719888088,0.0539189611630399,-0.0001811062782582,-0.105077862645424,0.0862138327020472,0.19830413044163,0.0353302127626153
critical,0.148206242410897,0.218934066170135,0.17689627070369,0.169378562755311,0.0722620498711518,0.327250429671267,0.0701141333144721,-0.0602950861982222,-0.0928206797708001,0.120743595007636,0.187942698709471,0.0065971722812304,0.03712827190832,0.0156491063415233,0.348115904793298,-0.115066958393554,-0.0730291629271088,-0.0527773782498433,0.0938946380491399,-0.148666510244472,0.0329858614061521,-0.336762631565134,-0.139154308350604,-0.25330073107701,-0.348269327404489,-0.138540617905839,-0.127494189900058,-0.154036301636171,-0.0602950861982222,-0.238418737791443,-0.03712827190832,0.103406839943007,0.224150434950643,-0.107395827833984,0.180885258594667,0.239952963903357,0.105247911277304,0.122891511564315,-0.130409219512694
critical,0.0897081606721701,0.341303461867682,0.25172419223096,-0.33885453219416,-0.451505297176166,-0.11058850841483,-0.107881796670411,-0.518141962503051,-0.0198492194590721,-0.397113280216891,-0.131211074086594,0.258039852967938,-0.280595784171429,-0.0420184775562176,0.253528666727239,-0.286524771802061,-0.057227619739143,0.389122036019083,-0.246697441848468,0.0377650733864164,-0.0371206182091738,0.0848103013251263,0.207514567072118,-0.0143069049347857,-0.0702456143194435,0.0764323840209725,-0.0425340416980117,0.474319010450555,-0.0195914373881751,0.545724644089035,-0.2874270090502,0.233034992090925,0.121673137463403,-0.0462718817260188,0.0806857881907737,-0.0100535007649846,-0.0725656529575169,0.179802994450686,0.324547627259374
critical,0.179189568017867,-0.0418450863662329,-0.243539574782746,0.126883210060076,-0.1027959124459,-0.000439549226536,-0.193518872802942,0.105110871705656,-0.141359031253997,-0.228477687953444,-0.0033991806852121,0.0686868924667016,-0.0746061553840538,0.18097706820578,0.0648481625549533,0.111909233076081,0.0964371003020115,-0.135644891309028,-0.0115747962987829,-0.314336303536821,-0.0334643477802787,0.216551252273432,0.394510082456998,-0.0150618868293023,0.127733005231379,-0.0215965186638051,0.0617420146874318,0.0034577872487503,0.0392663975705547,0.0121022553706262,0.0212155760008071,0.262117855424337,0.112993454501536,0.0552952926982363,0.0706502123452293,-0.261033633998881,-0.288080563071733,-0.0615368917150483,0.0253473387302461
critical,0.266853910020934,0.119062029136838,0.057862458425554,0.17934101714861,-0.0920390911449233,-0.171727031071399,0.0433632809082458,-0.0476785123122065,0.219424722189845,-0.0914829057639683,0.148117920590173,0.0297846860904492,0.387642031719356,0.16282806497612,0.0368233079804652,0.0122552571872486,0.241480349365645,0.0872827471974465,0.0208665411889303,-0.0730712517737357,-0.021672051051003,0.0476785123122065,0.111985049634342,-0.0816825357754174,0.207821544414751,0.190848300892505,0.11002881139788,-0.13971760345713,0.146142503547471,0.0611803919050438,-0.0547363130084624,-0.0666271728771543,0.0260639976799231,0.247981964680946,-0.171439348977801,0.0125812968933256,0.127519882688601,0.0156499058916977,-0.159375879852951
critical,-0.233404121046402,-0.188489801456958,-0.208691848971038,0.200611029965406,-0.174207423679561,-0.188771690492038,0.167630012861023,0.255579391806044,-0.458633460075479,0.101292126605484,-0.131548216370758,0.0893588241204221,-0.0539347687120108,-0.0622035137410299,-0.25463976168911,-0.0319474239757555,-0.313366643997484,0.467465983174658,-0.382053605545359,-0.277378810518913,-0.125628546634074,0.290439669144295,-0.151092522802985,-0.0043222985378963,-0.151844226896532,-0.155602747364268,0.138313553212683,-0.113883170172399,-0.476956247355691,0.2875268157818,0.0514917304079824,0.206718625725477,-0.0485788770454871,-0.177026314030363,0.0078928929822454,-0.395490316217515,-0.252102760373388,0.207094477772251,0.165468863592075
critical,-0.113363014288611,0.0316762946250802,0.208074227587382,-0.105285105344106,0.0463799041645157,0.124254576910415,-0.107463417868467,-0.137188307523807,0.0747433484921305,-0.19318909200425,-0.0976610115088433,-0.0167003960200996,-0.185746524212684,0.205941296573945,-0.0192871421427781,0.0042658620268732,-0.193642907113492,0.030632519873824,-0.189649334152164,-0.160287496584217,0.0556377323930492,0.137732885654897,0.0932590049491974,-0.22822361843772,0.109142533772662,0.0470606268283785,-0.17149672978249,0.0222823218637742,-0.150167419648124,0.136008388239778,0.0350345264334698,0.0861794892450248,0.0107100365781073,0.192462987829463,0.0318578206687769,0.267705532941759,0.160469022627913,0.211568603928544,-0.140455776310348
critical,0.170459549013722,0.264604761737563,-0.0411062952905062,0.0260430612546916,-0.138336748720478,0.36514731180794,0.109208446759656,-0.0594816259667258,-0.169461382902915,-0.0777208430823809,-0.0053991712357287,0.239469124219969,-0.178354135526468,0.0104353729766186,0.102448139918281,-0.0941452127238414,0.142329413163706,-0.171729942245658,0.0095733204263761,0.127311550314747,-0.121912379079018,0.0930563042393247,-0.0052176864883092,0.144144260637901,0.0243189561542067,-0.0258615765072721,-0.0128854170667812,-0.0264967731232402,0.138971945336446,-0.143236836900804,-0.0536287428624485,0.0453258156680085,-0.17427072870953,0.160704743839926,0.214968683318342,-0.108527878956833,-0.162474220127266,-0.141285875866044,0.17939767282413
critical,0.677958756612469,0.504268979851669,0.561777871710714,-0.533088042513617,-0.182089951976167,0.521586264141808,0.568885712277562,-0.390414297317246,-0.0405793079634608,-0.456064897461953,0.469117477411983,-0.536060412205208,-0.513961489715553,0.563974840613194,0.524041699973992,0.524817100763103,-0.649010460485669,-0.517063092871996,0.472219080568426,0.532700342119062,-0.456452597856508,-0.505561314500187,0.260146964746645,0.593181603669698,0.49496417038234,0.585427595778591,-0.451154025797585,0.150556986552331,0.50504438064078,0.17291437597169,-0.534509610626987,0.219179956388629,0.489019430999158,0.465757407325837,0.53761121378343,0.296978502229404,0.233912571381733,0.102352904162615,-0.427762768659412
