group,AHR,CTCFL,E2F2,E2F3,E2F7,EGR2,EHF,ESR2,FOXP2,FOXP3,GATA2,GMEB2,GTF2I,HNF4A,HNF4G,HSF2,IRF1,JUNB,KLF4,KLF9,MEIS1,MITF,NFE2,NFYB,PAX6,PBX1,POU2F2,RARG,SMAD3,STAT4,STAT5B,ZBTB33
critical,-0.272881937601786,0.158488216760409,-0.22782996119994,-0.187918143179512,-0.0106834664398114,-0.0492094574456406,-0.0755401707230059,-0.152440971605799,0.0816882032968596,-0.222211062577114,-0.0993008048096619,0.164737036753507,0.0119181123255443,0.0824693057959968,-0.0738015877410555,-0.117518130837925,-0.19562838075164,0.125505533812973,0.110387420926447,-0.0284472490814789,0.165392154978589,0.0620850502539982,0.101568521742641,-0.101140175210856,-0.0551811120358182,0.0691401696010434,-0.0408944953580516,0.059086624531504,0.110337027216826,0.0241133900540082,0.0585070968708538,0.0595149710632888
critical,0.115002363920758,-0.092435589554912,-0.157858995956344,0.174180513098586,-0.0435360928909317,0.0895948649150089,-0.11456143719548,0.165376435206978,-0.259915462090673,-0.0026961585004678,-0.0562506848542638,-0.0021178939427267,-0.194448685847411,0.0072644485066223,-0.146127453741171,0.0207669259298766,-0.0019950127242067,0.295536558847524,-0.0414760254039791,-0.195691954646554,0.283927897850871,0.207445181782641,0.100285530926247,-0.252477534216728,0.0232534635281633,-0.0664353693774786,0.0746973242462043,-0.129314411724849,0.247164728592482,0.106668125982314,-0.293563231044232,-0.0293686112262752
critical,0.118996703260822,-0.0333435492427495,-0.133986005213984,-0.14928121128864,0.312634012165963,-0.225604289601172,-0.236005029731938,-0.291679579843685,-0.146375122134455,-0.0374732548829065,0.238452262703883,0.16748250651748,0.0140715895886833,0.215356501531153,-0.341847855768555,-0.0509330362286036,-0.300703751427732,0.169623835367932,0.0489446594388983,0.0570511186584658,-0.342918520193781,0.10660758634035,0.0090241715840468,-0.0208014802615318,0.0460385702847137,-0.0775466947985045,0.203579192853668,-0.176200773980034,-0.0682166190929645,-0.133833053153238,-0.264148208909304,0.156011101961488
critical,-0.529692344674413,0.512173337165726,-0.386448695044562,-0.609429592085274,0.562669299984882,-0.601571801952702,0.559320077961163,-0.411052595295733,0.212804414737872,-0.646786299272915,-0.118639749378681,0.0340074851639215,0.524024430480426,0.600541272099249,0.603632861659606,-0.402293091541389,0.509339380068733,0.0734252520584668,0.241015169476125,0.509210563837051,-0.540770540599024,-0.605307472671466,-0.507535952825192,0.512946234555815,0.190776839120332,0.52776010119919,-0.216668901688318,-0.580445939956932,-0.532397485539725,-0.599124293550753,-0.666495182720188,0.119155014305407
critical,-0.0202091167211181,-0.113387475438169,-0.0286320192040154,0.0120786761299881,-0.317496629702545,-0.0495137982761983,0.183285867570546,-0.0507421382216208,0.259296713240859,-0.0112012904546863,0.0725890415366356,0.083995055315559,-0.027930110663774,0.0023689413233148,-0.0348614574986582,-0.20978291496466,0.113592198762406,-0.133538099780934,0.113328983059816,0.0960444852563704,-0.031995330959339,-0.133187145510813,0.028895234906606,0.166440062604752,0.285589037310736,-0.218907725987799,0.179981048193576,-0.235724284764417,0.0412371267391846,-0.0027491417826123,0.0237186594223253,-0.105549496738807
critical,0.142573474887073,0.100853501319609,0.0916120975637038,0.180799281331953,0.0131556346855756,-0.0384740259672495,-0.101082627032565,-0.0711817214917649,0.10035706227487,0.0554866101542566,0.272335003658005,-0.0808622828641696,0.0970347394370035,0.0022148818919111,0.2685162417754,0.0880033675846417,0.0215760046367206,0.0980467113358939,0.0310847217244081,-0.005002578066213,-0.0762797686050431,-0.11700686408303,0.0008974090424122,-0.0937315104085498,0.121302971200961,0.115842141708835,0.100261593227805,0.133427540178233,0.0312565660091253,-0.132339193041691,0.0455578292594826,-0.0074465856710805
critical,0.123438356462133,-0.188257584741336,0.145420529530732,-0.0685768647011851,0.146547820457327,-0.118647370024105,0.221794489807531,0.0056364546329741,-0.191263693878922,0.0058243364540732,-0.182433248287262,-0.0127759638347413,0.106435051652661,0.262470904075495,0.251385876630646,0.185251475603749,0.35706940099891,0.101831947035732,-0.010239559249903,0.0523250871761097,-0.0456552825270903,-0.179990784612973,0.0263973958644288,0.236543212763814,-0.140441661271605,0.274871104268038,-0.0929075605335234,0.0170972457200215,0.218506557938297,-0.0831377058363682,-0.0604979463939222,-0.074683023886907
critical,-0.257196712201925,0.0918171425912824,-0.257604385750677,-0.330396762733505,0.0427151284970791,-0.0897787748475194,-0.103277299017328,0.049781470008791,0.181142946829077,0.0645936089468025,-0.0087423327676948,0.0648653913126376,0.247956111763532,0.0970716016640938,0.126650582479144,0.0842525334088729,-0.0431680991068042,-0.0385930959485805,0.174121902378337,0.187258050060366,-0.0341992810342468,0.0450252786066772,-0.125246373588996,0.0245057099861292,-0.283740789931817,0.20392736849825,-0.05535300850841,-0.0654089560443077,-0.246461308751439,-0.241976899715161,0.106674578590266,-0.0029443089632133
critical,-0.0300615763306493,-0.241262259436793,-0.0824429676176392,0.112051809364996,-0.124502010405551,0.315737098388477,0.255795039560495,0.0367167747050551,-0.2075788064398,-0.108475206156982,0.199655951232174,0.0277073564975262,-0.0355396647884936,0.224420532938296,-0.0488047880789759,-0.0501629918288546,0.0874683214921905,-0.0772817933681,-0.0137178578737752,0.11621696753129,-0.0606211607029209,-0.0140800455404095,-0.102997117699137,-0.040746112496362,-0.0841633590341523,0.0456356459959255,-0.183266959316971,-0.127263691363637,-0.255206484602214,-0.0531057666202585,-0.0792738255345888,0.0527888524119535
critical,-0.491275595975373,0.321679276211397,-0.507372437258969,-0.0095293300398892,0.192260672291279,0.403966328853144,0.383748696200946,-0.631124953047261,-0.552701142313578,0.122722317946142,0.199343282456062,0.517931965141009,0.350138491600796,-0.144098923170758,0.0612967716079364,-0.523469278542566,0.0476466501994464,0.175133633165533,0.758998260204154,-0.101345712721525,-0.0905286353789481,-0.0553731340155728,-0.229219019878418,-0.0221492536062291,0.653660530844297,0.0074689343555888,-0.596742100065498,-0.46217250693463,-0.235915305852394,0.165733077855912,-0.28678132430856,0.514841371614558
