group,ASCL1,ASCL2,ATF2,CEBPD,CTCFL,EBF1,ESR1,FOXG1,FOXK1,GTF2I,HEY1,JUN,KLF4,MAF,NANOG,NFATC1,NFYA,NR2C2,NR2F2,POU2F2,RELA,REST,RUNX2,RUNX3,SPIB,STAT4,TCF3,TP63,TP73,USF2
critical,0.295875875981309,-0.278151249682516,0.0010543587991243,-0.202465385615641,-0.142281445514271,0.0253331073627453,-0.0087483284143563,0.128432300206854,-0.0936669560195092,0.186963461650137,0.0951487575750353,0.117261796172887,0.246805447546385,-0.0446535199521055,0.376976014962606,0.281114852793568,-0.184398805111726,-0.0695021921909288,-0.369111068244814,0.031773244892532,0.151058270112388,0.0287526494139595,0.0540002682254243,-0.153565934283278,0.132193796463189,0.0776521007463226,-0.0593005584048064,0.0468762222853948,0.38740561821881,0.11070767390806
critical,-0.145749716421121,0.0756002343042493,0.0766579581706384,-0.0288750894912063,-0.0673623411258757,0.0612784987410975,0.140183155051292,-0.0340170171920468,0.0512262617043192,0.008446349706786,-0.0126000390507082,0.0174871865501557,-0.0274390556288094,0.0100367958124514,0.0476284564361636,-0.00142059263807,-0.178986951784662,0.202920849491277,0.0741642004418524,-0.0386107814292842,0.182654242562288,-0.178770774644086,-0.0056128850428093,0.0785186257020236,0.104977163586078,-0.0515428068030196,-0.12329045563772,-0.0548781112576189,0.0033970693519066,-0.0455902148250196
critical,-0.30753718283511,0.011595664270832,0.153432485206806,0.375598690511733,0.0441979667134612,0.154944963155176,-0.370220991139753,-0.0156289387998171,-0.491891439430802,-0.053945046825175,-0.0522645157714313,-0.0678934545712483,0.0366355769716142,-0.480463828265344,-0.0773044284722134,0.358625326868921,0.451390641035577,0.0850348713194348,0.102680447383744,0.467523739151517,0.552894716681701,-0.195613814655775,0.477102766157857,0.459625243198921,-0.0168053105374377,-0.038316108025358,0.283169482555825,0.373077893931117,0.453239225194695,-0.28451390739882
critical,0.113448113715066,-0.221903400909665,-0.0617168833780007,0.119550457240082,0.167814446937934,0.142018176582186,-0.0284313732415509,-0.154222863632217,-0.178632237732281,-0.10457197767868,0.0171975135704991,0.0916738425008055,0.0266284081091598,-0.0452128179353443,0.147843140856065,-0.023854615597789,-0.0656001928939198,-0.191391683284586,0.0162266861915193,0.0091535152875237,0.0650454343916457,-0.0571401257342388,-0.0590817804921984,-0.0160879965659507,-0.0349497856432723,0.155055001385629,0.145624106846968,-0.0726733637979154,0.136193212308307,0.103046391797426
critical,0.0748433746288201,0.182907880121478,-0.130360995245503,0.0668894692585357,-0.245261387281298,-0.133619221541765,0.0216576218516176,-0.0225520369133363,0.0311128667897869,0.0614590920981006,-0.236221406478926,-0.10186748685075,0.162751597837746,0.0396098098761148,-0.108415882838333,-0.0541121112339826,-0.009263584567801,0.0020443772839285,0.0800501480238255,-0.0026193583950334,-0.0023638112345423,0.170609673022846,-0.176870578454877,-0.122439033270281,-0.0420375079007799,-0.158598956479766,0.056987016789507,0.0424527720365778,0.0129690183949214,-0.0024276980246651
critical,0.0435607809873605,-0.0830096298461206,0.100828002403389,0.0809750800949902,0.0378426253710256,-0.0884279570780785,0.0272201340388079,-0.187221409730337,0.0816389858032538,0.146059255817994,0.188527804833695,0.187671152306903,0.19111917872724,-0.140683761212375,0.0620644755660623,-0.01038691188735,0.0162121490695339,-0.0962020787587136,-0.153190888103535,0.0894987727365682,0.0354868309223483,0.0956024219899594,-0.129011870534838,0.0257209921169223,0.180196859010645,0.164305954638658,-0.289655635621461,-0.0316104782386156,0.0732223747275249,-0.169681449244276
critical,-0.077959165900875,0.125507322994166,-0.104407828284018,-0.0378404083534107,-0.0861810347315899,0.0436848693294611,0.0392272296019651,-0.0742939954582671,-0.0343733552320249,-0.202475902288931,0.0024764665152755,0.207726011301315,0.109558878635791,-0.0740958781370451,0.132936722539993,-0.0672608305548845,0.194551209440049,-0.0905396157984749,-0.0096086900792692,-0.155423038498695,-0.308864903785169,-0.0590389617241696,-0.0507180342328437,-0.0704307076944373,0.0712231769793254,0.0517086208389539,0.0707278836762703,-0.0970774873988024,-0.0877659733013663,0.189994511051942
critical,0.155772008638748,0.475959235871884,0.151838862535338,0.16519213634321,0.0409824112503438,-0.162861383096745,0.216080248891031,-0.0757980378694155,-0.0054869816010531,0.0780316763972778,-0.220790312743262,-0.0630274523731591,-0.105952157995557,0.340095744546692,0.103961306264202,-0.0911907207679451,0.154315287859707,0.0640471569184875,-0.112992975094254,0.0378261828957557,0.264103477240071,0.214040839800374,0.0632702391696658,0.0080605216440249,0.13722309738563,0.122218873361511,-0.523691120065116,-0.373406093027422,0.238756535684764,0.522914202316294
critical,0.0043364308126262,0.0652413579562539,-0.011937365720151,-0.0186125457350926,0.106169468996772,-0.0165174162413518,0.0127656727293043,-0.0767889321426857,-0.132041882047385,0.120104516327234,-0.0566172202727162,-0.332930693737926,-0.128192690651907,-0.166099917306101,-0.0550093301961244,0.0810279150718821,-0.0681160705174331,0.0700163042443143,0.0578353188155888,-0.0500394881412044,0.16926697351757,-0.0387355336633471,0.127900347001618,0.0266519961180514,-0.061684510211066,0.19898857796366,-0.25852923473927,0.147243751862434,0.0075034870240949,-0.0650464621893943
critical,0.302548018462528,-0.144587865176843,0.478477183894467,0.0129544041054397,0.277614272926251,-0.0826017380056533,-0.488367105308297,-0.478198594558866,0.219946280456874,-0.0846911580226597,-0.466637137131431,0.509679189481763,0.136369479776618,0.325113754646197,0.283464648973869,0.48585980128789,0.354783518887688,-0.491849472003308,-0.267167172841219,-0.258530903437593,0.361748252277709,-0.0357987296247098,0.167989369367315,0.449782482327579,0.309373457184749,0.508982716142761,-0.260620323454599,-0.340714757439845,0.113107270253947,-0.347400901494265
