group,AR,E2F1,ELK4,ESR1,ETV1,ETV4,ETV5,FOXG1,FOXK1,FOXP2,GMEB2,GTF2B,HES1,HINFP,HOXC6,MAX,MEF2C,MYBL2,PBX1,PPARG,PRDM14,RBPJ,RELA,RXRG,STAT1,STAT5A,TBP,TCF12,USF2,ZBTB7A,ZNF143
critical,-0.0670833391118182,0.230560977815958,-0.185720528334116,-0.393329276076318,0.257718583377842,-0.330349978103516,-0.290652246839082,-0.0653859887642005,-0.229800970197622,-0.265926665655875,0.0105387723075968,0.119270528904245,-0.116965172461958,-0.34104075193478,-0.196335301403547,0.262835968007974,0.0177335110945139,0.0541885431873788,0.420816218272814,-0.413798814596842,0.111391783260825,-0.0772927747848026,-0.21586749719479,0.195043288452375,-0.0677926795555988,-0.0344790122851906,0.290550912489971,-0.0401790694227129,-0.160462941818073,0.130087970671898,0.193117935819256
critical,-0.370759125626113,0.508101226953977,-0.0147735048003833,-0.219600860015123,0.191373819915421,-0.523476695867483,0.278549827623132,0.601811808949928,0.426067298236679,0.303368155275028,0.445772557216866,0.362230091926923,-0.12216970464529,-0.542855588762242,0.380477582392197,0.430194016072427,0.321644656059007,-0.222023221626967,0.0519502282204935,-0.362396901259475,-0.245079172417551,-0.0268853128596076,0.283989262380269,0.135427420293351,-0.493422005689384,0.399385057608005,-0.237739561785254,0.142890324780143,-0.367067562570936,-0.33427139727524,0.372572270545159
critical,-0.121610474825277,-0.0342846218533967,0.121456732126383,0.165427144010111,-0.0719515830824647,-0.327318205945657,-0.0279811711987363,-0.0329009375633493,-0.204785274927015,0.160814863043287,0.294724753780096,-0.163735974322275,-0.0862496540796212,0.133602405339021,0.3130201349485,0.108081117322591,-0.136677259316904,-0.126069013093207,0.0275199431020538,-0.0358220488423382,0.206783930012639,0.186182408360822,0.257057792551028,0.133448662640127,-0.106082462236967,-0.209551298592734,-0.266436097183571,0.0155280125883097,0.175266676739337,-0.0450466107759875,-0.275660659117221
critical,-0.0349679889029006,0.306034658435386,-0.0382057656531692,-0.363537573520156,0.237264280259681,-0.293731106784365,0.0558192711746303,0.0260317250721594,-0.132360313550979,-0.157614972203074,0.117207518359723,0.221593440788381,0.132230802480969,0.0929889482677136,0.405758182343658,0.110213920579142,-0.037817232443137,0.103220322798562,0.297745949954698,-0.333361494207653,-0.114228763749475,0.236357702769606,0.0560782933146518,-0.351622555079168,-0.0001295110700107,-0.0292695018224279,0.104903966708702,0.0214988376217834,-0.143109732361871,0.0229234593919015,-0.0385942988632014
critical,0.235909548675208,0.0811252626104762,0.113055977104669,0.0548016051901253,-0.35345117143895,-0.19781107139979,0.345866888975912,0.0821876523718357,-0.356903938163368,0.185446035010634,0.0717703305451721,-0.207520133385547,0.0403708109316593,-0.0388067371163246,-0.317211876245911,-0.314614923495921,0.292599846774417,0.15670248980052,-0.26837145805008,-0.315441226643645,-0.112377228090467,-0.0933722556928144,0.155344991772116,-0.394677796345038,0.232840422697947,0.0988612694598383,0.0034527667244182,-0.23399134493942,-0.247005619516074,-0.185711632450974,-0.520128320665567
critical,-0.0023912982780117,0.358273873204835,-0.264496719934326,-0.456183189899749,-0.498097866116739,0.0576781144656438,-0.307234002758952,0.362712122808825,-0.0522450847780011,-0.243625468563839,0.348192159664738,0.386127715547116,-0.260288034965025,-0.516405645733197,0.548391651499883,0.0656937462935393,0.391713788324552,-0.297094898060182,0.289959263998595,-0.532896038658367,-0.418228503631146,0.391771179483224,0.424962399582027,-0.291508825282747,0.389073795025627,0.371952099355063,-0.143975286722533,-0.350985196053455,-0.373865137977472,-0.463969257092955,-0.446311910608116
critical,-0.097452694571416,-0.188256569825094,0.128417195965453,0.0190916097552189,0.347258334652141,-0.0241257158100776,0.0740868438262227,-0.0788360004817498,0.293402898178464,-0.0295397543973785,-0.118443966988846,0.364070349212707,0.339184768337745,-0.380882363773273,0.0869095667961459,0.25597954373291,-0.0027545108602057,0.287039028260058,0.430558542390087,-0.117969051323293,0.275926001686124,0.244391601493424,0.119963697118614,0.189111418023089,-0.176003745653834,-0.125187769439694,0.152827861174862,-0.0359036243157848,-0.130411841760774,0.277255765549672,0.408237506109109
critical,-0.250168726674398,0.454748515379492,0.218087622177481,-0.177792294623031,0.0441742662205066,-0.325739578803695,-0.422484872592407,0.340935891460129,0.0950568146046646,0.295073146055574,0.484091545523899,0.631993195132021,-0.264954328177956,-0.0373290803392298,0.291559283969852,0.655084288838195,0.33057684349313,0.117554658867795,-0.038743752088027,-0.378264971799359,0.0277458201054422,-0.0184363673069057,0.272894743800237,0.129510916873758,-0.501615221379968,0.263402752711533,-0.270658649745687,0.0219958639651696,-0.268331286546053,-0.305386559450031,0.517952398349949
critical,-0.0539286437658857,0.606207189178993,-0.0916285494247086,-0.701573818729486,-0.0525154671329673,-0.679646787747752,-0.0762203654915984,0.491329604825627,0.133112121552313,-0.593898876569704,0.514396294382295,0.396099734304126,-0.311764999758996,-0.30027724132366,-0.0321839581561414,0.366149506954856,0.356302856867424,-0.0955945612654796,0.0679236510660776,-0.499079283135179,0.375038843839342,-0.0202859226338285,0.0136759028992102,-0.697607806888715,-0.600873587048301,0.633650167663408,-0.304653530251407,-0.3757682253273,-0.287923342371373,-0.661868113978779,0.0643223299692855
critical,-0.240962929026132,0.0219647977375492,-0.217958377549527,-0.115542634252552,0.174288720509192,-0.138677154946539,0.187155673030005,-0.362094239626107,0.0869494064285232,0.0489983949529944,-0.171299428509408,0.151804045902115,-0.129059432860274,-0.159082322075504,-0.183126627291165,0.327132520150363,0.101505958775301,0.0409403034753136,0.0995564205145722,0.127759740686455,-0.177278012508977,-0.260718250068188,0.23953326763493,-0.291131046935564,0.131138940338386,0.0473087951270291,-0.389907652145844,0.0448393799967721,0.0376910730407649,-0.441765369881241,-0.434877001359998
