group,BACH1,BCL11A,DUX4,E2F1,E2F2,E2F4,E2F7,E2F8,ESR2,FOXP2,GTF2B,IRF1,IRF3,KLF4,KLF9,NFAT5,NKX2-1,ONECUT1,OTX2,PAX5,PAX6,PBX1,RXRA,STAT4,TBP,TP63,USF2,ZBTB33,ZFP42,ZNF143,ZNF250,ZNF384
critical,-0.108108838944594,-0.0710811204998264,0.0743579097427262,-0.0263403442986945,-0.06311600203247,-0.129483587236741,-0.110352179272426,-0.181735772625443,0.0808106639441289,0.129710441876634,-0.0156529701526214,0.0530839857349768,0.007259348476578,0.302624089617346,-0.102891182227054,-0.250876025650629,0.123913045523811,-0.0378595187910423,0.204471648756948,-0.112444283173662,0.13898627604115,0.0845411624668149,0.17266158702972,-0.031230322091945,-0.0994127444153601,0.130441417938511,0.0524034218152976,0.0385400827107215,0.152320287652642,-0.194111953535164,0.11970363165024,-0.0947496212620027
critical,-0.030084057063506,0.0809760728457745,-0.067557180774189,0.0869480582181504,0.0615201253432763,0.0195354775740431,-0.0286525157756968,0.0288188059252908,0.0105196594634466,-0.160614594488293,-0.023266160930152,0.0440307396098899,0.0590113130863582,0.150803475662247,-0.0602621042115652,-0.184835116276984,-0.0441681097334675,0.0800867820457718,-0.208188037285185,0.333722640215648,-0.0959711063352509,-0.0014532313073214,-0.102846842520638,0.0171712654472066,0.15735386155495,-0.0575219317465162,-0.0292959863545606,0.11617174450767,-0.228873085893378,0.0186606467870486,0.0318481786505033,-0.128621815707708
critical,0.0891710514152429,0.116549470288877,0.21902735098907,-0.0032119932756777,0.0575099748407055,-0.006882842733595,0.181860000227657,-0.225145433418932,-0.168859075064199,0.156317006082981,0.0104007401307659,0.0178953911073472,-0.136739142307422,-0.0330376451212564,-0.0575099748407055,0.0056592262476226,-0.106454634279604,0.0217191926260111,-0.162740992634337,-0.0319669806960305,0.0122361648597246,0.0504741800463639,0.174977157494061,0.033496501303496,-0.0523096047753226,-0.110431387859014,0.166258890031508,0.27011333927842,-0.184307233199601,-0.392016131693426,0.0252370900231819,-0.0624044407845954
critical,-0.491984856499156,0.0178973815894747,0.142921536433934,0.471512312091052,-0.273611049479379,-0.148329378353056,0.254297328339658,0.123994089717008,-0.166098001801599,0.0690143635392692,0.166484276224394,0.178072508908226,0.144981666688838,-0.0731346240490763,0.113049647737833,0.0694006379620636,0.128500624649609,0.108285596523368,0.372368543573818,-0.0672117495662286,-0.0333483585012514,0.279147649539432,-0.0390137167022361,-0.45734891658859,-0.191592113706031,-0.0803450799412388,-0.432112320966021,-0.0144209117843249,-0.210004527859231,0.076868610136089,0.263310398204861,-0.0961823312758099
critical,0.160479601954739,-0.0652387011590783,0.207442109378082,0.339089188095326,0.0032166100974892,-0.142378859678867,-0.26306022215467,0.298238239857212,-0.136559719593409,0.36979319357136,0.171620769656042,0.144952147756858,0.10363332895911,0.0544776782874778,0.0052050599759372,0.0016083050487446,-0.156064073548185,0.2443161578593,0.100153541671826,0.143607019897908,-0.205980013879223,0.194897329997874,0.146034098426014,0.029183426157221,-0.18375616229657,-0.063191767460676,-0.166211016310265,-0.0152935189180627,-0.0756780630209299,-0.0596242544434606,0.110095791064065,-0.304642218142213
critical,-0.092011165568577,-0.172826620376526,-0.0478779030138816,-0.096711071451025,0.130622993976819,0.306468253090852,0.178558212916096,-0.159720378769374,0.0785419231005855,0.182933328554635,-0.0862413624120757,0.188550289243415,0.0151505096129322,-0.105499513345034,0.166044235871367,-0.157599689529732,-0.141360177334282,-0.200835002586562,-0.209527917938244,0.0363956126262747,0.231976655384897,-0.0898904763289358,-0.145448713345842,0.189983187378308,0.0894701595427006,0.0098010232426661,0.240191938024948,-0.14730192826697,0.159300061983138,-0.077930553229698,-0.257138346633612,0.0465787420382456
critical,0.163045039029869,-0.0377340850259111,0.264420192830824,-0.163232770796167,0.121556318677997,-0.126906674017492,-0.0005631952988941,0.069273021763986,-0.147087838894534,-0.34345526644231,-0.0178345177983162,0.45787777800098,0.0171774566162729,-0.0273149719963684,-0.0062890141709851,-0.245740882084167,-0.0320082661538201,-0.452621288544635,-0.0140798824723549,-0.186042180401382,-0.512319990227419,0.162575709614124,-0.0890787231084318,0.103721800879681,-0.250997371540513,-0.0178345177983162,0.461444681560644,-0.316140294445941,0.161824782548932,-0.134509810552564,0.102970873814489,0.395175368057427
critical,0.088342524418695,-0.113609120331371,-0.027213663339639,-0.0165274328102633,-0.215581116738804,0.0467296182471006,-0.007380743967323,0.0604496515115109,0.0337340751880716,0.0299757822476556,-0.178632116264352,0.0571894455872946,0.0926894656509834,0.109126337185574,0.128823414644381,-0.147977124449152,0.372795491306569,-0.0156218200535365,0.0425185189283212,-0.223958034738527,-0.273721455720662,0.215807519927986,-0.123842544482384,-0.0762073134785564,0.0122257722158112,-0.0455070410255194,0.0350472136853254,-0.109398021012592,0.141049186860192,-0.287350927709399,0.229572833830232,-0.232787759116612
critical,-0.226952700914955,0.0398559921782399,-0.005570780724913,0.345614859445624,-0.230485391130753,-0.271156619512639,-0.0609162607724235,-0.001585181507089,-0.0237777226063363,-0.120428503638568,0.0997305622460049,-0.0822029838676198,0.0098734162441548,-0.0815236203645816,-0.158744605209921,-0.120564376339176,0.243710333989896,0.0510881354284711,-0.175638110985471,-0.0925293091138001,-0.1850586182276,-0.081885947566202,0.0212414321949938,0.0510428445282686,-0.0765416213423016,0.213682467155609,0.0517222080313068,-0.0637242965849813,-0.16209613182491,0.225322228507663,0.0962431629304089,-0.0490047540191541
critical,0.0224415288575621,-0.151544806940434,0.165989928963692,0.0145740963270375,-0.455021343732638,-0.515381317901254,0.461212110314035,-0.0412717772093096,-0.476818001071305,-0.537693872455037,-0.102663545808158,0.122138665678801,-0.364481382479715,0.532792848911431,0.156703779091597,-0.204940168704978,-0.0159928136686075,0.147030706308165,0.086412783531992,0.174244284405554,0.41349161791577,-0.0708068927747218,-0.562198990173064,0.0954409847965284,0.324499348308197,-0.513317729040788,0.0500420298662879,0.520669264356196,-0.562585913084401,-0.145611988966595,0.718386872049545,0.205714014527653
