group,AHR,ARNTL,CEBPA,CEBPB,E2F7,EBF1,EGR2,ETS2,FOS,FOXH1,FOXP1,GTF2B,HINFP,HNF1B,IRF1,IRF2,JUND,LHX2,MAFK,NFE2,PAX6,PPARG,RBPJ,RUNX1,SP4,SPDEF,SREBF1,SRF,STAT2,TBX21,TCF21,TCF7L2,USF2,VDR,ZNF250,ZNF76
critical,-0.121852612229238,-0.260054685971144,-0.122709132555017,-0.0670353113793679,-0.265697643411572,0.219672271788083,0.0046352864689228,0.0201534194300993,0.13084607564992,0.167222997721249,-0.337443816582725,-0.0647176681449064,0.223702955674102,0.206219864318491,0.0050887384061,0.0939653180928381,-0.187074115859897,0.247987826087372,0.0771120210944175,0.129208610321224,0.136740950833224,0.387701406286536,0.124170255463699,0.341348541597307,-0.0519706303553686,0.322706628624465,-0.133617170821558,-0.264387671148615,0.307012153243275,0.0765326102858022,-0.375483395757038,0.126865775312475,0.37853160044584,-0.10814828701677,-0.018163269261377,-0.243100621875573
critical,-0.139323625598223,0.206745043961426,0.515290720259017,0.35573127394936,0.491802714076103,-0.136324387885636,-0.305228447116681,-0.648601416274415,0.133173381517713,-0.141665199137689,0.0020813987017475,-0.359062957287921,0.346690198338644,0.45874605552821,-0.292776190300323,0.339925652557965,-0.42974378820143,0.135970261023186,0.379804673517141,0.347210548014081,-0.0128425190729351,0.225961846558463,0.130239187514555,0.130362047854588,0.32589066547882,0.358253524459463,0.260247108506693,-0.524273979239129,0.525936207368997,-0.324654834999657,0.140349870791446,-0.0702616603416292,0.221191974533625,0.0133339604330699,-0.285621382263066,-0.269194232092677
critical,-0.425763383010724,-0.043907326957987,-0.229327815714364,-0.172110602187231,0.219689621991879,0.0972998604365148,-0.0489559046221458,-0.223667289242429,0.155740971579201,0.289298798876493,0.0641016376146222,-0.207144671432455,0.211275325884948,-0.0134628737710901,0.0406945957171587,-0.129274185642854,0.258395384083763,-0.171039691773622,-0.0488029174202016,0.194140759267197,0.214641044327721,0.219383647587991,-0.177924115861111,-0.227797943694922,0.198271413719691,0.382926966466347,-0.222290404424931,0.278130733134566,-0.0665494328457295,0.0891915387334719,-0.172875538196952,0.100206617273455,-0.0201943106566352,-0.223667289242429,0.0281496451577339,-0.234835354984356
critical,-0.25231979713564,-0.322680680300123,-0.0118556799471291,-0.0239690920670219,0.662629416175413,-0.320747689004396,-0.558119020119742,0.130799077677566,-0.0141752695020022,-0.366881747929094,-0.359407514918947,0.235438339819619,0.235953804165146,-0.235953804165146,0.489819994337368,-0.261340423182368,0.189690879154066,-0.00631443823271,-0.13530939070093,-0.102190806500798,0.269330120538042,0.0365979685324421,0.0842784204937223,-0.204252746915214,0.36662401575633,0.100386681291452,0.232474419832837,0.354252871463674,-0.123067112494656,0.0479381841340439,0.581186049582091,0.44226840846247,0.180541387020956,0.47525812657622,0.218814614676362,-0.211726979925361
critical,-0.186410966483362,-0.141620878551663,0.005321015668126,0.149134620456655,-0.176996861839754,-0.168255193242119,0.145509313078371,-0.131622046911558,-0.125131577250438,-0.214477862315236,0.0189743910363397,-0.0023389079859894,-0.232955235404553,0.0457548874759194,0.211174154785026,0.0114314127815236,0.0303473311182136,0.108963875797285,0.0919483201992117,0.104139878076182,0.0275698778848511,-0.101216243093695,0.220149714181261,0.008449305099387,0.0553736465683011,-0.0582388088511382,0.0207285720258318,0.261636094582749,0.139398915964973,0.147877457414185,0.393930577540279,-0.243889630239054,-0.0429774342425568,-0.111887510779772,0.385744399589316,0.098117190012259
critical,0.34248185734558,-0.114326087734716,0.507918655979734,-0.172691961182449,0.488119699236097,0.411310438889276,-0.625490474328161,-0.602541249635922,0.657833225267141,-0.447777176960971,-0.424006973348793,-0.655733046634739,0.638358841584875,0.753868666366944,0.513474583089087,0.675646558576508,-0.647905108095789,0.356801257111953,-0.60324767335773,0.621939263186101,0.569110224314698,0.578484658028417,-0.441667566393985,-0.116044415706681,0.64112725887304,0.627361542564301,0.60502327892876,-0.475556812507733,0.517273997160431,-0.628774390007916,-0.594770588696037,-0.345861235690444,0.575067094617509,-0.679579620379005,-0.465724158001491,-0.367951296396701
critical,0.0603784508697134,-0.262453763889345,-0.0314568911996174,-0.0750270330402814,0.463777867566896,0.318137156371056,-0.094088970095572,0.266303711767507,-0.282830317293276,-0.210902022789077,-0.219353127887481,0.229024948166767,-0.111366784963422,0.0274191409859351,0.209305702937156,-0.314287208492894,0.0023475291940013,-0.309404347769371,-0.0690173583036381,0.0297666701799364,-0.39785924779934,-0.0167144078612892,0.255692879810621,-0.116249645686944,0.331001616354183,-0.2181324127066,0.267430525780628,0.257195298494782,-0.182825573628821,-0.165078252922171,-0.151744287100244,-0.477017932221064,0.0715526898331595,-0.247147873544457,0.183482881803141,-0.0712709863298794
critical,0.224405756989495,-0.0582295810105913,0.106950443504679,-0.252524396031157,-0.0798732355386338,-0.0008603126276836,0.280643035072819,-0.286619943854621,-0.101064093946843,0.089789470562988,0.0303373400288462,-0.236721811448967,0.259678574724527,0.202354585953602,-0.0668779868994117,-0.0576862256667911,0.0782431695072331,0.113063191122431,-0.0308806953726464,0.0917364938782722,-0.414082051587759,0.0902422666828216,-0.0207380622883755,0.212361380201923,0.0600860451019088,0.127280989285204,-0.22110034531471,-0.0812769035101178,0.180892049873493,-0.0004075165078501,-0.0217794933639926,-0.0693230859465127,0.246955003757205,-0.0406158119490672,0.324564258696671,-0.337876464619776
critical,-0.112623153218806,-0.139205296740897,-0.034823966556197,-0.211298605918355,-0.0078795450985413,-0.0965923545700497,0.253141707476126,-0.018476174713821,-0.164021335327107,0.129016229803128,-0.0273519841351664,0.101437821958233,-0.0180686120363103,-0.140654408483157,0.217140337629343,0.0961847918925389,-0.0014943964842061,-0.049903785624095,-0.277187905449261,0.0234574963278414,-0.149213224710883,0.101935954119635,-0.0250424622959388,-0.088124107826215,0.167191267263302,-0.0526661548827791,0.157047485067479,0.0843654742447269,0.123083928608249,-0.251737880475812,0.0122268803253227,-0.0045737589365096,0.0030793624523035,0.146043292774688,0.0642137640789172,-0.137529761288908
critical,-0.212527601129375,-0.237659731038549,-0.197706088618836,-0.265498398014865,0.0723032045079317,0.254930015181264,0.167418650010345,-0.214203076456653,-0.213945311021687,0.0391803461148151,0.447223029665817,-0.106714890075878,-0.125016235958456,0.302229972497504,-0.0612192908043985,0.288955052596761,-0.29024387977159,-0.0087640247888402,-0.0132749199007433,-0.407269387246104,0.284315274767375,-0.154917026414499,0.237659731038549,0.379044072117339,-0.140997692926341,-0.527130314505242,-0.192808545354485,0.067019013091131,0.271813651171529,-0.11161243334023,-0.347467806334018,-0.18868429839503,-0.184688934153059,-0.0889290750632315,0.463977782938599,-0.108390365403156
