group,ARNTL,BCL6,CEBPB,CEBPD,E2F7,EBF1,ELK3,FOXO3,GLI2,GMEB1,HINFP,HNF4A,HOXA6,IRF2,KMT2A,MYOD1,NFAT5,NKX2-1,NRF1,RARG,REST,RXRG,SETDB1,SP2,STAT5B,TAL1,TFAP2C,TFAP4,VDR,YY1,ZBTB33,ZNF143
critical,0.169098887392156,0.153942130231221,-0.049739424749799,-0.241901844288509,0.217651032831015,-0.041226379477741,0.18652915812723,0.0230887934084897,-0.163238274623261,0.245084763292306,-0.248974997630279,0.345447756959625,-0.296541953853677,-0.161242634930405,-0.0918246871333262,-0.0600712808811691,-0.0311976584895895,0.0482742715575754,0.0404938028816291,-0.274362565874843,0.0967253719486949,0.172963860468194,0.10248493966985,0.187413302294951,0.268602998153689,-0.255340835637871,-0.126937841222824,0.248697123748995,0.255441880685611,-0.0885407230817905,0.0828064166225704,0.196431572805707
critical,0.263562546228264,-0.101239395451344,0.251593285322151,-0.176419958663926,-0.213565192177275,0.539528546624048,0.371633248992408,0.26159420344322,0.340573957693111,0.40427734569584,-0.0456626579912783,-0.359512020444803,0.213680977046983,-0.232727588114027,0.335472186871581,-0.254951046543696,-0.314956555270112,0.353664884524525,-0.198426320462892,-0.239341798796123,-0.330775663094031,0.234761059888282,0.207595034832932,-0.0035603847435354,-0.0780824215096502,-0.429909221227553,-0.02181821138569,-0.45496940896508,-0.0607508738251634,0.0781982063793586,0.252620876040813,0.114699386554954
critical,0.254537818027193,-0.0753505454087719,0.0960259999416666,0.144115575670029,0.163565818082456,0.0943413332760234,0.0725938181377193,-0.0093422424185672,-0.126196848408187,-0.217934605928216,0.187763757461696,0.235240727129824,-0.0038287878764619,0.114404181748684,-0.0810171514659356,0.0699902423817251,0.131097696890058,0.212114848355994,0.137530060522515,0.0742784848033625,0.0049008484818713,0.186385393826169,-0.0646299393546783,0.145493939305555,-0.060035393902924,0.150241636272368,-0.221916545319737,0.16111539384152,-0.271384484683626,0.0431887272464912,0.398347090667105,-0.0853053938875731
critical,0.256060241802586,0.0746520040300589,-0.138602598155982,-0.495359239177006,0.138086867558192,-0.080453973255193,0.238525401477736,-0.0493812047383637,0.020629223911588,-0.147370018318406,0.165807387189388,-0.0119907363986105,0.0593090187458154,0.26585912316059,0.095925891188884,-0.197653751602902,-0.0036101141845278,0.0493812047383637,0.313951001404479,-0.438113142822349,0.31743218293956,-0.554281459974479,0.313822068755032,-0.537391282896866,-0.078004252915692,0.669031517982687,-0.38898980338288,0.191851782377768,0.106240503144678,-0.0074780936679506,0.121841353727816,0.0812275691518776
critical,0.0736667048660363,0.247301293182131,0.269126297880329,0.0099763091180772,-0.188408887743159,0.0426260480499662,-0.0968374873338285,0.101489197450469,-0.357830606519655,-0.449372750890516,-0.166554627006491,-0.245370394643148,-0.0596530624391772,-0.0587168692081553,0.0751002507510386,-0.112547979991915,0.204645989093695,0.110500057299055,0.0322401543933169,0.301307940196707,0.113864501723039,-0.200871960131138,0.210526452826051,-0.260700558801132,0.143910453231149,0.247272037143661,-0.104268521105065,0.0503203861674275,0.119306124878354,-0.361780171713028,0.318422722701326,-0.391884635298076
critical,0.203845091896308,0.0921336989165549,0.126872634573617,-0.130333144950022,0.0189850099655819,-0.19906538143166,0.227495099275386,-0.0313931383318081,-0.0755959007088728,-0.101559287952841,-0.116089607765371,-0.334197355688189,-0.0806815126432583,-0.146469447478673,0.281008737637586,0.0892467537959075,-0.0454454870978732,-0.0108595021756803,0.0707970714023662,0.0725368860114981,-0.0923822438607166,0.153141923287322,0.0998194733437089,0.312076855657798,0.181724591865917,-0.0910630437724738,-0.290166662887851,-0.0558652559108059,-0.110277479840359,-0.224015470057123,-0.141861806590753,0.282519126144414
critical,-0.365023163917237,-0.0047172804848441,0.275206143485805,-0.141801451374414,-0.0609472638641858,-0.444367821672314,-0.599566349623685,0.261054302031273,0.177652783059229,0.186426924761039,-0.148028261614408,-0.0580225499635825,-0.106233156518689,0.13283861845321,-0.179917077691954,-0.429838597778995,-0.375967254642075,-0.0175482834036201,0.0381156263175403,-0.214919298889497,-0.281055571287012,0.118686776998678,-0.137272862108963,-0.066419309226605,0.247751571064012,-0.417668014128097,-0.0475501872872285,0.0500031731393475,0.174067649890747,-0.159066697948943,-0.191898970123458,-0.0389647368048123
critical,0.304765826030309,-0.0783800189582339,0.0550655920227408,0.210464865721184,-0.166784334322585,-0.0107046785151292,0.0676299816358373,-0.283719339458191,0.186787568327551,-0.0396889563590594,-0.678839909565353,0.405643813393221,0.281043169829408,0.150001575633611,-0.206337214259842,0.0123829543840265,0.117978257702758,-0.064228071090775,-0.0183703169433361,0.333069721765227,0.26326251738055,-0.141882349132729,0.0818272883105637,0.164017447079267,-0.176128248619689,-0.0897197207751081,-0.0944823955381952,-0.337787037721046,0.064046635861705,-0.367678491710327,0.282313216432898,0.28934383155936
critical,0.314207980121704,0.0304686526178622,-0.0162318119601111,-0.162318119601111,-0.204303197464416,-0.18820740627492,0.174877370754605,-0.0306953539022213,0.0836074336716339,0.0705947799494219,-0.0525040174575662,-0.300061819977697,0.411916233680474,-0.0893203060374831,0.0611640065200836,-0.0841968570109676,-0.0589423339333645,0.117476605554883,-0.0783026236176311,-0.288862776530358,0.190610439889126,-0.263200191140908,0.238263049861408,-0.0342318939382232,-0.0063929762189264,-0.0901364306611758,-0.358097348773625,0.0685091281333182,-0.134977944707405,-0.0074811423838501,0.210832194453958,0.0509624487239244
critical,-0.12130642041748,0.326236841292966,-0.460448200052731,0.284553890447385,-0.210221445595824,0.0193574075134276,-0.138857136562987,-0.203123729507567,0.249323408772947,0.167764198449706,0.436057866585812,-0.14259956868225,-0.0335528396899411,0.232159840777708,-0.215770569083006,-0.100787568453246,-0.275391384224363,0.247000519871336,0.278230470659666,0.293716396670408,0.123500259935668,0.0162602223112792,0.141438124231444,-0.0450382348145748,0.384696211983517,-0.0098077531401366,-0.396826854025265,0.100271370919555,0.239515655632811,-0.0387148150268552,-0.280940507711546,-0.183121075077025
