group,ARNT,ARNTL,BCL6,CEBPD,CTCFL,DUX4,E2F2,E2F3,EPAS1,ESR1,FOXM1,HES1,HEY1,MEF2A,MITF,MZF1,NFE2,NFIC,NFYA,NR2C2,NRF1,OTX2,PBX1,POU2F1,PPARG,RARG,RUNX2,SP2,SRF,STAT1,STAT2,STAT4,THAP1,TP63,ZKSCAN1
critical,-0.0206877760751815,-0.0741713885787488,-0.204770907482808,0.179488668254734,0.154790255836143,0.0551335578347167,0.0393956177529836,-0.158420135564672,0.267164224774583,0.157887076303839,-0.0746282965166055,0.18966756175921,-0.147885869219641,0.260056767963477,0.216498211221132,-0.212919099041254,0.248710220840034,0.0600326262795143,-0.0964329586621036,-0.0048990684447975,0.0748313667112085,-0.254396186288919,-0.0503867920358714,-0.04320318390179,0.0312981937431886,0.0851625628616366,-0.116130767538595,-0.249141745003566,0.0763036256220804,0.138950780657108,-0.0158394751790346,-0.0978544500243246,0.170020520431369,0.150094257585948,-0.0953414563661124
critical,-0.0168713445402121,-0.139563430353135,-0.19621126234471,-0.148457642185809,0.0952670529278844,-0.0915041171525222,-0.0508833346335732,-0.0563275821383526,0.0507959937645126,0.190548662667279,0.0132321416626858,-0.0177738668538386,0.0921591736704769,-0.0557161960549282,-0.0432264517792578,-0.150852237679222,-0.128980628385288,-0.0699600361175663,-0.0233418472564539,0.184332904152464,-0.163240084274321,-0.0486779776897922,0.0388157378916959,-0.0053569066357187,-0.129475559976632,0.214356327892056,-0.075731811881323,-0.0351983702314347,0.0367413922515059,-0.122066142917988,-0.0348926771897225,-0.169157428153179,-0.191676815559312,-0.144883944960078,-0.015896038169035
critical,-0.467017865126011,0.174205076673988,0.14455314872948,-0.0926622748265895,0.26084430363685,0.11783552615448,0.369104728059248,0.347637967724422,0.124321885392341,0.0389181554271676,-0.035520538683526,-0.0316596105657514,-0.0613115385102601,-0.0719677001153179,0.109187047170665,-0.112893538163728,0.217447471593063,-0.0383004069283237,-0.0867936640875722,-0.318758225403468,-0.465010182504769,0.218065220091907,0.0231655687066474,0.0869481012122832,0.438910308428613,0.104245059179913,0.115673406408526,0.346402470726734,0.157525867205202,-0.144707585854191,0.0999208196880057,0.494816547573988,-0.303932261431214,-0.23891423192789,0.0682612091222543
critical,0.343909278949527,0.184186264187119,0.130600098780607,-0.365654389549271,0.521882654393862,-0.0702833039027448,-0.442409452559082,-0.490947645862083,-0.352710871335137,-0.466743266801653,0.0327471010817577,0.129176311777052,-0.161146801765962,0.174866931072943,-0.454835230044651,-0.055657128320774,-0.501949636344096,0.396718833263191,0.134094848698423,-0.125422691494953,0.393741824073941,-0.0102253793891655,0.553464838836348,-0.231818411215131,-0.467649313076643,-0.541556802079345,0.0381833787316938,-0.226382133565195,0.200106791590504,-0.030935008531779,0.459494896601739,-0.454964665226792,-0.0012943518214133,-0.164382681319495,0.0110019904820135
critical,0.118088581814648,-0.120629391931251,-0.192333416966064,-0.132535746314864,0.0475958732307726,0.162907290499367,0.166895771496359,-0.207666910576723,0.0901987591393847,-0.111766100826824,0.180574784100858,-0.173454606913635,-0.043430126411692,0.103345974277618,-0.13619923997136,-0.165152657579155,0.0880420249706408,-0.108102607170327,-0.229470606693613,-0.0967280502529792,-0.0767561009643372,0.0873920502896495,-0.0568136959793766,-0.150971391812072,-0.0709063288354154,-0.0364281264391947,0.0956349110167666,-0.279932277381484,0.0696063794734328,0.0315828606354413,0.272516657157447,-0.0101632404664095,0.125238303305553,-0.0136494683008175,-0.113095594492488
critical,0.193376688108338,-0.120351569432287,-0.0149908896198921,-0.176552935536207,-0.067159957228886,0.0071385188666152,0.229011402558712,0.104781880985372,-0.286023087020464,0.184559652643356,-0.0245989501484716,0.168584805017525,-0.137387548240993,0.0146821969121466,-0.0139104651427828,0.146474689825252,0.0109392978307321,0.200843192976933,-0.358044954396342,0.333735403661382,-0.146436103236784,-0.100865342255851,0.061699954960637,0.161716392270187,0.0241166177926192,0.103334883917815,-0.0376412170507201,0.0474422105216405,-0.198624464140012,0.0581692821157975,0.343073358070684,0.0941512758623854,-0.0785815874154705,-0.0616034884894665,-0.0431976857901395
critical,0.336325371596859,-0.144872771711027,-0.22567451446324,-0.120727309759189,-0.249724915541252,0.0379292886566272,0.153523311229205,-0.162078789873557,-0.106468178685269,0.298110900318754,-0.322161301396766,0.48652155224215,0.224818966598805,-0.178239138424,-0.290125786917359,0.0143541919477461,-0.0658771855615103,0.276722203707874,0.168447868419908,-0.139739484524416,0.224343662229674,-0.201433991637576,0.31541197935511,-0.52093358856721,0.122058161992755,0.262177890012475,-0.187745225806613,-0.418457966582638,0.0778548556636031,-0.163314581233297,-0.127856875296149,-0.146108563070767,0.0134986440833109,-0.104852143830225,-0.14677398918755
critical,-0.151928815270402,0.0959070589045683,0.266205904944239,0.23685032227573,0.418955217866866,0.265977988929732,-0.0849215070053283,0.0394294705097203,0.0822320980341451,0.0228371846536068,0.451319291926868,0.119427991601696,0.115735752166682,0.353133072877229,-0.231608253942068,-0.320905748425932,-0.380984409849991,0.149148239893416,0.254080772972464,0.207038907578208,-0.153569810574853,-0.460891764536164,-0.270034893987957,-0.053150014583045,-0.241226309754266,-0.028626251422086,0.0765341976714687,0.49854349013273,0.199927927925588,-0.48919893353794,-0.408379914793739,-0.353452155297539,0.209637150143588,-0.483227533957856,0.0956791428900612
critical,0.119858066093445,-0.0350424727586178,-0.0475772476096116,0.0411268707702316,0.118714382256675,-0.102748555895373,-0.0509625517664494,-0.0221874664333285,0.0568182130107093,-0.0084632603920943,0.124066822612757,0.178917899424222,0.12955650502925,-0.0780449850211514,0.007273829201854,-0.219587296659746,-0.0396172081056958,0.0459303428846635,-0.0769470485378527,0.179558362372813,0.107780764777159,0.0735159970275441,0.0619419165994367,-0.178140194415219,0.0848613406882977,0.127680863536948,0.0063131347789677,-0.0530669300261053,0.451068905221895,-0.0296900324025365,-0.0344477571634977,0.040623649882053,-0.0860050245250672,0.327368061436905,0.113453436607535
critical,-0.0708983917282957,-0.160789747112245,-0.0485231194764299,-0.0225053610440278,0.411600938400601,0.482109063752411,-0.559641983880969,0.173928715120608,0.0845577149053068,-0.402624811741423,0.174579159081418,-0.160529569527921,-0.0699877701831617,0.331206064844479,0.244436840472418,0.47105151641864,-0.149211844609826,-0.150252554947122,0.475084268975662,0.197084520125446,-0.142837493793888,0.0701178589753237,0.182774752987625,0.154285307504144,-0.304928128827753,-0.0595806668102008,0.485621461140785,0.120202043957698,-0.109014407831765,-0.352670715551211,0.258226252441591,0.307529904670993,-0.561593315763399,-0.379989361905233,-0.0202938515772736
