group,ARNTL,BHLHE40,CDX2,CEBPD,CLOCK,DUX4,E2F1,E2F6,ELK1,ESR1,ESR2,ETV4,FOXA2,FOXD2,FOXG1,FOXH1,FOXP1,GATA3,GATA4,GLI2,HEY1,HNF4G,HOXA6,IRF3,KLF3,KLF9,MAX,MECOM,MYB,NR2F2,NR3C1,PPARG,RBPJ,SP1,TCF21,TCF3,TFAP2C,TFDP1,YY1,ZNF143,ZNF76
critical,0.129094042094218,0.235722630914436,-0.0689666620801558,-0.221589910590996,-0.243979381497665,0.0669151381622371,-0.182408336504327,0.297698915200203,0.336120665613569,-0.136084419888607,0.0533396218658862,0.0356104028221444,-0.234304293390937,-0.0439937906842566,-0.194286913263634,-0.0968775183461609,-0.0124611082421728,-0.17909043979757,-0.0842644453693274,-0.34027436836096,0.0283160955584334,-0.0187676447305896,-0.320974847059058,0.14234030146547,0.0296837781703792,0.157435465108428,0.23341783243875,0.128410200788245,-0.0175772543090812,-0.0845177199270951,0.388345879425277,-0.0954338533668848,-0.0343693574890824,0.0256567127018722,-0.0513387528595211,0.182104407035006,0.364208814070011,0.160196157788096,-0.190589104720225,-0.262417769303156,-0.20287292077196
critical,0.0790251025113139,0.0515444454934586,-0.122788704501308,-0.141942110466297,-0.484831061300167,-0.442801392600271,-0.0555368633210791,0.316741528236552,0.331181258408713,0.297333132081842,0.200407718252164,-0.0491985357480319,-0.324573369777961,-0.289712568126201,-0.0348389453497836,-0.193013002750275,-0.282791405833794,-0.292502889345141,-0.339464796857626,0.366777888893665,-0.182820680595456,-0.0631428564087358,0.0701805856450158,-0.0236339478700749,0.409579813596714,0.0454611081101317,-0.0279760665293118,0.335137249066373,-0.159718569406798,-0.0021856301976024,-0.118796286673687,0.1972749816356,-0.241781697892779,0.0801179176101151,-0.546924815214054,0.165408493354556,-3.64271699600414e-05,0.273240201870271,0.121630320496578,0.116872932099797,-0.24940226184842
critical,-0.157592908995175,0.59729090872807,0.245655030153801,0.130025636284649,0.0807108484358187,0.13492648476652,0.153151515058479,0.729154363193421,0.0750442423786549,-0.11180060599269,-0.368023090685526,-0.191439393823099,0.0117926666595029,-0.262195393780117,-0.0621795151137427,0.0087296363583333,0.0787198787400585,-0.189601575642398,-0.420860363380702,-0.0159277575660819,-0.147331757486257,0.0732064241979532,-0.441382666398538,0.158205515055409,-0.180412484738889,0.28302399982807,0.240907333186988,-0.279654666496783,-0.553642726936403,0.314113757384941,0.357149333116374,0.692551151094444,-0.706947393509941,0.412743333082602,0.0257294545298246,0.292825696791813,-0.310591272538596,-0.0317023636171052,0.392374181579824,-0.0657019999600877,0.0666209090504386
critical,-0.531657614748452,-0.0210391335770813,-0.507133471315044,0.128687215805828,-0.68332008071821,-0.798454480416102,-0.140303915326916,0.703584767660552,0.592064452258109,0.0564055298968375,0.193869807563043,-0.300743443157051,-0.254534793950946,0.772768667030586,-0.751084161257888,-0.634788091607887,-0.49848548389379,-0.713136276155668,-0.546759324125866,0.71158738288619,0.370056416966208,0.682158410766101,-0.322557023368872,-0.285254510462267,0.304357527452501,0.552051376129917,0.227300087295951,-0.234011958130358,-0.660602979432527,0.698292715656501,-0.329785191959771,0.248726444190402,0.131139630149169,0.733271888658887,0.650535173180917,0.758183255409664,0.422718788128473,0.671703381197122,0.688483058283137,0.165602505395063,-0.447113857122757
critical,-0.0557900286448078,-0.0302575063297195,-0.253358925455353,-0.281591438635945,0.077683432836826,-0.172476590397441,-0.144332120397246,0.0387096516478177,-0.112313750459589,0.0144390815850844,-0.0009097795307675,0.130920209250125,-0.258171952650381,0.258641516279164,-0.120355027602502,-0.142307127248118,-0.085636666799342,-0.246139384662811,-0.495477671546707,0.347124912578005,-0.001790211334736,-0.18063525844755,0.322472822066885,0.0426715947656762,0.293946831618303,0.159387504245108,0.169952685892731,0.191464569636363,-0.149291886226269,0.166430958676857,0.155190779312858,0.142982124964494,0.379847627958836,0.285171861305417,0.0420552925028982,0.140927784088568,0.0471911446927148,0.264775191180145,0.262750198031017,0.090508389447968,-0.150994054380608
critical,0.237240947847051,0.141872237264637,-0.203275324931752,-0.191083029538188,-0.353922174786718,0.0783378979617972,-0.159843872679402,0.209150667278887,0.444663573259133,0.202718511441337,-0.008621008868835,0.225509463617968,-0.0959447245380149,0.023712574505593,-0.0556045471807267,-0.135056072123353,-0.174378624825746,-0.137456130271693,-0.111189893896267,0.12461101906178,-0.143427474944761,0.224568640823819,-0.13881936329995,-0.194500712341423,0.257036627454554,-0.004915319087799,-0.103432905960834,0.0303943363905699,0.251161285107419,0.0369032940888662,0.0080641953784203,0.0635727402332134,-0.414806849893791,0.431856862979594,0.0309319494157979,-0.0411081959647568,0.102568885027432,0.247244390209329,-0.273779433097369,0.0290503038274998,-0.201566483530134
critical,-0.412120599248282,0.666044928231848,-0.666704471943493,-0.111368666737876,-0.608664625318678,0.219062732796583,-0.405713603192295,0.52593899977227,-0.312812160380497,0.473646605491795,0.714662721833154,0.275406609877167,-0.692238235637203,0.338440144604442,-0.410707291294755,-0.428326530448717,-0.568244017847825,-0.568903561559471,-0.752445154457425,0.238377941494777,0.711930326456336,0.439067670895517,-0.0363691246707446,0.658978388464216,0.762620971722815,0.652665612938465,0.353421208911821,-0.387057938205748,-0.125407525742904,0.316298319999195,-0.0489004551920115,-0.0177134596841968,-0.388188584568569,0.587088123894843,-0.432095351658121,0.724838539098544,0.394218698503615,0.22603505203398,0.316580981589901,0.650969643394233,0.418810256894973
critical,-0.276380630006114,0.380102838177978,0.298678180011537,0.141460016836846,-0.171750171324864,-0.260985783872024,-0.0431873117212971,0.173884560021921,0.382645939604258,-0.0544496180376817,0.0316071177266276,0.274745779089219,-0.261167433973901,0.138599027732281,-0.14890767101381,-0.0079471919571261,-0.587456429470767,-0.186600067153323,-0.0010444880857937,-0.213529694756613,0.225200713802221,-0.0632142354532551,0.167980931710913,0.416024145824188,0.0574014321931857,-0.108354285769732,-0.210169167871885,-0.320748667389613,-0.110443261941319,0.192503695464331,-0.140233878649175,0.175791886091631,0.229696553823681,-0.0284736534692464,-0.434143743486436,0.121387680579419,0.289913562595963,0.0138962327936035,0.0246135888043565,-0.154357174070125,-0.128290384450751
critical,-0.259736931762872,-0.265889675364905,-0.474399319656033,-0.114167575726618,-0.543902534419742,0.297200303917474,-0.114896789783155,0.452522897959915,-0.0050589225172273,-0.0066540782659026,0.196614339993864,-0.0750178960662725,-0.174145431876809,0.0211927835181146,-0.301302132985497,-0.161748792915675,0.129070888007098,-0.389719337340642,-0.362282658463426,-0.0984894735110661,0.258688686556599,0.175831739382551,-0.228927637874172,-0.0369164616121997,0.35494494201952,0.337808411690894,-0.119408801757979,-0.123556206704535,0.116674249045964,0.241324276835305,-0.720144456709095,0.176971136345891,-0.0091151757067159,0.3450094004992,-0.334025613772607,0.252034608290697,0.256865651415256,0.310827491599015,0.371716865319877,-0.371899168834012,-0.408770054567678
critical,0.192190195631782,0.448011804652104,0.115858418674857,-0.11845032960718,-0.388009066568816,-0.452936435423518,-0.256080800113554,0.184284867288195,-0.0369347307856088,0.240399738972997,-0.0044062485849498,-0.233142388362492,0.0843667008471274,0.166011895215315,-0.108471472517735,-0.465766394538519,-0.317509089209619,-0.078794092342632,-0.52395479496918,-0.272280243440576,-0.166271086308548,0.321396955608104,0.0480799477945995,-0.348223233757652,0.479762713573066,0.0419889571036395,0.415612917998061,-0.283943842636031,-0.0939567712967241,0.228606544230926,0.124022938111676,0.393063292886847,-0.223681913459511,0.147609327595819,0.225885037751986,0.287313326848051,0.280315167330778,0.0684264486133384,-0.0316213133743458,0.134908964027434,0.067389684240409
