group,AHR,ARID3A,ARNT,ARNTL,ASCL1,ASCL2,ATF1,ATF2,ATF3,BACH2,BCL11A,BHLHE40,CDX2,CEBPA,CTCF,CUX1,E2F2,E2F4,E2F6,E2F7,EBF1,EGR1,ELF3,ELK1,ELK3,ELK4,EOMES,EPAS1,ESR2,ETV5,ETV7,FOS,FOSL1,FOXA1,FOXD2,FOXM1,FOXO3,FOXP1,FOXP3,GATA1,GATA6,GMEB1,GMEB2,GRHL2,HBP1,HES1,HEY1,HNF4A,HSF1,HSF2,IRF1,IRF2,IRF3,JUN,JUNB,JUND,KLF1,KLF3,KLF4,KLF5,MAFF,MAFK,MBD2,MEF2A,MEIS1,MITF,MYB,MYBL2,MYC,MZF1,NANOG,NFAT5,NFATC1,NFE2,NFE2L2,NFIC,NFYB,NR3C1,NR5A2,NRF1,PAX6,PBX1,PBX3,POU2F1,PPARG,PRDM1,RBPJ,REST,RFX2,RUNX1,RUNX2,RUNX3,SETDB1,SMAD3,SP2,SPDEF,SREBF1,SRF,STAT1,STAT2,STAT5A,STAT5B,STAT6,TAL1,TBX21,TCF12,TCF4,TCF7L2,TFAP2A,TFAP4,TP63,TP73,USF2,VDR,VEZF1,XBP1,ZBTB7A,ZEB1,ZKSCAN1,ZNF143,ZNF217,ZNF236,ZNF250,ZNF263,ZNF281
healthy,0.340415200580458,0.295300352326413,-0.213125178701527,-0.367533615193912,-0.362669786785633,-0.356516723845237,-0.329369123482174,0.368705493206462,0.292669097552362,-0.335626345370052,-0.32939575441991,0.368717880381232,-0.336310327571195,0.318066816609284,0.373333351772995,-0.343791368445259,0.327481318963041,-0.360810524734625,0.346742807993277,0.27808582618505,-0.316536598760509,0.258431779780007,-0.338119544154151,0.23145583942435,0.329629963822293,0.295259102187406,-0.327245871072107,-0.334634705214447,0.387389271968125,-0.349404649542803,0.329640485251833,-0.21347704222701,0.351153837203785,-0.204307879647789,0.340071843937519,-0.359080658410744,-0.0403835999307009,0.355037970804444,-0.352093014434942,-0.340047284778228,0.327146279194236,0.357070886806533,0.261195857300338,0.333444398675397,0.30359258946592,0.340021825940562,-0.374041682521698,0.332977225226956,-0.355026535960982,-0.337206510248787,0.361285596122994,-0.326873978828817,0.358242771686857,0.355522840216841,-0.294459036294118,0.371818114828247,-0.346789174623803,0.369142180606779,-0.32456029678541,-0.357488378778936,0.33721588933861,-0.340007099144167,0.366910989684354,0.262580427979796,-0.108852649686011,-0.31795985561007,-0.363784904936563,-0.332495043403393,-0.346819195952563,-0.349347308209663,0.345274956398843,0.306815725015258,-0.341387723142919,0.30943451477977,-0.366908411979901,-0.189136074400316,0.293250775104962,0.34471625612829,-0.155983745855007,-0.350715304661561,0.337314201521287,-0.35538951841233,-0.359259238844933,0.317521957192298,0.350395488458125,0.259243969583401,-0.338077334816063,0.338798396128228,-0.3488872406179,0.104480292910057,0.283999753239954,-0.302079051150572,0.327210847714725,0.359186891425929,-0.333057333230412,0.302324498520233,0.293234500770193,-0.0977811229070932,0.355711319402408,-0.348080279479665,-0.33534091382103,-0.288113286512042,0.307526161881275,0.32686095295108,0.34908729887018,-0.280751548026802,0.139064792675385,-0.335007874863674,-0.355108333436806,-0.339600561271057,-0.344714884862778,-0.340531975628504,0.364327488831146,0.0139599751051736,-0.350191687269097,0.366854383203016,-0.0086120510536847,-0.276716923187004,-0.331623838819297,0.350625952634501,-0.369387888951846,-0.351473364960719,-0.346916837382661,-0.314398060975108,-0.377421904662329
healthy,0.367582613310738,0.341571433762276,-0.336483613585988,-0.208202954651208,-0.367240173499793,-0.347527130672987,-0.344300426162503,0.290495605126811,0.33858566154863,-0.344195849234658,-0.378386549310208,0.345746537073015,-0.35554300473937,0.361116059191806,0.0798102120702015,-0.324197651198952,0.356252156084024,-0.340522044577402,0.371053019263061,0.352244702817128,-0.361631804107773,0.32745349845835,-0.371510562089181,0.279919823321334,0.151978217833429,0.335446785643205,-0.365320939152122,-0.352676505939999,0.304652675455898,-0.367106754091768,0.204515070726589,-0.338757098314856,0.356642572166222,0.365308628133977,0.357891673423223,-0.354181119209093,-0.317958517283772,0.3420873788574,-0.381138045183982,-0.328843542523353,0.37996192591124,0.38278261704689,0.325192141250066,0.361366666814557,0.367772266380234,0.375448336327905,0.14754101328002,0.363822464710504,-0.382662693050354,-0.344550850287693,0.302978443714586,-0.376357166381493,0.375120075873902,0.36104240994369,0.170954317775975,0.320972231171392,-0.346035979452189,0.328670087283963,-0.351679697146985,-0.344811833863406,0.322872481862357,-0.367162453942155,0.290077430868201,0.0924638034787491,0.356173202088253,-0.37402199310913,-0.364885749665181,-0.365852981987774,-0.368743835917892,-0.356076915913819,0.363220425896349,0.350037193802031,-0.38692437384642,0.351840741278652,-0.375418009185645,-0.364760153925869,-0.310946041240981,0.358131554779487,0.339479828478981,-0.360153264173856,0.365995659681802,-0.377275938666538,-0.357550734955954,0.30652219864629,0.352941676596409,0.33977198995837,-0.364362648165201,0.375732707501773,-0.368312950282823,-0.207115014297048,0.356360619823831,-0.358887080962139,0.36439506050701,0.356528203141288,-0.349745532770535,0.355390584993043,0.362209387701603,0.323436236412769,0.350292972719666,-0.357940967540591,-0.357383952355125,-0.31977677792842,0.342347444945311,0.333577896353476,0.379908327942,-0.234261042848752,-0.0594317570445072,-0.361623029588066,-0.331040108411211,-0.347658264702304,0.355023206195477,-0.353512203874961,0.350786114072508,-0.347262060106155,-0.370629890570319,0.361502905412373,-0.308756398215631,-0.29779245234347,-0.372916120038838,0.352246771335082,-0.302159744326358,-0.367885968141312,-0.340123871552878,-0.347043547874883,-0.357164088914544
healthy,0.37926729630085,0.295486449756739,-0.356944996781512,-0.383984051272318,-0.048867151016668,-0.387680953612284,-0.337355598402881,0.309483227974059,0.303272632502181,-0.341668639047275,-0.364737947444307,0.323846094120794,-0.355299651616958,0.331605019884807,0.293719217623498,-0.360852598891318,0.357418388429131,-0.368850496594201,0.381449184227549,0.336572719563223,-0.324990033294121,0.296603526743815,-0.354658399504929,0.175372788215155,-0.0326647649337398,0.0179509178159625,-0.31984616633845,-0.335336768942091,0.203367891602332,-0.364177660572119,0.312602383826479,-0.348022561283164,0.377996652046246,0.182614749835076,0.332678661345166,-0.378385621981946,-0.352955365901996,0.376832151295441,-0.346299522038821,-0.372319142864437,0.337873489107086,0.322247133361233,0.32022056108071,0.335731539949807,0.367297098421097,0.0064917943807962,-0.352553818919884,0.0090627569847737,-0.386891331026408,-0.344581953527671,0.34589781391582,-0.260291764803533,0.367306275394744,0.387570523760829,0.138429789069115,0.344576885646701,0.108705128288621,0.347867479291276,-0.348848198857805,-0.390835906913269,0.332622971053814,-0.353823480215063,0.365628162230345,0.375344691974248,0.288166068923027,-0.342745567781776,-0.375208858261591,-0.346185974111157,-0.358557976798446,-0.325041380838505,0.37211589586073,0.344864135396014,-0.37294071967388,0.38030634081227,-0.27907852041243,-0.296929281108632,-0.354492053764877,0.371000913705215,0.0014543690395693,-0.375417245659668,0.364143103908403,-0.356209573933761,-0.378753337434344,0.286790497778338,0.364178498504744,0.353913501572885,-0.355784435925452,0.36770911150397,-0.111981807417403,0.224021810866986,0.286526742370689,-0.341944246367334,0.333347347693603,0.361759685128468,-0.37031476774142,0.309316503552917,0.367718916927086,-0.0935834255229151,0.391960525293965,-0.275207207230902,-0.31472454488255,-0.240606930733198,0.369802871478297,0.34313077507771,0.369263532921722,-0.218805470796341,-0.349460348925222,-0.366956333782438,-0.354262403826454,-0.332830858915134,-0.296940440115218,-0.371179627008522,0.376225971497974,-0.361668817780977,-0.355149299110172,0.349605552980593,-0.292035625668862,-0.272521673454613,-0.363677720962985,0.306669426049867,-0.369122921381696,-0.386847291221355,-0.346542707811948,-0.252337914962746,-0.330474793801162
healthy,0.411191288735186,0.419651586736919,-0.402073515181067,-0.379890003667516,0.159918028685637,-0.435339769584102,-0.421968043851026,0.402251290784058,0.422148811880901,-0.403365394051001,-0.419017253206973,0.346751338259558,-0.350906360087666,0.415576232747673,0.307591679181202,-0.416083609905898,0.418838341224992,-0.420567860794764,0.429819922071994,0.419313763849408,-0.416474466206424,0.418806887297558,-0.416180481270537,0.413163194252791,0.403344511559652,-0.161979628908143,-0.424224638570688,-0.418593889488546,0.201751449340126,-0.409971691429628,0.400930230870642,-0.40866228969895,0.41517378124961,0.227372565751515,0.431892984467293,-0.437845875767352,0.228722557287018,0.393615962830203,-0.427915690247452,-0.430386057242154,0.418322835700647,-0.40836950274158,0.413466500368529,0.405264089728342,0.410198188478794,0.406223857586675,-0.427078121614603,0.426523534403078,-0.423703302002433,-0.404481379567682,0.434405631033784,-0.41858928363276,0.430398855834935,0.408069455732067,-0.404577541970902,0.388017671155712,0.0362166513895827,0.394775356613469,-0.41731515638582,-0.421275298853719,0.422715574887542,-0.426875060728764,0.401700088145278,0.41086367020601,0.403487633083131,-0.412699584502766,-0.425179078258954,-0.417738533079198,-0.426518066657806,-0.422709405487134,0.424674280848578,0.417153280388982,-0.433031132964454,0.423916114886895,-0.422043637807107,0.407965708902921,0.345033816740666,0.429733420842738,0.276606767894828,-0.419566243931475,0.418933818727139,-0.417335327522313,-0.434797258021225,0.396937387620276,0.422947579614596,-0.385829414622981,-0.419539153366804,0.42094053969234,0.23051029672317,0.40403135383589,0.401345731894525,-0.401439261138445,0.418936493330701,0.418239576571612,-0.426357298318707,0.40987460049858,-0.411346022966088,0.407132633508318,0.432489008004739,-0.42395683015824,-0.412486944449694,-0.399369468178943,0.418621501696649,0.408261198933164,0.414366978745803,-0.39223045734123,0.405116719475165,-0.433773894131721,-0.411520350003369,-0.435194778407925,-0.393704305242845,-0.423303119609211,0.431047026835563,0.409570608348036,-0.422508927498405,0.400441337097472,-0.415345055016303,0.42136706791322,-0.42379798853643,0.411768775602097,-0.369531761275915,-0.400099666947932,-0.424560177110941,-0.405256487162678,-0.428154036828394
healthy,0.393485897163918,0.34548280874205,0.0527402522976573,0.0703704789288546,-0.389878244688261,-0.365629075420489,-0.36079817888712,0.366034507133981,0.389714025466116,0.173264614293703,-0.386623857322026,0.382190048394495,-0.133519537241286,0.399375201559378,0.404677399207787,-0.383692725436661,0.381313577224513,-0.249848048000534,0.404580778650879,0.348080412876085,-0.34672052705547,-0.323335749215625,-0.381737125171734,0.312448070401918,0.0509624630164378,0.284367225492362,-0.337419421124943,-0.0417141319736902,0.272473297696396,-0.350824163447373,0.349979776829265,-0.339304005715032,0.396580418881417,0.0966963442307837,0.385917671797284,-0.387320056373099,-0.0694167354515887,0.392089721909592,-0.372027995080476,-0.39561538353433,0.373829960259811,0.265341829688784,0.309693315688659,0.385510453853851,0.391859519353396,-0.340343016085484,-0.288046120542337,0.379123816697156,-0.376234731699092,-0.345165837893987,0.406245123985727,-0.376466834417735,0.412458271869643,0.396534702015733,-0.173834407162205,0.351537818309861,0.318185332835788,0.332743499832387,-0.368654689214481,-0.394674365738487,0.39218157468085,-0.394270289628692,0.370279728800841,0.376123382952166,0.325811205153059,-0.356742493596623,-0.39345565001506,-0.348994239424564,-0.353985186022842,-0.408127275440975,0.397902137313059,0.396902207722675,-0.397283327398364,0.384450648870287,-0.343584153487668,-0.369878569556265,0.230145094627769,0.38581556510063,-0.363143829977445,-0.400476100452431,0.389198882544067,-0.399910269152281,-0.395605723409698,0.332451827793478,0.399210297776677,-0.384536945983661,-0.383609776780281,0.359504207847947,0.236177541697591,0.281726815564682,0.343505319918862,-0.348376760009793,0.364361588860941,0.343384158493613,-0.388949891745471,0.347546750128893,0.334354612618379,-0.291728588052196,0.394806535167827,-0.361066626074666,-0.378535733799579,-0.367242484236104,0.381806427031359,0.344900380951916,0.380608158330352,-0.402183301788468,0.313498918166471,-0.390837767826301,-0.253114312347588,-0.380703536250538,-0.286820971494529,-0.397402566453984,0.395703855020584,0.233330094202236,-0.339758452543657,0.402370531514383,-0.375273814336168,-0.247420475577428,-0.382947261198263,0.37080322452031,0.290892652715537,-0.398538602903817,-0.372199275221305,0.357218861811518,-0.364597907082247
moderate,0.182654427171986,0.247197420199328,-0.0491902512182901,-0.226743713308696,-0.245070633455217,-0.353162908172524,-0.24941559231135,0.104744247147475,-0.215029770694647,0.155388356491623,-0.238964429326617,-0.278567524674968,-0.276233043912877,0.22150982405561,-0.297243370771694,-0.265898189578212,0.22578832082599,-0.122747164625948,0.293538109490938,-0.276789663881063,-0.261387075507695,0.0446375983441771,0.184158131862158,-0.186309841888427,0.232500991487091,0.0753596974837206,-0.273209019011094,-0.334611678486585,0.314639821717666,0.290738394128573,0.120013911349336,-0.230756361736062,0.177777771629824,-0.26428648399869,-0.154349886401725,-0.311690566662356,-0.338898483017684,-0.229377273456678,-0.234320391084593,-0.133630331168079,0.20511861215666,0.28241401788795,0.230407435785857,0.310128707647149,0.213326679747214,0.292516254922478,0.278276753049797,0.1849556768912,0.0276066888698494,-0.288752839316688,0.294651349427309,-0.170043246400264,0.326345456570997,0.0112570157744947,-0.275933964526987,0.263314475994546,-0.322075267561336,0.28119277706223,-0.126003806827868,-0.174737131206603,0.280503232922538,-0.297093831078749,0.297442757028955,-0.223711380646194,0.278309984092673,-0.274438567597533,-0.262583393051257,-0.238939506044459,-0.325514680499078,-0.268805905829926,0.308134845074545,0.209156183866183,-0.12679304409619,0.0859770156828381,0.206622316846832,-0.010276700009631,0.0913853679110271,0.321335876857329,-0.26163630832927,-0.307578225106359,0.253145776874264,-0.283926030338842,-0.323454355840721,-0.288578376341585,0.103913471075557,-0.0681568689401878,0.206206928810873,0.311690566662356,-0.158030224400323,-0.342155125219604,0.178093466537153,0.0988457370368545,0.24646633725604,0.272893324103765,-0.322565425443768,0.221842134484378,0.322939274676131,0.218535645718142,0.337369855045354,0.0204786301727892,0.157564989800049,-0.267302201139754,-0.108449508428232,0.25420917024632,-0.163380422303478,-0.0700261151020043,0.312571189298589,-0.18077687324945,-0.153917882844327,0.123951789930229,-0.311898260680335,-0.306581293820057,0.16254133847084,0.212338056221631,-0.268689597179858,0.222132906109549,0.229568351953219,-0.197409010209257,-0.255721182697211,-0.106048565580387,0.252123922305804,-0.208333715554984,-0.230257896092911,0.298414765033099,-0.2597006000817
moderate,0.228012149135613,0.0374955601202963,-0.274510705494457,-0.316578256260948,-0.218264869641266,0.203425722228767,-0.299155351127831,0.0405591006982564,-0.169255748324811,-0.303046391328251,-0.304718819369729,0.299014488811993,-0.303811171830706,0.282422888179458,-0.0010394681552381,-0.308302973647669,0.289676376910063,0.0409197867791231,0.280157390103016,0.2771911398495,-0.289008027566025,0.0907280143264642,-0.0690078471126039,0.161167641167518,0.256616813727613,0.116574592319604,-0.290061283290371,-0.294931731849442,-0.286962271429276,0.213903333759134,0.0705134332940801,0.290580178658296,0.260883514045379,-0.131370658692725,0.265035208853467,-0.263159690328162,-0.277755039152198,-0.231925609478084,-0.298644965594844,-0.210544567369067,0.274229062688118,0.253441254264737,-0.0890530906122399,0.282443221775441,0.30726636937919,0.310078460699776,-0.246805464995217,0.292469689316049,-0.27590382275167,-0.202651245424003,0.275011681113809,0.0542548208661926,0.308538876091213,0.0056183730423205,-0.244197364237153,0.301605160773499,-0.29962183736808,0.307557503924499,-0.122362630196017,-0.0340591823990809,0.309843949286944,-0.30923835997558,-0.0319132311384616,-0.294052273138654,0.0700408101536341,-0.296492591045352,-0.280810969973915,-0.151669315257798,-0.308735870587512,-0.298258545445821,0.295449195273989,-0.250284473716462,-0.316419924235885,0.279204615891217,-0.207186864708368,-0.22496321438012,0.0974910419933863,0.306002822541453,-0.231673014666007,-0.303999411016058,0.318059172103635,-0.313277176732725,-0.320096500230781,0.266222494478099,0.314148330171915,0.304149355944186,-0.287890620778295,0.225609470883451,-0.290834041763081,-0.302512112797167,-0.186034606238667,-0.210039336832245,0.22513574310097,0.303417837440795,-0.308945261622207,0.0363178480599709,0.126532081102006,0.25364504026392,0.294617154345383,0.2228318280293,-0.299656408572519,-0.305137928740464,-0.305081141957314,0.28822446814897,0.280492628504402,-0.212797587081777,0.30246862263111,-0.246340042484335,-0.259316313385932,-0.260302635985471,-0.176326193778896,-0.306619540098506,0.282709031379274,0.265562368580324,0.21362422753821,0.113448005320295,0.0717498959456174,-0.302996355135318,-0.311992478045646,-0.0873235484862692,0.294941387239084,-0.307295335548116,-0.306729636088027,0.251808184209851,-0.237361143807224
moderate,0.201658889929902,0.175749775729805,-0.337595296550908,-0.339180856666655,-0.201234758026912,0.265767429761338,0.368749292814948,-0.0135175464089172,-0.376676027537259,0.291951495441733,-0.366024569042783,0.0711488372974517,-0.269510914890582,0.390494342837546,0.384313323027187,-0.379901624874683,0.32681684323775,-0.208867118996376,0.362272636014503,-0.184445150835875,-0.294445875798602,0.235800165930998,-0.332975085301644,0.0736185055758333,-0.290613411396337,0.397345588955515,-0.351995214171258,-0.310607456701045,0.179705168905889,-0.074356551932711,0.113615754655232,0.105417344974212,0.273610475016566,0.0413521894467024,0.409629071010434,-0.381512923449173,0.181809840574531,-0.388450898698831,-0.371543494635258,-0.305291793875555,0.371305848129674,-0.221504702239848,0.0340973785070413,0.379895190259997,-0.229483111260466,0.32028736733025,0.277011109663916,0.415463924341147,-0.390649365732468,-0.138842128603821,0.407166942679322,-0.268259915262349,0.412667669760324,0.332609378120958,-0.0135612859983171,0.385326636673672,0.260749733019594,0.310222366723973,-0.385766164280512,-0.381077422411033,0.376206340141338,-0.385623694805653,0.389812510537803,0.404012362960428,-0.118536537415048,-0.303942972313627,-0.339481309748715,-0.314768481213938,-0.375876122031835,-0.13325435658182,0.396589778324964,0.270303477829555,-0.220388790043858,0.34008545295826,-0.230662303746895,0.325991949320692,-0.34558669322939,0.401249978928075,-0.249173505913852,0.0336288753960323,0.39862410346986,-0.260412646057603,-0.356056245561452,0.385749623767914,0.401727443128248,-0.360712182738881,-0.34995662560068,0.38235139716655,0.0978516197691054,0.248201326429961,-0.143030904859807,-0.229064940258197,-0.273008779329171,0.341819403973423,-0.372717515744241,0.229497046346258,0.0593538332923833,-0.376899028386104,0.380447659171234,-0.246840504114264,-0.423231096409708,-0.403335109895676,-0.138137123795975,0.358397458403094,0.352232623819859,-0.346219061895993,-0.239194642296809,-0.363693738432198,-0.322742192571073,-0.34665314179224,-0.354224235755612,-0.399593717003109,0.366373064616088,0.381147334696978,-0.263770330638828,0.257844484750744,0.158168316170742,-0.0347730920014077,-0.300033805725257,0.240965464048885,0.116278224517214,-0.39338297164147,-0.386874891814705,-0.375380656701006,0.0278291163748647
severe,0.341205698691151,-0.298499013049182,-0.338355534529361,-0.0386417587723114,-0.375276490609036,0.194237825008956,-0.283831167450878,0.158556542124412,0.346185429862471,-0.25346747766593,-0.377794385870778,0.222315773226925,-0.34980816331575,-0.0307926750500496,0.36970497402788,-0.347368742542379,0.354462939547012,-0.191470738828001,0.384048553058831,0.0892586212141126,-0.34647704174963,-0.284772302008506,-0.193788102516115,0.18626978187861,0.246849032247046,-0.235590137353823,-0.34913162201661,-0.357273049022029,0.0989253960872412,0.0276128233858548,0.266174149427667,-0.077739908648043,0.29592828518233,0.138110366970392,0.397500689436796,-0.393737613998284,-0.146893185243702,0.214752536270418,-0.351414481022885,-0.336979735631815,0.243173208048893,-0.292808149850295,-0.0140692194847111,0.378768992551186,0.342412975345853,0.277530492081943,0.0593420295010674,0.278097539097693,0.143095390006881,-0.207572895003776,0.398808554553017,-0.292715133488531,0.396323227924881,0.384757835084753,-0.240848315284318,0.364046894579069,0.373450969218649,0.320950546962771,-0.379783869034838,-0.362417086153376,0.363512330150337,-0.375330786006143,0.268972212380347,0.359435227688459,0.364649220695951,-0.324241484772236,0.28896277085024,-0.324096926504185,-0.323510389936224,-0.388725658379711,0.386640921642595,-0.248630884993958,-0.135499756509944,-0.224453643732209,-0.331569384310219,-0.328604046790223,0.0514669166858975,0.344190955996299,-0.292256074940879,0.316546338396132,0.388150006705148,-0.325714602360953,-0.393851152471316,0.351155868002273,0.386276944574823,-0.213343351296679,-0.342335447369951,0.314659982067941,0.239539159469276,0.166818907609443,0.075477356636565,-0.331317353853598,0.185867385009239,0.377960799972213,-0.356830124209651,-0.312539492973459,0.355616480107429,-0.30133571091993,0.376354138078725,-0.359130579743199,-0.365482452832069,-0.381551007815181,0.251953100738208,0.335456366835633,0.37512066023794,-0.336108470903746,0.0917998351012365,0.250474648261027,-0.336020918500328,-0.385707531277899,-0.403526273863493,-0.299042870509432,0.368009856241798,0.309094359678071,-0.323198212914503,-0.0559888369850928,-0.365233735169091,0.321968607170183,-0.124758819053945,-0.311866006328197,-0.279835335991485,-0.327498477202686,-0.351631834704492,-0.285037583639698,-0.388896718996906
severe,0.313567678184882,0.346312421570828,-0.149617747049791,-0.408447954372795,-0.404676288575441,-0.427098604124584,-0.393209508748812,0.147661450250452,0.332520269171583,-0.369003621891971,-0.397250241748978,0.43055468286238,-0.418224093146735,0.388390161048261,-0.306064590827029,-0.409237697352638,0.398871613822816,-0.267956728222857,0.436543485032319,0.401979377413601,-0.372464918150956,-0.368703888069869,-0.207289380342921,-0.324563823005875,-0.120739861858262,0.410586900899882,-0.394518322114551,0.0745776972014823,0.408033726973851,-0.352898721132215,0.397387794580302,0.189932475171901,0.404181955807485,-0.415232702170143,0.277736916960795,-0.423852904597773,-0.404490391579262,-0.421036245851741,-0.389671828709357,-0.343292498415431,0.378769818186723,0.338816704417731,0.295632449100626,0.386850499734569,0.384629824204256,0.093883145862383,-0.425280626365974,0.0908685679297419,-0.399380924160336,-0.389554927045812,0.412339568428234,-0.40242823018043,0.417672732507331,0.418471943646253,0.416545437798313,0.404135381221495,-0.408556701379098,0.403349980094949,-0.319777750685209,-0.336727908120526,0.372855995080013,-0.420197374254557,0.41539570409957,-0.148958533315058,-0.3773180155515,-0.379641472600603,-0.387720530514233,-0.382135648402429,-0.39998155936173,-0.360447762811302,0.399995241672538,0.296220277659104,-0.386429832528004,-0.0783020404465222,-0.410265366595892,0.387666439778838,0.41039097020911,0.330817970790085,0.403206370560707,-0.399518367533174,0.414418495218576,-0.395871831028929,-0.405545170040997,0.422952243684979,0.372178063944094,0.406563115722037,-0.397107252479493,0.372202071838792,-0.427446426708406,0.349189829776848,-0.350570265478896,-0.340415673988006,0.120145374575192,0.392584829166559,-0.40689063375662,0.265030118427171,0.398418784064312,0.390473630365791,0.414451278035272,-0.368668076901714,0.300807810528403,-0.347803683990422,0.388952011459284,0.372694051249288,0.375068388251517,-0.324150726677957,-0.373981191834707,-0.412480788118855,-0.336889140471089,-0.235979179368541,-0.365571441590387,-0.404495755045098,0.382180052061772,0.28920413462137,-0.408502136323595,0.343649114164333,-0.327702545105248,-0.305001511763404,-0.369566129053913,0.323909808549249,-0.403525296104103,-0.436230962810381,-0.375738639050302,-0.317795931815443,-0.414628801457237
