group,ASCL2,ATF1,BCL6,CEBPB,CTCFL,EBF1,ELK1,FOXG1,FOXK1,GATA1,GATA2,GRHL2,GTF2B,HIF1A,HINFP,HOXA1,HOXA4,KLF1,MEF2A,MEF2C,MITF,MXI1,MZF1,NANOG,NFATC1,NFYB,PAX5,PBX1,PBX3,RARG,RELA,RFX5,TAL1,TBP,TEAD4,TFAP2A,TFAP4,THAP1,TP63,ZNF143,ZNF250,ZNF384
critical,0.0232061990097362,0.455210702691615,-0.177270402593174,-0.370845473562417,0.0716602105521177,-0.171366139938478,0.469167080194718,-0.143954464800966,0.173342387900494,-0.264827964095574,-0.118873151568637,-0.485694749924769,0.408899730121931,-0.0258414655635308,0.241462648301667,0.31148074267497,0.336579031206584,-0.455907194845593,0.0824694932277652,0.301002977608875,-0.256737758605349,-0.0420173774725901,-0.0309035491764718,-0.0872852723164578,-0.0165039514334967,0.212125191095186,-0.167277101124629,0.0626467978566011,0.11866824747688,0.179148916363475,0.294029203781493,0.352097248440134,0.0544541010517949,0.174772632597693,0.297983147037719,-0.0325259973449455,-0.15940007981266,-0.044305755524553,-0.196751976352019,0.163089722259078,0.0708153051404179,0.0458921774630189
critical,-0.0167129686441576,-0.0846888315346473,0.156168323423852,-0.39473838417244,0.114042577142728,-0.282013658558136,0.001873313856432,-0.0350293912015504,0.16932390391553,-0.318108068134912,-0.13188870801777,-0.243291178623478,0.411406657492854,0.167610473085004,0.0422869870467494,0.0507283117534721,0.11713712283348,-0.26729598017117,-0.122963917883848,0.406635339944006,-0.354545325338732,-0.161823015790838,-0.126795789633705,0.0180240681696514,-0.181238877260132,-0.292250245435245,0.103584201647631,0.177467406579965,-0.0590549624973868,0.402580321836441,0.133019668508567,-0.0039136663940487,0.207869840990967,0.125778145365996,0.0866455179489993,-0.385578961936697,-0.191757470346578,-0.121045505051323,0.156233751800072,-0.154282973388284,-0.181022592992359,-0.0287938797999008
critical,-0.0004636517394858,0.0714084012719051,0.13603268522786,-0.112858487540216,-0.0941845675306963,0.216399465579305,0.151066401823305,-0.288352768257276,0.0006283920464763,-0.14288834132379,0.0997464347350332,-0.0217812313388262,-0.005682649947725,-0.0013525138981308,0.0231074281596632,0.198608661641685,0.160207046774408,0.1027169891998,0.227675758591069,0.0511771768326489,-0.0290696252275517,-0.0069635676050083,-0.130132833201159,0.183643840626318,-0.185455122090201,0.0359625159655917,-0.0397763661211122,-0.0724046577918215,0.100078616009784,0.251933266012823,0.0481532412220177,-0.0560321604455674,0.133076783284295,0.221426659411983,0.0538983511326652,-0.114262716219055,-0.11925003220972,-0.126549056358925,-0.131531143410651,-0.105296579922409,-0.0911011024613829,-0.0771327103485342
critical,-0.260601620324615,0.180313820353529,0.0197679262627639,-0.212307518449544,-0.2650022569351,-0.109597056555649,0.289277891107834,-0.297340487092679,0.276258588540402,-0.140365884412273,0.025991472677518,-0.273075504235141,0.366756829182532,-0.0109944363850722,0.186691105402181,0.255335498462006,0.276096694751055,-0.29871943705612,0.0871933251362685,0.153341139837823,0.314262372632504,-0.0728336933130436,-0.225830750708139,0.080579075456668,-0.0368550699811601,0.0661939393925434,-0.0832328343585506,0.250264263108886,-0.245766787903472,0.169776677333403,0.167409806257422,0.278236756380154,0.201475208415285,0.24025565478315,0.187622684623274,-0.263172773393359,-0.31783736952224,-0.250542794226067,-0.0524380681462887,-0.0066958632504795,-0.186442125095428,-0.145513585975798
critical,-0.0817300319550896,0.12158685753215,-0.0099979791347424,0.0245066860461218,-0.0593339471960718,0.077949356951819,0.183581753490633,-0.016998686049942,-0.0493409598751643,-0.0762256212369263,0.272149322446191,0.0900738487802644,-0.0167522152418397,0.113908823877216,0.272554595331919,0.107748613616482,0.277017276900394,-0.232670314778766,0.131607923805879,0.247356543069652,-0.181018457086369,-0.0092517029664124,0.099627868472058,0.0884140706801324,0.04827551960976,0.0854614127967397,0.0279575893479187,0.143282840400811,0.0010323694987475,-0.0367385018720193,0.30917672554391,0.0293749524886893,-0.05222591628342,-0.097254572981888,0.0445974887784713,0.0350075904247388,-0.0788591150232447,-0.0729391358033191,-0.0326243113068989,-0.163114380802107,-0.254882326402618,-0.13436402901952
critical,-0.0841680755667522,0.175516382579322,0.0331195913450131,-0.152935802416517,-0.0252886590659059,-0.187032603300131,0.108699471242018,0.0641224745007239,0.126153465765335,-0.11057937374832,0.0331850990040606,-0.0049550302180536,0.195797759738425,0.016352976796103,-0.0391989337623581,0.0107388803266104,0.0722347422271355,-0.20136140630154,0.0373684515725091,0.254825308489888,-0.0180449791408928,-0.18913348154432,-0.193955694661908,0.191549800402115,0.0464114685921069,-0.17954581145382,0.0076117583235906,-0.0197846000197643,0.0497980472565016,0.033551118222786,-0.0211539546214653,-0.0108683512598164,0.0724932979973251,-0.036041181459037,-0.136889643418389,-0.260306330461433,-0.275623153695667,0.0764646837397395,0.0846594473589792,0.0437700556367205,-0.270782021863187,0.177462564937116
critical,-0.0984153018670758,0.200288731810513,0.120200361776133,-0.0216031956686455,-0.121255218999786,0.0348733792798103,0.0929160396418384,-0.183563930958221,0.0292189559889288,-0.0561857558044214,0.112827533402348,-0.133103752363854,0.10269512902885,-0.0539086518738343,0.0981501594247961,0.167094959908986,0.145135771498167,-0.0918724438684918,0.0982070766095665,0.152914830286099,0.0745737107139415,-0.332483639017761,-0.0993903470948338,0.024967230385448,-0.120904790038874,-0.153939250353442,0.252777176450037,0.0814324248722338,0.210739610593724,0.167814532367778,0.266894958994677,0.163507258210212,0.184467361097771,0.0737152519935136,-0.0002118253512663,-0.190361681545371,-0.175128018700255,-0.0952804532842439,-0.269802242973371,0.0685620450615663,0.0393313664532965,0.115189908975147
critical,0.0507384222073616,0.0110041669567867,-0.0147724739214949,0.0091878770061384,0.0707497287644785,-0.0410150281893685,0.0599097103501942,-0.16515640295269,-0.0505677938990725,-0.14439829924557,-0.0128520436941092,-0.143642171895725,0.108879935395433,-0.0596907406690147,0.110363370881047,0.165006456863588,0.133418178683046,0.168203003215992,-0.107693110774403,0.0772862380757293,0.0197055809324745,0.0343900891332624,-0.0717570091846536,0.0217682179890588,-0.0477273695082871,-0.0990790327723632,-0.0963981001103049,0.184425519456706,-0.0760051834079885,0.102760848950265,0.138328250209515,0.114731064467181,0.11769531701643,0.0164726915458749,0.0571055792767314,-0.126772358540261,-0.129792608860849,0.0542706237419809,-0.008128924182579,-0.0393875629225438,-0.071707292311609,-0.17534236275749
critical,0.118344659393527,0.252010337148092,0.0023269016332499,-0.160297308613451,0.083336718618256,-0.136226858127092,0.0579968317767896,0.0455056272932207,-0.0705511447336141,-0.133267568066736,0.122450645381281,0.1511088452769,0.151830705778178,0.0887974605267195,-0.18066282818387,0.0601474449357809,-0.1370925837363,-0.176480865774794,0.249028401430538,0.296098051762364,-0.0156643245927484,-0.0744831357838193,-0.0297147960440611,0.108756372252238,-0.0870904415098847,-0.251285096697978,0.139910205655469,0.135348071429884,0.0082330242282544,0.0692459533483268,0.249707167584165,-0.066734144371288,-0.186305145772271,0.180838054388495,0.170474286271903,-0.158971571967743,-0.129788369448018,-0.0610916336429542,0.050487575306656,-0.113486393364977,-0.0712203987455179,0.0238425695073774
critical,-0.106531904833594,-0.0730023605915303,-0.216556544486345,0.0255584497801662,-0.217780805357544,0.279850868173631,0.257838221618641,-0.115339290494888,0.244450966096444,-0.110825315240855,0.0067851976736002,0.256978911969504,0.114184817898674,-0.0212113296568432,0.215359859946974,-0.0463090210753781,0.0324708329775592,-0.198546817793277,-0.135590670633776,0.206479731403713,-0.100007743251236,0.132162501993546,0.0256949342995757,0.0505386211334067,-0.183686106640496,0.122111432928336,0.0915955419997246,-0.0052555357985738,-0.217707947955926,-0.0450408762741255,0.243023387037831,0.0540600087691059,-0.259455834585215,0.294600724304774,0.2395975775024,-0.152987717196923,-0.126320831720025,-0.206624255202585,-0.0910430763020108,-0.214850820100712,0.0715507553102525,0.246721844957061
