group,ASCL2,BHLHE40,CEBPB,CLOCK,CUX1,E2F2,E2F7,EBF1,ELK4,EPAS1,ESR2,ETV4,FOXA2,FOXM1,GATA1,HINFP,HSF1,IRF3,KLF10,KLF4,MAX,MEF2A,MEF2C,MYBL2,NANOG,NFE2,NR2F2,RUNX2,SP2,SPDEF,SPI1,SPIB,SRF,STAT2,TAL1,TCF21,TCF7L2,USF1,USF2,ZNF384
critical,0.248652182414221,0.256749435022155,-0.228656125533747,-0.109069046954177,-0.359316625931957,-0.287993428993263,0.153014074229329,0.0220689843594488,0.249959699519319,0.288683674959037,0.0221720182119661,-0.389696476239607,-0.14596626003575,-0.111264355204576,-0.0691235432108621,0.0236980555659569,0.0284343677094589,0.237331371554752,0.0387660603219362,0.369156796763692,0.334649349240484,-0.078174948131096,0.26591357532592,0.171864047929905,-0.348996128257465,-0.396566013572199,0.146775024126341,-0.13089717733188,0.0420060572787985,-0.449429307974506,0.189311510367548,0.121129711839623,0.3405802297617,0.233449074855987,-0.0323656661227381,0.213718282985525,-0.210926948152141,-0.0715287368984074,0.0094210063031306,0.233274256411148
critical,0.079753587554108,0.11415807614926,-0.424688929052997,-0.0499079360367494,-0.126354327168814,-0.498968760513804,-0.278378178798977,-0.240591597368075,0.114011405536247,0.183453310683681,0.120223987752798,0.169882881276092,-0.192051521826689,-0.150285035331942,-0.274521546106099,-0.0309204279102346,-0.165836564875326,0.0677140349655858,0.0154565407617035,0.130035564876184,0.275201013423783,-0.189782810646593,0.490411174889953,-0.213970789276423,-0.0272337906085467,-0.263769153953638,-0.0088469965329237,-0.103344819181932,-0.340298926576197,-0.10250255593215,0.405431918725712,0.0005811726619303,-0.272718081603795,0.0359829700008611,0.20146679811266,0.347496549070525,-0.253981268927772,0.0074459303691005,0.182831181915187,0.100310687958271
critical,0.0502281693565724,-0.481504176838624,0.253621511139968,-0.225614160401912,-0.575353661867762,-0.192890204760205,0.166833637629147,-0.0769397646639772,-0.178804026280671,0.36746833729362,0.40731570281557,0.449693125437428,0.0048163093240067,-0.283433879460332,0.17039324624937,-0.133394865618933,0.101753817146451,0.327724351931023,-0.115243664406782,0.409354933892237,0.0580575508583543,-0.0764410128285191,-0.198748413790228,0.193771807785801,0.0967606128831065,0.404559070866413,-0.209759262262687,-0.334444923790319,-0.0443800686087975,-0.58216710357021,0.128181691349853,0.640176295487355,0.102831785041397,-0.315822538785204,0.101742158161813,0.487797214305571,-0.603394323990498,0.1888391383491,-0.199487352195916,0.434855602933083
critical,0.527150905993794,0.286427381620056,0.573095301950345,-0.220885934065206,0.435018926982112,-0.50215224178658,-0.32483005035451,0.817844066861679,-0.197700021988515,0.519617216862652,0.548814924028828,-0.787557360991538,0.486692313517887,-0.888932014002085,0.585973067066325,-0.48619989913677,-0.714418802374029,-0.0841868604273613,-0.814412003363675,0.727762792253007,0.795866114137545,-0.837424283383163,-0.751411862537766,0.525792515085478,-0.748131918749498,-0.455271663780103,0.799018780408546,-0.281975115564559,-0.280140370969383,-0.615462375728621,0.873298577577398,0.718325237139543,0.783441780984701,-0.638408027872801,-0.451435326123758,0.439946106372911,-0.76141117024661,-0.0510943652093471,-0.31465678534779,0.815276090397432
critical,0.0955611657230139,0.0733021765079464,0.194914555135104,-0.0880925042874712,-0.193365957164139,-0.38186359918336,-0.292865717484811,0.372090454189251,0.0505928392735113,-0.0791067661214043,0.0661187666938188,-0.0985360218010547,-0.0466217871609441,-0.107030840054117,-0.0357659967897135,0.0721627304797334,0.0418661370437404,-0.206916969638806,0.0385729476463961,0.20071415128473,0.0823359767633984,0.221453879128846,-0.103692085299304,-0.126979415972318,-0.141496039515539,0.100411067470051,0.0428108379824972,-0.109809078493765,-0.124442112162575,0.0746582140298817,0.24725510674989,0.132112072608853,0.103974840188803,-0.225056351192298,-0.348883018937553,-0.133977131350185,-0.158015042055478,-0.129863141335421,-0.0275670412687096,0.0530218473363933
critical,0.108041154127103,0.120818870708843,0.156841174628065,-0.228177061261557,-0.307643086406082,-0.328410176047824,0.0900039869606232,0.0003891977978129,-0.18435727863003,0.0948305805637461,0.458398505660932,-0.128938191015038,0.159833824935074,-0.0885552490295847,0.130551777781682,-0.292078394197383,-0.306456432366026,-0.0553973224171655,0.172714314462761,0.209248808865736,0.185053636172311,-0.0499461062728801,0.0399238122206606,-0.0454968619575109,0.0029294153239756,-0.200254630637455,0.12965013192381,-0.304643481538821,0.137216307113657,0.0179748337005167,-0.0630208083350153,0.305221482768664,-0.0014384348788131,-0.204587965615289,-0.119110624649878,0.170515771906022,-0.201373026956518,0.0084008512082533,0.0293747746234197,0.391309022002122
critical,-0.0247184651234818,0.287217082424146,0.399477251309181,-0.196168434823704,-0.525644962319042,-0.756707787249767,-0.355747034840027,-0.0660628289801046,-0.296345052486675,0.495422878684552,-0.0086756640993029,0.193784857496801,0.22390034474318,-0.518894740093441,-0.0083397992240948,-0.348223542666183,0.0925879452479035,0.182855723743528,-0.29076645364798,0.654629729745796,0.489135045060449,0.0052874663763549,0.0711292208718528,0.137078464024336,-0.36909515412334,-0.55921355984893,-0.0711966763987044,-0.576236161323318,0.0579373824817679,-0.355473108295802,-0.103347949436166,0.665555562104236,-0.0307406405615881,-0.419153133248694,0.11159817973649,0.664807469009379,-0.505846973384163,0.117101604922576,-0.42375567916645,0.660496680142175
critical,-0.256389320478295,-0.0245652105739124,0.320805242343133,-0.156873678136348,-0.223063652198569,-0.242870074982123,-0.4009082009398,-0.190040211945824,-0.259814759063785,0.49722933425623,0.418947540797998,-0.521738641667129,0.313956086797549,-0.446788160236824,-0.126646836240086,-0.69448752687998,-0.522647792307534,0.0408200526037356,-0.42106709341446,0.245387654146253,0.340996862254357,0.394327983145563,0.186862257010627,-0.0866636756725059,0.232784329913426,-0.172669111051596,-0.170400819933603,-0.520635443979987,0.212750702240222,-0.54621494022193,-0.150829001718071,0.568656906617239,0.320932179107711,-0.613657959596874,-0.39182829895307,0.588752281047339,-0.235069671744449,-0.546750365719258,-0.287402216799339,0.713303336344663
critical,0.447523073949155,0.298377265605921,-0.314856910620041,-0.395507056474293,-0.0804084287936769,-0.420344614588624,-0.0155231716449133,0.122936126980756,-0.215376476333711,0.344201274746975,0.0543607624066939,-0.226926800005222,-0.0923237333813362,-0.179906486016017,-0.214650890017764,-0.274367332782703,-0.0338605255253192,0.147170903326366,-0.345651843025782,0.301493551862416,0.146217040762494,0.224480161142965,0.308721832347005,0.0634586454263154,0.0432130587615719,-0.366703080703404,-0.285090393774954,-0.165617016588263,-0.330834894223916,-0.241021305127192,0.257725286007113,0.41345133910708,0.346716302204529,-0.349363682988079,-0.466468842169049,0.424257631606437,-0.191497784826811,-0.212394984989683,-0.0762667003937153,0.278349874579616
critical,0.0735129983655156,0.347519341229281,0.089308817634798,-0.381318656089349,-0.530827014339775,-0.566028850285325,-0.460085404053838,0.301656558091165,-0.0578262513420348,0.471275515441642,0.25768759078989,-0.118686777556459,0.22394160930269,-0.296712224529116,0.189546371893201,0.250489189119371,-0.12733835327097,0.192749971060638,0.0845673708210832,0.518682973264315,0.461439150761813,-0.501774965312627,0.087886365263064,0.12540149043773,-0.194961450363196,-0.576100014681017,-0.422243222508438,-0.408192719538653,0.50714207123847,-0.326575728911504,-0.421678044540799,0.585750033289149,-0.315226694152744,0.0438936866040053,-0.306729184990011,0.637740839297459,-0.455414014565824,-0.392946224846105,0.0809399683612528,0.494233126961407
