group,ATF1,ATF3,CDX2,CEBPB,E2F8,EBF1,ELK1,ELK4,EPAS1,FOS,FOSL2,FOXA2,GLIS1,GRHL2,GTF2B,JUND,KLF1,MYOD1,NFATC1,NFYB,PAX6,PBX3,PPARG,RARG,SIX5,SP2,SPIB,TP63,USF1,VEZF1,YY1,ZNF143
critical,0.580194925577973,-0.0959686077128754,-0.196987954073064,-0.453408075318867,0.477676693497629,-0.303974614310742,0.556428774643302,0.546569620698782,-0.0544152447534375,-0.277672933413618,-0.318753387350919,-0.334578075371454,-0.351723770345802,-0.581260159289524,0.524572569900516,0.23915217193347,-0.485795426891527,-0.102350513952799,-0.0690060459758733,0.264613223306371,0.206653999557614,0.0860633704276483,0.168544755213303,0.199902626807827,0.503784533737973,-0.171316041283714,-0.189165704064013,-0.284127405989605,0.049015225699059,-0.0266056890122555,0.291301830791113,0.33998138367919
critical,-0.198877842145862,-0.159219741496389,0.0136560437352437,-0.430106872120561,0.381099302644128,-0.272972226069123,0.0265869281569794,0.234027498914664,0.174064790164234,0.323637176271234,-0.270738371496372,-0.217001337211828,0.0621940220060687,-0.394380078552395,0.518710482545962,0.451428191220015,-0.358820496284109,-0.353528258642924,-0.346193870132925,-0.257610258768281,-0.190194161571747,-0.171748545354075,-0.0898679341043129,0.396145004871828,0.26586000023773,-0.30845612128427,-0.0123579094895276,0.285990325547712,0.162781231691773,0.215265912269312,0.0274434993466923,-0.0491991258576391
critical,0.328227549049959,-0.229045227137296,0.148532868774986,-0.295391047248806,0.0327540204242081,0.0588182513022964,-0.0794032877211516,0.203359773894809,-0.0081269334816831,0.0336288439548418,-0.285960850129717,0.173600377329565,-0.137070330527962,-0.0383729991117382,0.148550464802068,0.234533161728402,0.068384412459592,-0.0709014546756261,-0.0375853453731605,-0.159642328847015,0.204203514969709,0.300901439927108,-0.0379647597071094,0.027925126505313,0.0720010906048956,-0.0535704677518547,-0.128210846655668,0.208451276941564,0.0748225903947772,-0.100856433397149,-0.0676321823018498,-0.173275950580247
critical,0.108473992555291,-0.191035731886907,-0.0167374538643447,-0.0935582115003258,0.209356193953392,-0.064104114953418,0.124271769879316,0.11252086598085,-0.023521424707369,-0.0492889622504755,-0.184969658813949,-0.0992786087052167,-0.114646468249851,-0.135965305629204,0.204965096030227,0.196940109805506,-0.160498772520243,-0.164024385464118,0.0413181761291315,-0.0710427581905016,0.0640887429114295,-0.115280654717149,0.0217377528342757,0.0242466261481464,0.121006654524145,-0.208883062788959,-0.0615164774812568,0.0672140897305098,0.113605929265499,0.108342635725425,0.0048997798608465,-0.0714653098746457
critical,0.113533749811711,0.192533173675061,-0.135746290287988,-0.348212600743161,0.406092447416723,-0.0076882589077074,0.192522544169414,-0.194982962094091,-0.352058605992129,-0.0435368919660227,0.19556320804939,-0.160167579511133,0.003112881991869,0.121593416152012,0.129622757137969,0.45692993396687,-0.359517705263396,0.0585960877746337,0.101154439956128,0.137316643431019,0.0165723372006614,-0.212098341980288,-0.058115571592902,0.336551095151245,0.235861227118379,-0.314430468635559,-0.0546669222756069,-0.164579136987005,-0.011713402590073,-0.285310937916602,0.2730841927303,-0.0979108775713091
critical,0.0854864723526604,-0.0524055828936053,-0.0617584897524851,-0.245009625918787,0.0693273086501542,-0.331025773590177,0.0419433657705659,-0.0684902589873112,0.193880659946195,0.0601575870891729,-0.062344708524689,-0.0912284729624066,-0.014091842095355,0.109909371414138,0.107788604624936,0.13104126075093,-0.0571490364425726,-0.0657992811615921,0.0831072580889039,-0.0511081817351271,0.206087074785871,0.0745194951769196,0.105888202390711,0.200979445250032,0.168948998898095,-0.119655629649125,-0.0971816724075032,0.161187054415044,0.0526573174467428,0.114600541632838,0.0337215861704508,-0.0183020056755986
critical,0.112866989830554,0.0201818655890287,-0.0537737352047212,-0.0904667348865167,0.0137931773749732,4.15232988730191e-05,0.129644334239717,0.200381287892154,0.0907224633027278,-0.0647351224258991,-0.041050400459132,-0.045552810838447,-0.187613375122496,-0.113075684463224,0.055632580409265,0.190278353321929,-0.0684921648831073,-0.291011091197253,-0.0517307529622252,-0.0854407835412813,0.0064012814684197,0.234820783853323,0.0348922841008453,0.231206265290336,0.0610653642489401,-0.0316726486660871,-0.0269158725175849,-0.091787484258027,0.0621230927965396,0.0900245484401697,-0.0586888479425791,0.0707999049501161
critical,0.0351384420975511,-0.107774085158748,0.0913301390572547,0.027332759346077,-0.0021080161237141,0.0033031326187126,-0.0332458603505265,0.0459512706722476,-0.0288096092594809,0.0616647603717136,-0.0844135836354046,-0.0013752925178461,0.0777633079704888,-0.0938916126196695,0.020677199095739,-0.0093504654270082,0.150626704993949,0.0175835661142512,0.0034289791024725,-0.0728997723086061,-0.0077288812213798,0.0365261208834372,-0.0654806144706909,0.0586434445244886,0.0225310216594623,-0.0596964273434325,-0.119635612203955,0.0735052991107798,0.0884559247297935,-0.0601431498530779,-0.0372154675452406,-0.051406996643125
critical,0.167063885037357,-0.0126776804382277,0.0294797195199127,-0.319445959147659,0.263087613228201,-0.148147400815787,0.104213351814461,0.170249475719662,0.108500679701233,-0.040229493491422,0.00711838088767,-0.188955268677063,-0.375113963756278,0.074759801651198,0.258359318317772,0.254221328282411,-0.184825831671916,-0.163841919678259,-0.141619713577285,-0.142964799070374,0.0933524370469297,0.042691332588614,0.14344962467226,0.16274632996426,0.0643235982902403,-0.197370332682291,0.0446186558941813,0.06228681077696,0.0285767916711642,-0.115886488573384,0.0034084068387379,-0.0716357587687007
critical,0.0940093040571869,0.0938719026794959,-0.0657826253594842,-0.0745363091413214,0.150456972860522,0.0924810764644842,0.148637268258759,-0.101775084370024,0.0225870039133476,0.0296107338759995,-0.0700267295969797,0.0044697133383773,-0.040689831185403,0.248531524450688,0.0473020018756214,0.093223633490886,-0.0393481295326801,-0.19042631046569,-0.029064721160227,-0.0573328782154928,0.0891943830000347,0.0115345761975355,-0.0836350854882478,0.109304868719535,0.0891179670142522,0.0373536216361336,0.010741466703143,-0.0830401094253465,0.0282508149102103,-0.0830285479953094,-0.268380749488236,-0.1225712872567
