group,ASCL2,ATF1,ATF3,BCL6,CEBPB,CTCF,E2F8,EBF1,ELF1,ELK1,ELK4,EPAS1,FOSL2,FOXK1,GLIS1,GRHL2,GTF2B,KLF1,KLF9,MAX,MXI1,NFATC1,PAX6,RARG,SP2,STAT2,TP63,TP73,USF1,YY1,ZNF143
critical,0.112363205843411,0.61768508347266,-0.162026021645938,-0.253017935875729,-0.530749044562813,0.0651611785628135,0.432296079929974,-0.298159698880248,0.35843600276404,0.580177592102725,0.552909892008436,0.014311506918339,-0.296419263078171,0.179680611829057,-0.441803396706869,-0.580412927621128,0.496089654457429,-0.510773476366,0.0987375849001059,0.258415486532519,0.0610197655000241,-0.057564743954484,0.158766981965899,0.165410188641422,-0.104099567853474,0.157317053189331,-0.321156926601293,-0.399379012984272,-0.0468533154946892,0.238915521217678,0.354567975697065
critical,0.0995413834050787,-0.179340277391556,-0.125363118914244,0.0990678682847652,-0.459744809567524,0.32472445213726,0.345193257809258,-0.26312095462176,0.280480762119268,0.0409596276101667,0.181232169325725,0.217783802302337,-0.186982678380188,0.204367663076906,-0.0108372956807172,-0.305543506148617,0.483298575620899,-0.416382946357462,0.274812180038582,0.319526150733778,-0.287913879936661,-0.263111067517253,-0.267954719584718,0.370805967432432,-0.284233708512953,-0.0465628959930492,0.310299093151402,-0.401347931600384,0.0258091652870781,0.0232064309693912,-0.0720699348896144
critical,-0.0987772697338914,0.14853343695317,-0.103973664895502,0.073512341774392,-0.192612682765376,-0.0683810490545181,0.0754659906448995,0.172191411008192,0.173905084565172,-0.0444859777779986,0.14293249717571,0.0591871567476472,-0.131606226483219,0.165002742981021,0.0463830433591805,-0.0486646220356775,0.202682320915379,-0.056569532045634,0.192434874239713,0.0398265194656541,0.0670876344958763,-0.199442222468944,0.064510936262541,0.0302629650183472,-0.0444875895095358,0.080225721683597,0.0686945884003535,0.0025645526849652,0.125982146845832,-0.0174657590507545,-0.211952137290022
critical,-0.0333867527009466,0.116236365096605,-0.0649897515732901,-0.0125022037280954,0.0058442200838277,0.0595667257721188,0.20630537758243,0.0660140734667545,0.0297082377715893,0.0549238865869513,0.0754068317088974,0.0292665992744981,-0.128862708826853,0.140335157498954,-0.0554555448255058,-0.0589258454433873,0.186875969245039,-0.0579125451081984,0.0125978273886255,0.103554680725158,-0.105251364243385,-0.0093446980387337,-0.0007679076686856,-0.0297538763368424,-0.203406738802646,0.129937652271777,0.0414566134836128,0.0016186633042949,0.0950316941874794,0.0046892694398178,-0.0097120884890204
critical,-0.111607658491594,0.0824817214591299,0.208680470750921,-0.0163312352379708,-0.0546356608168836,-0.134310778336332,0.14799726900233,0.198105554570711,-0.0456540282581879,0.0792782808457237,-0.0245988742537838,-0.10435554639673,0.0489862064381883,-0.0235096044548827,0.0912514994786246,0.114004302025034,0.109982190478432,-0.252647786910867,0.0221797328931721,-0.11367245907425,-0.0047736014681044,-0.0101171478912277,0.0767382136640636,0.0840034494914444,-0.108980099759821,-0.060631644227989,-0.0587246409053575,-0.0078992370958748,-0.024373583512244,0.222408519903221,-0.0759470400751888
critical,-0.117010623530405,0.0602552856285956,0.0333836508854582,0.115544150587443,-0.170393717983676,-0.117416803030951,-0.0418489883695546,-0.158212070024882,-0.0454826969851631,0.0319194974954822,-0.0187325810456472,0.0943031018521929,-0.0910597224583972,0.0843767037154342,-0.12854331210952,-0.0208505906493829,0.180692146646475,-0.0611640349426346,-0.0305702908423358,0.047266304366844,-0.12128233808104,0.129738139625085,-0.0404977198915324,0.0712311526271713,0.0403810979219911,-0.0647906560352323,0.0902279049850391,-0.185167724131711,0.0608296327205797,-0.0441901905161032,-0.0203310107806641
critical,0.0494177194902738,0.082423295747686,0.0591848653573409,-0.0567776677608175,0.0005284899204818,0.144597050805043,-0.0659390389676001,0.0028219510854254,0.0141648502368167,-0.0451953885910211,0.139123037958093,0.0664722828086367,0.0711189197456178,-0.029239070336243,-0.110030608933007,0.0009576541967708,-0.0071947681594808,-0.0331654510527462,0.173738941467501,0.183858443753367,-0.253189039923773,-0.0943963352650264,-0.0509845610363794,0.11550195421952,0.111015549739607,-0.0370216704589928,-0.185251551111925,0.0127374669620325,-0.0346160525351301,-0.0638717541420287,-0.0148274036974575
critical,-0.0194898773481821,-0.054464047164483,-0.0391284869260371,0.0117130860927451,0.0464920261955707,-0.144408627218071,0.0311250473933282,0.0496552982911037,-0.0146700141993309,-0.0009597591581734,-0.0605386290717546,-0.0948337830106074,0.0038584285551215,-0.0945953900959711,0.0602116537227604,0.010581918265242,-0.0120004979387536,0.0819664711158727,-0.0702074183703924,0.0499663652965493,-0.0283828072765289,-0.043849283726951,-0.0386642585692007,-0.0095345222155493,0.0875801755374203,0.0948414800610834,0.0040466413454258,-0.0299723311421863,0.0786807429284989,0.0264024258606204,0.036672679935466
critical,0.203583600211249,0.192879010659625,0.0598149399449429,-0.159502934460992,-0.40018997768565,0.212859672627231,0.281966190787661,-0.0719315248520823,0.196382160226961,0.126187986429828,0.0669225952417437,0.257271596440541,0.130201279219868,-0.0267438998332884,-0.213954004708027,0.159615466409971,0.33621795950253,-0.258103321720366,0.148626910274282,0.117156958864052,-0.088241763299818,-0.240421848092101,0.0532792575487461,0.147747288765098,-0.26601418226951,-0.128455171379551,-0.0912325441630859,-0.121298192642517,-0.0130319108782095,-0.0205118746932253,-0.0295110681994879
critical,0.033582558810986,0.0187911774906678,0.099890632969829,-0.100637164926095,0.0441367862590637,0.106558420559662,0.0924471541699987,0.168017753603176,0.107521708321792,0.154455190495565,-0.0720823864248668,0.056150697042034,-0.0143300181475922,0.130101684613363,0.0121431658856623,0.199332520854699,0.0408601671116214,-0.0733584192278015,0.155953393411114,0.0326530416401175,0.060072903443604,-0.078503455985884,0.100933047613248,-0.0677208870331747,0.0581221470747881,0.127770756731109,-0.0436958643885207,0.182865090407247,-0.0847682218524317,-0.23710049937808,-0.178511391287993
