group,ASCL1,ASCL2,BACH1,BACH2,CTCFL,ELF1,ELK3,EPAS1,ETV1,ETV4,ETV5,FOXA1,GATA2,GTF2I,HINFP,IRF3,JUNB,KLF1,KLF4,MAF,MAFF,MEIS1,NFAT5,NFIC,NR5A2,PAX6,PPARG,RARG,RFX5,RUNX1,RUNX3,SIX5,SOX17,SP1,STAT1,STAT5A,TBX21,USF1,VDR,YY1,ZEB1,ZFX,ZNF263
critical,0.118514266127405,0.301118321456347,0.487784100331525,0.373802669210832,0.180263440601018,0.323658348693856,0.26904063838574,0.268625564381921,0.425091256881366,-0.31196619333445,-0.183217216529518,0.0773068382079558,0.2269728970664,0.382904669969812,-0.21113831929089,-0.0815177857235892,-0.260322189860603,-0.0569264333448632,0.339637991627718,-0.436639154183216,-0.145710457857152,-0.195464141588855,-0.287348823164785,0.254003879747095,0.386912990346711,-0.421288220349987,-0.414467646927223,-0.341743538248801,0.268852438173735,-0.360827694394553,0.401298127189903,-0.265205003949989,0.0487689422924258,-0.222616492051751,-0.280745158080952,0.239573982438924,-0.0965930497960445,-0.19268574193749,-0.378116208205426,-0.0474306234460925,0.364946609999973,-0.418934792896927,0.31312804855952
critical,-0.363673282294212,0.299486133457636,0.0285814631820121,0.424728490268066,-0.463649839518206,0.0729605510764847,-0.245603703004396,0.0819843442984165,-0.29492639926084,-0.0435430944531751,0.379359316532405,0.243264190192427,0.253549399495148,0.354134295324998,-0.380164396148593,-0.414769581339985,0.364805028997081,-0.234833260328194,0.439554804795869,-0.315649406746803,-0.434764262040073,0.259135340669233,-0.540690025386589,0.136609256622339,-0.3087172289967,-0.132556868535134,-0.460975555283436,-0.390145454483988,-0.360078954218203,0.0669873619864407,-0.291319566304212,-0.178191871829771,0.224450248923971,-0.404860728605586,-0.451229045969865,0.213609324193368,-0.384778073686713,-0.425861997188736,0.0361257200007951,-0.138427524938339,0.408318676473314,0.0913502065127782,0.181023842242441
critical,-0.181905122401643,-0.172779458313561,0.0835259699644237,0.0379724274526863,0.293810981858028,0.234820155702658,0.0240830302495206,0.0400188845605743,-0.0998529438563237,0.0238778791272323,-0.0110185450198785,0.01495598776644,0.0534163096154977,-0.067397197786694,-0.171050204354721,0.159226159757549,0.150486790867818,-0.210462709982171,0.261473318293277,0.029065985602503,-0.253308395519203,-0.273676593814432,-0.0406217026399522,0.050819241138803,0.086728096412369,-0.117116996614757,-0.171266899535122,-0.0338357491957055,0.207352476534131,-0.288346449752418,-0.011929836413313,-0.24771038883123,0.188060862165915,-0.0894507711333091,0.0464150968189732,-0.0257110296090904,-0.170799795929979,-0.0233902718964855,-0.260033412417888,-0.228039773271531,0.372936712955118,-0.0357873842143163,0.163999656503872
critical,-0.402983525569206,0.0917423047847121,-0.0736272857212328,0.146326063955069,0.0320462093484244,0.167384330629107,0.238296553644601,0.183906841479917,0.348193421075606,-0.303693476880468,0.144230703248851,-0.0133556940767877,-0.188687262573068,0.0549475353497353,-0.15725009874748,-0.131432708444595,0.301127155665429,0.0901354691869662,0.220079663000956,0.339497968437035,0.0035452610979069,-0.158676812008941,-0.033591909606819,0.21656110505102,0.1257470444396,-0.182458644885373,-0.0713996019331606,-0.179801526771606,-0.0547646404708247,0.225324523706585,0.40810974003733,0.0527171564643621,-0.220712654618202,0.0042333163410442,-0.184894145457857,0.146594102224001,-0.168900973401658,0.110013902805755,-0.095494019629316,-0.0746004017156803,0.249318928510369,0.0730822410147639,0.0785930489655565
critical,-0.209866882164855,0.36803089184076,-0.280650290879444,-0.0548991724909345,0.0476093764072112,0.38732060755546,-0.276506604190048,-0.0186740234778992,0.176428402977016,0.168809094643015,-0.288188546058221,-0.246260372346433,-0.0404389778559915,0.319925532472156,-0.15121900124479,-0.181612375739428,0.218900568057522,-0.102038752340749,0.446766862054485,0.149981381913094,-0.0941784667414073,0.0362432301015085,-0.223335110877012,0.136616963588205,0.198693704717167,-0.192535847120443,0.0888632502161129,-0.182236485034656,-0.283559787409097,0.224920323547459,0.127612269785675,-0.0366347791898234,-0.341569842346126,-0.102665355579214,-0.149714218243758,-0.0763193392164183,-0.265267960732371,-0.198945592984172,-0.0027127867567807,0.0575072136317329,0.244576960661003,-0.19829934994271,-0.0082477820298951
critical,-0.546122345313658,0.442181910195298,-0.452860275405479,0.543273598030747,-0.212756536579615,0.141360627700718,-0.395138610707783,-0.323995295041692,0.613485765600755,-0.606371228255561,-0.417521018761608,-0.554473483341705,0.522954634735705,-0.41026115029092,-0.550833260177122,-0.294671975323573,0.519940492915286,-0.55195642541512,0.552085165642217,-0.364211118309767,-0.336908930128937,0.315103345170546,-0.28147963886558,-0.58337907253274,0.0595291723416694,-0.509259555472795,-0.331285644465248,-0.617680304828061,-0.605347608407945,-0.396249172007464,0.271109041251246,-0.422666255050552,-0.504358938476496,0.225979225378862,-0.485315673795413,-0.244613119287868,-0.485665754612753,-0.130624258651956,0.175700057645838,-0.231619230552563,0.558515617804666,-0.449869798122308,0.57919572251598
critical,-0.334443580802351,-0.208001107595955,-0.303481339499445,0.382423716606673,0.277378078380752,0.17755921535675,-0.270067379225412,0.0417183869689294,0.32831083380936,-0.15030323445544,0.0454745917214502,-0.367576178482591,0.305841540911792,-0.194100147997799,-0.340063264451188,-0.249000141275885,0.427684152779933,-0.113425747191198,-0.0642585000342417,0.383921705151668,0.0120050815530863,0.0004927971487663,0.298073283700182,0.0465550639300434,0.417873187971188,-0.50347883140484,-0.0584054057212731,-0.153719552956757,-0.0316702496857563,-0.41338676082561,0.0399533098929238,0.122362752768425,0.297851901907707,0.210673762295096,-0.141723050710156,0.330273130852816,-0.350733275069605,-0.124024997117132,-0.220447837572836,-0.414871159273331,0.349191438387999,-0.0041752674457239,0.17368266241239
critical,-0.353502578341854,0.179839671089579,-0.0105059749121048,-0.112328794243622,-0.141347810374377,0.173868586372725,-0.244388381214431,-0.0129110167587336,0.0072700384216098,-0.252700853864671,-0.0902500743643921,-0.353696255098949,0.0757228110787406,-0.275313438865945,-0.272123624560702,-0.182048850921233,0.329694640725311,-0.343371590370937,0.339385084018645,0.353624240918817,-0.15216240329706,-0.216813539107539,0.0406850318773885,0.222096151707349,-0.124708578122757,-0.171775390758543,-0.11515729602441,-0.313349375323485,-0.102694124691176,0.0393557494420581,0.18858977474023,-0.142724655278562,0.0883897080443192,-0.0198316291343565,-0.0759996600751418,0.19957417213317,-0.293077880265887,0.0229289341893517,-0.0265991244635336,-0.0351829664104915,0.196068819834062,-0.12550498873508,0.155053499472119
critical,0.186746359293954,-0.293114379201623,0.024596747946739,-0.287735779520564,0.193452059787162,-0.408951273290796,0.567799747290554,-0.426241491369113,0.110026867278882,-0.127041580636867,0.35243709249425,0.0129231366908089,-0.326375744574282,0.346303718393373,0.215975999440651,-0.232472161069442,-0.586251064037058,0.417522496425088,-0.0027047208706083,0.351315082942183,-0.631998833847577,-0.596088210261356,-0.583198399393173,-0.311584553251523,0.129003174245637,-0.551209926113949,-0.245958412528673,-0.120625443441844,0.538619300109238,-0.0041875270638679,-0.395976001702362,0.239433182698657,-0.646944741869299,-0.287907520843821,-0.443350732386066,0.279339432555362,-0.327333536433092,0.214187208179881,-0.0113030242500591,0.56704470761455,-0.198367907994856,0.607500399489004,0.357698038999772
critical,-0.222583785274772,-0.353330967170454,0.0122651751091194,-0.115509455058148,-0.115220486222329,0.217561761449857,-0.154277677967169,-0.0020316404486011,-0.0571118840325017,-0.099146068249905,-0.148475914406563,0.109665802003757,0.128931901827004,0.120397775859457,-0.0594883688657367,-0.215026394115875,0.0797069854187138,-0.262720077848049,0.109122085530594,0.15683719470877,-0.150973054716161,0.0535968976952155,0.305831188302683,0.141311895351877,0.211555540534883,-0.0621267202612159,-0.163782037860179,-0.296882539470128,0.157001479351884,-0.208844992711317,0.0286097459808099,-0.101553134702647,-0.102276838656486,-0.0685780456607032,-0.0350425301289494,-0.0210775800799194,-0.0895903422235316,-0.181766754091829,-0.285537353784362,-0.0645061579604062,0.17903246888845,-0.132917378139848,0.0224464737997914
