group,BACH1,E2F2,E2F7,E2F8,EGR2,EHF,ELK3,ELK4,FOXK1,FOXO3,GLI2,GTF2B,HINFP,IRF3,JUN,JUND,KLF1,KLF3,KLF9,MAX,MXI1,NFYB,POU2F2,RARA,RARG,RELA,RUNX1,SETDB1,SIX5,SREBF1,STAT2,STAT4,TCF12,TCF3,TCF4,TEAD4,TFAP4,TP63,ZBTB33,ZFX,ZNF143
critical,0.258849220448027,-0.217195579160079,0.0425840915492129,0.317149661678391,0.555488725726413,0.324329241459368,0.164073371442735,0.284979627756975,0.138104101247614,0.0669901658505788,-0.0956117085526177,0.421640466827998,-0.0016050045633833,0.194990344612472,-0.156538104124676,0.258097751644302,-0.458100092670798,0.23234886806104,0.0411477003416523,0.249207894639044,-0.246746843554072,0.269449466765153,-0.268861813968564,-0.0964302617766439,0.0812268921421975,0.288824982948231,-0.541019888461426,0.22563399220342,0.203334222985667,-0.190764183056082,0.219150263365927,-0.295333281384604,-0.112098492257068,0.147648919644934,-0.433358506597855,0.200116894539526,-0.0128100082427415,-0.378512380596997,0.184817589140107,-0.207235498673645,0.140207245461298
critical,0.149580394825502,-0.439016989738967,-0.221270503511674,0.248392581059108,0.290926679135411,0.0812629042959876,-0.140071730258164,0.0133630905559852,0.155276067411053,0.169866374582626,0.16712127995996,0.437685418093711,-0.196793785632341,-0.173189455267366,0.10632648171497,0.32482552684209,-0.464368551839261,0.249863488302656,0.0532695392520766,0.19894215722169,-0.0743539119874146,-0.126679379226537,-0.0653613024754352,0.183101129719132,0.25098246315873,0.211944331910836,-0.0950931724461409,0.293674707139094,0.226507725311582,0.172005946028926,0.208505456010464,-0.315555346151408,-0.295721950417894,0.103525616185724,0.07674036411353,-0.159567090496769,-0.381866000725627,0.212145928521207,0.401158444332404,-0.0404907048600875,-0.0204269287149759
critical,0.0105602691653279,-0.236543252721451,0.0016428616799224,0.109325906545883,-0.104836535898679,0.206389530726597,0.11782609481555,0.100430666523282,0.110710741255907,0.0636028727931124,-0.138244969776915,0.128398883428783,-0.311878111632227,0.0910446411713349,0.0924434310457667,0.150179679064786,-0.210418955234937,0.317458282249664,0.250420716152367,0.0230920068037588,0.169559669564663,0.0662564788910666,-0.174676735466929,-0.041358742727298,-0.114441651588967,0.147927556729699,-0.262769658365651,0.189152146106967,-0.106625094089314,0.320114300351343,0.0670673141432365,-0.0521606716943916,-0.072254213296203,0.109885146838087,-0.363593424067423,0.229888534444594,0.173087167583594,-0.038659997702493,0.301618768645904,0.0463949490761216,-0.286843637828724
critical,0.169704302178862,-0.173816666908318,0.0532912716906286,0.227837536956172,-0.0677671455993034,0.116575080846243,-0.0055300188076818,0.0508653335314821,0.0780299425411136,-0.0828738727846925,-0.0947184497456067,0.193688669040214,0.048833167519277,0.264611753880923,0.0632925916592455,0.157070724918172,0.0012126360569487,0.0634713086379022,0.122133925472722,0.203623136653147,0.0183661667605952,0.0458644799293687,-0.162099258121678,0.13728397657814,0.0373330908463074,-0.0581920016534599,-0.040992993999793,0.126363978848722,0.0666624863198044,-0.215338903560801,0.0661118682614504,-0.206586790180127,-0.0636176372301513,0.298960605755231,-0.034017718959615,0.0224996900437728,-0.0723049428591615,-0.129685546505172,0.188320421780902,-0.130235529497126,0.0410380062670817
critical,-0.0545793753200577,-0.231494574444212,-0.229287120871283,0.0987992124842029,0.214547902550692,0.138108470820388,-0.183871125062973,-0.0775850879766696,-0.0358517145461332,0.153764837624464,-0.28386649619134,0.15805224180304,0.438759220699981,0.0335731835244497,0.0783959320302198,0.407399725612387,-0.195694609268663,0.386582761936927,-0.025296713406147,0.0751098469981271,0.0309249250719663,0.150306358604823,-0.484748512246269,-0.072670456487158,-0.0757339568770996,0.345346307161277,0.22595988573728,0.238249426021423,-0.121470112947999,0.262034184925564,-0.120670803392712,-0.0221318964774111,-0.177669929402372,0.0348712821938012,-0.110220859709875,0.302658064320504,-0.0481973686056091,-0.24479883883228,-0.313180955911273,-0.245568221040723,-0.157533501124413
critical,-0.191784223068745,-0.214132779748616,-0.0332153840098613,0.045271630683076,0.270045134906428,0.0624540329318648,-0.174438995896889,-0.100014115777526,0.0010647926841001,-0.0333172460470406,-0.122595591837867,0.389874246416357,-0.515377536406433,-0.106961698336096,0.0640628614963542,0.0607240502777,-0.622641991353034,0.127348253277117,-0.188729390862833,-0.134994079522362,-0.181957623209343,0.0381187806859474,0.0091464907020731,0.584463019463299,-0.352702191053234,-0.0361107352484725,-0.0223584599334861,0.232139467093721,-0.262540912326504,-0.112445914405997,-0.106054843255097,-0.0651902890442249,-0.534875885250534,-0.0405686141255825,0.0226038548412362,-0.539473438587715,-0.0071760004601238,-0.0377189207445454,-0.145427092898556,-0.313500225926474,0.0886387499437393
critical,0.259778563837148,-0.144571016160426,-0.0912872343214832,-0.0593108574991575,0.235253172978199,0.29545195424567,0.0080423552955153,0.15179654581827,0.138851333610002,0.211352291922573,-0.224858766036264,0.112241810032733,0.0377422240937116,0.172470222955237,-0.277432220754848,0.38160130044378,-0.261548018191805,0.22941410147147,0.337912435839743,0.268319052083109,-0.55710370553189,-0.260165841985823,-0.206467856294611,0.441554836277344,0.0778327233961217,0.230785067307209,0.0701412348477878,0.325389188509299,-0.085933048497445,0.263122688646517,-0.0042838630873611,-0.234626299184335,-0.325303906435405,0.334724096520309,0.216031982181009,-0.000134806932357,-0.139803263537331,-0.505006884830897,0.346421538022596,-0.0672950497066194,0.29876133285443
critical,0.0513878697666311,-0.204770686134536,0.0091210825741932,0.15003885980171,-0.121166904647466,0.0758904505899226,-0.0179667469893481,-0.0972131734760408,0.0921778851867451,-0.212030577024595,-0.0322168719424399,0.155902836234229,-0.178385590076446,-0.0648300010161964,0.101978854604965,0.134134951116903,0.0822369882450704,-0.040632969456142,0.149410030279304,0.240052404596089,-0.118038666920673,-0.10042935429377,-0.142741768586852,0.0907255328532635,0.0166892709490813,0.147360022527375,0.0170160775407751,0.0013174742533129,0.11139177844554,0.0520658692777575,0.0107344542040686,-0.0283854537102969,0.0207741712341839,0.141548907971618,-0.0247383981025259,0.0478073343658218,-0.0115735557893475,0.136721424967983,0.259965356027846,-0.07459398533179,0.0203502332203287
critical,0.105318848391439,0.0192034391483031,0.0654855821304339,0.0293031562380806,0.391261732095591,-0.12288342803041,-0.0049902960984032,0.274540292354793,-0.0750402666633425,0.0162618982941958,-0.0560809853169285,0.0512735001119694,-0.22369414676777,-0.0745919567675479,0.16058575733958,0.170965297356086,-0.289237338082274,0.0395124730522616,0.0126517629497008,0.0340251078407384,0.155429192792384,0.127403759545997,0.0105116866589106,0.034917121791324,0.287842829289637,0.063830734806519,0.0401700231699812,0.157056429184629,0.0483103527995418,-0.129062995681758,-0.138001437979874,0.0325230731578676,-0.280934960015311,0.0517900536205388,-0.0655674744657638,0.018775843479849,-0.090314224119455,0.050031562816869,0.0224864874384946,0.187614279209385,-0.340550916245279
critical,0.304638881007629,-0.381866562299152,-0.252600487101242,0.0751769488703342,-0.0046027137855925,0.270026585049104,0.129909982195384,0.0324025611552938,0.294369401071854,0.130080865118209,-0.224033326191944,0.227428551257365,0.231561171043878,-0.116062307709642,-0.506216336951956,0.315145399478682,-0.0468022344087511,0.187645381547473,0.373323171568023,0.18813754267818,0.169410559851388,0.364722529907224,0.239505842036698,0.380926236953701,-0.142018656831005,0.292318004805419,-0.082014966946739,0.256134547387953,-0.16872434988789,-0.0407492705638634,0.140293483274975,-0.304109979476234,-0.196647420669991,0.20365449037199,0.263140060487306,0.350094081847241,-0.157482977620652,-0.0005509457718078,0.0452869732977717,-0.322605852592532,-0.386966816651067
