group,AR,ASCL2,ATF1,ATF2,ATF3,BACH2,CEBPB,EHF,ELK1,ELK4,EPAS1,FOSL2,FOXA2,FOXG1,FOXH1,GRHL2,GTF2B,HOXA1,JUND,KLF1,KLF9,NANOG,NFATC1,SIX5,STAT2,STAT4,TFAP4,TP63,ZBTB7B,ZNF143
critical,-0.462576657343062,0.0104009131903734,0.497980848398962,0.215390661710084,-0.126049199546407,-0.354176006805121,-0.446290555265086,0.409355868303647,0.519024976896716,0.50309085901224,-0.0769969653176234,-0.268144822157588,-0.3444986955363,-0.122414168152472,-0.4635938538487,-0.525139806599401,0.435755466340597,0.333603605486331,0.212970343131808,-0.463965516998464,0.140004395684092,-0.106932654906654,-0.0758452864813206,0.456871872135884,0.0908530058603271,-0.420841088577572,-0.161634543740962,-0.282822655005467,0.351770427572046,0.297470725277253
critical,-0.217738120257826,0.131134765411197,-0.160172671961843,0.205020254489619,-0.12977894629543,-0.236685618068476,-0.423105877728049,0.165125983163976,0.0035256871924059,0.17297371544883,0.181473935683146,-0.242339993305168,-0.259065256012476,-0.0095082390407261,0.0917419390282599,-0.220265154499556,0.448505558153106,-0.0172853557466339,0.325032099898345,-0.369737893776816,0.260190050686806,-0.0178309168431344,-0.26862359494816,0.215818045500185,0.0102592543058659,-0.173349204498353,-0.177436211211192,0.229760236742942,0.0533740420245852,-0.0797230188272436
critical,-0.197295738380213,-0.0720818699912499,0.062092124509333,0.12345303032337,-0.109576786622558,-0.058284527231082,-0.150038448600744,0.244904670932841,0.0319581466317128,0.185786989423132,0.0155621462832364,-0.0592035803164853,0.0042344671123343,-0.127448345360625,-0.166843532540217,0.0186437149502394,0.207228801146456,0.0097383471411063,0.189675003846356,-0.0373886073816446,0.0943756136006566,-0.0962470762666948,-0.147215975927297,0.117133257419098,0.193958222759413,-0.0888167420071932,0.0631119468670445,0.0623064341596412,0.155096214663568,-0.146297797575161
critical,-0.0737749296675755,0.0336936115711112,0.12816604930963,0.104098017642216,-0.0242358224745709,-0.0321327339303329,-0.0319641880881386,0.0618684518355961,0.0443691306138459,0.114873138390296,0.0324847060969161,-0.102300593816191,-0.0059104300023609,-0.0274581389851662,-0.0348985059216704,-0.068562167769633,0.131283620438688,0.053931806660993,0.103373121086763,-0.0119410364148353,0.0529676583780758,-0.056818966264483,0.0178075485458564,0.0771978338197631,0.0950601853254146,-0.0629330669681722,-0.0253420274537883,0.042017416691018,0.01117186020042,0.111097365467418
critical,-0.248413219218943,-0.234735248116931,0.0342257062678611,0.107250647971714,0.147984668075809,-0.159623681081676,-0.0926954103347604,0.212184857716224,0.0245470477715262,-0.0361229253664577,-0.207112874478761,0.063013559591891,-0.125726910304786,-0.0444580623180958,-0.210579639893201,0.062280241793881,0.139290290635951,0.0388983580311601,0.421767905147816,-0.382527037512333,-0.0036047162873335,-0.0650386278976309,0.163992651518377,0.0989903264820341,-0.0048529033615184,0.0289103360212438,0.0529614551398757,-0.003799489030068,0.094134266349969,0.140353806633151
critical,0.021185419736602,-0.0821027184609008,0.0347047904212691,0.0123086671376591,-0.238130523070633,-0.0531508906093426,-0.126917151036851,-0.268932403038434,-0.0642209259301802,0.0621341360501911,0.0313117666507978,0.0571961830364859,-0.114053703175,0.208753506887054,0.0212042125910559,0.110951055107029,-0.127808898081877,0.0531350993913639,-0.0929815625888563,0.0836344666048302,-0.145881229275811,0.15101781232062,0.172438664761631,-0.0080331622434551,-0.109532455607624,0.341451418257496,-0.0253118868545116,0.066525399707594,0.0534685420519876,-0.157553940998512
critical,0.134984425080264,0.257016946580583,0.182746881399941,-0.0371190839927119,-0.0886707975266686,-0.0488405574105845,-0.0713530915387619,-0.081475185045243,-0.110342930210497,0.178815706527769,0.067211383124414,-0.0350005497315615,0.138763180478262,0.0910278902629679,0.162429166605843,0.160570736870461,-0.0659249030963939,0.18176064483395,0.0521999483142468,0.0739794345719671,0.118262685865934,0.189042200443162,0.0938437330714494,-0.04449128368621,-0.0234912371100365,0.0421239151411536,0.096065537703892,-0.0761141057703299,0.356923436953074,-0.0916336958974221
critical,0.177532718344552,0.17323636409428,0.0010914552586374,-0.0620965668328274,-0.175531187718301,0.079289159043612,0.193152528115069,-0.15862099966247,-0.185871437864843,-0.099968516680351,-0.129827588907422,0.153354479763845,0.179792220444492,0.0662955936485232,0.0639023671486591,0.13876880759324,-0.105186675329543,0.0652723112838904,-0.113266146289642,0.090472387105028,-0.0600450113839368,-0.167319655931488,0.0877859348224715,-0.123122498277777,-0.0721400624050229,0.182186959283636,0.119734438195521,0.0435256454056904,-0.14735180351485,0.165649781309421
critical,-0.288428919755189,0.22353632110781,0.0637281040495362,0.0141890174147602,0.16651739771583,-0.0030027514459191,-0.215872864979698,0.202659687750269,0.110585576648053,0.034195128920632,0.160378011839666,0.119434821915819,-0.10274316777296,0.139859112047838,-0.173885358304697,0.121678608383084,0.270411674244318,-0.205351052574416,0.295561878987604,-0.12839886613217,0.157289861175897,0.107624210788006,-0.243116541777467,0.0140322925343747,-0.0752646615469869,-0.209266374609697,-0.207495194340266,-0.237983255458619,0.264649548070821,0.0047893315743067
critical,-0.015981545165765,0.122270419562914,0.0902109101423647,-0.0080969077850086,0.0319674962062085,-0.070762730024219,0.060942684652409,0.0848882193207733,0.0548792503532741,-0.0220300226798067,0.0946294922910927,-0.0739567804668788,0.0790580644914634,0.0136293646189296,0.119298981735594,0.16273353202373,0.052332933054811,0.133561911133306,0.0860170971686876,-0.0440234997885951,0.163721329126673,0.0453207284268603,-0.0404687241538282,0.0050562281587923,0.137160931025372,-0.0950839234809694,-0.0702829070829051,0.0058843702766708,0.0757014604619772,-0.258034804259239
critical,-0.0869437008705975,0.151752490967695,0.123124667772229,-0.0476008978179394,-0.112613458205987,-0.115802749366473,-0.0727913200035718,-0.0949132361576042,-0.109620326604875,-0.0502162834418747,-0.0006833309438636,-0.15282224976031,0.0926264931982387,0.163182344022945,0.0568779004137559,0.0423657010705971,0.114312962754597,0.130670539001556,0.0317281533602081,0.0884247774230034,0.182537928376803,-0.10581112726365,-0.044626793045765,-0.0535443717959746,0.112675105131745,0.0162748165880534,0.0678500666223961,0.0949547851144251,-0.106317212725499,0.145668894964995
critical,-0.269148968390359,0.288616746312455,0.168192085428778,0.0083560777944637,0.456551111666908,-0.51674857364292,-0.0510186624058181,0.490064633639722,0.344621300925409,0.0640236138486845,0.391377669794312,-0.0039450995992841,-0.460228578881316,-0.425446281157979,-0.0161273292664205,0.035089579350417,0.454677684972776,0.472034140747516,0.594302491393672,-0.416426078556601,0.198692264994098,-0.503941868411073,-0.293315181513613,0.432037967674371,0.147277110166242,0.33148748944538,-0.457968572075696,-0.122317912198911,0.495724562964323,-0.0845420966891826
critical,-0.266662797927191,0.131187023668958,0.180080594559483,0.298238705883695,-0.0930737902009353,-0.174469957731689,0.115844118561252,0.275814454043838,0.110393374928161,-0.337334014115628,0.241405361671956,-0.149488106622132,-0.225543072732513,-0.203200996770125,-0.172290144570341,0.148021355611778,0.330361287135455,-0.160147217329227,0.190469232090825,-0.375066694093084,0.167448301896503,-0.252539385916011,-0.319753411435222,0.274673370110099,-0.202648327480068,-0.180771632960341,-0.197777388857098,0.186547313388629,-0.0249518326996857,-0.0991274003626125
critical,-0.0105865533430986,0.021192145428185,0.047523775562077,0.0882354910992692,0.0364367978523429,0.0427075127591455,0.0394755167327603,0.0869443503322342,0.0788407314127452,0.0803307801103475,0.125574199410268,-0.0377968274593473,-0.0272290712734187,0.0229924726573628,0.046643115275664,-0.0264753080584196,0.0652303166555241,0.151673257698404,0.104649869336068,0.0579997388089635,0.0847457891143524,0.118983932831576,-0.160152215799248,0.0327972296548732,-0.0710510333805461,-0.0526332015414148,-0.0853488777368313,-0.156190131870009,0.155209817846251,-0.0046159982806949
