group,ATF1,CDX2,CEBPB,E2F8,EBF1,ELK1,ELK4,EPAS1,FOSL2,FOXG1,FOXK1,GLIS1,GMEB1,GRHL2,GTF2B,JUND,KLF9,MITF,MXI1,NFATC1,NFYB,PAX6,PBX3,PRDM14,RARG,SP2,SPIB,TP63,USF1,ZNF143
critical,0.552670100630352,-0.0996418344219584,-0.45164591909019,0.380812790908035,-0.23394105538452,0.547311368134568,0.51684393972489,-0.0302414524832825,-0.295203012188812,-0.144981307700564,0.188819907161977,-0.396184625230161,0.193286970603857,-0.545192571381725,0.459352547527991,0.19566151539232,0.0762732789706003,-0.318012762002158,0.0300701448902788,-0.0278829396947683,0.272705071854494,0.163441543347056,0.152937314066087,-0.174743519103393,0.17891769239905,-0.0915594145571913,-0.108837259311889,-0.285280237818382,0.0084842759307526,0.255521340669222
critical,-0.169412308497441,0.0561762557788738,-0.480063160208606,0.382187687835106,-0.2488212779972,0.0436130533605522,0.174943943764549,0.285035914857956,-0.217421819147863,-0.0797353437373287,0.226912993726296,-0.0055619640287654,0.0597397198440198,-0.310211397145282,0.510576798644732,0.399249840376632,0.21842590335047,-0.355732405330105,-0.303074727049124,-0.298386635739583,-0.264777625507626,-0.228239518617992,-0.103690911325452,-0.0514054496648124,0.434930433697269,-0.260602182175435,-0.050870634119851,0.247534345925268,0.0195997324578065,-0.0786912623314689
critical,0.171513002863465,0.0152895542925099,-0.255748509866947,-0.0583748025470353,0.254838031538534,-0.0072134267413767,0.181138561100941,-0.0253035495129866,-0.0557026001722761,-0.128724205477709,0.0046949758754492,0.0285263446177998,0.117543978295821,0.0068567646864456,0.0828045991013714,0.139717582267359,0.0473748635439797,-0.106451304855953,0.128489692693366,-0.122499025049931,-0.216455472638374,0.201619229140341,0.173851453366938,0.0543499207615557,0.16220467583721,0.0983768466398087,0.0086700078643551,-0.0646176549003887,0.0898041207110303,-0.239788343414988
critical,0.140827024810788,-0.0609327119334991,-0.114271501659694,0.230967073695715,-0.0520941764958943,0.155760706135276,0.152723966652807,-0.0544194954100493,-0.207158217314361,-0.213875165031474,0.17608235297166,-0.145703604369237,0.127238152640236,-0.155612578942018,0.224888111989956,0.211913974660755,-0.060154069545701,0.214660719089714,-0.098505297981652,-0.0177322865795227,0.0035053973339293,0.0843081056211912,-0.127548742918477,-0.158655764139617,0.0377362140214126,-0.171943489392891,-0.0686971271889734,0.0165541962357406,0.143775791930605,-0.0144485441868738
critical,0.173977926590985,-0.126508959181863,0.0120362008901356,0.148753069365093,0.127644526542256,0.0767776138368887,0.024704766749347,-0.282272460370302,0.158111883262024,-0.0042495426309609,-0.0062432749147683,0.114600357157891,-0.0311766562993253,0.165992676959227,0.0051377308170022,0.345575884134161,-0.0720029768522787,-0.151443278793377,-0.0088036962806557,-0.0796526539757188,0.0765937213532999,0.116515591119623,-0.0431224746592616,-0.136353461900246,0.0752139022417456,-0.16683833218988,-0.0019224270350689,-0.0488725549369218,-0.147471451341714,-0.15268830596543
critical,0.13375769621344,0.0101383455115807,-0.140231410231259,-0.15935959313917,-0.144804434183363,0.0686894464686362,0.0337599004789654,0.0854686718633127,-0.0176341299315921,0.137954758076868,-0.0012299644196872,0.0150946780861455,0.274339291221844,0.0120869813767438,0.0471644891346007,-0.0177824783594512,0.0139255481216707,0.0313022915976288,-0.0688943760953052,0.168936508805613,-0.212630985148509,0.0023195713780897,0.031948271024588,0.025629220875953,0.0477018171934581,0.0825376626557148,-0.0991216249155462,0.0746396232892669,-0.0326295653683443,-0.153156669778981
critical,0.154909230334083,-0.0880185572245378,-0.0121139542453962,0.0159316018305514,0.0684592752211048,0.0755328194076939,0.19208727454226,0.0688148307950654,0.023161435491562,-0.13807823384023,0.0488222210240214,-0.0429821685656211,0.24775683130305,-0.115586363438743,0.0733527242962405,0.231432598363416,0.140228927813903,0.0822349078611685,-0.203975765424956,-0.140540359328581,-0.108870133231719,-0.0040808570613859,0.134324157088206,-0.0514051102328828,0.146847134359338,0.0049931268301324,0.0407325866292984,-0.243556626186683,0.0602227394496801,0.0554646876061038
critical,-0.0206446486276307,0.0721121712010897,0.0317695825151125,0.0746873420300826,0.0007976870145098,0.0956564146998082,-0.0074133408855501,-0.0472254553382221,-0.0422394922914018,-0.133315552857568,-0.062899962837671,0.0813968980751205,0.0653837716328044,-0.102790472987942,0.0751803284435705,0.0151418749771374,-0.0383656291606416,0.0082143815491312,0.0091287987944363,-0.0298312231585436,-0.10897866942017,0.0452905492440633,-0.0503189309709692,-0.0930355711549972,0.07640163778335,0.0766835767364668,-0.0977538233539191,0.0220346863610344,0.16695555843222,-0.0328819812711889
critical,0.145331020787552,-0.0048707406128337,-0.32456562358297,0.248818306074474,-0.120296966221834,0.0770476470319693,0.100046989455374,0.106627335622163,0.0503029217827442,0.049754888420582,0.0644212866213129,-0.263445948083994,0.175098632121262,0.0832434088078983,0.255448882782651,0.241668696576946,0.126801542945468,-0.131321783313117,-0.0203599271852478,-0.17410343800704,-0.134042148397251,-0.0131226139520816,-0.0110855536832555,-0.0977094900303222,0.0859921934850875,-0.154134631234905,0.0971213448575189,0.0489218844881925,0.0655227274083787,-0.076601236712095
critical,0.0079018559016659,-0.0816031041710546,0.04945360479487,0.125587255512301,0.159979993926413,0.162225251441373,-0.0262204983389977,0.077420016955583,0.0121176516199656,-0.0152965235743454,0.135730928343076,-0.0201548601690289,0.159066266073215,0.187287281586938,0.0575400366588486,0.105689246545705,0.216615982246926,-0.0511400882303108,0.0383898504956916,-0.117084054015513,0.113742901095138,0.11002791705338,-0.0428549969392676,-0.0472086684012557,0.0179644455925411,0.0953623969241966,0.122576054775083,-0.0433303482805085,-0.0936033400645286,-0.236892593280619
