group,AHR,AR,ASCL2,ATF1,CDX2,CEBPB,E2F8,EBF1,ELK1,ELK4,FOSL2,FOXH1,GLIS1,GRHL2,GTF2B,JUND,KLF1,KLF9,MAX,MEIS1,NFATC1,PAX5,PRDM14,RARG,SP2,SPIB,STAT2,TP63,TP73,ZNF143
critical,-0.555743653623681,-0.592758692568819,0.136057885891095,0.643195728986649,-0.180924796559948,-0.528744133351788,0.491613658255475,-0.271008813922553,0.59361904806852,0.57609005615327,-0.347649912835877,-0.588262626387612,-0.462324246086164,-0.633068549376051,0.550664698922847,0.222824254336595,-0.496719061924566,0.15886589636817,0.345166754709497,-0.591676678086213,-0.114898048376436,-0.344108762271976,-0.229095210329833,0.164698747786109,-0.113210426676744,-0.137294425717979,0.140698196700371,-0.374352337262981,-0.435629529387278,0.391269497352643
critical,0.123929622836304,-0.300319387566772,0.16289397188219,-0.171406076618416,0.007009516612294,-0.512832738456902,0.363385845714543,-0.277309090540159,0.0383563651994103,0.160101959469476,-0.22713242670759,0.01637850467136,-0.10139293335098,-0.335196307205896,0.538304419684863,0.410265786349829,-0.468959003491243,0.240676896499252,0.325347204189393,-0.0519600635075301,-0.303599676780904,0.186110447381986,-0.0999249779163743,0.369598847237408,-0.302251832807048,-0.0372467955987188,0.0185116503904362,0.316358881592407,-0.450439228021889,-0.0982837487399506
critical,0.0604630128247751,-0.0795883240430875,-0.0738894733194807,0.164154872992742,0.0809883723617587,-0.135124572885295,0.0953440684662017,0.129598948967448,-0.0522376785289444,0.0416455451182282,-0.0779644523998756,-0.0585433993428548,0.0335984511784234,-0.0596634379977917,0.0585414400243598,0.0877249127364999,-0.0634843395710031,0.114377176461222,-0.0233219409264378,-0.147931254838437,-0.0613301265128198,-0.0095306438025695,-0.0655178240336888,0.0350233943673833,-0.0341700535358178,-0.0301607692520184,0.0825739796673045,0.0658574200304754,0.0057219591564443,-0.178928249698697
critical,0.0261097161458872,-0.0616910979878083,-0.0202837967367669,0.0927177596622786,0.0216527112144061,-0.0091828860210883,0.152806010815513,0.0378564268405519,0.0286330501365352,0.0778161007207401,-0.102706295296262,-0.0243051772333804,-0.0472283885026826,-0.0468687579013541,0.124875363711651,0.120095738465387,-0.0334662797021027,0.0115712925019317,0.0977589118368057,-0.0713138657143407,-0.0045232723001264,0.0998168204985505,-0.0115872494978517,-0.0287615917404749,-0.150100763963881,0.009730085127525,0.0986311240305399,0.0608156539974321,0.0335153936885712,0.024205379974574
critical,0.0254012236755061,-0.0704217212023826,0.103719395235589,0.350052919814835,-0.076469899751783,0.0124279698470738,0.117593008959804,0.182093252710004,0.0553239558894948,-0.0080100120818727,0.170677953114025,-0.0768828514760476,0.180424552333316,0.151847667329772,0.195072137698313,0.335507008169828,-0.12389928233687,0.0415179160837954,-0.108481792279892,-0.201320535265538,0.0358316959775574,-0.0566272565586513,-0.0008290318706828,-0.031306746174706,-0.0961389155153943,-0.0451365619887721,-0.0769238338062587,-0.0965822129345481,-0.0475786083218099,-0.140903195267898
critical,0.0321521759318958,-0.116428814993318,0.0852867050509115,0.114862103030572,0.0857079959880195,-0.0093809169095336,-0.0120435014385456,0.0173586059657596,0.0196146092565396,-0.0849344464725639,0.0486025225082822,0.0550356931825225,-0.0201259648411518,0.0447627749718471,0.268262326791942,0.087506708289179,-0.275889434691622,-0.0966579474443322,0.0404592848234775,-8.87743230414453e-05,0.0504596865076071,0.125185472927744,0.0017369057593908,-0.128536703622558,0.0357231488827272,0.133095678014564,0.0609406050216877,0.0029141977992602,-0.0451667755611535,-0.0753074646879721
critical,0.150918859799168,-0.100548713156589,-0.0288831526069405,0.201818970766909,-0.0186657743005609,0.0416708318057662,-0.0078475263028318,0.0239617657096918,-0.062391699098359,0.16330945702296,0.0362407059862252,0.0336710609348791,-0.121814807985396,-0.0236493468584643,0.0632765628914468,0.249245031806535,-0.0829296761569556,0.209905580961615,0.263965906985688,0.0895910542086911,-0.139758516140441,0.157747164316309,-0.0640880619142225,0.0643788827255917,0.0580798121651152,0.0713750825643083,-0.0352985455297729,-0.240481846989879,-0.0164662024953157,0.0797854993966132
critical,0.0218227128275752,0.103772582004749,0.0554035569713683,0.0670283240437938,-0.0201359741014332,0.176881421819052,0.0253002502727734,0.0296298038285381,-0.0489155393448265,-0.116867096802767,0.11698177211105,0.160708083479083,0.221181890510697,0.0559645905091559,-0.0184941220452872,-0.0079901595070158,0.0880187064395386,-0.0038259822650221,0.123446117085947,0.0135336134143504,0.0055728578325354,0.114241442569038,-0.0956563012547249,-0.102750488274857,0.0336490878300786,0.0212738229447716,-0.0826573076826428,0.063665046597201,-0.0234658108127551,0.123975387739563
critical,-0.105052603407546,-0.0848261636613533,0.136837164429168,0.208569161938166,0.0539131696845982,-0.259013114999534,0.207631834985374,-0.152228228492587,0.0294735422905499,0.109823018474093,0.0439299679277989,0.0398199131300172,-0.2544311147852,0.0788447732295837,0.197310896154497,0.187229502623579,-0.228342088418795,0.0781312963943061,0.106150442665984,0.0855599618825425,-0.0734410042652989,0.0810149470749867,-0.0726611862190417,0.0836295997676647,-0.148257831753406,0.0639360695957587,-0.0684677628750053,0.0649094857797887,0.0389392874459006,-0.0905992780532494
critical,-0.116624333831389,-0.053358388587666,0.122536292470999,-0.0136195086094612,-0.0130578155157659,0.0484920033533273,0.0586850418207522,0.102384227553859,0.0547104401757704,-0.0519487403958696,-0.0532498958616675,0.165514969933457,0.0527706278677579,0.207405530523216,0.0197242208231799,0.12485195130167,0.0052793827137213,0.219970700029155,0.0599400282161802,0.144459556212514,-0.113352571379429,0.136639176561246,-0.0804618128459443,-0.0322140328603839,0.117864565399656,0.0827324499489484,0.0433226737516806,0.0477399661051994,0.159018394292945,-0.225549791603762
