group,ASCL2,BCL6,E2F6,EBF1,ELF1,ELK1,FOXK1,GATA1,GATA2,GRHL2,HIF1A,HOXA1,HOXA4,MAX,MECOM,MEF2A,MEF2C,NANOG,NFYB,NR3C1,RARG,REST,STAT1,STAT2,TAL1,TEAD4,ZBTB7B,ZFX,ZNF250,ZNF263
critical,-0.0591163832978198,-0.150058601559628,0.0279415268549604,-0.143063951679016,0.272925867128528,0.461180513246487,0.170119597888289,-0.276584235242247,-0.111735447503985,-0.452030718357438,-0.0508619702591522,0.273442335095734,0.328576377168955,0.136284235670072,0.344960553280691,0.152592671681979,0.324851523083856,-0.0131128417050613,0.198049860312625,0.455572814636411,0.167139566374462,0.02952720604164,0.0352368236027764,0.151770918552605,0.0052772116709201,0.346362598663648,0.222679273949748,-0.001309661328806,0.0290756966653902,0.040726071614855
critical,-0.0499866967537284,0.113600919496495,-0.014159328295231,-0.230493367394631,0.147841739507232,0.0331067519603527,0.17039312726674,-0.270910526450977,-0.0748023611142714,-0.212013237254436,0.134243729501873,0.0735648952281584,0.135415069292545,0.125314390917496,0.19462115522494,-0.0799479564309432,0.334945875750424,0.0396960574774896,-0.285894501189354,0.178485358737403,0.272081131098842,0.214586678162727,-0.0580967554374475,-0.0008208604576924,0.223616621040169,0.0859331583468722,0.075064990881879,-0.081255628455073,-0.169861913074793,-0.18958164101524
critical,-0.136861471761723,0.155891470762565,-0.134150075612411,0.186206948583996,0.258153184931791,0.119505095956931,-0.0021892303147515,-0.217775831525715,-0.0245495611246898,-0.0751815818421194,-0.128780443431806,0.205408567316493,0.155651329709959,-0.0883391713123983,0.29188983853023,0.271141973767583,0.116373826927427,0.10120725676334,-0.0902139284614704,0.200360139615212,0.227614250510378,0.137735564481475,0.135093322511663,0.140060859384011,0.0647820474559063,0.209003203868203,0.213178056643089,-0.0813651276478374,-0.0252259718471363,0.0445722275241112
critical,-0.246419769497567,-0.0024919226231014,0.124650553702332,-0.127616652360254,0.0675638155838034,0.301703704484363,0.296112164071137,-0.160113772147349,-0.0399213670242617,-0.295009777726014,-0.0559221080217475,0.24935163486799,0.297333901374625,-0.0284689357122616,0.283599897490315,0.0674429748722198,0.168899840045326,0.0975913280095486,0.0819167033025378,0.20275035407659,0.159568848352916,0.0968070194948259,0.21025042354527,0.353854797080611,0.207295048006868,0.170973110977519,0.161660586017712,0.101495955676828,-0.220227564659655,-0.234279398082162
critical,-0.22077914914939,-0.0960577386088614,0.220151306501511,0.0707891023686373,-0.220524263775923,0.275131580884166,-0.067633334074346,-0.0297078898281156,0.17881958162089,0.172615496709358,0.0888466065845115,0.215607724831833,0.291692882969024,-0.132894609905908,0.119861096311174,0.0553463597474886,0.416646688997127,0.282225265726624,-0.0622357614597412,0.208146080467383,0.0697470709888733,0.159447668518311,0.27673460997318,0.0238680161242584,0.0543883530803015,0.172524600087202,0.0953330645078265,-0.161827848108779,-0.264687527762527,-0.242549046335437
critical,-0.115784918288595,0.10966148228515,0.0039302913983053,-0.231057660453258,0.13281712590974,0.259884350050822,0.129286654011449,-0.224597025728725,-0.0333002098105838,-0.0070092752115009,-0.123361388291931,0.0618538676580566,0.192797137625576,-0.0341093836617249,0.156990035068527,0.0436684584496959,0.322649053688769,0.249852784735441,-0.22072252609436,0.0172941583280513,0.144137957714694,-0.0790186612493968,0.155263325071848,-0.0072765087413205,0.0965129226014643,-0.0459533437844548,0.0838887797289479,0.24090767704949,-0.222316650120844,-0.0666696117164005
critical,-0.135907908614648,0.177195438619406,0.02477998929803,-0.0433995412249616,0.165268907058549,0.23993552069265,0.103840576484873,-0.13375836217945,0.19559981843689,-0.146170393872348,-0.148346721385546,0.286059775942892,0.162569767622216,0.112857950144547,0.0801550663923138,0.141438067167299,0.223759690000971,0.0688272364055434,-0.194942758540443,0.103702917573374,0.322847935894392,0.156163519277684,0.281444061618077,0.13679219061615,0.282557814858549,0.0863592501627927,0.105713524133386,-0.0352974608039398,-0.0360992249121609,-0.309381194450005
critical,-0.0313247661609411,-0.0063538497688567,-0.0449635139347096,-0.0652412863650801,0.0812915965344441,0.256580017581118,0.0286872136146567,-0.0946312192063797,0.0853851632804506,-0.310420661506535,-0.22633319988924,0.217529984469252,0.289775107688827,0.0904219204226929,0.263503138928182,-0.211404281245652,0.164896639511656,0.203702469232562,-0.268073816266104,0.239629445855065,0.217391925453971,0.0969926537221028,0.268528035900302,0.272358754736164,0.247503653320012,0.169738226357876,0.0892491569432558,0.176980046234387,-0.190628713423166,-0.28946722430752
critical,-0.0286247423391765,0.106627879646105,-0.0318467248965328,-0.236594159217354,0.0450919681706594,0.125146989961705,-0.016670361645921,-0.165767068965293,0.0271771881118673,0.0331423987160463,-0.0394075985115545,0.108653024281285,-0.0425871986501165,-0.0121264489616863,0.0538265422436331,0.294480323083688,0.333869353598874,0.0017224234339679,-0.266570521135936,0.0657434242879724,0.0600636724508811,-0.0424807953271765,0.163450324585061,0.0278962386066546,-0.0094051978793154,0.225125955397764,0.121551229769117,-0.0812607568781487,-0.205153053168575,-0.046201260891208
critical,-0.0102334959606847,-0.0690682513154043,0.231728636909381,0.275988539608875,0.198494460594183,0.33261396340142,0.102950086777118,-0.231683358084094,0.0910539064999061,0.111728355682048,0.0545767804766695,0.182439987632515,0.230145757955297,0.124347850864484,0.202786709823527,0.0855169595579031,0.297349622116261,0.21242761485964,0.0152903497987165,0.175090603823718,0.175052088164739,0.107846389924777,0.304730987677603,0.203210863518029,-0.268940724239485,0.0880216924688509,0.156784684260862,-0.154036614918724,-0.135513907218189,-0.20277974032333
