group,ARNT,ASCL1,BACH2,CEBPA,CUX1,DUX4,EGR1,EHF,ELK3,FOS,GLI2,GTF2B,JUN,KLF10,KLF3,MITF,NR5A2,OTX2,RARA,RUNX1,SETDB1,SOX17,SP4,TBX21,TCF12,TCF21,TCF3,TCF4,TFAP2A,TFAP2C,ZBTB33,ZBTB7B,ZKSCAN1
critical,0.137672955814403,0.0593627193932861,0.142482333340729,-0.0443257630577988,-0.01463596993484,0.127661703935399,-0.194078181525801,0.0421272440555492,-0.173572996058959,0.21924403098408,-0.190527214944623,0.148988794735773,0.256334790171345,-0.170465171780412,0.0393084246500578,-0.0998275790306034,0.0855727864897248,0.0979482163656675,0.179252476343248,-0.0861733452638544,0.215870166355535,-0.118138276920026,-0.0934287196208563,0.139327917469926,-0.0117440234026258,0.088827707241389,0.197531731364915,-0.0368958920143497,-0.297289709361822,0.241589623648628,0.14764753183409,0.0236762548279595,-0.0606233313391768
critical,0.0695250259984588,-0.0586928998047284,-0.0592044202442035,-0.0170248792501248,-0.0507486201964372,-0.0160918515605311,-0.0366813119173006,-0.146148486963861,0.0863770828654254,-0.148040013613046,-0.119878712867156,-0.0315607780360422,0.133930804543437,-0.119004493304541,0.0140055965008885,-0.0378927593330583,0.0277240990768837,0.0570730667021842,0.0637227956602811,0.0961077695959274,0.0822946594456555,0.0062195107541696,-0.060450013128688,-0.217458008820403,-0.107121759922339,0.0400183423276178,-0.200939210258008,-0.168307977290639,-0.0538203524439225,0.0616645112160327,0.0836560675852083,-0.0156759678375549,0.107238494054391
critical,0.0118016960386053,-0.0588386790555769,-0.207445004161616,0.0091087740752669,-0.593384492978472,0.284967954724214,-0.11662977240626,0.576635529361102,0.166639941171961,-0.0679702579520777,-0.314479978330242,0.306010486006894,0.185917195473939,-0.289687576190763,0.604585566319793,-0.19820032024494,0.0722747972064446,0.564880074836585,0.352934708660939,-0.212742558389964,0.140810695145148,-0.104451136224237,-0.172282784519798,0.176907625243183,-0.0440432327191196,0.215808686709868,0.296583191191723,-0.478986491137903,-0.0005249704313768,0.124476239311213,0.301371744107845,0.259719685931556,-0.175047050533445
critical,0.380729117829759,-0.0046657597921002,-0.0645376367891413,0.162751060411746,-0.092367435773139,-0.087548433430242,-0.026507799090745,0.0699902876239933,-0.0219539097709389,-0.216178224743974,-0.11771273991173,0.114274052096528,0.181805204455642,-0.164023596722195,0.0350154733290278,0.171940699653296,0.138534738136616,0.284457004198727,0.133103509636905,-0.101607003626475,0.0227002967892892,0.0126436265102859,0.049647966794859,0.249097734942719,-0.0832738870204002,-0.0204316218947968,0.251814573768896,-0.0541582828989773,-0.0366327511253885,0.252184395817946,-0.0140304824456723,0.0910633704976561,-0.259410946210564
critical,0.27343565079986,0.0549492822266954,-0.0971207572782824,-0.0082027824734109,-0.17175234928009,0.110226488545424,-0.259018847187595,0.114188722650781,-0.0627876352619571,-0.0617261721210463,-0.367025685884566,0.205641166912919,0.0478004746180688,0.265696205411767,0.299144774810666,-0.171231290066298,-0.129078847716532,-0.298160690523061,0.115395895164651,0.134029846282074,0.0230289451805825,-0.102695466842848,0.32351256136034,-0.0683804414938281,0.0397696104840588,-0.357504342789906,-0.125945316169158,-0.0184386319151272,0.142383954335538,-0.23629317719013,-0.133786477307967,-0.0095385037274494,-0.163950501590945
critical,-0.0233105309055942,0.0179766333159159,-0.179979833284785,-0.0890577529455241,-0.0861166535068622,-0.10642813861883,0.120903009319379,-0.0300775062383929,-0.108403723014099,-0.12488765822612,-0.0218609706437283,0.268656943063029,0.152320106514882,0.273187060324505,0.194979440421961,-0.111419508865827,0.109806024804249,0.118722294827534,0.211982703744144,0.164385310236636,0.249018150747365,-0.0765673517480054,0.159268389553882,-0.0974155488766253,-0.0072434231402877,0.0706695717396799,0.246222432274826,0.0552412903454417,-0.216910590540035,0.0562720916154281,0.081874980323433,0.360354474401397,-0.0203815358166361
critical,0.117261545844941,-0.142063225504231,-0.216257651175355,-0.305932050804981,-0.319795459085975,-0.551365964553458,0.134838285009901,0.272128867855766,0.0383447517028345,-0.364872535620954,-0.361478202708579,0.0729938525006435,-0.402453999957091,-0.0055851782086234,0.490382854819777,-0.307268963527111,0.171136352388593,0.156534191614958,0.440662635152587,0.196336612229141,0.365054539777589,-0.0439758919088565,0.258678017199432,0.517488760632697,-0.406550134354816,0.583073601605107,0.190204291459445,0.314857956943572,-0.551758418451012,0.504826505437389,0.48370157739529,0.262302427751971,-0.343566302294391
critical,-0.125966005487192,0.0738624894728108,-0.0412016898848876,0.116644205297938,-0.238391352505368,-0.0410810720328805,-0.248719080068551,0.116596296105793,0.213155583129875,0.0194697523191206,-0.181396808269569,0.151280231962961,0.198447775897596,-0.190311413457816,0.129402247565262,-0.226138626312727,-0.205599084262929,0.096751503606534,0.145901282083095,0.0875953479581695,0.119931302681375,-0.0995816579585318,0.184577054238992,0.254907035964454,-0.214436507941424,0.196747430295342,0.156143561647288,0.0207110675599866,-0.0263410934136225,0.188022324847393,0.324983307704546,0.0070298787739014,-0.127831266721465
critical,-0.0598961879615238,0.126331159673214,-0.0209107654177324,0.03261935299473,0.0307810630646717,-0.0060759734804456,0.144014479473994,-0.134893777890411,-0.0630241320283713,-0.223523925874357,-0.0441511187301376,-0.0671646577999895,0.225812413201587,-0.0413969457848473,0.0047293922790504,-0.0287580018005552,0.159844166099374,0.151866113448395,0.0733080449095737,0.0947497107787157,0.106452475171261,-0.0901554840342176,-0.160536327683712,-0.0652128278544036,-0.243356145713645,0.144737303386424,-0.102477946400425,-0.119606976361621,-0.0277475222412093,0.0156310701266278,-0.0673760804720191,0.136599076919115,0.0024469939247747
critical,0.152768554766309,-0.182975245349734,-0.326706048580271,-0.403399483983746,-0.373012233569422,-0.0392416699152207,0.034496137833786,0.277241521384719,0.183114084656325,-0.0023649190997095,-0.312751461085939,0.219396323728152,-0.423204613228851,-0.0640598832916562,0.212674118568376,-0.251076635466681,0.359391364447995,-0.0189105779702132,0.298565864230492,-0.112957414586299,0.267683649397094,-0.169838710047009,0.0408709010654347,0.332355410801147,-0.398599355521518,0.371319631210952,0.166968493767949,0.202863059587824,0.0260364022824997,-0.19375105422488,0.245103979276283,0.349109947222507,0.186076035685152
