group,ASCL2,ATF1,CDX2,CEBPB,E2F8,EBF1,ELK1,ELK4,EPAS1,ESR2,FOSL2,GLIS1,GRHL2,GTF2B,JUND,KLF1,KLF9,MAX,MXI1,MYOD1,NFATC1,PAX5,PAX6,PBX3,RARG,SP2,TP63,USF1,VEZF1,ZNF143
critical,0.133778277373138,0.620881805634506,-0.135184181886329,-0.512346867419367,0.449364639127462,-0.295095205653101,0.580025456072359,0.559088581700987,0.0286373456018723,0.167573588483088,-0.330715164369484,-0.467334311308717,-0.617033447966942,0.533172567287739,0.222421354637205,-0.523678504660297,0.0767752102803453,0.273789300546928,-0.0068245179484341,-0.0906020065387586,-0.0445362749426407,-0.329853640452623,0.177068783484955,0.183014556455958,0.202401232662099,-0.0996493306379051,-0.307826244662997,-0.0226736116028533,-0.0262581036060236,0.30556138369575
critical,0.157758012714469,-0.20292926607455,0.0381594055198194,-0.532039188898353,0.378774858643862,-0.280651385570893,0.0514114887648146,0.170762023973442,0.295078143215694,0.0002981338223492,-0.193791092164865,-0.0523616734209131,-0.326987300963514,0.528893435134746,0.430330958266288,-0.451774331545287,0.244403645367365,0.322684000182933,-0.286435269745279,-0.27692484115521,-0.317648476279802,0.187647973055073,-0.277290751002126,-0.0897339895125818,0.381511462337088,-0.297578814459766,0.304019627287852,0.0008191803488735,0.21529574993361,-0.0820153712343214
critical,-0.180475467748245,0.268353364428005,0.109494848733092,-0.364228407364893,0.0660458551492098,0.259522803895769,-0.172108176859248,0.244687374878962,0.0175498995826623,-0.0324694915492892,-0.21342557857275,-0.0877978126169282,-0.0328198736864564,0.257480258149771,0.342806265252065,-0.0472065102363757,0.251847545016006,0.0702263696170766,0.21663899468071,-0.145679574388071,-0.157127746282479,0.124703007591831,0.178415400022933,0.342743186126534,-0.0166254859133465,-0.110030504258087,0.214198613830616,0.156913920685736,-0.201544757412068,-0.373893990747387
critical,-0.0031616483866875,0.0707369074021513,0.0711315188993995,0.0570094780771906,0.18402006107411,0.121140880287342,-0.0120708202027285,0.0304452453369396,0.113344119366567,-0.0682850174489319,-0.101710145091455,-0.0014886784579734,-0.0029597256680525,0.14556968693157,0.135140602390636,-0.0143194705163366,-0.0035100591974498,0.143553418944119,-0.127551248777032,-0.0856137763415934,0.0363299144660826,0.168205327494918,-0.0743517005501861,0.0458954396967062,-0.0604428459942565,-0.208191913196082,0.102999596645498,0.0426663649560326,-0.0251467764673129,-0.0293419134498164
critical,-0.0613889585289365,0.193049789032921,-0.143137270283428,0.0163909492195449,0.186776305472264,0.175275854447459,0.0052042035562084,-0.0134141784635041,-0.242851294751914,-0.0835095521934317,0.216541206523475,0.191752558114722,0.13367309759897,0.089971695539067,0.364031684407399,-0.267199009382221,5.73775213818897e-05,-0.0888646835776229,0.0410339709843558,-0.0302784922344496,-0.0159029284534435,-0.0619705296016388,-0.0506288022637002,0.0763414158673148,0.0418590846885759,-0.217295533829033,-0.0948032570406485,-0.0794479097151756,-0.0034086613381817,-0.156995500868932
critical,-0.032034665158109,0.190985235860508,0.0636694647002714,-0.0717560649012722,-0.126070243802457,-0.084505834101625,-0.051079358701138,0.0149252285633006,0.0830089111796368,0.300592286629579,0.0763497591797068,-0.0274539652256237,0.0351750512004648,0.144492495308823,0.0476197749132341,-0.162108325424985,-0.0278844511815302,0.0403229993635514,-0.151343860703291,-0.0312755895036415,0.203032667095143,0.139007980719959,-0.0700055592479356,0.113751603842464,-0.0555656244759319,0.12364763455269,0.102037522611342,-0.0092171082985951,0.100845773833828,-0.132938591906483
critical,0.121629523974631,0.210168025104303,0.0446089541358148,-0.0087771020763656,-0.003449341270241,-0.0287849530801003,-0.0520885451754071,0.253308289073167,0.0987975593837731,-0.0784611961466323,0.113460650646041,-0.09352540576859,0.0491237107429544,0.0559595284543085,0.224686870807614,0.0141283461011307,0.259710477775085,0.274641268806528,-0.228419289711548,-0.276481377531,-0.0265788838989558,0.245613720246717,-0.0207914082281105,0.18311944708812,0.0948143355405403,-0.0132989378551789,-0.18430007743123,-0.0631849534352784,-0.0034202958452855,-0.0771134467865104
critical,0.165770240283765,0.141818354622158,0.0661270927965039,0.175755052223868,0.0926188845489429,-0.0313160846479326,-0.0709887827977905,-0.0694543421168731,-0.075165333971599,0.0758858493349379,0.0655342542660074,0.210436114538935,0.0246595157511161,0.008212937730112,0.0189361851701653,0.0936008152877632,-0.0594925514243573,0.180670784189815,0.0420472321851795,-0.0622758699438168,-0.002128720109644,0.0331189630129479,-0.145009612961276,0.0344321181621998,-0.0733588782040809,0.0875916568716593,0.007879394632873,0.114625325730979,0.136909992767849,0.139082883861174
critical,0.180824979013539,0.130716333402081,0.0915851212709667,-0.30067754583667,0.254011407652509,-0.132247615485903,0.0280694031139066,0.0232422151932918,0.191936539920086,0.0389782166266081,0.1182125399453,-0.178319819379111,0.150519346700976,0.275831157939921,0.258069612806347,-0.194061563271041,0.238994564712699,0.101126578178102,-0.0058222015793985,-0.103113010427042,-0.185040739859607,0.108415712525675,-0.0514132694758606,-0.063906929182146,0.163340640211976,-0.18921919885266,0.0390683346220871,-0.0210882382694914,-0.222978702869862,-0.133706489509635
critical,0.0990526539601187,0.0117480638837969,-0.0196796744212338,0.0825593752124781,0.14294632075445,0.130124653982506,0.084778612438679,-0.121615028838303,0.0974045853764369,0.107157703223888,-0.0660067266143585,0.0770551970614452,0.295066920486331,-0.0106577238723561,0.118076191935082,-0.0312185586081634,0.213736475992949,0.0459164317154954,0.0912839498963258,-0.251103374485034,-0.0815494237644898,0.130479430624687,0.064039324708412,-0.0311536707731237,-0.102424806516449,0.155143814177412,0.0507160937464965,-0.176562890130095,-0.17641005798511,-0.244350437504409
