group,AR,CDX2,CEBPA,CUX1,E2F2,E2F6,ELK3,ETV6,FOS,FOXH1,FOXO3,FOXP1,GATA1,GLIS1,GTF2I,HNF4A,HOXC6,MAX,MXI1,NFAT5,NFYA,NR5A2,POU2F2,PPARG,RUNX2,RXRA,RXRG,SREBF1,TBX21,TCF4,TCF7L2,TFAP2A,TFAP2C,TP63,TP73,VEZF1,ZBTB7B,ZEB1,ZKSCAN1,ZNF384,ZNF76
critical,0.132063061511586,0.228755740222519,-0.0561236038726658,0.191165169253882,-0.0259440309710652,-0.255205656066774,0.0331515776612601,0.108799328708525,0.0369630133117185,0.165773899954395,-0.0277920270297963,0.213609418261453,0.118578037993406,-0.103183175674558,-0.0545099580734757,-0.285591986120876,-0.144125285932196,-0.0994868349889137,-0.182547698000576,-0.0179848588394888,-0.059419147369876,0.0585023680751149,0.210050986890331,-0.0947341640502914,0.183282715854714,0.0957339250605986,0.0463610074330933,-0.196442693921266,-0.137582076464171,0.0686978637082545,0.111767701612613,-0.104920057192228,-0.0283691997182377,0.207114142540497,0.218852389702296,0.184701320889966,-0.18762220981238,-0.118787662400307,0.203966673055756,-0.203526600104124,-0.142384558920391
critical,0.147212466900871,-0.0559249349522624,0.0899210276761776,-0.0522617721708718,0.109816610418334,-0.16233788267378,0.131276366242916,0.0740389971988487,-0.175749457632991,0.0427507906161445,-0.0313959791196002,-0.045886713962768,0.149175913323912,-0.10008478711906,0.0005909466135738,-0.171586164072019,0.0332009668092116,-0.224780334208002,0.192677433454749,0.0921961316777576,0.181080041794099,0.0496213450169194,0.164885029570542,0.0832381740452936,0.0835775287979908,-0.06320285482953,-0.0899376165547237,-0.120571610734277,-0.0751287872067515,-0.144000219999961,0.199326447244696,0.04132580227079,-0.029387584560011,-0.230554146720508,0.166246899256062,-0.204108237463657,-0.0401138945760289,-0.157166382547511,0.130220416075949,0.0797109223641865,0.0998379769748371
critical,-0.104369027065959,0.274828444957297,-0.0353434182953349,-0.25037140621924,-0.314815489570151,-0.16675133756673,0.217144027050234,-0.221375010760165,-0.10267000871812,0.0447929512913345,-0.10641155900713,0.0519993629898011,-0.045570191841602,-0.117738808852816,0.0400788709867882,-0.31182087828016,0.0745267229024568,0.0171648494544027,0.192951810044284,-0.132060958026052,0.132099151806428,0.206488538400566,-0.211841370796823,-0.123312508449616,0.080061537428739,0.229308717296101,0.0098858522909689,0.203489088079577,-0.19894546840268,-0.313707869939259,0.0503180301481092,0.121702205670071,-0.239745009363071,0.179792583713343,-0.016989895440827,-0.233860229202125,-0.0680920214331173,0.290709280579435,0.325557447095149,0.107475915396601,-0.0911062224286599
critical,-0.0753637263743465,0.116076250153929,-0.0219431152573614,0.106152209529756,-0.172091784291501,-0.0332517338513986,0.1301391028594,0.0117930889006172,-0.125846600604885,0.0459720567774551,0.0180449001889935,0.0683647212260638,0.0436059920578414,0.0131417209469622,0.0107319000232543,0.0125096316793022,0.127770025824813,0.0719606799889323,-0.0822771910938305,0.0323201055726737,-0.0608158909582016,0.0947418243772969,0.117019586089817,-0.0542635313779705,-0.120078778273789,0.0454358181300483,0.0758598422285031,-0.245317807370511,-0.0679393947737757,-0.0943926287513658,-0.0493468122459568,0.0692562267115384,-0.0857356081761218,0.16924820553906,0.0875701235221528,0.0221961962972944,-0.14257738615055,0.0680489871401692,0.11552454621934,0.0804574423021265,-0.180292144127778
critical,0.147124758972162,0.144751461467148,-0.190782183728004,-0.378916086171611,-0.144923638810829,-0.209659820182639,-0.136264462094376,0.126425042497549,-0.16996091192364,0.109936952589438,-0.0205734739213516,0.173418520467813,-0.108037377140723,0.0770757659900486,0.0852752823207381,-0.191600260471668,0.221600678320773,-0.0396935960723511,0.3122725173119,-0.304967010745772,-0.11748494485193,0.195878133130477,0.072202928426757,0.18992067204646,0.324617101635219,-0.105656580078089,0.355197485273567,0.109191684050997,0.0800655896277025,-0.299379527837653,0.0518519413814516,0.0501954765922372,-0.068525645340646,0.0781538273978565,-0.030604132237477,0.300448839761571,-0.308194007893144,0.0007652673587598,0.106928380057735,0.158080050246463,-0.120579762296258
critical,0.129368795717438,0.0202910595432456,-0.094668927674563,-0.050392744621987,-0.150869944109249,-0.0864147014292228,-0.0412963924275016,-0.0012231060999981,-0.205150851515719,0.19147474672299,-0.0717580496176545,-0.0948400851983562,0.0942192525235732,-0.0732023201083372,-0.122010182147429,-0.0395590404540586,0.104650968501207,0.123442595339776,-0.0017651908477949,-1.67548780821657e-06,0.054453224883361,0.139425331309709,0.0874785073037628,-0.130135653598891,0.0059682164565449,0.0569325601884889,0.0029946122479932,-0.0045310345681278,-0.211243569604782,-0.201422633375082,-0.0011370118033912,0.148657913551371,-0.125648310597455,0.047496857271001,0.179513310376454,-0.107301590213806,0.226463571970944,0.0971352457282578,0.198937627188142,0.201396469988538,0.0390610339239856
critical,-0.0068123566016971,0.0632426859943398,-0.0652176542945984,0.0150708800039218,-0.0987493540048532,0.0224753529893902,-0.14101406613179,-0.0367844124500114,-0.0927391200760338,0.0186429990442855,0.128221806530893,0.113146693610995,0.0607097478261612,-0.0361243011272123,-0.0669382452111677,-0.0260293778044185,0.0320666189295374,0.104111504650285,-0.218227908635698,0.0353619440170979,0.111870693013642,0.0963307045680351,-0.0133575476439738,-0.116247095898773,-0.153633074270333,-0.0728650579050595,0.0739390560016132,-0.0243890483404282,-0.0226613479135747,-0.0769019630433295,-0.0034882059525233,-0.0340157873088277,0.0622476526472316,0.010482473608766,-0.10131222067754,-0.0296622630364562,-0.0427833933803727,0.139791528455589,0.0133467417845272,0.0933619847191682,-0.0361709675353877
critical,-0.0484857137595615,0.119958036317034,-0.106552936827956,0.0491216048075713,-0.165866231664626,0.0921691198045297,-0.303317226645581,0.0194378537276013,-0.0089686912065604,-0.0202000405404156,-0.21070920666549,-0.108521933250483,-0.184046203460498,0.032084780532455,-0.037584004002008,-0.0705143889203273,-0.050704929726622,0.0451656479077122,0.125976724518185,0.151635465734166,0.0479365577462461,-0.0324178868561751,0.0020189242202762,-0.0106594852955834,0.0359566895415518,0.0447322049565555,-0.0115570908927245,0.0505076236953178,-0.158937198813619,0.0315343638837147,0.0910649690454046,-0.0747689007808794,-0.225279315747561,0.0483520034679816,-0.0607425568369516,0.0097710690671974,-0.120711183046868,0.0423636368662615,-0.0912407115760198,-0.0159433391551781,-0.078430068039012
critical,0.111635727045178,0.198686844704089,0.0969851636167827,0.0220715971394838,0.0367682347164208,-0.135867802683859,0.101764032349743,0.103638947871598,-0.0599406049386329,0.130056099074603,-0.0350436345925654,0.21989473899917,0.130862118536186,0.0498467385221966,0.0118203530408619,-0.0221407688270588,0.0790719216380823,-0.109394153207365,0.0536469004336841,0.0530225413026527,0.159173267939891,0.174458638810168,0.0639054728614442,-0.17968908257065,0.132673473500367,0.0415151054974012,-0.11728792461263,-0.136791341456604,-0.142646724809832,-0.16008841420369,0.118706452111918,0.10683796912061,-0.0420047733248993,0.0001733161934135,-0.0030841865732762,-0.0112813459676809,0.0366221760376566,-0.130348942009274,0.0748583984285721,-0.130487454685757,0.0261937460008616
critical,-0.0783802099466796,-0.045292759183241,-0.185387335903398,-0.145327147402201,-0.0745781521309336,0.0844863748709922,-0.0400768012935742,-0.129603804846281,0.010184949640714,0.0786024863551912,0.0686757004258598,0.199454080174101,0.0693968883601549,0.0791650496572947,-0.0846478447880661,-0.119736425711791,0.149584657311737,0.0590462467667351,-0.0096141487799591,-0.0625536110845443,-0.103067714307861,0.195242897927287,0.0659981496764835,-0.133695370398807,-0.0507128203715256,-0.125637087640891,0.179218459982444,-0.0729078322299129,0.182608295677935,0.0775381891882675,-0.109508108422467,0.0074980369862408,-0.100879300153946,-0.0325003812979935,0.0742383012084123,-0.115787239132612,0.0828766549487966,-0.030563912531243,0.0515862539928729,0.200231852564202,0.0718244441192625
