group,ASCL2,ATF1,BACH2,BCL6,CEBPB,E2F8,EBF1,ELK1,ELK4,FOSL2,FOXG1,FOXK1,GLIS1,GRHL2,GTF2B,JUND,KLF1,KLF9,MEF2C,MXI1,MYOD1,NFATC1,NFYB,PAX5,PAX6,PBX1,PBX3,RARG,RFX5,SP2,STAT2,TP63,TP73,USF1,VEZF1,ZNF143
critical,0.0724330227251003,0.63641144670694,-0.355860755784349,-0.237418325661384,-0.552637170816378,0.431933410668493,-0.315618372358165,0.617622522525165,0.597145685332952,-0.363026466960889,-0.128484790984305,0.209834241406389,-0.481804914363678,-0.640280382879479,0.521050952228633,0.212563306767198,-0.556150153154765,0.0628035436429732,0.278363164272577,0.0051613137758369,-0.0880518777880818,-0.0112826208580502,0.291635011463836,-0.310315618933123,0.203556884252987,-0.0025448036075688,0.180240613024911,0.195889036532078,0.451380342059263,-0.106438763074802,0.17739777026435,-0.285833272322191,-0.376707417180626,-0.0102825301848153,0.0124300379583419,0.286932989702512
critical,0.106960476689847,-0.180184634231719,-0.282771641206665,0.0860845594171884,-0.555141671245468,0.424129586859408,-0.310056229685408,0.0598442912912802,0.221130149153649,-0.283852309027967,-0.0929802353521363,0.260691489390943,-0.040115134814875,-0.383200393454599,0.586617258545446,0.490016140466777,-0.468471554478053,0.289793708036,0.553041953914695,-0.301567573679364,-0.31800862299069,-0.290187478390653,-0.252438376717386,0.176187989835717,-0.285019682616631,0.247102781076325,-0.117580246023645,0.443396679352214,0.0128087598615917,-0.339645306349062,-0.0086541085088235,0.325784817266189,-0.475079641613556,0.0296129904370549,0.207990337576232,-0.0979316701609851
critical,-0.19611026197582,0.260898486403619,-0.0383426792692788,0.215071051932589,-0.338355429503269,-0.0011177030655239,0.26500646029329,-0.166850607901285,0.194959061717719,-0.234713162145924,-0.0718362520810468,0.159849292456554,-0.0686237391627528,0.0453078545182449,0.174501642477509,0.233737951426182,-0.0285194982687427,0.231008246242407,0.086988934096789,0.182299651013617,-0.126211790884228,-0.0933082972624524,-0.220616417360337,0.113564675890609,0.170696292452852,-0.238978107442319,0.287757144451726,0.0297181002144526,0.109079384567571,-0.0988708996675124,0.166663644154037,0.169456264305002,0.179941460147514,0.126452763827054,-0.187009999803764,-0.36125596045114
critical,-0.0654036798149358,0.121385714512283,-0.0271573013101948,0.0198995743362648,-0.0444120747526579,0.247012339188851,0.0259446741464706,0.0839159845039301,0.110048502748354,-0.178431284901729,-0.216362746022423,0.185009795012359,-0.0977427852232627,-0.105276103645365,0.217644108352238,0.207140597131936,-0.114353654571479,-0.0606271125966004,-0.0234398692458231,-0.143482629389244,-0.133277208143075,0.0251020330728998,-0.0746640235170587,0.0623075758445864,-9.22563523232035e-05,0.157494066772044,-0.0442369519286813,-0.0265277144597419,0.0566340580943508,-0.268303909102427,0.203783962710131,0.0993451699090456,0.0383051194909112,0.102332345065685,0.064981429586995,-0.0300916390195006
critical,-0.185265809925506,0.143861693107667,-0.0275920370231063,-0.0290699869451447,-0.104292305007143,0.300232474920327,0.129422443595016,0.106802231357125,-0.0546769741151651,0.0912390038915247,-0.0677680114495147,-0.1061856652048,0.116597431009242,0.133255008818044,0.0407572993166129,0.445738968173348,-0.28471945845651,-0.0425761226855363,0.257618304146484,-0.0612249877389502,-0.0567190961007121,0.0228478770285826,0.0204614510308115,0.0174472315759685,0.0251388709360091,0.116359786392109,-0.0580342501039271,0.0574504302571121,0.0862880743679208,-0.208470777618941,0.0446503672374411,-0.130877938907562,-0.0963199830284416,-0.130181534143706,-0.118618657733178,-0.232125149371809
critical,-0.0318151300573402,0.209051702109028,-0.0945540060700878,-0.0300969511749482,-0.133608158027984,-0.0259284953241367,-0.0818466360580641,0.139630147275511,0.0464760053839782,-0.0383854852174594,0.205073025639041,0.0470336351036343,-0.0863089604551825,-0.0447032729710984,0.26694650767523,0.0950524503557241,-0.240373148448251,-0.0497454859576238,0.165092235646774,-0.115913385887897,0.0283000299325125,0.174599217646171,-0.206842155460285,0.105265668979762,-0.0470439282225942,0.0368843624811356,0.156727146531998,-0.0539380019740042,-0.113574017276271,0.11442139829465,0.0405956751861377,0.002278767873749,-0.117388003842898,-0.0286737988147462,0.187258853319018,-0.144672746253997
critical,0.0834161722786921,0.196263173519181,-0.0910381293070677,0.0296722804517375,-0.101607391992542,-0.0142975188155491,-0.0182880055725968,-0.0292855386178227,0.221019142872108,0.0422747601283652,-0.0461570377072378,-0.0618457175159878,-0.200735105592954,-0.0176260480103282,0.0328090079485693,0.199513777231561,-0.0007637857456068,0.17951565016861,0.160373825839342,-0.208846406092502,-0.274673700771348,-0.0363565287213927,0.015338706784244,0.320932209683192,-0.0246993138533155,0.041203660316741,0.231789622569589,0.167599744712654,0.0761115842172885,0.0444094037017834,0.0105209664378405,-0.179118332839756,0.032518650372328,-0.0706439640890534,0.0631160263342509,-0.0451886733998962
critical,0.131428713895333,0.0823125525146743,0.0017858859421414,-0.0416479261339868,0.129776139609347,0.0905452967359378,-0.0245114240950515,-0.0461557118008489,-0.0446590901244248,-0.0022866534814464,-0.0837941519930449,-0.0792222362811293,0.164342697643449,-0.0083369058569403,0.0201527341579338,-0.0145646586696339,0.135987793660731,-0.0855430207216805,0.0502505609276101,0.0844603127735439,-0.0583122475287002,-0.0535553451243256,0.0216226901906245,1.93450135904846e-05,-0.0864415369779167,0.0969552537391356,-0.0029374939386825,-0.0036425766215254,-0.0758480717231719,0.111502935834343,0.0718693920530235,-0.0204743450088756,-0.0916778744066095,0.154626929567814,0.111956351152881,0.111731200369706
critical,0.121908609834814,0.173504458520645,-0.0327355688383697,-0.0399066408221958,-0.300581943990405,0.201126486080612,-0.198236888818892,0.0373789732069762,0.149554889914766,0.0377468875549259,0.0155106327937095,0.0326774593178487,-0.258565671775575,0.103479373282846,0.211802469509814,0.21693133451975,-0.178214684011479,0.0999622993796858,0.248374883537234,0.0210516217203632,-0.153927341751641,-0.109779864260727,-0.113719100934648,0.053146103547869,0.0092947963830985,0.0905731474213227,0.0163852438203879,0.150341250726932,0.0529815966536034,-0.162469465400085,-0.039951550214924,0.0484971488513058,-0.0019054999831299,0.0487557217385077,-0.139538164787521,-0.109835053826106
critical,0.0486312849833793,0.160441021744961,-0.0445219172553947,-0.0424912428870632,0.0078785265126866,0.202054618527886,0.133652103514526,0.123915583231293,-0.0720726818574399,-0.110325567518133,0.0216076988354132,0.0596096583602451,-0.0864613653718931,0.224331194204739,0.0305934558141793,0.0537173823517204,-0.0394075855445169,0.169341182639054,0.11595251398329,-0.0139379873832229,-0.166791894004891,0.000533246662329,-0.0356366177467895,0.0444488697674045,0.122765142542694,0.18082099610746,0.034572368514239,0.0009435720345226,0.11946131228572,0.0126261781529725,0.19032749694967,-0.0763032534581307,0.0945014436174234,-0.0139940209892142,-0.124772253943897,-0.121947216767295
